delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
71516,18570,4061,4742,2913,8204,3423,2198,-13038,-10786,-1646,-4546,-1554,-6570,-3124,-2073,-22327,13671,-792,237,4121,-3668,-958,2044,easy
553646,64854,23245,15163,6427,11956,7562,6080,222444,80882,23518,44218,43425,16549,20770,20119,30920,-4997,-15525,-8544,5909,-1439,-3484,-3276,difficult
66923,12966,2205,2185,2896,4286,3217,1086,38319,30821,898,42,-74,1363,-2268,-353,-51503,-2049,7715,2563,160,-2425,303,-215,easy
166278,23444,7253,7104,2464,2514,909,503,-144644,-10462,35930,2254,2802,4346,2086,1322,-136504,16087,68635,13995,10750,13712,4637,4288,difficult
50815,26914,1936,6409,3163,4395,1616,868,-20959,-5568,3521,-4646,-1604,-753,-178,1955,666557,134466,29560,18651,22928,13036,9895,4859,easy
811210,93950,32870,21728,18412,19778,12852,8232,-412151,-54920,-26714,-18974,-13168,-17148,-10292,-5728,-365907,-82924,-31669,-20263,-15766,-18724,-11749,-7603,difficult
111902,48520,8200,8764,5758,7397,3594,2001,2296438,206614,-976,47324,22029,12209,6251,4004,-4260,-11473,29437,-5000,-1661,-5290,-1840,-927,easy
616422,95093,16669,16747,11520,8796,2926,1939,-458777,70542,65871,2753,-2103,28522,16251,3483,-259963,-39044,-4524,724,2432,-1397,392,-133,difficult
12552,13376,45712,41483,15202,12694,3025,2850,1200452,48496,53686,-17215,2979,28319,16789,3621,68972,27769,-42679,-31409,-12042,-6903,-145,-548,easy
1234978,146955,57283,49961,16780,15421,11013,6306,-1166711,-71706,-47076,-36886,-11462,-11494,-10027,-5022,-864399,-82297,-39611,-43233,-12840,-11962,-8944,-4708,difficult
273656,28925,8221,6948,7802,8756,3287,3290,-167336,25876,14396,-1510,-5290,-6509,-188,-2695,20316,-16491,-6726,-3165,-6006,-3578,-2019,-2793,easy
52354,21724,5243,5133,3062,4677,1804,606,-26334,47600,21248,1650,7891,2458,404,1923,409613,-1462,-2800,2098,3447,-1006,-972,853,difficult
