delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
276336,39587,7200,3578,4835,6267,5713,1951,-220114,-18504,40634,68499,14513,40880,5876,11001,-253323,-29279,15898,18656,30976,10266,-1480,2907,-261402,-3862,23729,50392,27048,18849,5489,8331,-33209,-8079,-10775,25417,-24736,7831,-49843,31736,16463,-3928,-30614,8583,-7356,6969,-8094,5424,easy
463840,60321,19100,10494,10357,25964,29774,13223,-434244,-52084,9938,-1286,4782,15538,-11024,4855,-462394,-55015,-17514,-8030,-7912,-16697,-26062,-6897,327158,74257,-7701,-18,7886,-8481,-4316,-6180,-28150,789552,-2931,129272,-27452,9813,-6744,8012,-12694,15798,-32235,8216,-15038,21746,-11752,717,difficult
157644,14748,9337,8915,8149,16259,12578,9924,59887,10975,9258,7579,4275,10719,-3861,-291,-146869,15888,21439,4606,6490,-6168,-7879,-2686,-152536,-19,-6571,-4900,-4799,-7271,-5610,-4851,-206756,-5667,4913,-15907,12181,-28010,-2973,-9506,2215,-11289,-16887,-1103,-4018,2269,-2395,-2165,easy
374372,70071,17764,12198,16825,31576,14793,11694,48790,-36029,-11384,-10306,-12695,1579,-12120,-8202,-262568,-44539,-10387,773,17163,1977,-4259,6904,-372233,-66607,-12237,-11406,-11628,-24080,-11245,-9353,-311358,-109665,-8510,-22068,997,-1850,11079,-12179,29858,-28791,398,-26057,7861,-6986,15106,-16257,difficult
245916,33349,5607,2999,10335,34501,16606,9821,239146,-22605,10811,1552,-8178,-25431,-11838,-5556,-103807,-27990,-4215,2419,-10099,-33429,-16065,-9473,-150721,60549,9472,5331,29617,-15227,-1926,-5051,-342953,-46914,-5385,88539,-15026,13687,867,2912,-1921,39716,-7998,18202,-4227,14139,-3917,4422,easy
752925,98545,14212,5000,7349,45281,28050,14172,-723471,-72667,-9604,-234,7908,-10462,2054,-5685,-696065,-21396,17210,-93,3892,-15923,-19375,-1327,-741117,-96243,-12765,-3137,-5103,-39612,-25919,-12465,27406,-45052,51271,-74847,26814,-29975,141,-3044,-4016,-8995,-5461,-23689,-21429,-6544,4358,-11138,difficult
424838,61634,8947,5627,4833,4240,4729,1896,-409458,-53825,-4987,-2770,8501,13425,4577,3682,-408285,-53374,-1389,1293,2318,12240,3119,3211,-414104,-3597,1952,5316,695,6550,3763,4969,1173,-5819,451,49777,3598,3341,4063,4023,-6183,-1623,-1185,-5690,-1458,644,-471,1758,easy
52433,14891,7865,6761,10083,13618,18587,10279,425358,40261,-4941,6834,-2387,15126,-5887,-1457,4275,127705,20210,-1992,-4289,5027,-1663,-1826,-43904,7925,-3022,6742,6652,2550,-479,2816,-421083,-48179,87444,-119780,25151,-23232,-8826,8734,-1902,10941,-10099,-2477,4224,1184,-369,4642,difficult
20281,19045,12213,6725,7399,27759,19615,10385,308206,47788,31537,14723,21109,11977,-13042,15,6701,31856,-8247,-3322,-612,-24851,-17056,-7724,-14947,-12655,-11303,-4194,-3044,-15766,-10710,-6737,-301505,-21648,-15932,-44511,-39784,-3056,-18045,-872,-21721,-2432,-36828,9085,-4014,6346,-7739,987,easy
49795,17578,25462,23583,21603,39867,12232,8797,15330,5336,-9779,29021,-16555,8038,-6929,2038,-32439,-3851,-14874,28814,4544,-13400,-5088,-2620,-47225,-14054,-23963,-17684,-17986,-34317,-9809,-7247,-47769,-14786,-9187,-10203,-5095,-9089,-207,-46498,21099,-22530,-21438,-20917,1841,-4721,-4658,-4627,difficult
758075,90107,38837,16541,15594,44144,14402,8046,-685571,-74602,-22944,52081,4206,-30101,9290,-763,-749862,-83240,-32552,-6950,-9353,-38437,-11093,-3224,-683884,-69180,-30143,36125,10339,-2651,-333,-375,-64291,65978,-8638,14060,-9608,2409,-59031,43075,-13559,19692,-8336,35786,-20383,10760,-2461,2849,easy
