delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
88590,18799,5420,2807,4840,4244,189564,16706,13833,156,-3608,-2802,259124,39234,7378,15605,309,15581,-88086,-10752,1977,895,5137,932,21917,-3061,5523,1532,-928,-2654,723221,24645,22875,9330,-556,-518,69560,-347210,110003,701304,22528,-49986,7691,27706,-6455,-5401,3546,17352,15449,-14710,637,7798,3917,4828,-6065,372,18383,-14649,-3586,2136,easy
113496,48849,12546,6795,10495,14973,-45161,1062,-11916,1005,-8570,-12516,-82022,-36761,-11553,-2228,-3778,-3129,-63964,-38512,-10542,-3916,-6650,-11430,-101676,-39080,-10819,2131,-4349,3032,-58846,-545,-6621,3714,-3257,-9580,-36861,18058,-37712,42830,-37823,-1751,-568,38535,363,1011,-277,4198,-3233,-1688,6047,1583,4792,-2872,2301,1092,9387,-8301,14462,-12612,difficult
144867,41773,11493,10179,4499,3287,-120953,-31959,-7233,-5570,3000,6962,-16219,5651,1549,-4058,-17,-1392,-10258,-32041,-9761,-9287,-4064,-2521,-107295,-32027,-9153,-6284,-2666,-1552,-105303,-26980,-4910,-2923,1058,2503,104734,5961,-97037,1992,37610,-37692,14,5047,8782,-11310,608,4243,1512,-5229,3003,3361,-3017,-4047,1398,3724,-8354,-1129,969,4055,easy
114914,24976,8848,7061,8856,11606,-103345,-21480,-8523,1019,4149,2421,718988,54385,1458,-5192,-5973,-8611,428490,690954,332354,30875,29527,37964,327510,-16202,-2621,-3065,-3498,-6441,-80599,12087,13591,2685,-4087,11109,822333,-290498,-100980,-408109,75865,636569,-707156,28289,9981,330896,-334975,16212,-6211,36067,-33940,5750,-10122,35500,-33025,-589,-11032,46575,-44405,17550,difficult
270762,54909,5624,7019,4351,3886,-244543,-50374,-2459,-5202,-3362,-3058,-262947,-46882,1351,-2572,-1030,-288,-263487,-43634,-2074,-2828,-2382,-865,297209,27153,-2651,25,-2513,-2119,1526398,106832,16045,3094,2423,2482,-18404,-540,560696,1229189,3492,3248,70787,79679,3810,-3425,-577,18696,2630,-256,2853,3069,2332,-1352,-131,4936,2770,-577,-1254,4601,easy
184713,57199,10962,8680,8585,10209,863595,-18161,34841,46450,19124,6466,2085866,165791,7105,37951,10211,30307,-177898,-34911,-10670,-3093,3635,7087,-84242,-17545,-10896,-4307,-3740,2441,830939,73885,14904,5642,4612,5799,1222271,-2263764,93656,915181,183952,-200702,17366,91430,-27736,-17775,-226,25800,-8499,-41044,-1214,9949,-8913,-6576,-7375,8352,23841,-23220,-4646,3358,difficult
255310,60871,14602,8893,18843,11557,-188027,-7451,1530,366,-15267,-6495,1860400,51307,-1127,8923,-8924,13945,-246812,-58007,-5162,1180,-428,17601,-196302,-44875,-13972,-8172,-17961,-10068,-173797,-48112,-13090,-7507,-18432,-10680,2048427,-2107212,50510,22505,58758,-109314,13132,-3237,-2657,-4035,-8810,882,8557,-7743,-9352,665,6343,8496,-17533,-471,20440,3656,-27669,-612,easy
260087,106526,10921,9943,9690,7599,-62123,-95480,12559,-3621,-7793,-1203,-121067,-99459,-7070,-9304,-6846,8267,-242818,-85248,-8723,-5506,-5279,3949,-227955,-83342,-9056,-8722,-5546,713,356746,-100852,-5934,-4684,-6812,1306,-58944,-121751,14863,584701,-3979,14211,1906,-17510,-19629,-1653,-333,3122,-5683,3798,-3216,4038,947,1567,-267,-1266,9470,-4318,-3236,593,difficult
595713,42138,11775,12407,7098,11186,-91168,105820,20384,41943,38557,28153,1064886,157646,46347,-33,10489,1380,-589710,-30654,-8855,-9906,1081,-5533,-592455,-40578,-65,-8080,3854,-1382,-421543,-16595,-7551,-2673,-720,-7938,1156054,-1654596,-2745,170912,51826,-188300,-9924,23983,25963,-55202,8790,-7486,-41976,-9873,1826,5407,-28068,-9408,2773,-4574,-26773,-6913,4151,-6556,easy
1022756,130825,35480,9602,12288,24918,-944284,-107473,-28614,-5381,-8424,-23383,-906473,-114049,-22824,-6031,-4847,-19502,-1012145,-124785,-30943,-5161,-8587,-18382,-924802,-79025,-34078,-8196,-7828,-12482,-1000951,-127308,-34655,-7498,-10802,-23971,37811,-105672,87343,-76149,-6576,-10736,45760,-48283,5790,-8119,-3135,-577,-650,870,-3035,698,3577,-3740,759,-2974,3881,1120,5900,-11489,difficult
144707,50376,13157,21663,12313,19191,169887,40967,-10543,-14367,3957,-1719,-80768,-48903,-12929,-19212,-2538,-13833,51133,-18305,-4817,-21025,-9097,-14807,-122818,-39251,-6594,-17356,-7954,2828,-91517,-22595,-5309,-19930,-11651,-18402,-250655,131901,-173951,31301,-89870,30598,-20946,16656,-2386,8112,-1777,1285,-4845,-1813,3669,-2574,-6495,-6559,1143,-3697,-12114,-974,17635,-21230,easy
85288,22912,4556,4781,4968,6947,-57276,-17500,2189,742,-3605,-3796,-70711,-16362,2011,3046,-1134,3203,12459,1439,34250,40197,14386,18745,-68498,-6853,432,-3336,-3332,-5623,-54124,-2273,-2790,-3790,-3888,-5908,-13435,83170,-80957,14374,1138,17801,-8292,4580,-178,32239,-33818,-3222,2304,37151,-43533,-454,2471,15520,-17718,-556,6999,15542,-24368,-285,difficult
56802,30636,3343,3999,3627,6993,43229,-27210,-1083,-2884,-2963,-6242,-10929,3488,5545,2725,151,-3028,-46858,-26418,-1487,-3042,-2653,-3036,-35810,-27960,1157,-1430,7917,6455,-17660,-17643,-285,-3219,-2937,-5306,-54158,-35929,11048,18150,30698,-29906,-1542,10317,6628,-7032,2644,-1442,5609,-5767,1612,-1789,3114,-2804,10570,-10854,3214,-8,9491,-11761,easy
88418,25096,4118,3372,7485,12534,-78062,-19989,3187,189,-2302,1949,-83576,-17833,6381,8296,-3287,-6979,216508,47975,-198,-1106,-780,-6553,-84568,-22222,-3777,-1305,-6585,-5225,772241,45478,29011,17002,24804,10223,-5514,300084,-301076,856809,2156,65808,-70197,67700,3194,-6579,-3579,32788,8107,-9402,-199,18307,-985,2507,-5805,31389,-8928,426,1328,15448,difficult
155026,58226,6110,17806,4887,12083,-150017,-56915,-2092,-10194,9954,4023,-137524,-47108,1896,-14611,4582,1315,58313,13036,-5089,-13850,-1191,-9653,72461,-39344,-4128,-16449,-1579,-9669,-138849,-35868,-5206,3752,2671,9535,12493,195837,14148,-211310,9807,60144,-52380,3476,3988,-6985,961,-1078,-4417,761,-2599,20201,-5372,-5773,-388,4250,-2708,-10968,-16,19204,easy
273619,40523,6060,7145,9129,5839,-260240,-36912,-4081,-3800,-5307,-2286,-106574,46555,-412,11,-6845,-2401,-255295,-26575,-4455,-4731,-7006,-3963,1161988,576692,57316,51365,22228,17218,-119655,-6595,8555,-1810,-4397,2660,153666,-148721,1417283,-1281643,83467,-73130,603267,-583287,3669,-4043,61771,-48761,3811,-4742,56096,-53175,-1538,-161,29234,-26625,-115,-1562,21181,-14558,difficult
460314,66034,35572,15829,10509,7426,1171255,31380,14154,23416,-6380,6775,-454833,-59778,-35071,-10612,-7698,-5763,-458599,-54449,-31716,-13983,-7468,-2935,-458707,-59041,-31109,-9803,-5919,-4814,202321,-12073,-32494,-12765,-7358,-6562,-1626088,-3766,-108,661028,-91158,5329,-4592,46968,-49225,3355,607,-1385,-34028,-3371,4180,-2962,-1318,230,1549,-1439,-12538,2828,-1879,-1748,easy
819749,128431,9758,9030,10844,8798,-764561,-94358,-584,2765,20952,-202,-779615,-117206,-5922,-3949,692,-6522,-811580,-90948,-4600,58824,-3286,-2476,-795561,-102729,4207,1881,-5840,-2006,-792993,-78232,-5200,4424,-8190,-5035,-15054,-31965,16019,2568,-22848,26258,-11781,24497,-5338,1322,8807,-9407,-6714,62773,-56943,2543,-20260,-3978,-2554,-2350,-6320,4046,470,-3029,difficult
