delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
1032709,109639,14103,26462,30818,32029,26734,12041,-1003981,-81185,-732,-22740,-23023,-13974,6116,1121,-521212,-20168,-7501,-12782,-25712,-20500,-18808,-3885,easy
335886,210349,17986,19614,27683,21184,20750,7503,1403746,338232,171575,7919,638,25002,38030,35029,706716,-77757,1044,3231,4691,13639,24600,4612,difficult
471101,89524,36473,11040,17280,18621,12370,20859,-409185,-68256,-35063,-5219,-13586,-12299,-10670,-18540,1585804,343191,-15677,5788,-10204,4344,-3587,-12725,easy
529579,91751,39978,32048,21156,22997,9993,8428,931806,-41495,82672,-397,171,42953,18535,1223,2430831,1726995,199527,115879,49086,64599,106525,50889,difficult
1643497,220671,202467,74042,35987,47497,41358,27830,-1490977,-205384,-190812,-72394,-33375,-45755,-38518,-25602,-1398866,-148258,-171174,-70434,-28572,-36660,-36884,-22715,easy
1105091,145224,18272,22977,11287,22808,28285,13431,255976,-42870,-4514,7408,-609,-14132,8616,-10365,-121466,46095,-5552,-17294,-3190,-7491,-8450,-8904,difficult
530386,22811,3493,11461,2120,9854,7241,3327,-528132,-19010,1073,-5691,1741,499,-198,2511,-292133,4990,15446,3256,4463,-2114,2277,2654,easy
781839,56236,24263,9809,14618,12597,13101,6723,-582219,153246,-4646,2693,4099,3130,1405,-2385,-661525,90765,-12426,4984,-9787,-3046,-6785,3121,difficult
148447,45372,20228,4975,5943,6178,5338,3133,36043,58989,4889,18718,4925,13591,165290,27139,-51403,-24545,-18753,-4018,-4971,-1756,-4133,-1285,easy
1715396,148472,91825,141148,16412,68724,97221,30380,-1595519,-112252,-84711,-134770,-11218,-64569,-93013,-27883,-1300632,-49336,-86824,-137904,-11003,-66194,-94548,-27976,difficult
1286897,156027,74791,41915,23742,36357,37253,24275,-1108481,-52358,-3127,-37288,-14259,-24081,-29236,-19111,-880857,-131984,-72111,-37301,-18955,-27559,-21712,-20237,easy
331871,92193,11243,13122,16204,12814,11553,7364,1205543,309340,108833,61710,39564,49645,26294,10319,397754,-28252,-377,-6621,-7433,-8876,-4569,-2728,difficult
413738,123855,19778,22530,39040,33223,41715,26171,58982,-90255,-16003,-15966,-36015,-28171,-36377,-23445,99058,37466,-1584,-11211,-27810,-12961,-24254,-6216,easy
444925,74045,16481,11877,4082,7442,4744,3238,-322652,36174,54477,18272,8521,3128,9840,1640,-225205,137797,-518,16122,21854,15651,10934,10088,difficult
296874,127374,11625,12927,16226,12627,18038,18692,492278,76483,18895,10145,12457,4305,2707,-11497,-159746,-107525,370,-9336,-15404,-8307,-12593,-16597,easy
608005,65882,38261,7191,9070,8864,7929,5541,447906,73761,-563,21086,8553,30222,36618,11647,-155331,-25757,-2945,-1012,-2186,16259,2639,6196,difficult
1382972,303623,83500,115763,17764,56999,74179,42298,-190495,-114490,-38478,-63213,-8142,-46481,-62177,-24341,-90512,-240888,-50260,-108109,-14794,-50606,-52592,-36020,easy
516490,102177,42646,30886,52223,28911,26653,16889,479659,66520,-4504,-13412,-45412,38419,92518,14705,211693,153595,32852,-12209,-32837,49134,68137,29389,difficult
1166961,263929,80191,16568,26134,69961,43121,17592,-959975,-198454,-76129,-5265,-21725,-56546,-12997,-14836,-420167,564343,-6486,10326,-4579,-16111,87434,-547,easy
644085,195765,30453,13877,16033,18347,19659,8896,-366482,-184183,-28090,-11518,-10012,-15713,-13960,-6374,513273,-106137,-1254,13568,-566,-10759,-3171,-4415,difficult
893613,212493,39762,24083,21618,28757,27264,10284,-746122,-52423,-30166,-11074,-13503,-18253,-15599,-2674,-597524,-184261,-39212,-19111,-17162,-13022,-23158,-4072,easy
676970,41132,39093,9241,17332,13812,6115,8133,-160880,186596,-11824,1281,38971,18844,13946,11445,-473609,-17002,-28147,2433,-10497,-4929,-2531,-6446,difficult
820512,303702,64616,24468,13964,24061,26282,12815,-311509,-235537,-54634,-11307,-12203,-16757,-21074,-2259,-721377,-294835,-55764,-20327,-13533,-22048,-24687,-10208,easy
1314053,283384,93897,78268,32286,30886,62679,19118,230717,-193329,-34860,-54179,-24422,-7869,-53042,-12063,-1270400,-276160,-91774,-77247,-31547,-30054,-61659,-18602,difficult
541526,88506,76757,11875,14787,21842,27694,7897,-338844,-72716,-63186,-8631,-11955,-18404,-24331,-2299,2075126,443109,-7601,27641,42722,17139,45799,13143,easy
1242821,54244,24392,12352,8815,21696,16371,8016,-947565,32303,-10150,-730,2732,6492,-8686,2309,-781123,-6078,12986,3714,-5104,-13880,9926,849,difficult
1182046,216438,30824,37620,30114,37288,25456,20993,521175,-6207,-6372,-8959,-18160,-26997,-21225,-5861,152564,131572,67785,8984,-21040,7994,-9928,3018,easy
197006,43112,11609,5773,6746,8118,11241,2613,1457128,755784,246354,8045,45227,41406,36706,95523,201238,210363,26726,9463,31119,17489,6122,17062,difficult
488251,113384,18248,7253,4888,11446,7946,5904,123380,-96685,-8693,9348,-2944,2186,456,-449,233924,127618,139661,12981,30322,14587,10971,21657,easy
451642,124213,32104,14452,13760,28440,17517,17842,-24620,-5097,-22120,-962,-7935,-24862,-14551,-15262,1405670,282694,83074,17462,5920,20426,13188,2502,difficult
1044069,123333,85444,18983,7732,29025,22618,14227,320386,71279,-70356,-14704,-776,-6432,24620,-606,-967941,-113888,-84107,-10098,-7059,-26658,-19201,-13762,easy
1745321,442179,51831,53594,46936,70610,65213,43359,385088,-267041,15416,-37774,-25214,17705,-20381,-18524,-367284,-66709,151195,18347,34150,1049,-14350,28320,difficult
1066960,351682,44817,39996,20040,18911,13228,28951,-463284,-282047,677,8144,-5229,-6127,25637,-18717,-806363,-328738,-40085,-37635,-14423,-15510,-11018,-23988,easy
672437,194061,24967,30539,23483,17333,14133,9273,1045635,291083,122036,8565,38041,48055,16186,13293,-31907,-129509,4086,-7769,-7779,7634,19509,9912,difficult
732821,88322,15773,12896,10437,12763,19940,6799,719705,3530,-5719,-2699,-4218,6312,-14960,-694,719705,3530,-5719,-2699,-4218,6312,-14960,-694,easy
239557,123092,13506,8941,9180,18043,21868,11060,1815913,-8358,14339,-3721,2745,8634,21329,-3544,189932,-90774,5290,18264,-1331,-10351,-5801,-2053,difficult
