delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
264560,80759,16676,20736,12225,15412,5970,3990,-212274,-61109,-7012,-18477,-7760,-13056,-4577,-3369,-249116,-52878,845,-18987,-5773,-11300,-2215,-2944,-146697,-34558,558,2615,5798,5246,-238,712,-36842,102419,8231,18320,7857,-287,-510,21602,1987,11571,1756,16546,2362,1977,425,3656,easy
173116,25309,15568,8100,7020,3315,829,819,-172858,1466,-12322,-3085,-2965,1278,603,-224,68736,-12947,-9174,-2919,-3715,-1339,204,-488,-119442,644,-12053,-1196,6097,10099,3510,4014,241594,-188178,-14413,13591,3148,-2879,166,1723,-750,9812,-2617,11438,-399,3306,-264,4502,difficult
92877,66270,13279,8361,6267,4566,1636,1484,-55671,-54545,-4946,-7574,-2976,-321,-401,-439,-89239,-55446,-3470,-5797,-4548,-1678,-515,-392,200804,69682,41581,3630,5452,8018,8141,2371,-33568,290043,-901,125128,1476,45051,1777,9427,-1572,10000,-1357,9696,-114,8656,47,2763,easy
101312,48698,6197,23224,9133,19005,1959,2262,-61124,-30978,-5385,-21485,-7197,-16515,-1168,-1758,175382,-36901,-4607,-20140,-8157,-15850,-1355,-1615,-48657,-37955,-3146,-21378,-8022,-18476,-1406,-1961,236506,-224039,-5923,-1054,778,1461,1345,-1238,-960,135,665,-2626,-187,-51,143,-346,difficult
94526,38219,10313,12899,6782,4649,1820,438,-74705,5547,3556,-7883,-2260,554,-1050,274,-74763,-23744,-8813,-10830,-5056,-1912,-700,27,48953,-3864,-7060,-10933,-1368,-2798,40,307,-58,123716,-29291,19880,-12369,1753,-2947,-103,-2796,3688,-2466,-886,350,740,-247,280,easy
48104,18195,4658,5443,14810,4499,4265,1845,472353,130294,20144,3616,-10085,-2262,-2282,-853,356270,38780,25851,11330,-3311,-1444,-2739,-1028,1314149,89119,43933,33477,11,7730,4830,13678,-116083,957879,-91514,50339,5707,18082,7714,22147,6774,3322,818,9174,-457,7569,-175,14706,difficult
64685,54716,14869,5606,3523,4019,1544,712,3736,-22068,-2333,-3493,2237,-738,589,1558,-19536,-47542,7496,5968,8336,12914,5178,4042,222514,-12020,54283,16850,13362,32601,3320,1857,-23272,242050,-25474,35522,9829,46787,9461,10882,6099,5026,13652,19687,4589,-1858,2484,-2185,easy
64845,22249,3370,6797,4288,7143,5304,2436,106152,154345,4635,6124,7087,927,-108,-9,111673,18775,2967,155,5700,-2632,-3815,-845,71941,21536,2773,1579,-2363,-3596,-3886,-1730,5521,-39732,-135570,2761,-1668,-194,-5969,1424,-1387,-8063,-3559,-964,-3707,-71,-836,-885,difficult
299053,31016,18583,6559,5550,3773,2125,861,301184,432396,43461,46027,17058,5984,2645,4619,-65746,1374,-12890,-4071,2746,-1080,-1032,642,540675,135475,48336,21697,9027,7368,5255,2482,-366930,606421,-431022,134101,-56351,61226,-50098,25768,-14312,6281,-7064,8448,-3677,6287,-3977,1840,easy
94256,14253,3578,7158,5056,5875,2680,867,-42263,9734,11005,-5485,-4145,-3605,-2119,-106,32518,-6368,-436,-5150,-497,-4120,-690,-4,-31564,-6245,-1239,-6170,-4133,-5301,-2317,-681,74781,-64082,-16102,123,-11441,-803,335,-1020,3648,-3636,-515,-1181,1429,-1627,102,-677,difficult
224378,37705,14734,8135,9927,9903,6013,2575,-166375,-6189,-12081,-6785,-6948,-6836,-4408,-2189,-193402,7853,-1222,-4080,-5564,-6660,-4278,-1785,-161729,-27897,-5787,-4270,-6619,-6595,-4990,-548,-27027,31673,14042,-35750,10859,-4565,2705,-190,1384,-1055,176,65,130,-712,404,1237,easy
533321,189599,33371,32230,23201,19633,12042,6717,1174051,115552,55352,80094,40067,22873,4376,10905,-506806,-123297,64742,-11256,26128,-3584,9817,-1213,-383872,-173700,-24237,-29962,-21093,-17982,-11226,-6170,-1680857,122934,-238849,-50403,9390,-88979,-91350,-18706,-13939,-47221,-26457,-14398,5441,-21043,-12118,-4957,difficult
175623,46469,6853,4333,3928,3493,2260,626,-92171,-22720,382,2620,5181,6256,3472,2884,-105526,-37455,-5050,-3632,-2664,-3082,-2101,-203,-167587,-36699,-3464,-2663,-1344,-693,-1292,-160,-13355,-62061,-14735,756,-5432,1586,-6252,969,-7845,1320,-9338,2389,-5573,809,-3087,43,easy
84573,28210,13588,20070,6008,9092,2896,2687,691060,94916,-8948,-13690,15215,951,3612,1323,782872,43596,5776,-12714,12004,-5535,3406,2329,84376,5584,6193,-6670,3483,-3069,2496,-811,91812,-698496,-51320,-38012,14724,417,976,6044,-3211,-8521,-6486,2466,-206,-910,1006,-3140,difficult
599878,86709,13436,8435,9379,6766,2876,2606,-544949,-73130,-10390,-6688,-7513,-3701,-2076,-1849,-597344,-84364,-12050,-3545,-2184,-3296,-2218,-2209,-578795,-60941,-4219,-4454,-7407,-2734,-2246,-1989,-52395,18549,-11234,23423,-1660,7831,3143,-909,5329,-5223,405,562,-142,-28,-360,220,easy
101022,23535,5409,9121,6170,11877,4795,4990,123412,120322,2873,377,3062,-5516,533,6642,-94440,-14594,-2358,-4155,-3469,1348,-1422,-2091,392149,93238,4099,3510,3369,-4985,-1094,-2340,-217852,486589,-134916,107832,-5231,6457,-4532,7665,-6531,6838,6864,-6333,-1955,328,-8733,-249,difficult
50530,23635,4674,1954,1809,3415,529,517,55216,102039,2137,19028,18070,10825,2434,3272,209900,15695,-990,-7,-516,-242,602,-51,2356,-1252,4932,1695,5769,8657,5920,3912,154684,-207544,-86344,-16947,-3127,5922,-19035,1702,-18586,6285,-11067,8899,-1832,5318,-3323,3963,easy
67262,55511,6007,5980,3657,4797,3491,3448,23691,-32759,-3765,-2898,-2750,-2729,-2450,-1944,51500,-8630,-3517,-1083,-1737,-1922,-1517,-2643,29003,-39439,3742,-1601,7904,-1618,304,-451,27809,-22497,24129,-30809,248,7259,1815,-518,1013,9641,807,304,933,1821,-699,2192,difficult
177330,22708,1215,4441,5431,6639,2335,892,-6949,2655,576,-2119,-2113,-4972,-1751,-191,-151399,-15145,1478,-39,-2349,3052,-378,534,-123601,-19511,270,-1999,-4182,-6413,-2183,-710,-144450,27798,-17800,-4366,902,-1208,2080,-1960,-236,-1833,8024,-9465,1373,-1805,725,-1244,easy
65932,11712,5597,3315,10909,5453,1747,816,72892,58454,6210,3211,5107,6760,296,2139,191188,14920,-2068,-287,-9224,-3700,-1184,-498,-19907,18490,6947,-2088,-10558,-162,-1126,-476,118296,-211095,-43534,3570,-8278,9015,-3498,-1801,-14331,-1334,-10460,3538,-1480,58,-2637,22,difficult
