delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
184811,10538,8855,4132,8639,4203,4141,3255,-56834,14799,967,7104,25097,15398,7378,255,-171440,1325,-6999,1888,-6474,-1312,-2259,-2647,-182224,-5522,-5527,-1974,-710,627,2697,2510,-129884,11089,-2438,600,-6214,-1397,-2459,-1020,64865,43876,4161,6941,-4911,-1072,-266,-1470,-114606,-10784,52340,194749,-13474,-6847,16611,32787,-7966,1472,3089,6599,-5216,-3862,2574,6341,-31571,5764,-5504,1303,-16710,1939,-2024,325,-9637,4956,-5156,2193,-2902,5157,-3530,-450,easy
58096,14994,6911,3843,2045,1785,715,865,55695,27876,2706,4280,5431,8297,9689,3724,1636917,1247383,57704,89347,113613,173373,103653,45705,911549,766472,108255,33734,34233,38397,7121,27281,48430,47328,-3116,-2432,-1513,491,-356,-175,2465495,682046,49053,35928,48667,49729,23543,26700,1581222,-725368,-863119,2417065,1219507,-480911,-719144,634718,54998,50551,-111371,52169,85067,-55613,-36166,38360,108182,-79380,-35746,50180,165076,-134976,-37906,49238,93964,-96532,-7477,23899,41981,-18424,-27456,26875,difficult
125184,50580,8169,6834,5440,5514,2834,3142,-35296,-34008,-7435,-5001,-2403,354,-1227,-2198,-83559,-20559,-507,-3438,-4457,-2463,730,-2301,192859,-45030,2986,2142,1324,224,4085,-196,-73229,-42218,-7247,-6487,-4960,-4436,-2455,-2566,-82801,-38715,-7870,-4702,-4068,-3813,-1540,-1106,-48263,276418,-266088,-9572,13449,-24471,2812,3503,6928,3493,-10233,-623,1563,5580,-8629,1785,-2054,5781,-6284,892,-2817,2687,-4660,623,1957,3355,-6540,915,-103,2105,-2370,1460,easy
86274,23697,4428,11533,3281,4695,3479,1170,80806,6291,978,-9416,1075,4065,-105,4020,-70428,-12502,-1456,-2558,-276,-1712,-1256,-115,-73030,-10899,5767,17865,-270,-1085,608,510,258715,-4429,795,-2443,26119,850,6455,1566,-43988,22130,1559,-9417,-2054,-1946,-1729,-256,-151234,-2602,331745,-302703,-18793,1603,6470,26559,-2434,7223,-4972,764,6858,20423,-20308,-6974,-1351,6,26389,-28173,-5777,627,1935,-2796,-1151,1864,5847,-8184,-4135,625,1056,-1822,difficult
58727,37485,3763,6551,1829,3229,3275,1727,1683078,393823,17284,-1735,17440,3206,-1850,4906,-10338,-33543,-3469,-5338,-1510,-2628,-3114,-1626,59955,70575,-1205,2145,6557,19232,-1236,3248,-20542,-22948,-483,-4546,-329,-1819,-2248,-460,-54305,-23881,3563,212,6537,2563,2171,7705,-1693416,70293,-80497,-33763,-427366,104118,-93523,-933,-20753,2264,722,4046,-3603,7483,-6691,4758,-18950,8067,-6886,6866,-5834,21860,-21051,4382,-1264,1878,-1012,4419,-6532,4874,-3708,8165,easy
37870,10506,15922,12231,5580,9956,7622,4670,-13737,-2415,-6542,-3455,161,2099,270,-939,454662,62288,82173,3814,12697,17216,26315,12896,437962,12813,-7076,-9956,39,-4466,-5318,-1370,-25532,-6768,-9277,-10066,-558,-8441,-5972,-2432,22378,2998,-4891,-2278,12495,1993,10582,6170,468399,-16700,-463494,47910,64703,-49475,-19581,9766,88715,-89249,-2201,4386,7269,-13770,-110,7788,12536,-12658,-597,13053,15117,-21682,-3975,10434,26045,-31633,-654,16554,13835,-14266,-1062,8602,difficult
486885,72654,14741,7983,3344,6233,9418,4570,-355747,-26872,5917,5857,-430,-3003,-5284,-2607,-298845,134790,44604,10,1897,10109,675,902,-158891,-49176,-9661,-5421,-2433,-5271,-7614,-3788,329482,48461,27851,7792,35609,61990,32727,8872,-396452,21542,8346,5149,1638,731,-4831,-1650,56902,139954,488373,-725934,161662,-183966,97637,-26919,38687,-54265,37512,-19505,-5847,-5431,13213,-2643,2327,-4330,38042,-33971,13112,-15380,67261,-61259,5959,-8289,40341,-37558,3509,-4690,12660,-10522,easy
58600,32291,7661,9170,12842,3283,3133,3959,-18701,-15310,-4304,-5361,-10736,-2010,-1095,-2370,-15212,1560,4790,-7941,-12077,-1631,-1379,-2720,-44887,-27875,-2130,-6344,-11459,4122,70,-859,-5727,-1668,-1070,-5814,-10082,-242,-2503,-3226,-19930,250,16193,-4496,-11824,-2229,-196,-2738,3489,-29675,39160,-14203,16870,-29435,26207,1918,9094,-6920,1060,17263,-2580,1597,530,1318,-1341,618,1377,-1742,379,5753,-4364,-1987,-284,1449,-2573,2307,-350,1861,-2367,488,difficult
295879,40036,3930,8844,2720,4034,6942,3075,-291140,-30693,5905,-1959,5269,8565,-800,639,212633,-20170,29558,17599,2319,7444,1001,5598,-181781,-2257,-844,-7876,6999,3445,-3838,771,-217854,-32729,-2494,-2074,989,-2300,-5280,918,-106437,106667,-2713,21039,29661,36345,10231,10789,503773,-394414,-36073,111417,10523,17913,-30472,139396,23653,-30402,-1650,-219,19558,-25475,5802,23113,-2950,4680,-6010,28672,-1121,-3999,-5745,38645,1801,-4839,-1442,15511,4959,-4827,147,9871,easy
50879,27440,5880,12461,5074,7298,8522,3561,-37477,-21435,-5009,-5486,1176,-1890,-1396,1322,-6319,2800,2398,-5957,1837,73,-2573,723,-47594,-21325,476,-3696,638,-2930,-1808,327,-47688,-25019,-2469,-10278,-4262,-6554,-7425,-2758,117012,34221,17874,-8036,371,-3075,-4677,-723,31158,-41275,-94,164700,24235,-24125,-3694,59240,7407,-1922,-2945,20343,-471,2261,-6582,2242,661,-1199,-4900,4633,1963,-3003,-3624,3479,-1177,765,-5617,2748,-599,-396,-3085,2035,difficult
104020,25454,1183,8937,10322,3381,4451,7839,-42230,-8940,4673,-8262,-9657,-2925,-4206,-7219,-55918,-19674,2392,-5909,-8828,-2376,-3755,-6815,728678,48412,80793,134217,90328,26150,53872,11411,82574,-7302,14609,-6868,-5666,3097,823,-4578,-34000,18077,19594,9810,-6378,5017,6856,-6045,-13688,784596,-646104,-116574,-10734,68086,-55714,25379,-2281,78401,-66184,4985,2353,140126,-141085,16678,829,99156,-95994,-712,549,28526,-23053,1920,451,57627,-53049,6033,404,18226,-15989,-1467,easy
210758,43463,13618,11684,4803,4513,2739,2636,333878,19032,1249,11308,7505,6742,3169,3445,-183374,-34361,-2993,3508,10818,472,6015,4036,-110557,-25340,-10726,-9892,-392,-1153,-1068,-1869,-151715,-23793,-5387,-6926,-3227,-1846,-339,-2176,-123927,35476,5284,-3317,11329,1649,8489,3064,-517252,72817,-41158,27788,-53393,9021,1547,59269,-4242,-7733,5339,10671,-7800,-13400,2966,3609,3313,-11210,-2835,14556,-6270,-1625,-693,3495,2846,-7083,729,8828,591,-5905,-307,5240,difficult
96708,27468,6746,19243,7157,5900,4706,3692,52161,-20648,-3287,-12997,-4020,-1685,-2387,2652,115967,60406,6312,-10592,1052,-25,-919,-1838,450181,16469,2372,-4067,-54,2651,7045,3417,532631,149233,-2780,-7415,3861,11541,10930,-94,-89538,-16544,-255,-14196,1149,23179,9120,2868,63806,334214,82450,-622169,81054,-43937,132764,-165777,9599,-3940,-5152,2525,2405,6525,-3348,-6781,5072,-1106,3915,-2712,1660,2676,8890,11638,1468,7964,3885,-1810,-4490,5255,-3511,2962,easy
172075,44530,7101,3045,9703,9568,7759,4173,-169135,-26042,-2880,5370,-2208,4507,4383,4297,-110921,-21932,1573,9508,-8571,-6403,-5569,-2578,-124473,-33092,-4919,-435,-7868,-6684,-5624,-2897,-136962,-27879,-1652,-1434,-9395,-6921,-6586,-2011,-77723,-35977,-6298,-233,-8293,-5975,-6914,-2731,58214,-13552,-12489,59239,4110,-11160,5213,-8098,4453,-6492,3267,-4646,4138,-9943,-999,1201,-6363,703,-1527,1102,-10910,-281,-237,946,-9952,-55,-962,-328,-6875,-319,886,-720,difficult
950371,136585,12490,54980,37446,27346,12007,6906,1781867,91302,55363,-36063,-28977,-6209,-7097,-250,1810401,176519,20830,5045,1743,-9949,-2839,-2828,394837,38185,46588,33062,7109,1098,-3459,2891,-901483,-69926,17908,-53336,-26740,-20913,-6418,-5645,-760109,-116963,-7143,-51929,-31593,-22079,-10792,-6126,28534,-1415564,-1296320,141374,85217,-138334,-108111,-47037,-34533,25758,-28680,-25051,41108,28017,-86398,1407,30720,5366,-33849,-4853,-3740,11047,-22011,-1166,4258,-620,-2959,-4374,-2578,5719,-8536,-481,easy
12520,7181,2752,5035,6068,8082,4833,4276,30323,7800,-1990,-4096,-1854,-5224,-3557,-1960,114655,74454,3272,181,-26,-4002,-2981,-1318,-5524,-3377,-1689,-2691,1392,9588,3933,196,140649,116637,18008,34360,19825,7432,2062,-20,28904,5690,934,-2750,-4156,-6573,-2529,-3242,84332,-120179,146173,-111745,66654,-77831,120014,-110947,5262,-4961,19697,-17074,4277,-2872,37051,-37110,1828,1418,18433,-23981,1222,13590,-2156,-14005,576,6914,-1871,-4591,642,1514,-216,-3222,difficult
341703,296311,37918,41995,28215,34077,17045,8953,-82686,-246181,-27745,-33266,-17029,-27142,-11932,-7327,-301038,-265749,-12284,-16255,-7856,-24074,5944,1323,68565,-292946,-31316,-39936,-24421,-32554,-15989,-6737,-338369,-274244,-27314,-38336,-25762,-30941,-13631,-6540,-333645,-290816,-37064,-38517,-23563,-33124,-15417,-8303,-218352,369603,-406934,4724,-19568,-27197,18702,-16572,15461,-19032,4002,-9750,17011,-23681,1600,-181,9173,-16565,-1341,2199,3068,-8480,1613,-2183,17876,-21933,2358,-1786,8650,-8060,197,-1763,easy
37326,18170,3984,7707,7691,5610,4413,4546,87324,9110,-1488,-4018,-4812,-3378,-2814,-3547,33638,12411,499,-6178,-5864,-4963,-3943,-4367,-25390,-10203,1093,-5659,-1395,-2436,-1287,-348,-12734,-5881,1237,-4222,-6776,-2778,-3223,-3655,53410,-1641,219,-6828,-6894,-4752,-4049,-4439,-53686,-59028,12656,66144,3301,-22614,4322,4240,1987,594,144,-1018,-2160,519,1437,-2606,-1052,4469,-5381,-118,-1585,2527,-342,-1974,-1129,2656,-1936,-826,-820,4019,-3307,-784,difficult
36720,7695,2877,9146,5763,7368,4187,7191,46256,76334,23055,26118,10833,5467,-1458,-2550,-1310,26879,21857,-5463,-1917,-5595,-2989,-6126,189427,19330,62624,24671,19102,7284,-279,-1016,104717,23800,613,-6484,-3815,-5135,-1985,-6269,6351,66448,32280,-596,3161,6317,454,-2067,-47566,190737,-84710,-98366,-49455,-7549,4470,42648,-1198,40767,-62011,31667,-31581,30134,-31155,5888,-12750,21019,-22917,6976,-11062,12879,-12419,11452,-1531,2710,-1706,2439,-3576,5110,-5253,4202,easy
106662,36957,4185,7552,5036,7229,8269,3773,-81461,-26948,-3184,-6937,-4613,-6605,-8007,-3461,2466,-15172,2172,-6768,-3846,-4182,-7468,-2493,40336,-13365,-2107,-6724,-4186,-6249,-7964,-3429,-52190,-29484,-3235,-6829,-4573,-6024,-8029,-3599,-102689,-34897,-3041,-4158,-3513,-3739,-6743,-3170,83927,37870,-92526,-50499,11776,1807,-16119,-5413,5356,-4279,-1128,194,169,44,-105,2671,767,-340,-387,1060,2423,-2067,225,2285,539,-496,-65,1286,968,-936,-170,429,difficult
48054,32722,21533,3585,5655,6992,5872,4126,765987,110671,-3039,12262,1012,-1178,-2152,-478,481368,67058,-10069,26790,-248,5062,1218,-1328,1155648,46176,-11285,2548,1825,6088,6520,6189,170851,41499,-3503,2035,-2812,4192,2974,2046,-12503,-11862,19757,4260,-688,-3508,-1684,8,-284619,674280,-984797,-183354,-43613,-20882,-4677,-53361,-7030,-1216,7782,23260,14528,-24242,-513,2225,-1260,2073,-4637,2124,6240,1026,-1896,-7700,3370,5302,-3546,-4658,-850,7517,-4143,-2038,easy
44778,17054,4959,9865,8306,18046,9339,7065,24760,24524,-20,-7666,-5196,-15388,-7073,-5236,56158,1701,17246,5791,3820,-12889,-6166,922,15505,3488,-3912,-7492,-7873,-17690,-8819,-6578,14384,34837,8611,-2864,-5277,-15465,-7433,-4232,-2583,18943,355,-6972,-5368,-15765,-7420,-5758,31398,-40653,-1121,-16967,-22823,1787,31349,-15894,17266,-21158,12523,-8256,13457,-13283,4628,-4108,9016,-11693,2596,-91,2499,-4801,2225,-300,907,-2653,1386,13,6158,-7500,2346,-1526,difficult
197264,26012,9171,10081,7797,7688,3924,3038,-155114,-3875,-7004,-5215,-6164,-2353,1824,-665,355133,109454,66906,-5873,2761,8807,10284,4776,-158875,-17429,-5113,-6491,-5807,-5316,-1439,-1053,-189669,28006,-5261,-8540,11300,5098,6896,8077,12927,12261,-6656,-6263,-1367,-4450,-1548,-1408,510247,-514008,-30794,202596,113329,-126883,45435,-15745,73910,-72019,-148,-1395,-658,-618,-2049,2277,8925,-8568,17107,-12667,11160,-14123,10414,-9548,8460,-11723,8335,-8444,5441,-5829,9130,-9485,easy
166621,17485,4552,10626,6889,8517,4815,4424,-115249,23743,4644,-8711,-5268,-5603,-3496,-2816,-75055,46878,12602,-7651,2059,-350,-2745,-2201,-147920,1007,4656,-5990,-2292,-4962,-3821,-3107,126460,36985,6108,1785,-1115,11187,5093,2246,-114593,15111,11235,-6863,-4642,-5692,-3679,-3325,40194,-72865,274380,-241053,23135,-45871,35978,-21874,7958,-7946,1452,5127,1060,1661,7775,-8648,7327,-4351,1177,-3527,5253,-4612,16149,-16879,751,-1076,8914,-8772,615,-906,5353,-5571,difficult
720815,90577,28124,18466,14703,31871,17690,11540,241726,51609,-18917,-5357,25631,-16422,-10492,-9059,-708741,-69576,-22780,-17155,-13652,-31178,-17420,-11153,-650039,-64530,-22012,-14568,-12538,-30812,-17024,-11068,-579677,-56286,-27045,-11949,-4208,-28031,-14732,-8508,-655014,-86324,-24582,-16614,-13906,-31458,-17279,-11299,-950467,58702,70362,-75337,-121185,5046,8244,-30038,-3863,768,-5033,2463,-11798,2587,2619,-4665,-39283,1114,8330,-9698,-14756,366,2781,-3427,-6928,396,2292,-2547,-2094,85,2560,-2791,easy
188908,71994,11302,12677,18377,13727,3712,5408,1585,-59740,-9781,-11772,-16200,-12546,-1784,-4719,17844,-48238,-6441,-8302,-14129,-10354,-1938,-4030,-2045,-60438,-9829,-10357,-15233,-12652,-3017,-5140,-136479,-65939,-4011,-9447,-16528,-11662,-2745,-4121,-140119,-52806,1494,-6684,-15919,-10566,-2384,-2467,16259,-19889,-134434,-3640,11502,-12200,-5501,13133,3340,-3388,5818,5505,3470,-2055,910,2763,2071,-1104,-1295,609,2192,-2298,990,1096,-154,-1079,272,361,689,-1110,1019,1654,difficult
172521,69799,11738,11450,14693,19928,10582,9383,147733,290921,42495,44608,52711,2109,16733,7117,146296,-19159,30842,44724,15150,-5602,-1529,561,382567,33056,-2908,-8421,-4065,-15528,-4584,-5660,-161946,-45124,-2595,-8059,-10633,-13607,-5898,-5131,76214,85681,97444,33000,2180,13328,8816,19243,-1437,236271,-544513,238160,-310080,52215,-78180,130805,-11653,-33750,313,100039,116,-53145,362,41059,-37561,-19215,-6568,12813,-7711,-9926,1921,26935,-18262,-3055,-1314,14714,-6556,-6221,529,24374,easy
297498,31512,15485,23662,10433,27362,22458,12807,-96363,-4770,-2764,-16432,-6078,-11867,-16073,-9822,334104,25668,5501,-9830,7052,-6063,-18712,-5652,-241371,20530,10159,-18623,-6118,-16389,-19669,-11134,-260592,-6996,-12553,-10286,-5317,-18808,-15411,-10151,-227745,3464,-11728,-23501,-9285,-25597,-18742,-11993,430467,-575475,-19221,32847,30438,-5138,-27526,10460,8265,4658,-22712,825,6602,-8793,8337,-13215,13130,-13170,801,-3968,5804,-10326,-2419,-6789,-2639,-957,4258,-3331,4170,-5482,983,-1842,difficult
502798,69626,17191,25888,13133,10159,3141,2518,-465974,-41686,-12302,-20856,-11431,-7783,-1196,-1856,-279538,-4597,-6949,36886,-1336,13465,14623,7560,-340595,-61162,-15141,-20383,-10112,-6155,2024,321,-219322,188838,31115,38237,15139,7189,14693,11838,484165,35171,1839,-12100,1791,8233,10642,11580,186436,-61057,121273,703487,37089,-56565,250000,-153667,5353,-8192,46256,-29276,57742,-57269,58620,-50337,10095,-8776,25251,-13348,21248,-19620,13344,1044,15819,-12599,12669,-4051,9416,-7239,11517,-258,easy
132596,25591,3954,7914,6593,5764,5505,7130,143309,3897,812,24023,15382,9864,15865,8751,-97445,8680,938,12263,27393,13400,3430,-2742,41072,19349,10624,-2744,-3481,-1545,-2661,-4970,-93194,-18270,-1787,-4266,-4728,-2993,-845,-6207,-128297,-24019,-2882,-6743,-5313,-203,-3899,-3024,-240754,138517,-134266,-35103,4783,10669,-37619,-5749,126,9686,-12411,-1095,-11760,-15007,-1522,-2477,12011,-30874,-1247,-585,3536,-14945,-1448,2790,-12435,-6091,1816,-3054,-11493,-2228,-1237,3183,difficult
645967,97053,32845,10158,20035,9421,7315,11427,-444668,-88695,-30805,-3934,-18376,-8006,-2438,-10020,-605696,-76997,-18360,-8604,-18510,-5100,-3320,-8015,-530794,-55182,-25611,3596,-9033,5118,9760,-8829,-571298,-35849,-26228,-7997,-18134,-6889,-3651,-9985,-524428,-36652,-28989,-6314,-18685,-5377,-5072,-10101,-161028,74902,-40504,46870,11698,21815,19333,-803,12445,-7251,-617,-2761,-4670,12200,-11593,1683,-134,9477,-9101,-551,2906,10218,-12007,1512,-882,13080,-13411,-1421,2005,-814,-1156,-116,easy
71890,33981,3720,6369,1934,4369,1703,1927,32289,-22416,-1821,-3818,2072,-1702,647,-846,-64476,-22855,416,-625,6944,2123,5960,647,13913,-29266,-2519,-2934,646,-2317,150,-66,-58310,-27781,-1848,-4558,2090,1575,4960,2735,-41399,-10207,-2344,-3076,-746,-2350,181,-1258,-96765,78389,-72223,16911,-439,-6411,1485,17574,2237,-2935,671,-496,3193,-2309,-1624,1482,4872,-6298,1444,-2836,3825,-4440,3892,-3925,5313,-5810,4810,-4779,1493,-713,2801,-3993,difficult
154552,17049,2906,4812,3641,4039,2971,4763,-122880,-5871,5844,10934,3075,1462,-1086,-2478,-141395,-5090,4825,5583,-1869,-72,-1923,-2668,-143593,-4468,-810,5693,901,43,-1959,-2050,-130220,-732,3665,13797,526,-628,324,-1038,-65888,-1547,6539,-1681,-2063,2155,14181,-1429,-18515,-2198,13373,64332,781,622,3736,-815,-1019,-5635,4475,2874,-5351,110,8104,-15478,-4944,2770,-375,-2589,-1534,115,-671,2783,-837,-36,2283,13857,-190,618,1012,-391,easy
441247,63490,17229,11854,4674,3926,6408,3413,81084,-50041,-3506,3133,2684,757,-3048,-1070,-227373,-44107,2763,8127,-2393,4093,-3027,-356,-429166,-58096,-16431,-8407,4392,4256,-1089,-353,-420054,-43530,-7565,-10198,-2519,-1856,-5498,-1996,-243439,-42520,-9359,-10028,-2995,-386,-5363,-2529,-308457,-201793,9112,176615,5934,-13989,14566,1010,6269,-19194,8866,-1794,4994,-16534,-1791,170,-5077,6785,-6911,-476,3336,163,-6112,1470,21,1938,-4409,135,714,3,-1643,-533,difficult
947288,264184,70109,65835,23787,37065,22411,14745,-58887,-48485,-61532,-41617,-15415,-12176,-13256,-220,1188933,-5671,-38360,-59491,-18528,-28088,-18808,-9563,-492503,-222278,-69512,-65285,-17894,-34441,-21039,-13997,-666278,-259581,-64949,-63444,-21285,-35015,-21535,-14006,-764699,-194908,-64079,-62888,-21267,-35320,-21649,-14106,1247820,-1681436,-173775,-98421,42814,-216607,-37303,64673,23172,-31152,4563,870,-17874,-5794,1841,556,-3113,634,-3391,18,-15912,-6353,-574,-305,-5552,-2231,-496,-114,-9343,-4434,-9,-100,easy
