delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
264560,80759,16676,20736,12225,15412,5970,3990,-212274,-61109,-7012,-18477,-7760,-13056,-4577,-3369,-249116,-52878,845,-18987,-5773,-11300,-2215,-2944,-146697,-34558,558,2615,5798,5246,-238,712,-261770,-70872,-12155,-16853,-10091,-10830,-3326,-3393,-247641,-74433,-14652,-17798,-11681,-14100,-5483,-3776,-36842,102419,-115073,14129,8231,18320,-36314,-3561,7857,-287,-12713,-2497,-510,21602,-19468,-945,1987,11571,-15889,-1590,1756,16546,-16076,-3270,2362,1977,-3088,-2157,425,3656,-4105,-383,easy
173116,25309,15568,8100,7020,3315,829,819,-172858,1466,-12322,-3085,-2965,1278,603,-224,68736,-12947,-9174,-2919,-3715,-1339,204,-488,-119442,644,-12053,-1196,6097,10099,3510,4014,147107,13981,19091,-4095,-6180,890,299,-315,-150447,23675,-7053,-6552,8984,6272,4816,816,241594,-188178,266549,-297554,-14413,13591,13337,9694,3148,-2879,31144,-26144,166,1723,-2899,-2457,-750,9812,-12277,15164,-2617,11438,-9209,5382,-399,3306,-3211,4517,-264,4502,-4329,1131,difficult
92877,66270,13279,8361,6267,4566,1636,1484,-55671,-54545,-4946,-7574,-2976,-321,-401,-439,-89239,-55446,-3470,-5797,-4548,-1678,-515,-392,200804,69682,41581,3630,5452,8018,8141,2371,65466,-36161,12902,25012,51037,14636,4071,1084,222090,121469,19063,31516,14863,15008,3935,1457,-33568,290043,-135338,156624,-901,125128,-105843,157630,1476,45051,-28679,6161,1777,9427,21382,6504,-1572,10000,45585,-36174,-1357,9696,6618,372,-114,8656,-4070,-136,47,2763,-1287,373,easy
101312,48698,6197,23224,9133,19005,1959,2262,-61124,-30978,-5385,-21485,-7197,-16515,-1168,-1758,175382,-36901,-4607,-20140,-8157,-15850,-1355,-1615,-48657,-37955,-3146,-21378,-8022,-18476,-1406,-1961,-45175,-27060,-2622,-20107,-4421,-17441,76,-1515,83911,-11434,-4418,-17692,-6491,-15271,-587,-767,236506,-224039,3482,129086,-5923,-1054,10895,15626,778,1461,524,-1796,1345,-1238,1271,2415,-960,135,3601,-2070,665,-2626,1035,2170,-187,-51,1482,-663,143,-346,446,748,difficult
94526,38219,10313,12899,6782,4649,1820,438,-74705,5547,3556,-7883,-2260,554,-1050,274,-74763,-23744,-8813,-10830,-5056,-1912,-700,27,48953,-3864,-7060,-10933,-1368,-2798,40,307,-18888,107267,-8749,-6043,2257,-1745,-1263,420,-82610,-27338,-9802,-8432,-4288,-2499,-450,438,-58,123716,-67841,-63722,-29291,19880,111131,-134605,-12369,1753,-1689,-1053,-2947,-103,4890,-2389,-2796,3688,3625,-6545,-2466,-886,1053,-754,350,740,-1303,813,-247,280,113,18,easy
48104,18195,4658,5443,14810,4499,4265,1845,472353,130294,20144,3616,-10085,-2262,-2282,-853,356270,38780,25851,11330,-3311,-1444,-2739,-1028,1314149,89119,43933,33477,11,7730,4830,13678,225468,18517,-176,-1184,-11019,-1079,-3874,15,8866,6752,9194,9926,-10568,-85,-2868,-180,-116083,957879,-1088681,-216602,-91514,50339,-70602,-11765,5707,18082,-44109,9370,7714,22147,-34661,11110,6774,3322,-11030,451,818,9174,-8809,994,-457,7569,-8704,1006,-175,14706,-13663,-195,difficult
64685,54716,14869,5606,3523,4019,1544,712,3736,-22068,-2333,-3493,2237,-738,589,1558,-19536,-47542,7496,5968,8336,12914,5178,4042,222514,-12020,54283,16850,13362,32601,3320,1857,31520,-49693,-9271,-3547,-1100,-2437,-1083,-457,-43098,57440,13366,11849,881,5098,9860,9611,-23272,242050,-190994,-74618,-25474,35522,-37673,107133,9829,46787,-63554,22637,9461,10882,-20397,15396,6099,5026,-14462,1981,13652,19687,-35038,7535,4589,-1858,-4403,10943,2484,-2185,-2314,10068,easy
64845,22249,3370,6797,4288,7143,5304,2436,106152,154345,4635,6124,7087,927,-108,-9,111673,18775,2967,155,5700,-2632,-3815,-845,71941,21536,2773,1579,-2363,-3596,-3886,-1730,14445,61365,10259,3219,-990,-455,-3273,-909,15859,-6358,355,-5456,-2251,-4826,-4313,-1698,5521,-39732,-57496,1414,-135570,2761,39829,-67723,-1668,-194,7486,-9904,-5969,1424,1640,-8675,-1387,-8063,1373,-1261,-3559,-964,3141,-4371,-3707,-71,613,-1040,-836,-885,821,-789,difficult
299053,31016,18583,6559,5550,3773,2125,861,301184,432396,43461,46027,17058,5984,2645,4619,-65746,1374,-12890,-4071,2746,-1080,-1032,642,540675,135475,48336,21697,9027,7368,5255,2482,169888,83465,5412,32732,10214,12989,3728,5179,-256071,-16532,-18052,-6040,-2506,-1485,-1452,-259,-366930,606421,-370787,-425959,-431022,134101,-52010,-99997,-56351,61226,-42924,-23464,-50098,25768,11035,-38772,-14312,6281,1187,-12720,-7064,8448,5621,-14474,-3677,6287,-1527,-5180,-3977,1840,2697,-5438,easy
94256,14253,3578,7158,5056,5875,2680,867,-42263,9734,11005,-5485,-4145,-3605,-2119,-106,32518,-6368,-436,-5150,-497,-4120,-690,-4,-31564,-6245,-1239,-6170,-4133,-5301,-2317,-681,267873,3594,-1885,-3566,-3672,-1962,511,-255,696966,441640,107501,9371,12424,10144,26709,14480,74781,-64082,299437,429093,-16102,123,9839,438046,-11441,-803,-646,109386,335,-1020,2604,12937,3648,-3636,461,16096,-515,-1181,3339,12106,1429,-1627,2828,26198,102,-677,426,14735,difficult
