delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-2,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
10,7,0,0,0,1,0,0,6,4,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,difficult
-2,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
11,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-1,-2,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-6,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
-5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
6,-1,0,0,0,0,0,0,-5,-2,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,easy
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-4,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
8,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
4,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,difficult
-7,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,easy
-6,-1,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
4,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,difficult
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,difficult
-5,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,difficult
4,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,easy
4,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
-5,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
4,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,difficult
-3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-7,-1,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
2,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,difficult
-3,-5,0,0,0,0,-1,0,2,-2,0,0,0,0,-1,0,easy
12,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,-4,-1,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
13,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,difficult
-3,-1,0,0,0,0,0,0,-3,-1,0,0,0,0,0,0,easy
-7,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
9,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,easy
-6,-1,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-3,-1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,easy
-8,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,-2,0,0,0,0,0,0,-1,-2,0,0,0,0,0,0,difficult
2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
-8,-2,0,0,0,0,0,0,-8,-2,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
3,4,1,0,0,0,0,0,5,12,0,0,0,0,0,0,easy
-5,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,difficult
-7,-2,0,0,0,0,0,0,-6,-2,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,difficult
-7,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-5,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
-5,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,difficult
7,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,3,9,0,0,1,0,0,0,easy
-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-6,2,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,easy
-10,-1,1,0,0,0,0,0,-6,-1,0,0,0,0,0,0,difficult
-5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,difficult
-8,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,easy
