delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,midgamma_cc0,midgamma_cc1,midgamma_cc2,state
12498,16979,3673,13246,11082,12952,5624,3811,20769,11468,14531,-3945,-2156,-9799,-611,-2089,-9492,-5612,-1821,-6784,-6963,-7442,-2510,-2490,-3081,-7824,10032,-6776,-3911,-6077,-2472,-2443,47465,110657,21961,-6651,-6360,3004,17806,2939,-30261,6411,50546,-17080,-2212,118481,-16352,11853,11929,-2839,8,125,-4807,3052,-2449,2357,1365,9081,-1899,38,20278,-401,47,5382,easy
115389,122032,21749,17821,24903,21821,14198,8780,-90207,-114859,-19584,-13877,-20151,-1797,-8150,-1389,118755,-43165,-17359,16703,-14390,-3696,-7461,-4325,1029507,338413,187029,93487,49235,48947,22551,22234,426656,89835,-7192,27925,-8964,31747,42016,7519,208962,910752,-602851,71694,381578,-248578,2225,204388,-194221,30580,76784,-65562,5761,63625,-58199,-1899,52643,-17200,689,30012,19465,-2936,26559,-14715,difficult
439202,94052,41420,29597,23850,33537,34391,18234,-308078,-83263,-37979,-25846,-19675,-23669,-29365,-14207,32637,-56963,-37221,-27349,-22904,-29291,-31250,-15301,1958797,270259,-19837,-9888,-15039,140006,35735,32828,-191055,-81220,-32384,-26302,-22349,-22527,-9643,-12108,340715,1926160,-2149852,26300,327222,-351479,758,17384,-12547,-1503,17461,-16414,-3229,7865,-7310,-5622,169297,-162533,-1885,66985,-45378,-1094,48129,-44936,easy
385727,64687,13754,16302,7945,11265,12311,3649,-183102,-376,-6407,-9647,-2998,-5347,-8765,-1344,968104,-21543,-9659,6719,12292,37491,1175,2797,-270255,-38468,-12174,-15082,-6267,-8860,-11001,-2958,-380431,-60259,-5288,-12489,-2150,-5463,-4659,-2576,1151206,-1238359,-110176,-21167,-16925,-21791,-3252,-2515,6886,16366,-21801,2593,15290,-18559,4117,42838,-46351,3397,9940,-12176,6342,4141,-5755,382,difficult
262323,30436,8747,7480,12832,15467,7805,4510,-222692,-8344,-3401,-3268,-7099,-10544,-4145,-846,-5685,14444,24216,2298,-11934,-7085,-386,2795,-255409,-7735,-2019,-4517,-9102,-10614,-3729,-1713,-165282,-16665,-7189,-6735,-12258,-14259,-4968,-3538,217007,-249724,90127,22788,-22179,-8930,27617,-26235,-5170,5566,-6815,-2218,-4835,2832,-3156,3459,-3529,-3645,3759,-3343,-1239,3641,-4508,-1825,easy
462494,173184,25161,12523,7076,23471,18179,21905,2032865,10824,-5316,-3918,5526,-6090,8825,-13822,2009978,13420,112426,56969,14518,36491,47551,678,-23735,-96345,-18822,-7366,-1353,-12840,-9236,-19497,-399009,-155247,-17238,-1520,-2339,-9367,-8732,-15006,-22887,-2033713,-375274,2596,-109765,-58902,117742,-131248,1584,60887,-64335,5846,8992,-15871,-986,42581,-49331,3473,38726,-56787,504,14500,-20175,4491,difficult
244129,68892,28476,13268,19063,15673,6044,5124,-230874,-64513,-27391,-11061,-18377,-13856,-4897,-3877,-181822,-58986,-25520,-8972,-16266,-11467,-5016,-4063,-233919,-62905,-27229,-11366,-16300,-13842,-5488,-4573,-191360,-60786,-23129,-12041,-12459,-13443,-4611,-4306,49052,-52097,42559,5527,-3919,2119,1871,-1709,4100,2089,-2394,-675,2111,-34,3841,2389,-2375,399,-119,-472,877,-186,-510,267,easy
467353,73977,10990,11732,5185,12138,11249,5111,442239,302290,46405,23165,68116,83514,35747,16391,223791,-3475,4473,-2173,1081,9227,12303,4972,281173,17011,-5272,-6612,160,5444,-4919,460,-427328,-49528,-3226,-10203,-3802,-6743,-8630,-3617,-218448,57382,-708501,-305765,20486,-66539,-41932,-9745,2046,-25338,-4439,-3591,-67035,-921,-3962,-74287,-3783,-12187,-23444,-17222,-3711,-11419,-4512,-4077,difficult
599942,53265,42545,2747,7487,8206,7842,1892,753892,-17458,-22887,14553,1646,-5135,-4690,-156,-470307,-10889,-20914,161812,1166,14372,9884,5706,-27063,44690,35991,86818,7023,7349,2007,5108,246751,297414,-16115,46679,19381,7783,4052,19317,-1224199,443244,273814,6569,55579,252724,1973,56905,-52106,147259,-74994,-40139,-480,5857,12358,19507,-7023,434,14574,-7877,2045,5862,-598,14209,easy
317944,95390,10717,13653,10994,12212,8062,4239,-66277,-69659,-1893,-989,524,-1674,3319,1608,215451,765078,-6942,19890,946,60903,54539,15049,-210263,6627,-5672,-3145,-3266,6712,2798,554,-38027,62632,30473,-9848,68,5458,-2461,744,281728,-425714,172236,834737,-758451,56005,-5049,1270,36145,20879,-23035,-6703,422,-4212,3334,62577,-54191,-1254,51220,-51741,-5259,13441,-14495,190,difficult
1505399,444444,32128,31144,41543,69282,39752,21264,-1237651,-424278,-25874,-28418,-38028,-66435,-33348,-19635,-898921,-281605,-4468,-1456,-32289,-51571,-31200,-18799,-1388640,-396868,-22144,-6070,-18983,-60324,-34979,-18660,242600,-414271,-30155,-23829,-35431,-57785,-32827,-18559,338730,-489719,1631240,142673,-115263,-17403,21406,-17676,-8011,26962,-4614,-17759,5739,13306,-16448,14864,-8753,2539,2148,-3779,2152,836,139,101,easy
387774,88321,14059,6726,5740,10201,9298,3345,569715,-15471,-2559,5553,453,6371,12467,5047,-177401,336415,39549,33315,30252,22950,41235,41408,33326,31679,1127,2547,15641,6475,-3255,4467,-76255,-45961,-4241,-3788,-2405,-7145,-5154,-1028,-747116,210727,-109581,351886,-304736,-77640,42108,-38422,-5368,27762,-30768,-6335,29799,-14611,-18046,16579,-16475,-13620,28768,-44490,-1899,36361,-36941,-5495,difficult
494902,79351,20756,11809,13257,20101,19021,11419,340516,247627,82480,61284,17369,17172,-682,-521,-324123,-60950,-15567,-10422,-9661,-6018,-7556,-9654,194532,26676,19677,27732,7813,22215,11996,-2656,-281411,-26027,-11968,28815,24056,40874,30554,-494,-664639,518655,-475943,-308577,87626,-52703,-98047,35244,-31645,-71706,38154,1083,-27030,17474,16243,-23190,28233,18659,-6874,19552,18558,-9133,6998,2162,easy
723229,47241,26779,21886,15344,16871,10199,5036,-683614,-13655,-25870,-16619,-11467,-15636,-8600,-3343,-612170,-26655,-5868,-1985,1572,-4594,1256,-621,-714388,-37975,-24645,-16764,-12265,-14026,-9177,-3909,-720256,-13952,-24717,-7617,-6306,-10149,-6841,-2443,71444,-102218,-5868,-13000,-11320,24023,20002,-18777,-72,14634,-14779,9147,13039,-13837,5959,11042,-9432,3877,9856,-10433,2336,2722,-3288,1466,difficult
301997,49149,11865,6168,3373,13732,4734,4586,-68861,47348,12944,4399,13900,5106,41996,44249,-267239,-39485,-4649,1518,3737,5981,29510,33532,-285476,-38505,-5357,-1092,97,-3513,12978,13842,256896,224513,37757,5908,11118,8571,23611,2256,-198378,-18237,542372,-86833,980,263018,-17593,-708,43114,-2881,-2610,7000,-10163,-3640,11021,875,-9494,12084,-12486,-16532,10633,-10717,-19690,-11586,easy
110342,31537,28281,40489,20168,20544,9755,6485,-57777,-9301,-15706,-26907,-1391,-16574,-7224,-5159,-68353,-12362,-20197,-36780,-18902,-15161,-7917,-5469,1687914,186424,17743,5003,11990,-3275,7604,-3163,-91059,-4709,-14448,-27842,-13916,-8230,-3773,-2983,-10576,1756267,-1778973,-3061,198786,-191133,-4491,37940,-32191,-9873,41783,-32845,-17511,30892,-25906,1413,11886,-4955,-693,15521,-11377,-310,2306,180,difficult
347138,33022,9300,4885,5343,4508,3817,3025,-95084,3570,-81,6923,-1237,2194,9785,12354,-323001,-19464,5258,9518,-2270,-3201,-293,-852,-229567,-15184,-3633,-4003,-4199,-3926,-3504,-2863,1521602,110125,6661,13112,22737,5924,8347,944,-227917,93434,1751169,-23034,4280,125309,5339,-8891,10294,2595,-13521,17115,-1033,-1929,26936,-5395,-725,9850,-10078,-3211,11851,-13206,-2011,3807,easy
51012,33274,4138,2271,2488,3914,927,858,-20916,-23509,608,2983,3176,-2102,-322,-498,945366,414828,149618,18286,133015,27443,27329,25473,135583,-7293,-637,20324,2511,3021,14010,4684,73232,-13873,-2473,1386,1010,4190,4993,2312,966282,-809783,-62351,438337,-422121,-6580,149010,-150255,-1836,15303,2038,-18938,129839,-130504,-1501,29545,-24422,1169,27651,-13319,-9017,25971,-20789,-2372,difficult
181039,49260,10358,13544,4829,10409,6455,3297,-155705,-43413,-1645,-10090,-1356,-7161,-238,-1231,-85100,-38498,-5024,-10209,1309,-7643,-3657,-1144,-56898,42305,15797,8812,-2791,-4894,948,-1827,-72705,-16419,-3572,-8068,1358,-6492,-661,-592,70605,28202,-15807,4915,80803,-58724,-3379,20821,-19369,-119,19021,-16880,2665,-4100,4149,-482,2749,-1598,-3419,4605,-1609,87,-683,1235,easy
238816,37765,11239,6782,2300,5185,1520,1085,-183332,-15233,7897,11636,15206,11863,8115,22583,-199811,-13224,-5975,-5691,866,-968,2446,156,-106839,-33367,-8568,-314,3006,3308,1280,1903,-224771,-27593,-8324,-5612,-1296,-2697,778,556,-16479,92972,-117932,2009,-20143,5774,-13872,-2593,244,-17327,5377,-5298,-14340,2140,-4302,-12831,4276,-6005,-5669,-1166,-502,-22427,1747,-1347,difficult
234309,36959,16042,16427,5716,6084,5718,3872,8833,23250,8835,-5657,368,9024,12843,10215,2026886,68333,48477,-12480,1655,17540,1763,256,-226564,-34859,-14998,-14554,-4371,-1976,-3764,-2931,-116172,-18733,-7641,-14669,-2331,1763,-4528,-2343,2018053,-2253450,110392,45083,-103192,16126,39642,-63475,7357,-6823,-2074,-115,1287,-6026,2040,8516,-19516,3739,-11080,-5527,-764,-9959,-3187,588,easy
670285,120497,24776,20344,21988,16803,12121,11431,-603039,30718,24081,18060,-5177,-750,-150,-2665,1412183,173662,15925,92446,-6307,-8936,-5555,-5667,1060446,535466,-19352,23575,-7650,-4617,-6663,-4151,-574813,-116657,-19554,-16338,-20303,-13122,-10694,-9930,2015222,-351737,-1635259,142944,361804,-652123,-8156,-35277,-202,74386,-68871,-39913,-1130,-1343,-12653,-8186,4319,-8505,-5405,-1108,-4031,-3002,1516,-5779,difficult
339078,408566,12228,30311,21601,20406,8936,8382,228092,-365816,-1462,-8225,-20812,-17067,-4876,-6033,65556,-378709,14314,73744,-19529,-8286,-4740,-4833,-253108,-349391,1613,-13808,-12445,-15594,-5524,-5521,335381,-197075,49706,-5306,2952,-3328,16621,-4276,-162536,-318664,588489,-12893,29318,152316,15776,-12701,48093,81969,-87552,8502,1283,7084,15397,8781,-7308,12266,136,-784,22145,1200,-688,1245,easy
100651,25247,10897,13400,5344,9407,2140,2756,117560,33351,-1727,-7226,-2439,-3326,1788,-419,-89026,13831,9656,-6916,-3921,-177,5279,3549,308587,2527,1270,-10436,-4567,-5125,1069,-683,-81625,-16599,-7708,-9976,-2969,-2832,6721,108,-206586,397613,-390212,-19520,-11304,-19126,11383,-8386,-8978,310,-3520,460,-1482,-646,1598,3149,-4948,2293,3491,-4210,5652,3968,-4232,791,difficult
971862,590809,17176,15364,7822,17394,9408,4501,-746847,-539040,-6943,-8133,3164,35801,5468,7434,-930466,-552683,-12131,-2519,-4141,-3060,-1612,-1582,-532974,-517552,-9049,11416,7858,-2557,17553,5880,-922504,-577216,-14491,-10139,-5461,-12422,-1812,-1658,-183619,397492,-389530,-13643,35131,-59664,-5188,3082,-5442,5614,13935,-21555,-7305,11999,-13319,-38861,503,-9865,-7080,19165,-19365,-9016,7462,-7538,easy
979244,47690,8974,19445,12475,13011,7604,11470,-916958,-18300,3117,-14619,-1286,-3555,-4037,-2460,-912427,-24619,-6289,-15435,-11070,-11517,-6891,-10972,-783442,1447,-1488,-18090,-11669,-8496,-3852,-9433,-916883,-20149,-5001,-11505,-10822,-11526,-4088,-10685,4531,128985,-133441,-6319,26066,-21596,-9406,4801,-3513,-816,-2655,6585,-9784,-599,847,-7962,3021,-3030,-2854,3039,-236,-8512,1539,-1252,difficult
995013,161372,9793,7798,15735,10936,7245,8059,-614918,-158097,-7684,5697,-14211,-8083,-5339,-5597,-509375,182889,76583,612,2498,10091,18512,-302,-921986,-109281,-5119,10487,-908,-2,-4871,-5322,-909643,-119177,2250,-7162,-11945,-9191,-5536,-7314,105543,-412611,12343,340986,-292170,-9896,84267,-81702,7369,-5085,9875,-17649,16709,-3406,-11037,18174,-10093,-9189,23851,-23383,-665,5295,-5020,-1992,easy
272197,89421,16194,21059,22645,18861,7456,4849,-238786,-56441,-12857,-11676,-17008,-14627,-1332,-2424,-211761,-75978,-15672,-19838,-18288,-7297,2379,-695,-174122,-71481,26013,-11737,-18706,-12993,-383,-3288,-248017,-69088,-13642,-16279,-20581,-15066,-2840,-3877,27025,37639,-73895,-19537,4497,2393,-2815,41685,-39655,-8162,8101,-4542,-1280,-418,-1875,7330,-5696,-2073,3711,-2762,-2457,1729,-2593,-589,difficult
1485741,384309,59401,30145,28247,19936,10042,5828,-1296511,-344264,-31632,-25289,-18620,-9810,4414,2448,-1416979,-304188,-42883,10710,-15358,-9096,4820,1383,-1477731,-382455,-54393,-29487,-22526,-16045,-8601,-4445,-1478154,-359283,-48839,-1614,4050,-11318,2059,-442,-120468,-60752,-423,40076,-78267,23172,-11251,-11510,5554,35999,-40197,27873,3262,-7168,26576,714,-6949,4727,406,-13421,10660,-1065,-5828,4003,easy
263659,142720,15502,6773,16461,10924,6732,3901,-146863,-130754,-14414,-3623,-14364,-10210,-5373,-3282,169694,-103813,27,-4858,-13914,-8455,-5197,-2514,-246281,-129934,-4386,-1732,-12598,-8538,6407,-1259,-173866,-83026,-6862,2067,-14724,-4983,-2864,-2272,316557,-415975,72415,26941,-26121,46908,14441,-4413,-2476,-1235,3126,3799,450,1316,-2126,1755,-83,3555,176,11604,-9271,768,1255,-1013,difficult
240734,44366,24140,13181,14285,8593,4723,2933,-96154,-37447,-22201,-10563,-10112,-1415,-882,753,-74371,-26312,-22098,-10255,-10582,-4066,-3437,-1538,-101339,3682,-12012,-2017,-5970,-3422,2618,-1225,115896,-37098,-21360,-11790,-13282,-7434,-1550,23,21783,-26968,217235,11135,29994,-40780,103,10086,-9348,308,8238,-9773,-470,4612,-7312,-2651,644,-4012,-2555,6055,-4168,-2291,313,1248,easy
889053,147033,30096,16506,8002,15991,7965,9295,-529856,-137128,-27877,-13565,-5373,-13884,-5204,-8593,-493091,-107574,-17699,4543,1734,-4677,-635,-4852,-172907,90434,891,19249,4233,40583,5440,29583,-825802,-138425,-13789,-10700,-1200,-4585,-1564,-6864,36765,320184,-652895,29554,198008,-228859,10178,18590,-14680,18108,14706,-29949,7107,2499,-5433,9207,45260,-45168,4569,6075,-7004,3741,34435,-36447,difficult
572108,61381,11182,12432,5919,8642,2810,2488,76641,-40844,-4222,29894,1970,6051,1268,13929,-348456,-32934,12551,-7140,3871,-5103,1605,-810,-442031,-47113,3330,155,-5036,-6088,-1273,-1456,-498211,-52451,-8876,6342,-3788,-7025,-812,-1039,-425097,-93575,-56180,7910,-14179,-5338,16773,-9221,-12206,-37034,7295,6187,1901,-8907,1248,-11154,-985,-937,337,-2878,461,-14739,-646,417,easy
115971,18094,5045,4084,2350,3051,2301,1540,-22563,60067,-1559,-1767,549,108,475,565,1433784,130107,6014,10827,11888,6193,9062,3526,-59230,-9572,-3129,-514,-347,3957,485,-350,1314790,46508,10270,19468,10215,6818,7107,6037,1456347,-1493014,1374020,70040,-139679,56080,7573,-9143,13399,12594,-11341,19982,11339,-12235,10562,6085,-2236,2861,8587,-8577,6622,2961,-3876,6387,difficult
301401,35587,15357,12836,7216,9961,9394,3960,-52503,1230,3607,3493,28853,7016,-2291,4045,149933,152306,-13925,-2405,28866,11413,9005,6991,-237470,602,-2926,1574,6094,15884,10286,9829,505969,60110,-6214,16261,1533,11136,16440,4984,202436,-387403,743439,151076,-151704,59508,-17532,10999,-3288,-5898,3979,14687,13,-22772,-4561,4397,4471,-4748,11296,1281,6154,2946,2838,-4845,easy
467856,76085,24649,10370,17232,19665,13325,9209,-339359,18937,-2168,18109,-9980,-7370,-3633,-4685,2157589,18975,30336,13810,44115,27528,14343,44713,-184175,22763,-15876,33506,-10198,-10330,8130,-3894,-167510,-62251,-15708,-1999,-13647,-11964,-1816,-3114,2496948,-2341764,16665,38,3788,-85014,32504,-46212,168,-4299,19696,-35505,54095,-54313,-3449,34898,-37858,-1634,17976,-6213,-9946,49398,-48607,780,difficult
483405,32356,18792,11049,6089,8271,12003,8715,263342,178599,12058,13801,12746,174,228,4728,58891,89874,-12827,-7086,-3852,-2517,-8088,-6313,-21867,-16583,-8655,-7271,2707,-601,-4377,-5187,-448187,-18321,-15503,-7394,-3987,7568,20108,-6168,-204451,-80758,-426320,-88725,-106457,-1738,-24885,4172,-6848,-20887,-185,-123,-16598,6559,-6694,-2691,1916,8169,-8316,3711,24485,-11041,1126,-981,easy
213911,23395,14796,3451,12078,12775,4964,3644,2128982,535528,7703,60383,2457,11923,48772,3122,-148434,25976,-9317,34502,-9291,16203,13155,2665,-182650,9554,1662,3427,-5937,2770,4423,1471,59172,-4691,-14012,2504,-7791,-5487,-2893,-2316,-2277416,-34216,241822,-509552,-16422,-14245,-17020,10979,-15674,-25881,-31075,-923,-11748,3354,-1854,4280,-13433,-8257,-35617,-8732,-7316,-457,-1194,-3787,difficult
398604,16962,7959,6401,3648,9155,1500,1802,-319006,-5677,-7089,-5025,780,-638,3627,3334,15925,8970,5041,-1613,9935,-65,2211,10588,242238,796998,4926,1202,27765,32353,20314,11472,2708,-5986,7723,2915,3988,-783,6752,-502,334931,226313,-239530,14647,788028,-802984,12130,-115,2797,3412,2815,1713,9155,17830,-23777,573,32418,-33136,-1416,18103,-13562,7254,884,-11974,easy
104508,58280,31464,12016,6692,4178,12494,16201,163791,100853,-14793,11935,4554,44700,389,4541,396095,241198,-18612,11260,9687,47703,6968,13976,-75609,-30619,-22029,-9028,-3606,1407,-7921,-14089,563026,-22743,-24774,-7906,1407,8081,-6932,-14341,232304,-471704,638635,140345,-271817,7876,-3819,-3417,-2745,-675,-20288,1122,5133,-13293,5013,3003,-46296,6674,6579,-14889,989,9435,-28065,-252,difficult
323019,43033,5768,8881,1741,4831,1605,1157,-120223,-13930,2914,-1174,1428,-2445,305,1077,245861,-34926,-3380,-236,3370,-1358,1357,-271,-65747,5146,1669,-4305,2246,-2957,-766,73,-308588,-14364,-1915,-4760,3767,-428,-20,-52,366084,-311608,-242841,-20996,40072,-19510,-6294,5049,-3584,938,-4069,-455,1942,-1124,1521,1087,-1599,2529,1052,-2123,746,-1348,344,-125,easy
594584,75595,19343,15384,6463,4592,4433,3718,-360420,97026,8967,-10521,-126,2840,5586,-480,-361402,-64008,-12548,-13495,-4547,2340,3882,-1397,-352185,-68522,-17072,-14929,-5090,-3275,-1634,-841,-271009,-26053,-15029,-7625,6686,12573,10666,21280,-982,9217,81176,-161034,-4514,42469,-21515,-4524,2043,-2974,-1434,7304,-4421,-543,11776,-500,-5615,15848,-1704,-5516,12300,-917,556,22121,difficult
374720,119447,22033,10494,16893,21351,13126,4547,774919,22725,94710,52880,8020,19344,722,1812,772097,88090,40976,17985,9697,9582,1844,7286,-211117,-75990,-2411,22007,-8355,-14140,-5576,-2090,-321287,-7265,-15530,-4204,-10527,-3891,5157,373,-2822,-983214,-110170,65365,-164080,68725,-53734,-43387,-13119,-34895,4022,-26211,1677,-18052,-2172,-9762,-23722,10249,1122,-7420,10733,5474,-9376,2463,easy
89409,36500,3073,2246,4133,8365,5162,3760,80239,139952,45737,17831,16108,3566,4975,5925,1631678,77970,16183,8507,20585,-1822,-1791,184,766284,301454,4387,4872,29705,16197,20094,23583,-52213,-18347,35577,14769,13614,34924,12432,25619,1551439,-865394,-818497,-61982,223484,-319801,-29554,-11796,31190,-9324,-3635,9897,4477,9120,-16091,-5388,18019,18727,-6766,21885,-7662,-5741,23399,2036,difficult
278834,55626,15187,9501,8824,11779,13197,5084,966693,1428,-9815,-3632,349,-6943,-9067,-2716,713001,765749,47526,12404,34348,18765,10099,8859,1747250,92326,111498,904,15573,17863,6868,26431,-214730,-47098,1547,-8093,-7489,560,-9486,-2495,-253692,1034249,-1961980,764321,-673423,-139424,57341,63972,-109951,16036,-11500,-8997,33999,-18775,-23062,25708,-902,-17303,19166,-3231,-16354,11575,17572,-28926,easy
132264,108862,29777,13489,8223,14974,10936,8955,-99715,-103152,-26368,-373,1330,26358,41088,4215,57855,-77393,-25308,-11857,-4953,-7365,-2756,-7499,-94254,-57597,-24228,-8963,-6663,-12180,-7140,-7248,-128619,-98701,-22128,-2216,-1748,-1555,2193,-7057,157570,-152109,-34365,25759,19796,-41104,1060,1080,2100,-11484,2894,6747,-6283,-1710,4915,-33723,-4815,10625,-43844,-4384,9333,-11714,251,191,difficult
150507,266639,28749,14654,36100,18234,27159,12414,33163,-208098,5073,-2262,-33907,-8256,-15010,-6533,809348,373521,-9470,-5894,-20587,-2965,-5863,-7307,289223,-128287,-4950,3854,-21715,-10122,-21405,-6869,124449,-159692,586,-12887,-35064,-15599,-24943,-9172,776185,-520125,-164774,581619,-501808,-31405,-14543,4520,5536,-3632,9748,-16741,13320,-1128,-13349,5291,-7157,-5477,9147,-15542,-3538,-774,438,-2303,easy
