delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
1003001,78594,42906,55853,28750,16812,13528,2974,-247821,-17643,-24397,-34904,-19988,-9392,-5715,-1987,-448578,23989,11587,-54058,-21660,-8594,-9186,-1603,-7635,-21773,-21606,-50579,-24613,-8650,-8862,-2010,-200757,440943,41632,-45762,35984,-33193,-19154,3479,-1672,-2953,798,-56,-3471,324,384,-407,easy
601436,374210,107450,85217,19551,19247,12918,6534,-355636,-339197,-105100,-84883,-17768,-18397,-12419,-6397,244566,100681,-421,-63072,-4077,10093,-5338,-1350,462382,-152687,7830,-60215,12777,16566,12152,-2835,600202,217816,439878,-253368,104679,8251,21811,2857,13691,16854,28490,6473,7081,17490,5047,-1485,difficult
1174786,507094,145748,150070,88549,59330,16208,9238,139271,107520,-32861,-111667,-37349,-35741,-1400,-4998,-267701,-440063,-136451,-132364,-69486,-52245,-13513,-8207,35074,-350410,-112863,-112448,-42543,-17341,-11647,-5383,-406972,302775,-547583,89653,-103590,23588,-20697,19916,-32137,26943,-16504,34904,-12113,1866,-3209,2824,easy
206927,79019,17918,13847,6136,4687,2923,4822,131919,88704,-12195,-7289,5268,3478,-245,-2215,424492,115923,28185,24619,42263,6699,7253,9196,1117364,218929,2029,6449,11404,5349,2150,-2325,292573,692872,27219,103006,40380,-26156,31908,-18170,36995,-30859,3221,-1350,7498,-5103,11411,-11521,difficult
1546044,295466,97994,119731,63186,35104,10725,7554,-1297570,-267704,-95992,-116172,-55414,-26963,-8549,-6985,-181129,-104552,962,-39711,-47678,-26679,5587,-4040,-1394007,-166299,-62605,2170,-39404,-22749,-3088,-3955,1116441,-1212878,163152,-61747,96954,-63567,76461,41881,7736,8274,284,3930,14136,-8675,2945,85,easy
879139,64167,17401,11350,23733,12133,5666,3457,487732,701613,69042,3395,27119,9258,19509,30632,43889,100521,10579,11833,-15460,-8302,2858,375,-806072,-12139,-1037,-996,-20572,-9916,-4543,-2530,-443843,-849961,-601092,-112660,-58463,-11616,8438,-12829,-42579,-5112,-17560,-1614,-16651,-7401,-30257,-2905,difficult
1534959,226246,70219,117375,42195,43154,12012,6764,-110736,-88332,-45603,-91797,34498,-24055,-521,-3771,-730012,-21894,28696,-23122,-2813,-21580,2343,-2311,-312178,-88044,-55228,-34720,-9202,-16757,-5648,-1943,-619276,417834,66438,-66150,74299,-83924,68675,-11598,-37311,-6389,2475,4823,2864,-7991,1460,368,easy
951513,197537,32076,28237,16309,11277,4296,2584,-910241,-181293,-29113,-27556,-14544,-10035,-2890,-2278,-805321,-166814,-28338,-25076,-15092,-9707,-3452,-2061,-621520,-90366,-26022,-21061,-14997,-7330,-2107,-760,104920,183801,14479,76448,775,2316,2480,4015,-548,95,328,2377,-562,1345,217,1301,difficult
372829,151168,17372,12165,11765,8526,2298,2325,260565,-148459,-11166,-7128,-10837,-7658,-2100,-2127,553243,68752,45480,4985,-6639,769,2963,-63,1422339,42008,83287,-2751,5418,4764,975,1284,292678,869096,217211,-26744,56646,37807,12113,-7736,4198,12057,8427,3995,5063,-1988,2064,1347,easy
167780,41745,14442,7245,3197,4252,1289,1012,279298,16040,-8315,3240,8407,-2733,126,690,555554,19446,-9484,21460,4280,6746,3208,2871,-31117,-28409,-13494,120,-1264,-2821,-624,-468,276256,-586671,3406,-47855,-1169,-4010,18220,-21340,-4127,-5544,9479,-9567,3082,-3832,2181,-3339,difficult
