delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
218581,189830,29588,31897,12782,36886,36672,7915,-9516,-97530,-14747,-18121,-10385,-34114,-34086,-6081,618285,-102669,-21546,-17113,160,-27907,-24571,-2596,easy
443319,53498,15431,9486,9241,16912,9241,7733,354224,-8344,-10157,-5845,-4889,-11530,-3271,-5989,926563,285789,10613,72888,15326,256,24824,6622,difficult
174206,76255,3257,11416,18149,11591,15600,9744,401002,-49751,10827,-3391,-7076,-5273,-8253,-5564,404817,-48120,13826,-8302,-15283,-7084,-12281,-7065,easy
288903,134740,12633,12553,18116,13202,7777,9965,-277576,-96380,-5168,-8396,-14618,-5699,-1883,-4737,-153268,-100881,-783,-7704,-15824,-11596,-6506,-9444,difficult
113373,30414,7243,5241,2425,2792,1985,1486,-93277,-26675,-3629,4641,58,4602,561,2892,-68552,-16296,-4747,-2255,-1503,-757,-1417,-567,easy
331463,28161,11812,8410,4593,4191,1093,1094,632732,20138,3773,915,-1885,108,-418,1403,-206453,24710,-9922,-1456,-2621,-2192,1539,224,difficult
27699,25064,9285,5049,6934,7739,4044,5053,-25967,-21493,-3774,1328,1499,-152,2736,-1690,-1579,-886,10354,2137,-5799,-5023,-2398,-3836,easy
576456,95797,31271,8293,7649,12428,7730,4291,-359976,-38628,14848,3322,7708,-862,5067,-1217,-510533,-89576,-28968,-6833,-7100,-11752,-6948,-4098,difficult
354644,44968,17083,16743,16568,13469,7211,5812,-239711,-26051,-4388,-14302,-13520,-9704,-6203,-4770,-317563,-35737,-15838,-13658,-10784,-11652,-6876,-5237,easy
436042,54044,11560,9511,7062,6489,5134,2930,-414809,-35166,4105,-3290,-1470,-4836,-3388,-1799,-358701,-29194,-9866,-9207,-5513,-4295,-3978,-2106,difficult
184811,10538,8855,4132,8639,4203,4141,3255,-182224,-5522,-5527,-1974,-710,627,2697,2510,-129884,11089,-2438,600,-6214,-1397,-2459,-1020,easy
58096,14994,6911,3843,2045,1785,715,865,911549,766472,108255,33734,34233,38397,7121,27281,48430,47328,-3116,-2432,-1513,491,-356,-175,difficult
125184,50580,8169,6834,5440,5514,2834,3142,192859,-45030,2986,2142,1324,224,4085,-196,-73229,-42218,-7247,-6487,-4960,-4436,-2455,-2566,easy
86274,23697,4428,11533,3281,4695,3479,1170,-73030,-10899,5767,17865,-270,-1085,608,510,258715,-4429,795,-2443,26119,850,6455,1566,difficult
58727,37485,3763,6551,1829,3229,3275,1727,59955,70575,-1205,2145,6557,19232,-1236,3248,-20542,-22948,-483,-4546,-329,-1819,-2248,-460,easy
37870,10506,15922,12231,5580,9956,7622,4670,437962,12813,-7076,-9956,39,-4466,-5318,-1370,-25532,-6768,-9277,-10066,-558,-8441,-5972,-2432,difficult
