delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
276336,39587,7200,3578,4835,6267,-220114,-18504,40634,68499,14513,40880,-253323,-29279,15898,18656,30976,10266,-261402,-3862,23729,50392,27048,18849,-33209,-8079,-10775,25417,-24736,7831,-49843,31736,16463,-3928,-30614,8583,easy
463840,60321,19100,10494,10357,25964,-434244,-52084,9938,-1286,4782,15538,-462394,-55015,-17514,-8030,-7912,-16697,327158,74257,-7701,-18,7886,-8481,-28150,789552,-2931,129272,-27452,9813,-6744,8012,-12694,15798,-32235,8216,difficult
157644,14748,9337,8915,8149,16259,59887,10975,9258,7579,4275,10719,-146869,15888,21439,4606,6490,-6168,-152536,-19,-6571,-4900,-4799,-7271,-206756,-5667,4913,-15907,12181,-28010,-2973,-9506,2215,-11289,-16887,-1103,easy
374372,70071,17764,12198,16825,31576,48790,-36029,-11384,-10306,-12695,1579,-262568,-44539,-10387,773,17163,1977,-372233,-66607,-12237,-11406,-11628,-24080,-311358,-109665,-8510,-22068,997,-1850,11079,-12179,29858,-28791,398,-26057,difficult
245916,33349,5607,2999,10335,34501,239146,-22605,10811,1552,-8178,-25431,-103807,-27990,-4215,2419,-10099,-33429,-150721,60549,9472,5331,29617,-15227,-342953,-46914,-5385,88539,-15026,13687,867,2912,-1921,39716,-7998,18202,easy
752925,98545,14212,5000,7349,45281,-723471,-72667,-9604,-234,7908,-10462,-696065,-21396,17210,-93,3892,-15923,-741117,-96243,-12765,-3137,-5103,-39612,27406,-45052,51271,-74847,26814,-29975,141,-3044,-4016,-8995,-5461,-23689,difficult
424838,61634,8947,5627,4833,4240,-409458,-53825,-4987,-2770,8501,13425,-408285,-53374,-1389,1293,2318,12240,-414104,-3597,1952,5316,695,6550,1173,-5819,451,49777,3598,3341,4063,4023,-6183,-1623,-1185,-5690,easy
52433,14891,7865,6761,10083,13618,425358,40261,-4941,6834,-2387,15126,4275,127705,20210,-1992,-4289,5027,-43904,7925,-3022,6742,6652,2550,-421083,-48179,87444,-119780,25151,-23232,-8826,8734,-1902,10941,-10099,-2477,difficult
20281,19045,12213,6725,7399,27759,308206,47788,31537,14723,21109,11977,6701,31856,-8247,-3322,-612,-24851,-14947,-12655,-11303,-4194,-3044,-15766,-301505,-21648,-15932,-44511,-39784,-3056,-18045,-872,-21721,-2432,-36828,9085,easy
49795,17578,25462,23583,21603,39867,15330,5336,-9779,29021,-16555,8038,-32439,-3851,-14874,28814,4544,-13400,-47225,-14054,-23963,-17684,-17986,-34317,-47769,-14786,-9187,-10203,-5095,-9089,-207,-46498,21099,-22530,-21438,-20917,difficult
758075,90107,38837,16541,15594,44144,-685571,-74602,-22944,52081,4206,-30101,-749862,-83240,-32552,-6950,-9353,-38437,-683884,-69180,-30143,36125,10339,-2651,-64291,65978,-8638,14060,-9608,2409,-59031,43075,-13559,19692,-8336,35786,easy
35908,10483,18782,7527,11365,23232,-30281,-3352,-3504,12576,6908,-6040,-32931,27833,-11520,124091,7921,13008,-31844,-3429,-9286,8155,802,-6163,-2650,1087,31185,-31262,-8016,2234,111515,-115936,1013,-7119,19048,-19171,difficult
142189,64763,10841,13962,10639,28888,316361,-43364,-3127,-89,-6541,-20660,-139719,-58448,-6026,10167,-2310,-3055,-118058,-35175,-4724,-8461,-4619,-17145,-456080,21661,-15084,23273,-2899,1302,10256,-18628,4231,-2309,17605,-14090,easy
322290,165188,29712,24871,16787,35514,-316399,-142285,-20506,-131,-5700,47790,-185867,-107261,-25600,-15851,9237,-9572,-240537,-144977,-26094,-21939,-10969,-31063,130532,-54670,35024,-37716,-5094,-494,-15720,-6088,14937,-20206,-57362,-21491,difficult
865391,133702,15575,8147,22124,30122,-802871,-110417,14901,-1763,-10324,-25316,-796127,-130440,-12563,-6479,-19995,-28671,-827010,-72600,65743,4685,-12862,14641,6744,-30883,-20023,57840,-27464,78306,-4716,11164,-9671,7133,-3355,43312,easy
355402,130461,29480,10874,16494,36605,680350,43484,4657,-6055,-9791,13528,-160028,-106531,-6300,11952,2166,-10589,111708,-91321,-5902,25719,-1021,-24243,-840378,271736,-150015,15210,-10957,398,18007,13767,11957,-3187,-24117,-13654,difficult
534046,41832,30434,8459,9453,36525,-517831,7410,-15514,-6794,-646,27608,-50491,2844,-13508,-152,2827,-1805,-513801,9359,-21287,17513,503,-3953,467340,-463310,-4566,6515,2006,-7779,6642,17665,3473,-2324,-29413,-2148,easy
357564,94135,34819,15370,15544,39931,1448438,-80633,-25286,-10516,11257,26881,-338901,-82768,-30509,2923,-7926,4672,-352512,-59480,-25119,-1330,24356,-7712,-1787339,-13611,-2135,23288,-5223,5390,13439,-4253,-19183,32282,-22209,-12384,difficult
81448,106075,13963,10986,10048,19135,-33837,-88905,-11441,-4679,-6869,-7053,187485,-13692,19506,47585,17783,-480,39093,-82939,-1776,-3192,-5779,-14820,221322,-148392,75213,-69247,30947,-21282,52264,-50777,24652,-23562,6573,-14340,easy
252206,22624,9723,12391,11163,23437,-237270,-7312,-4209,10268,-2642,15651,-174210,2573,-389,10654,1817,-7733,-240518,-5213,-6930,6002,716,1730,63060,-66308,9885,-7786,3820,-6541,386,-4652,4459,-1101,-23384,9463,difficult
837196,49063,14687,17039,30202,44120,-747824,-40035,-13544,-15667,-27713,-40638,-697384,-38136,425,-880,-22653,-34380,-819229,-28334,6515,-9808,-9649,-25270,50440,-121845,1899,9802,13969,6090,14787,-8928,5060,13004,6258,9110,easy
425090,80524,20394,3312,14955,32934,-410313,-63444,-5581,10596,-691,16601,-402266,-1562,-84,11930,-3775,-11940,-415972,-75218,-8867,1087,-4771,-706,8047,-13706,61882,-73656,5497,-8783,1334,-10843,-3084,-996,-28541,11234,difficult
276965,43349,9461,12683,7315,19885,-230984,-31395,-623,-10567,-2096,-10557,-251221,-21743,-6729,-1838,22545,6801,-272363,-27834,-7874,-4759,4692,20711,-20237,-21142,9652,-6091,-6106,-1145,8729,-2921,24641,-17853,17358,13910,easy
232888,38222,8882,13647,7045,21250,-149286,95829,-664,-1075,2271,-407,76145,-22479,-7245,-3192,2686,-13526,39504,-17906,2273,-5550,-5587,-12002,225431,-36641,-118308,4573,-6581,9518,-2117,-2358,415,-8273,-13119,1524,difficult
101348,31280,14922,4517,7069,12204,-93242,-9681,-994,29189,4259,21853,43879,53459,-9280,179,25115,13487,-85858,-7957,-8910,9445,-2641,-1090,137121,-129737,63140,-61416,-8286,370,-29010,9266,20856,-27756,-8366,-14577,easy
153613,51684,20317,8478,29447,29765,-148143,-40592,14000,-5517,-11644,-13440,-130697,-35072,-16766,-947,-20844,-12620,-143505,-37654,-13331,6475,-19908,-14408,17446,-12808,5520,-2582,-30766,3435,4570,7422,-9200,936,820,-1788,difficult
165343,26805,4565,11414,8576,26212,-161468,-21587,4227,-2200,-2505,636,-112437,73438,4812,-3341,3451,-10109,-155522,-16046,-3831,-8092,-578,-10060,49031,-43085,95025,-89484,585,-8643,-1141,-4751,5956,-4029,-10745,49,easy
216497,58113,8173,10714,12118,16693,-144481,-41283,-4609,-3923,-6277,-11922,-134472,-22494,-5967,371,-8616,-7188,-193785,-14913,-6570,-3573,5010,463,10009,-59313,18789,7581,-1358,-603,4294,-3944,-2339,13626,4734,7651,difficult
512583,65810,34450,20233,17917,22130,-311727,-44291,-33261,-11715,-12682,-17932,-418790,-20450,33073,56854,-6644,2176,-501949,-37824,-5316,-976,8900,11272,-107063,-83159,23841,-17374,66334,-38389,68569,-57830,6038,15544,20108,9096,easy
170102,10729,11116,45759,14221,32711,-37747,25046,-564,-38948,-10660,-25753,1283769,22726,17942,-34885,1536,-17969,159712,-2935,-1548,-40251,-6870,-27156,1321516,-1124057,-2320,-25661,18506,-19490,4063,-5366,12196,-8406,7784,-9187,difficult
7836,28325,14353,37665,11599,14670,417324,1032,6704,-19678,-1653,34515,72341,4643,-4389,-4382,3178,16858,-4379,7348,16541,10559,-704,4403,-344983,-76720,3611,2705,-11093,20930,15296,14941,4831,-3882,-17657,-12455,easy
60574,21931,12088,17602,15933,27017,-30625,12968,-8248,-13174,797,-5169,-46864,8591,-4349,690,-13669,-19024,494706,429,-8322,17300,-6055,-14765,-16239,541570,-4377,-8162,3899,-3973,13864,16610,-14466,7614,-13855,4259,difficult
66965,31260,11152,15461,8280,20299,-57401,-20833,-7815,1108,-4484,5191,-34843,10607,2900,-7504,29053,40289,-64613,-29771,-5312,-12307,-6101,-15955,22558,-29770,31440,-40378,10715,-8212,-8612,-4803,33537,-35154,35098,-56244,easy
299819,102387,7351,15537,15312,38178,-16465,-84269,-1356,-10883,-13270,-31709,-160549,-70085,-4098,-14722,-12635,-33419,-296732,-99766,-3921,-15020,-10599,-35490,-144084,-136183,14184,-29681,-2742,177,-3839,-298,635,2036,-1710,-2071,difficult
189081,60652,16436,8126,19469,21177,-177261,-51084,-14627,-1339,-7607,13765,-151929,-9840,13038,5083,-9414,12239,-174980,-18190,-2538,-3602,-3486,39409,25332,-23051,41244,-8350,27665,-15576,6422,-8685,-1807,5928,-1526,27170,easy
15445,21317,3222,2748,7831,27383,473400,62093,6974,7901,11444,27527,-9198,2951,59931,27696,10124,2002,-4366,-15999,-1026,1731,-2418,-23119,-482598,4832,-59142,-18950,52957,-60957,19795,-25965,-1320,-12542,-25525,-25121,difficult
258957,147772,86381,35621,14565,32016,1389101,-127917,-75533,-7466,15859,-23,-166703,-2992,-45510,-13337,-4549,-7121,-202813,-132840,-72287,-28134,-7559,-12254,-1555804,-36110,124925,-129848,30023,-26777,-5871,-14797,-20408,-3010,-7098,-5133,easy
72256,20935,5145,4679,5306,14693,50673,-2436,9764,848,8939,712,-62881,-16263,15317,23668,7068,11659,-53532,-6304,30839,-521,27382,17584,-113554,9349,-13827,9959,5553,15522,22820,-24189,-1871,20314,10947,5925,difficult
560268,92417,71827,33016,22356,35058,-553917,-73622,-65613,3596,-12161,-999,-446207,-60917,-64305,-12775,-10561,-16294,-470455,-80658,-64450,-31679,-19455,-29445,107710,-24248,12705,-19741,1308,-145,-16371,-18904,1600,-8894,-15295,-13151,easy
12219,22287,9914,9104,13343,48369,83697,20077,-6145,-8199,-12163,-42682,2664,-13776,4553,22661,-483,-25347,-11046,-1973,23381,22924,185,-16789,-81033,-13710,-33853,11803,10698,18828,30860,263,11680,668,17335,8558,difficult
169884,26649,12985,15268,17619,24077,-119848,16713,-9767,-4238,-14067,-14185,-167620,-1174,6817,24590,-3981,-8081,744621,84494,43521,28195,-8164,2914,-47772,912241,-17887,85668,16584,36704,28828,3605,10086,-4183,6104,10995,easy
78948,27426,4293,2292,3789,6145,-30485,-5815,16104,30702,4842,12994,-70546,-2481,11203,141757,1237,8671,-77029,-12941,55647,20858,3733,12847,-40061,-6483,3334,-10460,-4901,44444,111055,-120899,-3605,2496,-4323,4176,difficult
139879,32209,4203,1498,2532,27121,-68036,25663,7901,18042,3189,-4143,-136228,-30353,-3500,-138,1662,-24146,-123205,-17958,-359,3200,2408,-20021,-68192,13023,-56016,12395,-11401,3141,-18180,3338,-1527,746,-20003,4125,easy
255565,55953,17839,8937,19872,28658,-248604,-42897,-13676,5583,-7592,10051,-88529,-2456,-12740,-6428,-16667,-6138,137774,11728,18210,8518,-665,40224,160075,226303,40441,14184,936,30950,-12011,14946,-9075,16002,-16189,46362,difficult
88786,34415,17428,23451,13587,20569,42158,3651,-11149,-22123,-3563,-17230,38793,-2644,-12234,1395,39754,13384,-72558,-21359,-10779,-21611,-5107,-8295,-3365,-111351,-6295,-18715,-1085,1455,23518,-23006,43317,-44861,30614,-21679,easy
8497,18433,87506,64562,32053,17839,371278,45855,-48430,-55355,-19110,8745,43566,-978,-77992,-60217,-26736,-13113,-5339,-8429,-66784,-44679,-13806,10499,-327712,-48905,-46833,-7451,-29562,11208,-4862,15538,-7626,12930,-21858,23612,difficult
714440,30495,6605,2659,6745,10675,684741,470313,46119,16193,12677,25138,-618653,-4919,4568,7307,22926,23707,-692467,-1088,-3252,2075,-241,15961,-1303394,-73814,-475232,3831,-41551,-7820,-8886,-5232,10249,-23167,-1431,-7746,easy
205021,19276,8828,14918,6901,29844,-97811,53227,26899,5609,24167,-11146,15735,-1950,-2712,6324,6209,-7061,-197424,-12048,25027,28739,5051,-3468,113546,-213159,-55177,-10098,-29611,27739,715,22415,-17958,-1158,4085,3593,difficult
73820,18740,5424,6193,3683,13536,46610,6947,-4205,125,952,-9153,125924,65945,5657,27422,15233,27856,-57035,-15757,-4013,-3753,-1844,-9302,79314,-182959,58998,-81702,9862,-9670,27297,-31175,14281,-17077,37009,-37158,easy
25011,15030,18599,6993,11441,26207,650020,100241,-2026,2688,2486,-21,50560,15586,-771,3528,-4074,-12997,121841,-4658,-6450,6763,-1642,1858,-599460,71281,-84655,-20244,1255,-5679,840,3235,-6560,2432,-12976,14855,difficult
313101,61638,12281,6676,8272,16498,-302756,-57739,-6080,-486,-3758,-14157,-307061,-25105,-3937,1166,15096,1189,-265473,-36132,-2472,-4307,-5561,-11209,-4305,41588,32634,-11027,2143,1465,1652,-5473,18854,-20657,15346,-12398,easy
15572,19991,12175,15694,5966,46150,-11126,-8526,-3268,-8396,2161,-15273,5780,3109,-8537,-10575,-3993,-41135,42362,-1454,-2256,-7448,378,-31589,16906,36582,11635,-4563,-5269,6281,-2179,3127,-6154,4371,-25862,9546,difficult
296759,44983,6898,12028,11720,25811,-201687,-23028,-2418,-7987,-7893,-17075,-275314,-12053,38779,47709,13121,18887,-293976,-11045,8353,39060,-2345,-3079,-73627,-18662,10975,1008,41197,-30426,55696,-8649,21014,-15466,35962,-21966,easy
235174,77203,22316,14686,12000,27161,-224384,-75181,-17159,-13769,-5016,-15539,136859,-17357,-10573,-1067,10119,2919,-227847,-37883,4172,-5341,-3001,-8858,361243,-364706,57824,-20526,6586,14745,12702,-4274,15135,-13120,18458,-11777,difficult
202944,37568,7647,12990,11870,24642,-181765,-13619,4161,-477,34003,8683,-190343,-31918,9910,-5765,-1401,9371,-187135,-34052,-1532,-8588,-5526,-4805,-8578,3208,-18299,-2134,5749,-11442,-5288,-2823,-35404,-4125,688,-14176,easy
527843,253172,53211,24335,24334,29272,-412794,-211064,-50021,-15594,-17562,-23175,-505862,-240021,-51938,-19261,-21472,-22865,-514026,-236577,-50517,-21275,-14223,-4037,-93068,-8164,-28957,3444,-1917,1421,-3667,-2014,-3910,7249,310,18828,difficult
27134,18407,4079,3777,3803,6253,634957,4549,1116,4659,8445,-2042,-8382,45603,13515,13987,9910,18659,-1390,18826,13536,28730,14702,5868,-643339,6992,41054,-26777,12399,21,9328,14743,1465,4792,20701,-12791,easy
150477,43128,13362,10949,6025,13120,43523,38,-11339,2284,1006,-9228,-133580,-2622,36953,-4021,3352,5328,-132128,-19262,-1347,22735,1034,15315,-177103,1452,-2660,-16640,48292,-38300,-6305,26756,2346,-2318,14556,9987,difficult
182135,117176,9392,13093,15011,19724,1710915,150863,6319,10173,36129,14179,-34615,-103140,-1638,-11234,-5291,-15413,-72108,-76925,-3426,-7441,-12972,-13191,-1745530,-37493,-254003,26215,-7957,-1788,-21407,3793,-41420,-7681,-29592,2222,easy
400707,106905,26277,23739,13531,20229,-270038,-45441,-16561,-17803,-12690,-12199,-367057,-66498,-23668,-2525,-9565,-5154,-325679,-67564,-13651,-20048,-8777,-8307,-97019,41378,-21057,-1066,-7107,10017,15278,-17523,3125,788,7045,-3153,difficult
169388,79673,14636,7916,12968,14631,-2216,120257,-4316,-920,-2108,5943,-34444,-67369,-10340,-1685,-11120,-7984,1281287,59925,66166,45189,23222,-2510,-32228,1315731,-187626,127294,-6024,76506,-765,46874,-9012,34342,-13927,5474,easy
311129,42070,5135,11953,17057,17362,600043,75183,3206,24693,17679,23046,-120221,-2874,17158,75,-7724,-932,-307912,-26554,20616,16678,-3911,6020,-720264,-187691,-78057,-23680,13952,3458,-24618,16603,-25403,3813,-23978,6952,difficult
101168,43669,10054,4093,3288,8468,666376,-20501,-6450,-1104,-645,-850,194194,35290,1159,2040,19665,43723,166634,-3721,-7464,33586,33344,7183,-472182,-27560,55791,-39011,7609,-8623,3144,31546,20310,13679,44573,-36540,easy
43356,8906,3924,4213,5672,7259,93521,107323,3345,5540,14613,10526,710,5503,-1096,489,-2042,-1502,185901,20602,-2102,31864,19905,16189,-92811,185191,-101820,15099,-4441,-1006,-5051,31375,-16655,21947,-12028,17691,difficult
716238,71344,9035,6717,6334,5856,-676520,-64492,-8042,-4022,-5911,-3679,-652725,5751,17013,14319,15770,7208,-705858,-51813,1736,7287,3777,18659,23795,-53133,70243,-57564,25055,-15277,18341,-7032,21681,-11993,10887,11451,easy
162925,40054,6544,10897,4868,16697,-42546,-7690,-3412,-9805,1849,-10293,-149852,-35646,-5343,-2666,3923,9649,-155990,-21119,8963,-3093,6146,61574,-107306,-6138,-27956,14527,-1931,14306,7139,-427,2074,2223,19942,51925,difficult
227081,104448,46880,27980,26945,25052,-224614,-87483,-44999,-23154,-20227,525,-35325,21412,-20597,-20364,-9449,28080,42876,-66872,-13136,75822,-2163,-7033,189289,78201,108895,-88284,24402,7461,2790,96186,10778,7286,27555,-35113,easy
513896,81154,24330,15423,13796,34315,-347137,-58240,-20304,-10236,-10676,-23584,-508555,-67738,-17434,-11790,2276,-14790,-466560,-75499,-18339,3454,-6934,2656,-161418,41995,-9498,-7761,2870,-905,-1554,15244,12952,-9210,8794,17446,difficult
478569,83980,11662,12705,13235,18548,89089,-6364,-2177,-3819,-4507,29149,-55734,-17462,-5347,-7516,-8217,-11727,-361281,-46810,-10481,-8051,-9641,-13609,-144823,-305547,-11098,-29348,-3170,-5134,-3697,-535,-3710,-1424,-40876,-1882,easy
98475,21222,8639,8940,13116,18214,-56584,4894,4515,-2631,-5007,33168,132935,-13678,5844,-3190,-996,-14910,649171,19415,8828,17268,62,4674,189519,516236,-18572,33093,1329,2984,-559,20458,4011,1058,-48078,19584,difficult
249771,24988,4918,8413,7315,6621,-228926,-600,3467,65996,7116,23411,-244478,-16609,1022,54249,3825,11625,-244505,13594,21494,26283,5906,12778,-15552,-27,-16009,30203,-2445,20472,-11747,-27966,-3291,2081,-11786,1153,easy
