delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
896491,82916,59270,22216,16031,17886,-155878,39985,-3944,11398,6960,-4018,1028716,46102,-42341,30519,-383,-4069,-716946,-59019,-47227,-20554,-1813,-15811,1488086,172491,117413,118588,45724,46043,1184594,-1745662,2205032,6117,-105121,231510,-38397,-4886,164640,19121,-51073,139142,-7343,-1430,47537,-51,-11742,61854,difficult
671994,213395,45141,54005,23045,12741,326653,-61993,7557,-38804,19730,22680,3016402,-14189,-32993,64804,18424,6773,736113,767444,39929,118313,-3087,1643,1636929,130239,-27700,-19632,12475,10945,2689749,-2280289,900816,47804,781633,-637205,-40550,72922,-67629,103608,53509,-137945,-1306,-21511,15562,-15907,-5130,9302,easy
1005120,74104,14184,27648,5812,8686,935169,220205,124296,91711,68549,41844,-945377,-25242,-8153,-25791,-1681,-5714,-820652,-24800,-6665,-24407,-4980,-7062,2067352,138570,166962,12589,27918,18480,-1880546,124725,2888004,-245447,442,163370,-132449,1488,173627,-117502,1384,36996,-70230,-3299,32898,-47558,-1348,25542,difficult
538915,113801,15656,17652,2758,10430,963301,21931,-12109,-6213,11208,23965,847145,-90813,-13435,-12006,-825,-8341,-338385,-43050,32582,-13340,7114,-5943,689002,-61881,36274,-3407,17177,-3907,-116156,-1185530,1027387,-112744,47763,-18831,-1326,46017,3692,-5793,-1334,9933,-12033,7939,10063,-32306,2398,2036,easy
183704,19954,7894,4303,2764,2174,93404,144457,36828,27576,6589,10461,430104,20674,23230,-2604,535,-627,-39315,32503,874,7746,-1368,3345,403238,30601,14477,4822,1774,-203,336700,-469419,442553,-123783,11829,-1902,-13598,-22356,13603,-30180,10350,-2924,-6054,-1903,3142,-11088,3972,-3548,difficult
604052,429768,53191,66146,24780,17079,1765263,-340371,-6625,23144,-15205,-4285,-307425,426327,116128,-15456,4977,7536,264282,-294495,-23979,-6319,17035,13257,-534437,-394973,-37682,-57154,-15045,-13642,-2072688,571707,-798719,766698,-720822,-100478,122753,-140107,-13703,-38600,9137,-50835,20182,12058,-32080,11821,5721,-26899,easy
872902,597101,96011,50977,41617,17821,1172872,-148531,-14485,107199,34971,13343,-43472,-555125,-51036,43120,-35812,-8076,-707113,-587645,-92332,-47247,-41112,-17009,-518351,-318560,-27886,-3565,-36504,-7437,-1216344,-663641,188762,-406594,-32520,269085,-36551,-41296,64446,-64079,-90367,43682,-70783,-5300,4608,-21419,-8933,9572,difficult
2357592,619777,161455,148690,26957,49154,-1691865,-603699,-159797,-145648,-22218,-45851,-1818257,-610831,-156955,-145181,-22451,-44534,-1788577,-593261,-151398,-141995,-25293,-45563,-585429,-428863,-119979,-143124,-13991,-35779,-126392,29680,1203148,-7132,17570,164398,2842,5557,31419,467,3186,-1129,-233,-2842,11302,1317,-1029,9784,easy
1711618,89844,47367,63012,22004,10397,-1501325,-64526,-31002,-61908,-19564,-8493,-353040,-28143,3377,-37897,5287,-5549,-147728,203525,96170,-33811,4047,2515,-1124553,-36924,12499,-45853,-7299,-1195,1148285,205312,-976825,36383,231668,-240449,34379,92793,-83671,24011,4086,-12042,24851,-1240,-11346,2944,8064,-3710,difficult
945483,146735,28198,34017,8774,9611,-152996,-41584,-23847,-30659,2717,-4702,-102587,-111103,-4114,-27807,676,-3364,-853996,-137981,-25574,-33403,-6138,-7983,-683456,-30378,-23796,-22596,-4966,-4271,50409,-751409,170540,-69519,-26878,107603,19733,-21460,1778,2852,-5596,10807,-2041,-6814,1172,1338,-4619,3712,easy
359463,95440,22370,11506,12676,7225,64553,-72054,-13144,-6390,-10664,-4675,-42737,75788,27050,29709,4700,3700,-79409,-50223,-9362,-6974,-10501,-6372,758374,107432,84992,1804,3977,11683,-107290,-36672,837783,147842,-126011,157655,40194,-36412,94354,36099,-36683,8778,15364,-15201,14478,8375,-10072,18055,difficult
1405155,498759,41037,57875,38576,26566,-582617,-246539,9333,-37157,-10251,-10763,-703186,-446587,-33577,-37494,-27919,-17571,230072,-257890,21543,-8089,-9564,15011,-936548,-458169,-33032,-49939,-36514,-19571,-120569,933258,-1166620,-200048,188697,-200279,-42910,55120,-54575,-337,29405,-41850,-17668,18355,-26950,-6808,32582,-34582,easy
871117,64320,18664,18821,10458,7225,-774733,-12570,-10991,-12047,-8865,-4723,228659,233514,16364,-10826,-3212,16279,-806695,-16890,7023,-14082,-6277,-4638,-662826,-10210,-8320,-11281,-8525,-5963,1003392,-1035354,143869,246084,-250404,6680,27355,-9341,-15343,1221,-3256,2801,5653,-3065,-2248,21002,-20917,-1325,difficult
420516,356878,52703,72287,21145,11339,578675,-343852,-30609,-64194,-19410,-9240,-401024,-342089,-47377,-71226,-19680,-10062,464073,-335122,-39224,-69877,-16215,-7988,97066,-288661,-2468,-13523,-13470,11419,-979699,865097,-367007,1763,6967,46461,-16768,8153,36756,-7032,1349,56354,-270,3465,2745,-822,2074,19407,easy
1212430,608978,38353,37798,25661,38772,-912925,-462591,-30002,-25917,7380,-15251,-332702,-508019,-29965,-5017,-11803,-30109,209252,-136507,8676,10538,5036,18345,168172,-485294,-15699,46440,-2474,-20910,580223,541954,-41080,-45428,371512,-348787,37,38641,-24375,20900,15555,35902,-19183,16839,-7510,-14858,48454,-39255,difficult
350768,671900,13638,129008,15763,11580,365372,-640394,101039,-98380,-6258,-722,521117,-611668,42729,-100707,-10982,3015,2723762,-347208,27999,25718,12035,23661,2723762,-347208,27999,25718,12035,23661,155745,2202645,0,28726,264460,0,-58310,-14730,0,-2327,126425,0,-4724,23017,0,3737,20646,0,easy
519175,27638,14472,4314,6157,5935,299247,56675,-3828,12287,-109,2295,457193,28315,-9184,35447,1545,-2018,525598,59908,25824,17791,3627,12234,-53477,14774,-11268,2901,-4979,-4035,157946,68405,-579075,-28360,31593,-45134,-5356,35008,-37092,23160,-17656,-14890,1654,2082,-8606,-4313,14252,-16269,difficult
561003,79937,56613,33490,6573,11381,-409001,-47448,-43853,-26528,-3765,-7015,-150696,-53628,-32516,-23753,6564,-9429,-507780,-74371,-50715,-30452,-4335,-10049,-492078,-25002,-46416,-15657,-1382,-6996,258305,-357084,15702,-6180,-20743,49369,11337,-18199,4299,2775,-6699,14795,10329,-10899,2953,-2414,-620,3053,easy
272840,54981,10475,5491,3522,2985,325538,-25213,37253,65267,7178,4703,296924,-9219,9131,6950,2295,5911,383920,2100,4952,29507,5466,2651,364892,80434,10740,10127,3613,7531,-28614,86996,-19028,15994,11319,78334,-28122,-4179,5788,-58317,22557,-19380,-4883,3171,-1853,1208,-3260,4880,difficult
355276,70263,9326,14562,10477,5471,-149259,98164,-726,-4742,11062,-99,556567,12464,43474,19068,1091,4204,1800282,3628,78543,58445,4981,12263,422749,-45878,7242,-5473,-2606,-394,705826,1243715,-1377533,-85700,-8836,-49506,44200,35069,-71301,23810,39377,-63918,-9971,3890,-7587,4303,8059,-12657,easy
774981,118108,38713,24685,12426,14037,-692039,-36644,-23411,-17949,-9631,-12514,1031661,30123,15967,102194,45240,57768,-344292,-85990,-33581,-20021,-5274,-10836,-616233,-71251,-30081,-19786,-5315,-10633,1723700,-1375953,-271941,66767,-116113,14739,39378,-49548,3500,120143,-122215,235,54871,-50514,-41,70282,-68604,203,difficult
681038,149442,30043,19732,9839,11919,1193408,-33210,11700,-14176,3140,-4860,750218,367093,52308,85298,18573,21037,13168,-107354,-20640,-14365,-7090,-9404,-211222,45473,9534,-15140,-3261,-5775,-443190,-737050,-224390,400303,-474447,152827,40608,-72948,30174,99474,-99663,-775,15433,-25663,3829,25897,-30441,3629,easy
1047186,89693,17664,22013,6641,5832,-107675,-19831,29630,-18626,3008,-2090,-1010192,-69407,-2882,-20073,-5262,-4485,-891222,-87242,-4560,-14253,-5107,-3110,1538949,278563,111190,150495,61455,21982,-902517,118970,2430171,-49576,-17835,365805,-32512,-1678,115750,-1447,5820,164748,-8270,155,66562,-2395,1375,25092,difficult
1196316,263629,78002,26203,5959,10559,-926149,-245221,-67959,-19705,-2955,-5752,-1084775,-185143,-69631,-17152,-3311,-9397,-1069897,-221801,-63625,-1384,2065,-4839,-858812,-228306,-71514,-24025,-340,-8368,-158626,14878,211085,60078,-36658,-6505,-1672,6006,-7889,2553,15768,-22641,-356,5376,-2405,-3645,4558,-3529,easy
1147613,117584,38899,12464,6884,6458,-244468,-13117,-9539,-2204,10000,2086,-299021,-57922,-29681,-4845,-1165,-1067,-971762,147664,-29667,-2532,1628,-3364,-431725,-48456,16027,14793,-1653,398,-54553,-672741,540037,-44805,205586,-196120,-20142,14,45694,-2641,2313,17325,-11165,2793,-3281,-3153,-2297,3762,difficult
852120,313753,86673,140278,56850,25600,-1518,-306743,-58360,-131457,-49733,-20565,-724975,-270034,-83066,-104448,-44760,-15201,-618563,-293525,-60040,-130168,-46110,-20446,-669692,-275659,-82945,-111026,-41009,-19426,-723457,106412,-51129,36709,-23491,17866,-24706,23026,-22905,27009,-25720,19142,4973,-1350,5101,5364,-5245,1020,easy
407321,113387,8158,14454,15183,7346,-271524,-97172,-139,-12374,-13752,-5976,694491,-75581,4522,-12496,-6725,-4425,-26733,-51993,19960,-8510,-5614,1570,1562873,27322,21959,-4863,-10125,1533,966015,-721224,1589606,21591,23588,79315,4661,15438,1999,-122,3986,3647,7027,1111,-4511,1551,5995,-37,difficult
1491390,500248,68000,39337,32258,51398,1374489,78044,116421,23050,-9732,-19498,-1315289,-359690,-55344,-24232,-20047,-46966,-1438292,-481616,-53842,-36587,-31183,-49899,-62388,-34101,-50754,-29906,571,-43767,-2689778,-123003,1375904,-437734,-121926,447515,-171765,1502,3088,-47282,-12355,6681,-10315,-11136,31754,-27468,-2933,6132,easy
613729,224067,33176,34229,27474,15624,754773,-147013,6956,-18953,-19454,-4935,1441719,-110894,-25356,-23388,-15875,-8693,-562869,-170018,-21491,-32472,-17439,-10566,1723286,-128159,-14443,-15068,-18184,-9535,686946,-2004588,2286155,36119,-59124,41859,-32312,3865,7048,-4435,-9084,17404,3579,-1564,-745,-3758,-1873,1031,difficult
1554087,296207,65888,103645,28067,39397,-699160,-200012,-45149,-97452,-21898,-35011,-819366,-88843,-24883,-84122,-20125,-32062,-1051427,-204622,136069,-86083,-10004,-32571,-584640,-220595,-43740,-101035,-24878,-35901,-120206,-232061,466787,111169,-115779,-15973,20266,160952,-179809,13330,-1961,-14952,1773,10121,-14874,2949,-509,-3330,easy
310900,126731,29155,5168,5647,6312,62364,-15810,-15029,24136,5623,8896,823378,23584,-25121,18291,7914,12527,755547,136,28668,13023,13037,3846,-1670,-85257,-25959,-3390,-2923,-5692,761014,-67831,-757217,39394,-23448,-85393,-10092,53789,-54627,-5845,-5268,-16413,2291,5123,-15960,3631,-8681,-9538,difficult
945763,480098,62194,55087,27222,21101,818835,-369867,-41717,-44920,-13702,-12491,119934,-422251,-31535,-45890,-22061,-10908,-534375,-470405,-47106,-50227,-24553,-16943,2451158,367888,310812,136342,4701,50788,-698901,-654309,2985533,-52384,-48154,838293,10182,-15571,357918,-970,-4337,186569,-8359,-2492,29254,1583,-6035,67731,easy
845576,118437,78547,27755,15628,13503,-196029,-21031,-33966,13318,-6616,-3518,900506,71983,-26891,-15321,12711,-4267,-436833,85801,-582,-20579,-8368,-7215,-482347,62272,-61595,681,-7912,-7615,1096535,-1337339,-45514,93014,13818,-23529,7075,26309,-61013,-28639,-5258,21260,19327,-21079,456,-749,-2948,-400,difficult
733963,93138,12388,29584,10690,8484,1220117,52733,29697,-3663,8940,-1561,-668554,-74884,-10667,-25577,-7248,-7189,1977419,190481,79200,-9239,12285,-581,907665,112971,60202,50154,1485,24689,-1888671,2645973,-1069754,-127617,265365,-77510,-40364,89867,-18998,-21914,16338,59393,-16188,19533,-10800,-5628,6608,25270,easy
499391,52510,21506,16584,6896,10311,88459,-10566,24951,31041,-37,-5843,227988,12585,14840,22623,-228,1672,985936,421710,109619,68337,22730,14745,-420194,-32917,-15323,-13331,-3501,-9131,139529,757948,-1406130,23151,409125,-454627,-10111,94779,-124942,-8418,45714,-81668,-191,22958,-26231,7515,13073,-23876,difficult
825982,178706,21875,29402,18888,10890,-737047,-154612,-15448,-23019,-17094,-7111,1183112,412142,50577,88539,19155,43944,1513471,-98361,-9887,-9865,-2400,2941,-183896,-153667,-4121,-17842,-11140,-6807,1920159,330359,-1697367,566754,-510503,-55306,66025,-60464,5766,111558,-98404,-7977,36249,-21555,-8740,51055,-41003,-9748,easy
1222918,160675,54334,29905,18021,15895,-246631,-124657,-49058,-24683,-15422,-13380,-1100537,-132593,-48090,-22936,-17459,-13685,-754347,-79349,-20873,-13905,-13180,-11154,-1202060,-120172,-49202,-25583,-12622,-12251,-853906,346190,-447713,-7936,53244,-40823,968,27217,-28329,1747,9031,-11678,-2037,4279,558,-305,2531,-1097,difficult
692957,105794,97074,30557,35389,19385,1072364,-60516,-19931,-2714,-17310,-11450,-572268,-71860,-75039,-28152,-32666,-17712,-643797,-98969,-96843,-29186,-34326,-18764,2065255,193264,-72693,-9218,-30673,-11509,-1644632,-71529,2709052,-11344,-27109,292233,-55108,-21804,24150,-25438,-1034,19968,-15356,-1660,3653,-6262,-1052,7255,easy
236328,61711,16609,6629,4975,3510,-81898,-48678,2026,1118,-1631,-669,-207654,-39240,-10740,-4742,-4162,-2433,1812844,24285,24107,1811,12152,6482,-105577,-34463,-13439,-5215,-4021,-1915,-125756,2020498,-1918421,9438,63525,-58748,-12766,34847,-37546,-5860,6553,-7026,-2531,16314,-16173,-1764,8915,-8397,difficult
1012655,266564,60135,53130,17839,14672,-528829,-135249,-39953,-13666,2345,-9163,-933172,-239064,-45171,-44620,-5963,-11872,-956249,-227914,-53671,-27881,-15520,-9462,1123233,-110005,-28309,-42524,12409,-333,-404343,-23077,2079482,-103815,11150,117909,-5218,-8500,25362,-30954,16739,-14643,-8308,-9557,27929,-2709,2410,9129,easy
1188215,654471,99027,61253,54822,36636,-65679,-464512,-77592,-43071,-48367,-27754,216186,-483675,-27899,-55312,-49242,-31805,-970351,-520016,-68060,-60136,-52555,-32385,-1066924,-627612,-95117,-57390,-52153,-31551,281865,-1186537,-96573,-19163,-36341,-107596,49693,-40161,-27057,-12241,-4824,2746,-875,-3313,402,-4051,-580,834,difficult
525525,151417,16050,46921,7776,6838,503522,-105270,2065,-36589,89,10233,1563980,-29563,53362,-26943,2812,243,215277,792,-3105,-20688,2636,-2940,291205,106894,44336,-24659,7192,12380,1060458,-1348703,75928,75707,30355,106102,51297,-56467,47441,9646,6255,-3971,2723,-176,4556,-9990,-3183,15320,easy
1079335,113279,25635,42591,13440,13523,-392507,-82151,-20734,-40409,-10006,-9849,-699528,12772,6481,-31887,-7931,1823,-199868,27622,7812,-20680,3749,-8712,-909857,96945,-7211,-35832,685,-6407,-307021,499660,-709989,94923,14850,69323,27215,1331,-15023,8522,11207,-15152,2075,11680,-3064,11672,-10535,2305,difficult
860010,134282,26990,25872,30954,12120,180321,206157,-9898,-5515,8057,3354,180321,206157,-9898,-5515,8057,3354,-91456,-113106,-19670,-21286,-26126,-7889,-568067,-33818,-3367,-19149,-24695,-8408,0,-271777,-476611,0,-319263,79288,0,-9772,16303,0,-15771,2137,0,-34183,1431,0,-11243,-519,easy
826695,168962,26241,64292,14437,12494,667016,246626,65749,52391,7596,25430,1015284,-45800,-4208,-57036,-2083,-9063,850512,100128,133752,45625,35447,7413,470578,-93265,24999,-57403,-5451,-4168,348268,-164772,-379934,-292426,145928,-193393,-69957,137960,-108753,-109427,102661,-103028,-9679,37530,-40898,-34493,16476,-11581,difficult
667669,198193,47355,60434,35211,12272,664368,-61369,-12011,-1472,16783,5456,-417101,-185584,-45874,-40222,-26189,-2633,1443770,278565,15222,761633,163462,60284,-611301,-136150,-40646,-48990,-26632,-4558,-1081469,1860871,-2055071,-124215,464149,-414715,-33863,61096,-55868,-38750,801855,-810623,-42972,189651,-190094,-8089,62917,-64842,easy
867275,96009,43466,37549,11939,8761,-565838,-65456,-35116,-34219,-10568,-7403,-361789,270437,33803,3188,16764,9129,293202,92735,7093,41297,74381,72303,-719193,-80712,-40827,-35580,-9326,-7361,204049,654991,-1012395,335893,-177702,-173447,68919,-26710,-47920,37407,38109,-76877,27332,57617,-83707,16532,63174,-79664,difficult
431074,60695,34560,14727,16020,9612,-292836,-15515,-21641,-2177,-12034,-1884,-324953,-29246,-26812,-6142,-8560,423,-25598,-15309,22596,-8310,3401,-856,2024037,19993,96867,57545,20077,20457,-32117,299355,2049635,-13731,13937,35302,-5171,49408,74271,-3965,-2168,65855,3474,11961,16676,2307,-1279,21313,easy
397841,46601,10515,5405,4314,3551,711622,-686,-5673,-4107,-2335,-2372,107923,110323,51106,29972,2528,6257,1698711,14457,36460,74586,8294,10398,883901,43451,26244,25871,9088,4276,-603699,1590788,-814810,111009,-95866,28994,56779,-14646,-10216,34079,44614,-48715,4863,5766,794,8629,4141,-6122,difficult
