delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
753796,102813,116588,29889,14239,14265,-315537,87760,-93591,-10039,4637,32677,1171942,73982,48064,277217,13124,447438,920860,155771,-87907,333832,-10912,393748,1487479,-251082,-13778,81789,141655,-135971,287256,56615,8487,-24036,414761,-53690,easy
834387,63847,29288,32225,11068,11145,-612382,-40348,858,-16438,-6408,-7216,-609573,-8064,-5608,-27796,-1025,-8159,-579583,-30131,-25504,-28552,-8106,-8258,2809,29990,32284,-22067,-6466,-19896,-11358,-756,5383,-7081,-943,-99,difficult
615076,219237,28786,39307,8876,14725,-263608,-196714,-28020,-30827,-3977,-12753,-370894,-134766,-24076,-29331,-2103,-8203,-609627,-204286,-16610,-31511,-2357,-9719,-107286,-238733,61948,-69520,3944,7466,1496,-2180,1874,-254,4550,-1516,easy
341516,87824,22544,12320,5375,6627,565116,-69557,-3173,10951,5837,-4076,-72281,170659,37812,42686,35140,6604,57453,63901,18874,119382,43534,8924,-637397,129734,240216,-106758,40985,-18938,31735,76696,29303,8394,10680,2320,difficult
560712,52866,13100,6547,8386,5171,-393540,39067,-3736,1475,-4630,-3059,840642,74055,79821,8079,8227,6751,1275696,140878,-7157,10709,1002,7961,1234182,435054,34988,66823,83557,-86978,6604,2630,12857,-7225,9810,1210,easy
1623093,177975,116818,117332,40421,33869,-1012740,-43874,-26943,-65627,-16688,-21146,-942312,-172030,-98848,-93575,-35392,-28150,-370345,119540,-236,-83036,24912,-13281,70428,571967,-128156,291570,-71905,98612,-27948,10539,-18704,60304,-7004,14869,difficult
993335,165530,12396,16725,9828,11452,-851649,-153710,-11484,-15451,-8976,-10436,-973446,-120014,721,-6253,-5952,-5581,-810665,-93266,-3961,-10816,-1358,-8634,-121797,162781,33696,26748,12205,-4682,9198,-4563,3024,4594,4855,-3053,easy
609803,670696,266992,89791,43613,44990,517249,-625524,-253854,-69604,-18870,-36461,229363,-573237,-253357,-82062,-33091,-39015,-185013,-248980,-5021,-23592,44790,-29866,-287886,-414376,52287,324257,497,248336,-12458,58470,-14221,77881,-2554,9149,difficult
1549416,187833,38892,42903,32432,21282,-985897,-92686,-11136,-34750,1096,-14860,-394077,347383,69490,24680,21873,-3087,-427328,94783,13767,-12885,43600,-355,591820,-33251,440069,-252600,80626,-55723,59430,-37565,20777,21727,11773,2732,easy
827270,68813,9216,15168,11437,5895,-714273,-52059,-6078,-13635,-8978,-4519,-666589,5488,13197,64787,6123,675,-818729,-60908,4642,-5707,2054,5798,47684,-152140,57547,-66396,19275,-8555,78422,-70494,15101,-4069,5194,5123,difficult
675870,560376,87117,77832,35848,22859,228966,-491974,-68755,-42976,-21849,-16180,242959,-293561,60670,-51582,8983,74057,-666980,-553390,-83228,-75527,-25265,-14247,13993,-909939,198413,-259829,129425,-143898,-8606,-23945,30832,-34248,90237,-88304,easy
472905,121678,16575,10847,14735,5878,-411490,-114812,-11420,-4128,-13384,-3671,814746,-2592,-12760,8941,9839,9438,-469077,-117665,-7899,-5213,-8498,2517,1226236,-1283823,112220,-115073,-1340,4861,13069,-14154,23223,-18337,13109,-6921,difficult
903131,61718,15301,11359,6841,3795,-798878,28151,-2927,2522,-2113,-2835,1345170,365507,130190,82069,10864,13732,-876435,-51350,-14367,-10855,-5736,-3361,2144048,-2221605,337356,-416857,133117,-144557,79547,-92924,12977,-16600,16567,-17093,easy
784715,71600,18162,38255,22845,20596,-676183,-60954,-14290,-34079,-19718,-18796,397601,211931,7836,14055,-10368,-520,-573505,-24531,-8082,-26879,-16958,-17892,1073784,-971106,272885,-236462,22126,-15918,48134,-40934,9350,-6590,18276,-17372,difficult
789373,129874,13365,18413,8251,18568,1049282,-79576,-6174,2615,-5418,-6807,-180628,-115901,-6499,-13545,-4865,-14889,505795,39100,79088,36697,36418,-8492,-1229910,686423,-36325,155001,-325,85587,-16160,50242,553,41283,-8082,6397,easy
439116,65584,60731,65380,21517,16248,1711722,169073,78105,-10635,23076,17919,-324872,-23843,-46461,-61555,-15252,-13622,-409331,254657,-7698,-38910,8216,740,-2036594,-84459,-192916,278500,-124566,38763,-50920,22645,-38328,23468,-31541,14362,difficult
1751478,124138,78870,33733,16820,24162,-982450,186762,-56068,8352,6413,-2629,-1532435,-81366,-56066,-29897,-14192,-20839,-904379,13878,-50322,-12883,8676,-3357,-549985,628056,-268128,95244,2,5744,-38249,17014,-20605,22868,-18210,17482,easy
1050374,218156,44171,25235,23018,14646,-850253,-190016,-32549,-15372,-20281,-10342,-775320,-197929,-12633,-20484,-17884,-11981,-491145,-137698,-22523,17182,-7339,-6287,74933,284175,-7913,60231,19916,-9890,-5112,37666,2397,10545,-1639,5694,difficult
1313458,128005,84918,60610,14294,16810,-667128,-104848,-77406,-32413,-7895,-12782,-245536,46561,-21520,-44688,29506,-6820,365862,418002,98294,165941,158242,49309,421592,611398,151409,371441,55886,119814,-12275,210629,37401,128736,5962,56129,easy
557328,269660,24352,30423,17633,34839,541055,22923,35463,-11963,18084,-25570,-452197,-265940,-23670,-28278,-16330,-29838,-548323,-261053,-21433,-26293,-10785,-28131,-993252,-96126,-288863,4887,-59133,2237,-16315,1985,-34414,5545,-4268,1707,difficult
671271,137521,13419,11523,11196,7983,-601971,-118224,2815,-8171,-6981,-5883,-659647,-135174,-8549,-11322,-10617,-4846,-655076,-131479,-9945,-3428,-3393,4068,-57676,4571,-16950,3695,-11364,-1396,-3151,7894,-3636,7224,1037,8914,easy
933659,132386,84733,47751,23545,15388,-186106,71134,-26470,17502,15900,8604,-697563,-52976,-66953,-21799,-7378,-6779,-55315,96517,-47200,34575,28456,21263,-511457,642248,-124110,149493,-40483,19753,-39301,56374,-23278,35834,-15383,28042,difficult
737959,100401,27903,31022,14445,10947,656360,-12254,33440,11702,18717,17213,-384441,32437,-12548,46624,-7656,71651,-572554,-86806,-23100,-26514,-8853,-4287,-1040801,-188113,44691,-119243,-45988,-10552,34922,-73138,-26373,-1197,54438,-75938,easy
615667,226477,57726,54031,17917,32017,947028,132287,88145,-15178,22605,-2307,1232545,88690,41803,-37682,15287,-2191,-332915,-43058,152458,-12383,9328,-17746,285517,-1565460,-43597,-131748,-46342,110655,-22504,25299,-7318,-5959,116,-15555,difficult
355941,215839,13647,13534,9742,10128,-129847,-169658,10007,6170,-4876,-7254,-342888,-213433,-12792,-13096,-9170,-7557,-354328,-205396,-10339,-6797,-5015,4730,-213041,-11440,-43775,8037,-22799,2453,-19266,6299,-4294,4155,-303,12287,easy
209223,30179,16645,11782,23693,7809,-108558,20373,-15133,-7397,-13397,-610,-194434,-9032,-10102,-1241,-15577,-1421,-206052,-26778,5236,-8767,-17971,956,-85876,-11618,-29405,-17746,5031,15338,6156,-7526,-2180,-2394,-811,2377,difficult
1046464,359224,36949,36798,24548,36125,999740,-55445,356269,17469,119324,12573,-821452,-334270,-33080,-25485,-19876,-30248,-129139,-92626,-11112,-2594,-4458,-21041,-1821192,692313,-278825,241644,-389349,21968,-42954,22891,-139200,15418,-42821,9207,easy
292915,53081,3765,9991,2919,3460,-281235,-43577,551,-4814,-9,1655,-288519,-35489,-1637,-6017,2032,-87,-285867,-44758,2856,-1150,5164,-222,-7284,2652,8088,-9269,-2188,4493,-1203,4867,2041,3132,-1742,-135,difficult
947869,165032,81303,85952,32523,14104,-294118,-85977,-73120,-59694,-28876,-1111,1634988,1079949,853848,381526,400141,281616,377785,1002068,59179,-25661,-10864,35565,1929106,-1257203,1165926,-77881,926968,-794669,441220,-407187,429017,-411005,282727,-246051,easy
1540560,545372,125311,60948,52670,35942,-915944,-511564,-111466,-52737,-47493,-31982,-1292421,42603,-84398,-9601,-19246,-24353,-649958,-413437,-106133,-4907,-21969,-19955,-376477,642463,554167,-456040,27068,-21735,43136,4694,28247,-2723,7629,4398,difficult
1315583,441537,82842,37105,29896,18460,-1084549,-419736,-68454,-32600,-25074,-16437,-518111,-331746,-48200,-19184,-25091,-14792,-585861,360941,-61921,-6215,-3931,5524,566438,-67750,87990,692687,20254,-13721,13416,12969,-17,21160,1645,20316,easy
593874,136182,6277,20031,7684,5097,-397826,-95452,2610,-17789,-6598,-3888,-483545,-123829,-4556,-19138,-3860,-3210,-581751,-107201,7708,-12875,-3866,4107,-85719,-98206,-28377,16628,-7166,12264,-1349,6263,2738,-6,678,7317,difficult
287364,53904,10071,4163,4085,5322,1181153,66858,3498,3958,3973,1896,-270559,-33354,-3696,2147,-1673,1536,-285039,-40346,-7741,15403,1567,295,-1451712,-14480,-100212,-6992,-7194,-4045,-1811,13256,-5646,3240,-360,-1241,easy
768501,114928,21711,14527,15214,19774,157127,50015,15308,16233,-6234,-1799,927795,76981,-17267,15393,-3362,6289,382509,-58769,63232,1195,-6047,-8395,770668,-545286,26966,-135750,-32575,80499,-840,-14198,2872,-2685,8088,-14684,difficult
505452,80553,24144,12583,6608,6370,456694,-36535,3133,-7136,11370,903,1152027,77261,34750,24041,29776,21830,353784,200680,75988,21201,52712,21067,695333,-798243,113796,123419,31617,41238,31177,-2840,18406,22936,20927,-763,easy
896451,477084,46679,55870,22755,33893,817230,-344920,-26526,-42958,-11935,-25801,341379,-419727,-34209,-48514,-16139,-27483,-748575,-462961,-42827,-51806,-21126,-31054,-475851,-1089954,-74807,-43234,-7683,-8618,-5556,-3292,-4204,-4987,-1682,-3571,difficult
512876,178398,107119,17145,23667,18108,1708651,107650,-77639,71641,30898,26343,961922,-74207,-35191,47642,112243,13146,182480,55138,15012,-10274,-111,10416,-746729,-779442,-181857,129345,42448,50203,-23999,-57916,81345,-112354,-13197,-2730,easy
1056747,168006,118967,78192,48728,46052,-1044733,-164211,-115661,-70735,-45021,-43191,-1025421,-148871,-116181,-72877,-38169,-28138,-1051251,-143202,-115911,-66770,-44869,-28498,19312,-25830,15340,5669,-520,270,-2142,6107,6852,-6700,15053,-360,difficult
355780,378219,95669,64619,36009,17207,375961,-341233,-90572,-41003,-25575,-7703,820321,-184011,-77443,-1249,9790,-2418,1137260,-179032,14421,7669,21786,-4231,444360,316939,157222,4979,13129,91864,39754,8918,35365,11996,5285,-1813,easy
954782,144962,75758,89092,30961,35697,894613,64210,-14931,20407,-1689,-18023,-367997,-24052,82944,21182,-7883,7564,756947,932436,-38915,-55663,31780,28489,-1262610,1124944,-88262,956488,97875,-121859,775,-76845,-6194,39663,25587,20925,difficult
