delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
827718,130436,61822,33182,16539,11569,-692694,-75759,-50858,-23358,-12172,4148,-517054,-76518,-43867,-26911,-10457,-8984,-507502,-87620,-52901,-13584,-3929,3944,175640,9552,-759,-11102,6991,-9034,-3553,13327,1715,6528,-13132,12928,easy
973938,65728,11043,13169,13173,7167,-166086,-35379,22412,34792,-4129,12736,-936377,-50833,-1420,-10235,-7518,5055,-523154,1863,-4579,28596,-5728,5142,-770291,413223,-15454,52696,-23832,-3159,-45027,38831,-3389,1790,-7681,87,difficult
58557,8679,5485,3518,2770,5682,-56681,-1929,-3687,12288,1794,813,-55958,2639,851,6476,19442,7727,-37134,-6680,-3374,15448,2296,12223,723,18824,4568,-9319,4538,-4225,-5812,8972,17648,-17146,6914,4496,easy
56031,21664,11366,14216,4936,18539,304844,232922,5550,9397,29381,7171,165505,-17305,-7924,-13121,-2878,-9163,204372,-10863,-9516,-11700,-3775,-15922,-139339,38867,-250227,6442,-13474,-1592,-22518,1421,-32259,-897,-16334,-6759,difficult
14185,12668,5522,6270,5844,8568,1380763,232518,10556,24514,21595,875,7548,-6294,-349,-1174,87,3021,42178,20795,1425,-259,1749,2293,-1373215,34630,-238812,27089,-10905,1774,-25688,915,-21508,1662,2146,-728,easy
56737,12950,4353,8047,5239,7476,-46809,-3079,3178,2323,26292,11800,198917,45307,3635,-6335,-1465,-5447,377778,11626,5506,-548,5531,1833,245726,178861,48386,-33681,457,1871,-8658,5787,-27757,6996,-17247,7280,difficult
13122,3042,3509,8048,14198,15024,31144,60994,43183,-4112,-4947,-5179,20997,-878,192,-3891,-10952,-9486,158403,39532,12060,32549,-6593,6457,-10147,137406,-61872,40410,-42991,11868,221,36440,-6005,4359,-4307,15943,easy
669186,22741,21879,12186,8740,12037,-661959,-19001,-17588,-7780,-5132,-5205,-508511,-10465,-20029,-8049,-5985,-5064,-145945,144056,76722,1671,19686,6943,153448,362566,8536,154521,-2441,96751,-269,9720,-853,25671,141,12007,difficult
290952,43389,14977,8374,3858,13434,-286121,-27429,5430,13798,5556,34252,370778,200225,115,7614,16722,10604,-259645,-32335,-12016,-301,10698,6188,656899,-630423,227654,-232560,-5315,-12131,-6184,-7915,11166,-6024,-23648,-4416,easy
73604,53974,5756,4918,3929,6319,489960,-17437,-2622,1012,-2980,-5156,70635,-18069,8401,-2393,-747,-2374,433161,1902,1099,5429,-1621,-4431,-419325,362526,-632,19971,11023,-7302,-3405,7822,2233,-874,2782,-2057,difficult
419559,169381,31329,28653,22729,14532,25116,67098,-2824,-19188,-12743,1599,106683,-88522,-21558,-9023,-14190,3628,-314721,-52826,-10546,-10123,-11813,577,81567,-421404,-155620,35696,-18734,11012,10165,-1100,-1447,2377,2029,-3051,easy
193762,17243,14572,7346,6989,9043,214966,63767,26551,423,12463,23164,245916,147651,28915,46931,72916,32656,-96964,22961,2567,2903,9026,23266,30950,-342880,83884,-124690,2364,-26348,46508,-44028,60453,-63890,9492,-9390,difficult
48533,32365,11781,8547,3952,9708,-43705,-29418,-10653,-5518,-1546,5315,-19689,-26204,-4217,-7156,-732,-4273,-19689,-26204,-4217,-7156,-732,-4273,24016,0,3214,0,6436,0,-1638,0,814,0,-9588,0,easy
30947,16849,8482,15167,7748,19850,-23500,-9514,-2264,-9382,-3629,-10610,31543,22078,-3655,-10937,-6185,-15898,938870,78799,13815,19097,17399,-7466,55043,907327,31592,56721,-1391,17470,-1555,30034,-2556,23584,-5288,8432,difficult
415165,78654,22944,8008,23236,9833,-27688,-43971,1163,293,-20853,-5340,740155,61744,10942,6202,-7573,24320,-397874,-62165,-17365,11583,-6623,882,767843,-1138029,105715,-123909,9779,-28307,5909,5381,13280,950,29660,-23438,easy
233638,131759,14833,12835,3071,10585,-115587,-108613,4744,-5218,11727,5176,-211054,-69489,11031,5085,8597,3440,567111,337523,82905,12137,24475,-3971,-95467,778165,39124,407012,6287,71874,10303,7052,-3130,15878,-1736,-7411,difficult
619203,143274,6448,4863,17905,13926,-523025,-121862,-3252,3252,-14618,-8272,-384601,-120334,-4495,5390,-11233,-8433,-587145,-118516,6692,-115,7820,-410,138424,-202544,1528,1818,-1243,11187,2138,-5505,3385,19053,-161,8023,easy
57602,18949,2819,2867,3481,2187,-36269,-12745,356,783,-1511,1961,-26598,-14276,1956,-227,-754,1117,-52083,1185,225,2660,6416,6200,9671,-25485,-1531,15461,1600,-1731,-1010,2887,757,7170,-844,5083,difficult
45962,32155,9820,11506,8990,10295,30185,-14555,-4941,-4787,-4290,-6230,-30453,25249,-1159,13939,1968,4789,33866,-24307,-1450,-2584,6356,-141,-60638,64319,39804,-49556,3782,-291,18726,-16523,6258,4388,11019,-4930,easy
223489,40474,18387,12671,8935,11836,-15476,-32870,-13404,-8533,-6016,-10187,-130410,1086,-11063,12731,2682,3986,-199995,-27199,435,-5609,-879,3529,-114934,-69585,33956,-28285,2341,11498,21264,-18340,8698,-3561,14173,-457,difficult
514965,23116,6119,7693,5074,15333,-394463,-6227,-3193,-1798,-1482,-9552,-425266,61813,16447,5608,-914,-1452,-497592,17552,12084,-4556,1449,7226,-30803,-72326,68040,-44261,19640,-4363,7406,-10164,568,2363,8100,8678,easy
26334,21414,13949,10663,5733,13872,15541,-9,-8530,-8401,-2225,-11313,-18973,-6470,-12872,-7573,-2262,-10613,-22590,-18808,-8140,-8698,-2778,-7864,-34514,-3617,-6461,-12338,-4342,4732,828,-1125,-37,-516,700,2749,difficult
75877,14323,4670,6990,6603,7769,310332,11031,-4255,-1707,-4789,-3386,-36805,7863,3260,-703,-506,-2675,398008,29675,7118,4870,3034,-720,-347137,434813,-3168,21812,7515,3858,1004,5573,4283,3540,711,1955,easy
127880,13367,15792,14512,15549,9768,-68971,40085,-12096,-8324,-14317,-5987,-89871,-7348,-4527,-4541,5244,1254,-95297,15960,-12232,-7666,-9306,-8117,-20900,-5426,-47433,23308,7569,-7705,3783,-3125,19561,-14550,7241,-9371,difficult
118932,48513,9389,15624,9208,20879,-111612,-16431,5421,14547,-2066,4940,-49075,-3955,-7804,-13403,-6304,-17385,-81284,-33836,2070,-11687,18,-2054,62537,-32209,12476,-29881,-13225,9874,-27950,1716,-4238,6322,-22325,15331,easy
585357,21776,15026,11883,8872,12232,-521618,30429,8565,-2774,-3873,10296,-534749,-18706,-14501,-11192,-7829,-11053,-546637,29644,2580,-6494,10006,-92,-13131,-11888,-49135,48350,-23066,17081,-8418,4698,-3956,17835,-21349,10961,difficult
35352,23320,3223,3648,7151,18233,268662,-2532,8775,4060,1284,-12446,43392,-3861,16506,3571,-3737,-4377,-10694,-4560,12462,6101,1790,-6734,-225270,-54086,-1329,-699,7731,-4044,-489,2530,-5021,5527,8069,-2357,easy
708515,141276,9085,7482,8624,9021,156801,-81455,5205,-457,-3311,-6443,-174199,27699,23384,15355,10424,882,-694677,-119143,-7440,-6319,-6665,-8149,-331000,-520478,109154,-146842,18179,-30824,15812,-21674,13735,-17089,7325,-9031,difficult
511480,36002,3184,9764,6707,9171,-110649,-27362,226,-7221,-4659,-5580,-480456,17689,7771,144,1173,3425,-264799,562271,186441,26616,18670,7887,-369807,215657,45051,544582,7545,178670,7365,26472,5832,17497,9005,4462,easy
842577,43409,15901,15213,9550,10112,-826688,-31111,-12693,-6784,-1745,-2369,-732493,-38146,-10982,-4742,-7912,-5568,-604334,34314,-10618,-6698,-7362,-7238,94195,128159,-7035,72460,1711,364,2042,-1956,-6167,550,-3199,-1670,difficult
760640,96488,27451,20415,13220,19866,-755187,-87521,-20146,-10350,-9764,-4615,-642663,-71922,-21605,-7309,-9492,-15284,-720646,-59748,-5433,2353,1574,1875,112524,-77983,15599,12174,-1459,16172,3041,9662,272,11066,-10669,17159,easy
698352,70792,20466,13902,25227,15362,-642547,-54028,-19825,-12607,-23145,-13674,927045,-48986,-4072,-10567,-23918,-8152,731044,164195,23237,20317,-1838,9600,1569592,-196001,5042,213181,15753,27309,2040,30884,-773,22080,5522,17752,difficult
86432,9943,13481,12036,16834,7896,-80351,-3441,-11589,-8934,-13249,-4153,-74606,33604,-4814,1446,22635,122,-65505,11194,8376,-7269,-6898,3975,5745,9101,37045,-22410,6775,13190,10380,-8715,35884,-29533,4275,3853,easy
20812,8936,1718,3893,4300,6621,44964,14248,5043,372,-503,-2925,562731,74397,10103,2033,22299,8303,30680,59135,13486,-447,-2490,-3448,517767,-532051,60149,-15262,5060,3383,1661,-2480,22802,-24789,11228,-11751,difficult
67866,74603,23809,21193,3643,10764,-14621,-11285,-6735,-2803,2631,-1889,-6129,-62074,-12977,-20187,-1544,-8482,108373,-18120,-12995,-15978,-1348,-8831,8492,114502,-50789,43954,-6242,-18,-17384,4209,-4175,196,-6593,-349,easy
75375,29354,8701,9143,12613,11656,-71499,-17787,313,-4763,-11152,2522,-73940,-23353,-1703,-68,-8571,9711,-44329,-11757,-3892,-7674,-8752,-4243,-2441,29611,-5566,11596,-2016,-2189,4695,-7606,2581,-181,7189,-13954,difficult
368677,118341,9175,6527,7687,4733,1033528,99615,33702,22056,5926,9400,307080,-26855,-2674,-4437,13206,-121,-312745,-94771,-6667,-4347,-5105,-1666,-726448,-619825,-126470,-67916,-36376,-3993,-26493,90,7280,-18311,-9521,-1545,easy
118900,34039,3197,2341,3432,4791,519157,110378,54782,17897,15746,24865,-38189,38183,43656,9320,6459,3506,71483,-13548,3566,5247,-82,-1926,-557346,109672,-72195,-51731,-11126,-40090,-8577,-4073,-9287,-6541,-21359,-5432,difficult
595648,18503,10865,14664,6961,7709,-593382,-13073,-5297,9547,3291,3440,-21857,67395,73702,-2930,15507,10807,-450028,23602,-939,-1375,-671,-4537,571525,-428171,80468,-43793,78999,-74641,-12477,1555,12216,-16178,7367,-15344,easy
62797,12506,6710,2870,2857,3439,1193141,55145,16984,18789,6934,3111,-37788,27989,3859,7017,6014,2851,-49745,33093,6466,18631,3252,11424,-1230929,-11957,-27156,5104,-13125,2607,-11772,11614,-920,-2762,-260,8573,difficult
278057,20369,6695,6675,6754,5626,-266673,-503,3391,4130,2496,2776,-254574,-15165,-4761,-2907,-3127,-2405,-266073,-14720,-4939,-1692,-3658,-3015,12099,-11499,-14662,445,-8152,-178,-7037,1215,-5623,-531,-5181,-610,easy
36762,17775,3798,7004,8325,9678,42865,10572,-615,14585,4061,6792,25609,41062,-483,-3098,-5207,855,-13539,6682,2590,10654,-3456,143,-17256,-39148,30490,-34380,132,3073,-17683,13752,-9268,1751,-5937,-712,difficult
185044,46284,12181,7746,7302,8774,1173772,155528,23517,-1503,11112,-5616,-146524,-22620,-5863,-835,-5567,-7255,-129139,-29188,-5215,-3114,-3926,-6810,-1320296,17385,-178148,-6568,-29380,648,668,-2279,-16679,1641,-1639,445,easy
222680,25148,7156,5781,3669,3424,-211075,-16577,279,-1605,-697,-1719,3252083,62389,41546,45720,8658,5019,-86422,-13787,-4829,-4181,-239,-391,3463158,-3338505,78966,-76176,41267,-46375,47325,-49901,9355,-8897,6738,-5410,difficult
426505,24911,6969,3107,3846,2337,-364293,-17563,4858,5741,10062,11109,-329615,23248,2277,1616,2330,274,-86624,50522,23941,6031,9701,8219,34678,242991,40811,27274,-2581,21664,-4125,4415,-7732,7371,-10835,7945,easy
257891,55624,14396,14931,10826,19947,-242278,-31778,-9852,1290,9672,-8707,-184873,-29202,-3070,-12722,-7476,-14301,-231962,-42025,-13031,-12209,-8011,-18250,57405,-47089,2576,-12823,6782,-9961,-14012,513,-17148,-535,-5594,-3949,difficult
154242,48110,11995,8496,10150,14275,645051,113693,29923,25973,2180,5050,-35061,-36599,-11444,-4401,-4241,-11897,-133670,-20393,-7671,-7134,-7805,-12202,-680112,-98609,-150292,16206,-41367,3773,-30374,-2733,-6421,-3564,-16947,-305,easy
147416,27334,2348,7715,2707,4704,417279,114557,4094,-2,6401,-127,2665750,39445,47942,32147,13294,8126,-21565,-8181,-976,-4802,-961,-3558,2248471,-2687315,-75112,-47626,43848,-48918,32149,-36949,6893,-14255,8253,-11684,difficult
558457,44845,39182,11680,10682,7719,-467213,-40134,-36594,-6013,-7233,-4858,-419669,24959,-25616,1750,1035,318,-497871,-40562,-34184,-8199,-8724,-4850,47544,-78202,65093,-65521,10978,-8568,7763,-9949,8268,-9759,5176,-5168,easy
404240,51459,28113,11116,10328,12715,619905,46756,-2795,22162,1155,-795,-347793,11208,-20148,17604,4242,6946,-281805,-44188,-18219,-8513,-9634,-8751,-967698,65988,-35548,-55396,-17353,1929,-4558,-26117,3087,-13876,7741,-15697,difficult
250270,23327,4444,8069,7426,5457,-163733,10323,1024,2846,-3557,3334,-179931,10656,3240,-1989,1597,-1037,-205580,11992,3555,-5125,-6193,-2839,-16198,-25649,333,1336,2216,315,-4835,-3136,5154,-7790,-4371,-1802,easy
502948,84188,11077,22990,9315,8221,-339661,71021,2268,-13347,-2076,-2367,-368045,-67996,-6807,-16279,-2633,-6073,-496515,-63950,-10051,-17705,-721,6998,-28384,-128470,-139017,4046,-9075,-3244,-2932,-1426,-557,1912,-3706,13071,difficult
159023,13287,5148,4743,4224,3743,-105712,4500,-3427,-3101,-2551,-2014,1587027,42643,9075,10926,613,8763,-101365,4426,-2967,-4294,-2240,-3095,1692739,-1688392,38143,-38217,12502,-12042,14027,-15220,3164,-2853,10777,-11858,easy
52000,11155,5039,6566,10148,5014,101956,-3715,-4239,-6113,-9118,-4449,-40896,497,8323,10151,10301,6881,-23322,-4093,-4822,-4460,-7474,-1734,-142852,17574,4212,-4590,12562,-13145,16264,-14611,19419,-17775,11330,-8615,difficult
41227,19291,4321,5929,3302,8091,140257,22627,-2520,16958,-499,-3227,-25627,-13068,18079,2915,2810,4404,193864,-11855,-3009,1070,2260,-3620,-165884,219491,-35695,1213,20599,-21088,-14043,-1845,3309,-550,7631,-8024,easy
654768,94844,31720,14832,9620,10146,295511,-16078,-28598,-11828,-3514,-7158,316567,-37145,-26312,7225,1679,4503,-588561,-87007,-29983,-12595,-8411,-9096,21056,-905128,-21067,-49862,2286,-3671,19053,-19820,5193,-10090,11661,-13599,difficult
75714,45987,10172,6768,5129,8408,-64132,-42160,-6209,-810,169,-6318,292579,-10054,42774,84250,31407,7423,-13206,-4980,-7797,4310,-1194,-5356,356711,-305785,32106,5074,48983,-50571,85060,-79940,31238,-32601,13741,-12779,easy
49283,37754,12167,8943,2432,5270,-16589,778,-7310,-6031,5179,12585,10177,-16520,-11121,-7994,11990,-2950,14246,39087,1089,-804,605,4415,26766,4069,-17298,55607,-3811,12210,-1963,7190,6811,-11385,-15535,7365,difficult
517386,47780,19985,26015,26204,7945,2921081,412482,4365,-3120,2467,21148,1973708,20603,-8585,-10486,-20584,-335,206982,9038,-3596,7430,-14722,-1713,-947373,-1766726,-391879,-11565,-12950,4989,-7366,17916,-23051,5862,-21483,-1378,easy
1304580,129563,23493,20074,18861,21625,-915854,108196,-10359,-1972,177,-23,-1067128,-49419,-12234,-11102,-14224,-18466,-483508,-92624,-17983,-5094,-7276,-17616,-151274,583620,-157615,-43205,-1875,-5749,-9130,6008,-14401,6948,-18443,850,difficult
320672,74816,10027,8485,8881,9738,-277217,-73238,-5795,-6217,-6958,-6838,-304558,-61374,-980,-5784,-4894,-3975,-289260,-49883,19723,-6792,2357,5390,-27341,15298,11864,11491,4815,20703,433,-1008,2064,7251,2863,9365,easy
90360,29002,7342,5940,2694,2816,-12995,2615,-5791,-2632,-310,-185,54891,10216,-1033,13870,446,11,-82860,-25817,-4032,-1932,2735,51,67886,-137751,7601,-36033,4758,-2999,16502,-15802,756,2289,196,40,difficult
59063,26434,24064,7906,15311,15972,-7670,-16771,-22760,-7099,-14787,-14715,-41840,-13866,-10928,14929,6740,-1435,-43434,-14257,-12009,15125,-10257,-7541,-34170,-1594,2905,-391,11832,-1081,22028,196,21527,-16997,13280,-6106,easy
777068,233751,12993,18774,16920,26972,-650666,-204058,-8048,-16363,-15300,-23910,-757090,-229444,-11043,-13165,-16375,-22553,-773269,-227867,-9626,-12327,-6668,-15916,-106424,-16179,-25386,1577,-2995,1417,3198,838,-1075,9707,1357,6637,difficult
1161760,88436,42008,15737,21155,18808,-1068440,-75142,-40703,-14193,-20540,-18429,-1113628,-38151,-13008,2856,-14262,-14138,-1092535,-23434,-26352,21396,14884,-9394,-45188,21093,36991,14717,27695,-13344,17049,18540,6278,29146,4291,4744,easy
29993,19595,3079,13540,6673,5084,23954,-9112,1552,2629,-4850,-969,-18236,-7459,9486,-2642,-3678,9699,44826,42974,3534,5735,613,22160,-42190,63062,1653,50433,7934,-5952,-5271,8377,1172,4291,10668,12461,difficult
453658,67105,17925,20233,9490,13891,-245416,-36071,-17346,-16250,-8629,-13459,-363891,-15256,2481,-11239,-5486,-5733,1012493,274166,32416,2698,22321,7057,-118475,1376384,20815,289422,19827,29935,5011,13937,3143,27807,7726,12790,easy
20251,21552,5455,11663,8107,10034,-2927,-2105,9650,6633,60218,-2972,-16807,-12837,-449,-10728,-6302,-7719,-2721,6954,10634,14346,9300,6159,-13880,14086,-10732,19791,-10099,11083,-17361,25074,-66520,15602,-4747,13878,difficult
369930,100929,18699,10268,3331,8074,251115,-41354,29246,19659,3267,3022,-311181,-76796,-2609,-3757,5372,-3062,-269479,-65529,-15462,2265,-509,-3324,-562296,41702,-35442,11267,-31855,-12853,-23416,6022,2105,-5881,-6084,-262,easy
577205,29999,7775,15742,10707,5808,987032,-2574,-4287,-10236,-4369,-1316,-203731,-12531,177,-7625,-3022,-2591,-66002,155774,8005,27740,14537,1449,-1190763,137729,-9957,168305,4464,7828,2611,35365,1347,17559,-1275,4040,difficult
457844,105885,37965,11053,18803,34243,202469,-50762,-33746,-354,-16279,-31174,63485,-53401,-9058,10733,-11074,-28858,22576,49437,-13615,3120,-9528,-27586,-138984,-40909,-2639,102838,24688,-4557,11087,-7613,5205,1546,2316,1272,easy
1274760,252868,58293,77970,32452,8646,-1124306,-123116,17465,-57998,-27917,-752,-832740,-242492,-53832,-75652,-30936,-6985,-1193890,-221094,-23696,-63550,-23917,171,291566,-361150,-119376,21398,-71297,30136,-17654,12102,-3019,7019,-6233,7156,difficult
239423,60508,19074,11350,10836,7334,-149446,-2421,-12179,-5909,-9680,-3289,-229937,-57115,-18212,-10747,-9744,-5762,24495,-32489,3090,-2043,-4719,-5289,-80491,254432,-54694,24626,-6033,21302,-4838,8704,-64,5025,-2473,473,easy
323692,37420,10698,11183,5987,5298,-291727,26653,5139,-2180,14467,11240,-305703,-22485,819,4356,4886,12746,-304204,-11591,-7540,9075,5015,9814,-13976,1499,-49138,10894,-4320,-8359,6536,4719,-9581,129,1506,-2932,difficult
316851,48047,11438,14788,22571,3442,1203181,-9505,-1841,-9800,-17524,525,-147578,-46207,-8661,-9090,-20346,-803,528279,34682,-73,-7112,-14178,8654,-1350759,675857,-36702,80889,-6820,8588,710,1978,-2822,6168,-1328,9457,easy
297995,35007,8224,16145,8700,4648,-255789,-27058,801,-12971,-7522,-2683,-134176,-26319,-3516,-12893,-5153,3083,712632,125467,27884,28172,4121,6836,121613,846808,739,151786,-4317,31400,78,41065,2369,9274,5766,3753,difficult
