delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
284039,96773,12188,18856,4816,6043,3694,3954,229040,-11896,24666,11392,11217,4249,-1312,-2498,-52101,-51760,-5723,-17308,-2682,-348,-2673,-2693,1075212,103958,15177,10322,44897,57375,19735,2315,-281141,1127313,-39864,155718,-30389,20900,-28700,27630,-13899,47579,-4597,57723,-1361,22408,-195,5008,easy
964441,85690,53690,64764,22582,29540,46953,24513,1010697,170844,-42153,-24656,-14764,38956,-1911,3360,-872738,-69537,-50910,-63411,-20734,-25714,-42704,-23282,-943549,-51904,-39559,-61461,-6438,17656,17479,2165,-1883435,-70811,-240381,17633,-8757,11351,-38755,1950,-5970,14296,-64670,43370,-40793,60183,-26642,25447,difficult
414190,42821,20815,6560,9983,6889,10810,3762,459909,-21223,-8919,2361,7366,7313,-9381,-1231,3335177,405818,60580,15082,51105,20073,661,1346,3335177,405818,60580,15082,51105,20073,661,1346,2875268,0,427041,0,69499,0,12721,0,43739,0,12760,0,10042,0,2577,0,easy
678701,415145,31449,53765,29122,24331,19166,11752,50499,-341459,-16961,-47835,-18660,-7723,-2838,-6138,-544294,-318492,-19007,-49233,-26234,-22295,-14415,-9898,-602956,-394332,-15677,-52542,-26026,-23454,-15837,-9270,-594793,-58662,22967,-75840,-2046,3330,-1398,-3309,-7574,208,-14572,-1159,-11577,-1422,-3760,628,difficult
778004,122346,28882,40255,19872,17083,15124,4769,-457162,-115453,-23985,-36943,-13253,-16363,-12950,-3469,91830,-49414,-2572,-32276,-2824,-5064,16577,-1350,278190,-71594,-8909,-26344,-12736,-8010,-449,5404,548992,186360,66039,-22180,21413,-6337,4667,5932,10429,-9912,11299,-2946,29527,-17026,2119,6754,easy
592245,92759,8442,16669,15497,25320,53736,11277,-365721,112203,25018,-2912,24720,4477,-26819,7427,-404708,-71908,13296,-7024,-3627,-10471,63560,1413,-458324,-74594,2427,-13497,-13992,-17442,-45677,-7491,-38987,-53616,-184111,-2686,-11722,-10869,-4112,-6473,-28347,-10365,-14948,-6971,90379,-109237,-6014,-8904,difficult
151714,24143,27553,12202,13815,10125,6306,2671,66076,-1772,-20420,-8380,-11485,-7565,-3080,502,1328204,71021,-7529,18833,29003,47637,12444,6304,571295,151193,3196,-6903,6480,6055,7369,2049,1262128,-756909,72793,80172,12891,10725,27213,-25736,40488,-22523,55202,-41582,15524,-5075,5802,-4255,easy
1133282,437279,28535,20864,17520,25315,28867,18804,70697,-254424,-10872,-10468,-12546,-19238,-20690,-11728,-941235,-422955,-19942,-18626,-16680,-23549,-21961,-17327,-460589,-374802,-11844,-17978,-13509,-19144,-8317,-15197,-1011932,480646,-168531,48153,-9070,8098,-8158,648,-4134,3171,-4311,4405,-1271,13644,-5599,2130,difficult
725318,99170,8319,11447,12725,16444,24183,11078,-672873,-53407,-4095,-10612,-6306,-9425,-17287,-8764,-499087,140092,117309,20292,30767,8114,11058,-3303,-541405,-64026,-7232,-3043,-5827,-3244,-3438,-4839,173786,-42318,193499,-204118,121404,-124541,30904,-23335,37073,-36594,17539,-11358,28345,-14496,5461,-1536,easy
629675,536646,29841,28304,18915,43099,17777,19304,272696,-330342,460,-13112,-8549,-36991,-13253,-13716,-64972,-494751,-10396,-751,-5541,-586,-1194,-11247,-152291,-488652,-22514,-15085,-3856,7595,-6499,-884,-337668,-87319,-164409,6099,-10856,-12118,12361,-14334,3008,1685,36405,8181,12059,-5305,2469,10363,difficult
