delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
212900,93387,22795,11691,12609,10659,-6742,-30634,4443,3694,-377,1363,-179719,-76329,-18039,-8150,-8069,-9032,-97581,-58197,-19835,-10641,-6073,-8434,579917,23584,-14924,35482,5648,-2103,-172977,82138,677498,-45695,18132,81781,-22482,-1796,4911,-11844,-2491,46123,-7692,1996,11721,-10395,598,6331,easy
858279,240123,41768,24658,18168,16049,94440,164538,51499,33048,10956,-8858,-221178,330581,117793,-4378,5350,10838,-739096,-223831,-39378,-22735,-16337,-14570,-752770,-214979,-28355,-10059,3856,-9561,-315618,-517918,-13674,166043,-554412,8852,66294,-157171,11023,-37426,-18357,12676,-5606,-21687,20193,19696,-25408,5009,difficult
128161,56052,23799,8001,9915,8674,7429,179735,17959,17761,1778,1882,-93925,-18609,-18149,1744,6768,-103,-122289,-27971,-17976,1640,-7480,-6312,380774,-2549,-15259,-3670,-3700,-2898,-101354,-28364,503063,-198344,-9362,25422,-36108,173,2717,-16017,-104,-5310,4990,-14248,3780,-1985,-6209,3414,easy
864882,74060,29230,22627,20035,15110,-634088,-36603,-27524,-19006,-18944,-13022,-680757,-36418,-21138,-17233,-18287,-13275,-741166,79984,10608,-161,-14927,-3514,-775773,-28449,-13113,-13893,-12066,-13559,-46669,-60409,-34607,185,116402,-108433,6386,31746,-23721,1773,17072,-13732,657,3360,2861,-253,9761,-10045,difficult
800640,177063,73377,13965,26206,12903,-125015,-62925,-65488,33213,-8345,-52,976700,330983,-29900,17431,-5278,1212,-585748,-110730,-55883,-11621,-22666,-11709,728254,-138169,-65191,-9508,-20853,-5470,1101715,-1562448,1314002,393908,-441713,-27439,35588,-25983,-9308,-15782,-29052,2113,3067,-17388,1813,1264,-12921,6239,easy
226067,12296,8596,6443,5593,6702,-217733,-9134,-4208,5109,-792,573,-9945,14041,1773,10334,1846,-3604,-7772,22555,-5830,-4651,-3881,-3858,1162107,66019,7480,1320,870,328,207788,2173,1169879,23175,8514,43464,5981,-7603,13310,5225,-14985,5971,2638,-5727,4751,-4177,-254,4186,difficult
156050,18875,22341,9135,5919,4295,437840,47418,15019,1320,6137,2951,1228031,335256,241,-2293,8426,1377,145326,66777,4278,6148,1463,-532,552559,70778,-15776,-6071,1044,-78,790191,-1082705,407233,287838,-268479,4001,-14778,4037,-20054,-3613,8441,-12219,2289,-6963,-419,-1574,-1909,454,easy
252879,36233,18422,6570,8218,4675,-148885,110310,38385,16564,-2361,3769,-124834,1496,-15773,-5428,-2154,-1235,-162263,40437,-13361,-5636,-5018,-2855,75768,5610,-12408,-513,-4405,-2049,24051,-37429,238031,-108814,38941,-34827,-54158,2412,953,-21992,-208,5123,207,-2864,613,-5004,-1620,806,difficult
662479,130782,28987,15587,23966,16646,177260,-46839,3228,-2661,-10180,-10468,-545097,-88142,-26710,-2494,-21341,-14670,1285972,22514,42443,46605,-17914,-5650,-360864,41343,-27769,-4661,-15343,-10901,-722357,1831069,-1646836,-41303,110656,18829,-29938,69153,-70212,167,49099,-51266,-11161,3427,2571,-4202,9020,-5251,easy
93853,44962,21330,14417,6918,8094,-36827,-27293,-11494,-4405,3020,-5749,164166,224528,-9964,-10249,1238,4752,548446,135065,-3715,-2014,58955,3048,581386,42793,-2664,-9057,2709,-3148,200993,384280,32940,251821,-89463,-92272,1530,6249,1051,-5844,8235,-7043,-1782,57717,-56246,10501,-1704,-6196,difficult
335090,81149,15320,17910,16812,28149,559586,22309,-9702,-9777,-3878,-20082,1002753,-27600,-7815,-16868,-11358,-18386,628388,226376,-1207,13089,6169,-2146,112453,16379,57488,82943,-4543,-1901,443167,-374365,-515935,-49909,253976,-209997,1887,6608,58695,-7091,29957,69854,-7480,17527,-10712,1696,16240,245,easy
231294,60796,13096,10322,17791,9798,3026242,64148,11190,9904,-11057,7618,-91427,-46181,-8536,-6714,-12364,-8165,-32059,100208,-800,-8863,-7887,-5885,361569,81560,12064,13700,-14157,-8721,-3117669,59368,393628,-110329,146389,-18648,-19726,7736,12864,-16618,-2149,22563,-1307,4477,-6270,-15783,2280,-2836,difficult
