delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
12498,16979,3673,13246,11082,12952,5624,3811,20769,11468,14531,-3945,-2156,-9799,-611,-2089,-9492,-5612,-1821,-6784,-6963,-7442,-2510,-2490,-3081,-7824,10032,-6776,-3911,-6077,-2472,-2443,easy
115389,122032,21749,17821,24903,21821,14198,8780,-90207,-114859,-19584,-13877,-20151,-1797,-8150,-1389,118755,-43165,-17359,16703,-14390,-3696,-7461,-4325,1029507,338413,187029,93487,49235,48947,22551,22234,difficult
439202,94052,41420,29597,23850,33537,34391,18234,-308078,-83263,-37979,-25846,-19675,-23669,-29365,-14207,32637,-56963,-37221,-27349,-22904,-29291,-31250,-15301,1958797,270259,-19837,-9888,-15039,140006,35735,32828,easy
385727,64687,13754,16302,7945,11265,12311,3649,-183102,-376,-6407,-9647,-2998,-5347,-8765,-1344,968104,-21543,-9659,6719,12292,37491,1175,2797,-270255,-38468,-12174,-15082,-6267,-8860,-11001,-2958,difficult
262323,30436,8747,7480,12832,15467,7805,4510,-222692,-8344,-3401,-3268,-7099,-10544,-4145,-846,-5685,14444,24216,2298,-11934,-7085,-386,2795,-255409,-7735,-2019,-4517,-9102,-10614,-3729,-1713,easy
462494,173184,25161,12523,7076,23471,18179,21905,2032865,10824,-5316,-3918,5526,-6090,8825,-13822,2009978,13420,112426,56969,14518,36491,47551,678,-23735,-96345,-18822,-7366,-1353,-12840,-9236,-19497,difficult
244129,68892,28476,13268,19063,15673,6044,5124,-230874,-64513,-27391,-11061,-18377,-13856,-4897,-3877,-181822,-58986,-25520,-8972,-16266,-11467,-5016,-4063,-233919,-62905,-27229,-11366,-16300,-13842,-5488,-4573,easy
467353,73977,10990,11732,5185,12138,11249,5111,442239,302290,46405,23165,68116,83514,35747,16391,223791,-3475,4473,-2173,1081,9227,12303,4972,281173,17011,-5272,-6612,160,5444,-4919,460,difficult
599942,53265,42545,2747,7487,8206,7842,1892,753892,-17458,-22887,14553,1646,-5135,-4690,-156,-470307,-10889,-20914,161812,1166,14372,9884,5706,-27063,44690,35991,86818,7023,7349,2007,5108,easy
317944,95390,10717,13653,10994,12212,8062,4239,-66277,-69659,-1893,-989,524,-1674,3319,1608,215451,765078,-6942,19890,946,60903,54539,15049,-210263,6627,-5672,-3145,-3266,6712,2798,554,difficult
1505399,444444,32128,31144,41543,69282,39752,21264,-1237651,-424278,-25874,-28418,-38028,-66435,-33348,-19635,-898921,-281605,-4468,-1456,-32289,-51571,-31200,-18799,-1388640,-396868,-22144,-6070,-18983,-60324,-34979,-18660,easy
387774,88321,14059,6726,5740,10201,9298,3345,569715,-15471,-2559,5553,453,6371,12467,5047,-177401,336415,39549,33315,30252,22950,41235,41408,33326,31679,1127,2547,15641,6475,-3255,4467,difficult
494902,79351,20756,11809,13257,20101,19021,11419,340516,247627,82480,61284,17369,17172,-682,-521,-324123,-60950,-15567,-10422,-9661,-6018,-7556,-9654,194532,26676,19677,27732,7813,22215,11996,-2656,easy
723229,47241,26779,21886,15344,16871,10199,5036,-683614,-13655,-25870,-16619,-11467,-15636,-8600,-3343,-612170,-26655,-5868,-1985,1572,-4594,1256,-621,-714388,-37975,-24645,-16764,-12265,-14026,-9177,-3909,difficult
301997,49149,11865,6168,3373,13732,4734,4586,-68861,47348,12944,4399,13900,5106,41996,44249,-267239,-39485,-4649,1518,3737,5981,29510,33532,-285476,-38505,-5357,-1092,97,-3513,12978,13842,easy
110342,31537,28281,40489,20168,20544,9755,6485,-57777,-9301,-15706,-26907,-1391,-16574,-7224,-5159,-68353,-12362,-20197,-36780,-18902,-15161,-7917,-5469,1687914,186424,17743,5003,11990,-3275,7604,-3163,difficult
347138,33022,9300,4885,5343,4508,3817,3025,-95084,3570,-81,6923,-1237,2194,9785,12354,-323001,-19464,5258,9518,-2270,-3201,-293,-852,-229567,-15184,-3633,-4003,-4199,-3926,-3504,-2863,easy
51012,33274,4138,2271,2488,3914,927,858,-20916,-23509,608,2983,3176,-2102,-322,-498,945366,414828,149618,18286,133015,27443,27329,25473,135583,-7293,-637,20324,2511,3021,14010,4684,difficult
181039,49260,10358,13544,4829,10409,6455,3297,-155705,-43413,-1645,-10090,-1356,-7161,-238,-1231,-85100,-38498,-5024,-10209,1309,-7643,-3657,-1144,-56898,42305,15797,8812,-2791,-4894,948,-1827,easy
238816,37765,11239,6782,2300,5185,1520,1085,-183332,-15233,7897,11636,15206,11863,8115,22583,-199811,-13224,-5975,-5691,866,-968,2446,156,-106839,-33367,-8568,-314,3006,3308,1280,1903,difficult
234309,36959,16042,16427,5716,6084,5718,3872,8833,23250,8835,-5657,368,9024,12843,10215,2026886,68333,48477,-12480,1655,17540,1763,256,-226564,-34859,-14998,-14554,-4371,-1976,-3764,-2931,easy
670285,120497,24776,20344,21988,16803,12121,11431,-603039,30718,24081,18060,-5177,-750,-150,-2665,1412183,173662,15925,92446,-6307,-8936,-5555,-5667,1060446,535466,-19352,23575,-7650,-4617,-6663,-4151,difficult
339078,408566,12228,30311,21601,20406,8936,8382,228092,-365816,-1462,-8225,-20812,-17067,-4876,-6033,65556,-378709,14314,73744,-19529,-8286,-4740,-4833,-253108,-349391,1613,-13808,-12445,-15594,-5524,-5521,easy
100651,25247,10897,13400,5344,9407,2140,2756,117560,33351,-1727,-7226,-2439,-3326,1788,-419,-89026,13831,9656,-6916,-3921,-177,5279,3549,308587,2527,1270,-10436,-4567,-5125,1069,-683,difficult
971862,590809,17176,15364,7822,17394,9408,4501,-746847,-539040,-6943,-8133,3164,35801,5468,7434,-930466,-552683,-12131,-2519,-4141,-3060,-1612,-1582,-532974,-517552,-9049,11416,7858,-2557,17553,5880,easy
979244,47690,8974,19445,12475,13011,7604,11470,-916958,-18300,3117,-14619,-1286,-3555,-4037,-2460,-912427,-24619,-6289,-15435,-11070,-11517,-6891,-10972,-783442,1447,-1488,-18090,-11669,-8496,-3852,-9433,difficult
995013,161372,9793,7798,15735,10936,7245,8059,-614918,-158097,-7684,5697,-14211,-8083,-5339,-5597,-509375,182889,76583,612,2498,10091,18512,-302,-921986,-109281,-5119,10487,-908,-2,-4871,-5322,easy
272197,89421,16194,21059,22645,18861,7456,4849,-238786,-56441,-12857,-11676,-17008,-14627,-1332,-2424,-211761,-75978,-15672,-19838,-18288,-7297,2379,-695,-174122,-71481,26013,-11737,-18706,-12993,-383,-3288,difficult
1485741,384309,59401,30145,28247,19936,10042,5828,-1296511,-344264,-31632,-25289,-18620,-9810,4414,2448,-1416979,-304188,-42883,10710,-15358,-9096,4820,1383,-1477731,-382455,-54393,-29487,-22526,-16045,-8601,-4445,easy
263659,142720,15502,6773,16461,10924,6732,3901,-146863,-130754,-14414,-3623,-14364,-10210,-5373,-3282,169694,-103813,27,-4858,-13914,-8455,-5197,-2514,-246281,-129934,-4386,-1732,-12598,-8538,6407,-1259,difficult
240734,44366,24140,13181,14285,8593,4723,2933,-96154,-37447,-22201,-10563,-10112,-1415,-882,753,-74371,-26312,-22098,-10255,-10582,-4066,-3437,-1538,-101339,3682,-12012,-2017,-5970,-3422,2618,-1225,easy
889053,147033,30096,16506,8002,15991,7965,9295,-529856,-137128,-27877,-13565,-5373,-13884,-5204,-8593,-493091,-107574,-17699,4543,1734,-4677,-635,-4852,-172907,90434,891,19249,4233,40583,5440,29583,difficult
572108,61381,11182,12432,5919,8642,2810,2488,76641,-40844,-4222,29894,1970,6051,1268,13929,-348456,-32934,12551,-7140,3871,-5103,1605,-810,-442031,-47113,3330,155,-5036,-6088,-1273,-1456,easy
115971,18094,5045,4084,2350,3051,2301,1540,-22563,60067,-1559,-1767,549,108,475,565,1433784,130107,6014,10827,11888,6193,9062,3526,-59230,-9572,-3129,-514,-347,3957,485,-350,difficult
301401,35587,15357,12836,7216,9961,9394,3960,-52503,1230,3607,3493,28853,7016,-2291,4045,149933,152306,-13925,-2405,28866,11413,9005,6991,-237470,602,-2926,1574,6094,15884,10286,9829,easy
467856,76085,24649,10370,17232,19665,13325,9209,-339359,18937,-2168,18109,-9980,-7370,-3633,-4685,2157589,18975,30336,13810,44115,27528,14343,44713,-184175,22763,-15876,33506,-10198,-10330,8130,-3894,difficult
483405,32356,18792,11049,6089,8271,12003,8715,263342,178599,12058,13801,12746,174,228,4728,58891,89874,-12827,-7086,-3852,-2517,-8088,-6313,-21867,-16583,-8655,-7271,2707,-601,-4377,-5187,easy
213911,23395,14796,3451,12078,12775,4964,3644,2128982,535528,7703,60383,2457,11923,48772,3122,-148434,25976,-9317,34502,-9291,16203,13155,2665,-182650,9554,1662,3427,-5937,2770,4423,1471,difficult
398604,16962,7959,6401,3648,9155,1500,1802,-319006,-5677,-7089,-5025,780,-638,3627,3334,15925,8970,5041,-1613,9935,-65,2211,10588,242238,796998,4926,1202,27765,32353,20314,11472,easy
104508,58280,31464,12016,6692,4178,12494,16201,163791,100853,-14793,11935,4554,44700,389,4541,396095,241198,-18612,11260,9687,47703,6968,13976,-75609,-30619,-22029,-9028,-3606,1407,-7921,-14089,difficult
323019,43033,5768,8881,1741,4831,1605,1157,-120223,-13930,2914,-1174,1428,-2445,305,1077,245861,-34926,-3380,-236,3370,-1358,1357,-271,-65747,5146,1669,-4305,2246,-2957,-766,73,easy
594584,75595,19343,15384,6463,4592,4433,3718,-360420,97026,8967,-10521,-126,2840,5586,-480,-361402,-64008,-12548,-13495,-4547,2340,3882,-1397,-352185,-68522,-17072,-14929,-5090,-3275,-1634,-841,difficult
374720,119447,22033,10494,16893,21351,13126,4547,774919,22725,94710,52880,8020,19344,722,1812,772097,88090,40976,17985,9697,9582,1844,7286,-211117,-75990,-2411,22007,-8355,-14140,-5576,-2090,easy
89409,36500,3073,2246,4133,8365,5162,3760,80239,139952,45737,17831,16108,3566,4975,5925,1631678,77970,16183,8507,20585,-1822,-1791,184,766284,301454,4387,4872,29705,16197,20094,23583,difficult
278834,55626,15187,9501,8824,11779,13197,5084,966693,1428,-9815,-3632,349,-6943,-9067,-2716,713001,765749,47526,12404,34348,18765,10099,8859,1747250,92326,111498,904,15573,17863,6868,26431,easy
132264,108862,29777,13489,8223,14974,10936,8955,-99715,-103152,-26368,-373,1330,26358,41088,4215,57855,-77393,-25308,-11857,-4953,-7365,-2756,-7499,-94254,-57597,-24228,-8963,-6663,-12180,-7140,-7248,difficult
150507,266639,28749,14654,36100,18234,27159,12414,33163,-208098,5073,-2262,-33907,-8256,-15010,-6533,809348,373521,-9470,-5894,-20587,-2965,-5863,-7307,289223,-128287,-4950,3854,-21715,-10122,-21405,-6869,easy
1187177,53881,17528,8214,16560,19847,6374,3091,-1157165,-22198,3280,-1887,-8203,-9641,1120,1247,239107,-21379,-11293,12783,200,-5473,14305,5166,-1123844,-47245,-5980,22778,-8634,-6993,13893,1935,difficult
1253346,73176,13243,8404,7396,16436,8727,3728,-990286,-22601,7963,81994,-660,-10031,-2844,6077,-1114861,-64446,-1104,-4271,-3531,-3478,702,252,-412319,-45712,1664,4207,3721,4718,4984,7831,easy
495417,64174,12894,9087,13432,9161,6919,3382,-368055,-30453,-4458,-2237,-5830,-1469,1282,-155,-454620,-42017,-8843,-3719,-6001,12866,1578,8641,-485376,-52644,-8813,-1756,-483,8303,-1000,4474,difficult
154837,50662,8165,5194,7937,7316,7713,6008,-113473,-39710,-7155,-3438,-5739,-5483,-6550,-5469,345945,164909,32912,69407,28006,18630,15190,9367,412854,-19273,16536,-1393,-3244,-672,-3162,3598,easy
370864,58124,11688,6500,8550,19047,9382,11313,451139,31483,98175,16359,-5715,2935,6281,6985,-363198,-52327,-10280,-4925,-3622,-13362,-5383,-8382,-349786,-55791,12554,8314,10016,-4077,4135,-2765,difficult
506952,102015,25394,9639,9205,38584,56696,15762,-445041,-93038,-19517,-8997,-7889,-36484,-55863,-14690,-408118,-74192,-23308,-4500,-4971,-29234,-49456,-13027,-282299,-87140,-23816,-7227,-7382,-34823,-53982,-14917,easy
55383,20317,9117,8950,8957,19816,8807,2623,-49101,-4479,-8243,982,330,3191,23320,5359,-41419,-8846,-4818,-5259,6443,146,-358,3366,688822,209143,2321,3934,-3317,-1882,-2635,1835,difficult
211207,86316,10073,9778,8519,5659,12363,4930,-26357,-77279,964,-7547,-7021,-2494,-10136,-3727,-183006,-44144,375,-6401,-6457,-679,-10022,-4283,-100993,-29467,20476,2842,-2404,22077,-968,1593,easy
198161,37896,6330,11773,9180,12431,14389,5461,147102,75530,-1369,-4702,406,2258,-3251,301,-138922,-25087,-3650,-9692,-5492,-238,-11824,-877,-194716,-26536,1039,-349,8341,-704,-3050,560,difficult
452451,116891,24772,12278,5939,9977,11668,5168,-354466,-104020,-21907,-9489,-3337,-4027,-8727,-3809,-371403,-84828,-16739,-8656,-3967,-7727,-8854,-3332,-382805,-78639,-24124,-9920,-442,-3144,-7903,-348,easy
39639,40002,11844,6341,5587,3412,1152,745,-8872,-31222,-10937,-4271,-5010,-2428,-750,-517,11444,-14585,-4179,-1725,-1664,4890,202,1443,25293,-27507,-5009,-965,-1690,-231,664,1151,difficult
512328,44314,2186,14685,5451,5336,1448,988,-375540,21339,21039,-12199,-1427,-3970,632,50,-347553,220245,20342,-12218,711,-399,2975,7590,-410704,-18017,5360,-12743,3348,-3153,4988,4629,easy
129652,54790,10560,27976,9845,10284,3854,4717,-48799,-34009,-4320,-22734,-8300,-5911,-3058,-3510,-1483,-36995,-7421,-21617,-8658,-8585,-2385,-4206,-125375,-50993,-5294,-26563,-8016,-8945,-2911,-3966,difficult
350325,117603,19907,17839,13612,21481,18941,12576,-224865,-106579,-16637,-12233,-12938,-17193,-14255,-10975,-146679,-61649,5209,-16131,-10419,-13637,-14350,-9572,-252651,-107841,-19226,-15400,-12898,-18913,-16790,-12133,easy
178476,6542,6134,8905,6463,7507,4511,2342,486500,63663,32782,-1277,969,-4622,3068,1113,-86082,67316,13545,2058,-352,13139,15416,21157,-161709,4039,-478,-7369,-4239,-3768,2127,-344,difficult
143110,95647,13106,4937,8542,10493,20190,8458,577931,148456,34132,31595,28221,29898,37459,46771,93121,-82619,-9707,-3816,-7803,-5914,-18643,-6352,361643,129366,-3406,28974,9205,2083,-1489,-3627,easy
68070,199834,115608,21885,12414,25142,12296,24693,60811,-95769,-88163,16742,-1886,-15269,-6405,-20365,-32377,-63635,-86529,31633,8909,-12931,-7516,-18481,7078,-148113,-110260,16320,-1840,-14621,-7768,-19783,difficult
964259,151670,94786,13740,6202,17482,10831,4567,-929682,-107024,-40123,5900,9629,-1553,-1859,2024,-883566,-108623,-84494,-7086,-943,-11450,-4352,465,-909694,-136940,-93215,-4891,-1546,-15102,-6027,-649,easy
622914,126640,12347,14602,11886,8189,7977,4870,-551287,-113890,-2401,-9859,-10414,-5548,-3351,-2659,-129587,87758,37528,5226,6350,13617,12589,17868,-617939,-121090,-7890,-11830,-9276,-1866,-5462,-2743,difficult
384246,126896,71576,10734,12218,44933,29326,14309,-49846,-97421,-60995,-8940,-7784,-40171,-24640,-9304,-347169,-121037,-64917,-9447,-8609,-28701,-23317,-8032,-344938,-93102,-59886,2538,77,-26267,-13106,1081,easy
921225,28245,44008,28479,7628,17431,30063,12034,-168044,352645,-9929,-18255,19632,10235,20888,-427,-434991,31226,-39208,-10813,-1859,296,-14928,-1501,-701336,-20325,-42157,-25198,-5888,-13772,-24697,-8367,difficult
777418,122545,5954,6615,19153,22731,12268,9201,-745969,-119860,-3658,-5184,-15922,-16174,-6379,-2841,-399750,-102620,9736,-4705,-14565,-6484,-769,785,-771568,-100490,1777,43718,-11902,-9940,-3825,2021,easy
102285,11528,5762,11275,5895,9659,4146,3291,-100041,-10785,-1920,-9700,-3821,-7836,-2231,-1382,5788,3207,-2087,-7129,-4480,-4862,-370,-1950,-84954,-1228,2125,-4229,-3396,-229,5038,2513,difficult
1095756,225714,52413,36125,14106,16913,17660,9582,-1077083,-215358,-48941,-34470,-12873,-10923,-14546,-5905,-476389,-191471,-39120,-22995,-12241,-14385,-15081,-8081,-1084683,-179792,-49919,-30756,-8761,-12703,-15781,-8005,easy
158592,72861,10444,11359,6360,20354,31848,18822,142409,17931,12395,-4748,1236,-6137,-10523,-2957,-29509,-63878,-3726,-475,-2538,-17023,-26455,-15995,778427,-56739,-3244,-7233,-4533,-17481,-30219,-18294,difficult
179444,19303,8343,14629,15153,14053,11917,9666,44720,57475,-5142,3797,-12191,-5743,-6808,-6377,-173991,-16693,-5385,-10643,-13844,-8631,-9119,-7182,25722,49240,-3198,-9784,-10342,-8565,-10632,-8404,easy
144791,12250,7226,6888,3970,6963,4926,2627,1931773,740410,81376,59265,33737,66220,46312,8320,1638903,119033,13449,13112,13843,34829,12698,8680,-141312,-968,-5852,6463,17075,9719,11415,3515,difficult
43539,19281,6918,3022,3637,13258,12848,7002,643179,222056,2859,44440,22092,1372,-9302,1713,35522,24982,6290,29030,-164,-10271,-11382,-5807,2015087,245817,15442,130754,12240,-6016,-5338,-1307,easy
101414,24385,4242,3749,2887,8644,3693,2270,-81999,10756,4975,5604,1022,48783,14479,8876,-13702,6612,427,13400,-190,-3359,-2218,-969,-320,55518,22504,33179,4577,23965,2264,1756,difficult
175736,54526,5186,15647,7876,10246,4474,2284,-102809,-46463,-242,-13001,-3672,-4730,-764,1450,108555,-29799,-3677,-7875,-4940,-8136,-1280,-714,-171277,-49478,421,-12292,-5252,-7501,-3263,-346,easy
472045,92507,23116,8849,12539,15732,26965,7080,-344109,-1768,-20565,3218,-2794,-9632,-19323,-3422,-15414,-23000,-17611,4051,-8825,-10019,-23139,-5319,-470701,-86069,-21820,-7814,-10383,-11295,-25865,-6320,difficult
266150,239124,31395,14433,12541,22711,41719,17564,-139562,-185412,-22393,-7233,-5311,-16574,-40614,-15982,1194365,-55423,-12685,9696,-2032,2678,-31030,-12983,-17360,-212204,-28001,-11578,-8967,-20092,-36868,-15270,easy
785371,158857,9723,9861,10054,10039,5663,5368,-660902,-97751,-1392,7305,2527,928,8491,10077,-772858,-153974,-2644,-3546,-2823,-769,393,-2995,-768133,-127788,7114,-4269,774,-1131,-720,987,difficult
25274,14522,9210,7392,11430,12123,9810,5715,12606,-634,-7528,-5515,-9721,-9840,-9305,-5354,28458,5891,-8107,-3727,-9813,-9638,-7328,-2145,28458,5891,-8107,-3727,-9813,-9638,-7328,-2145,easy
483154,65330,5351,7383,6026,9836,5121,3435,-172132,25967,1339,-3117,12462,-4734,1720,5435,17295,-18259,15178,41899,5072,8010,3216,3292,94881,-19252,-2810,7233,-3362,-6236,-3766,-2149,difficult
383897,213893,23665,21143,12203,24724,38965,19345,101529,-80573,-564,-5134,-7178,-16983,-25050,1593,141133,-137451,-14929,-18562,-9000,-16536,-24270,-1339,-131967,-186733,283,-11945,-3360,-17899,-28391,-11402,easy
259058,25845,15500,18974,6668,11297,4403,3541,302899,42509,60452,92306,917,11446,2254,2542,-178450,12155,61332,59417,-1598,-1194,-1024,-2382,-242763,-6843,7160,71572,6163,35,899,2476,difficult
1462651,191780,15737,15117,8869,30894,23625,8178,-1396741,-63508,-3655,-10819,20658,-22693,-18808,-5155,-613606,-105454,1385,21625,20277,-16529,18316,5772,-1283458,-97534,-7657,-10375,-3550,-18284,-11666,-3032,easy
124904,37718,13238,3524,5325,3336,2262,1566,365264,17179,-3279,1011,-3788,-923,-1310,-905,-119850,-29671,-11226,-346,-4563,-524,-564,87,-65891,-4957,-8485,-2738,-3330,-69,-87,381,difficult
520008,239507,75347,46585,26864,88046,22763,8254,-314239,-197740,-70615,-33991,-24630,-81260,-3252,-6193,-505216,-223235,-54249,-31697,-14412,-33844,54946,-1821,-430138,-230866,-62375,-1081,189,-64055,5036,3186,easy
534382,130165,14949,22226,11493,18907,9051,5282,-523892,-114879,-6640,-16243,3178,-6322,487,1242,-226211,-47406,15680,-11154,2583,-7711,-2138,-1484,-532416,-126191,-11927,-19516,-10314,-14837,-8013,-4619,difficult
