delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
114222,28248,3734,11967,4326,8901,3718,1738,-43167,-13551,-3282,-6245,-3148,-6851,-1836,528,-111218,-16678,7753,-6556,20419,6014,2657,542,easy
457815,134582,41193,10336,5638,3098,3048,915,-431470,-128915,-38071,-6650,-4634,-2410,-2790,-848,148212,163451,-1324,-3699,7128,2836,326,1010,difficult
175743,37366,1069,9369,15239,12344,6593,10142,-164802,-31875,2735,5569,-8194,-2109,-3516,-1024,-74325,-21391,9180,-6344,-12124,-9770,-5478,-9108,easy
190116,156221,15040,19964,4076,7362,3363,1873,1172469,-3285,16365,-3118,6538,-3633,7725,2039,-152550,-110549,-4533,-13632,1838,-5127,-793,-688,difficult
1029774,358094,108196,71225,58816,23135,31033,13466,-78052,-206287,-39654,-66061,-54011,-19176,-24738,-11016,-681759,-346153,-103794,-70534,-57714,-22541,-30454,-13183,easy
1193469,457881,95164,31014,16786,19201,7872,4245,-435481,-418574,-88159,-18675,-9602,-16654,-4497,-2206,-473517,-342686,-88606,-7644,-11288,-9585,7099,865,difficult
22614,20682,12492,21624,12264,7159,3038,3407,315377,53734,8933,-1360,-8353,-4575,-187,-2110,-13139,-5511,-2245,-5361,-1905,-2275,-148,-828,easy
975102,308082,71235,51117,41298,28501,17824,15036,-821109,-300055,-67153,-48334,-37675,-24079,-16395,-13647,-314512,-224709,-54570,-29915,-37368,-23278,-9950,-9624,difficult
836707,569144,54672,38532,23856,11159,8778,10862,1391677,385530,23901,4779,4383,17383,-2224,-4959,330518,-495633,-17684,-26016,-18578,-4673,-688,-8827,easy
56375,25439,9825,6170,6302,4171,5073,2211,822226,35470,10101,7115,16358,11631,2440,7570,13382,-7430,-6765,-4804,-4437,-333,-4071,-1197,difficult
302794,9911,9906,5259,6142,4533,1359,1389,-814,33535,-5822,-383,-1786,848,-465,-117,-294950,4150,-9369,18396,-1527,3162,384,259,easy
727194,36662,26261,8219,6201,9849,4736,2514,-724309,-27549,-20392,7810,2166,1723,566,3620,-724138,-31415,-16087,9002,1583,5161,1048,905,difficult
581804,79449,16419,11383,6134,5879,4582,3576,-564837,-43640,1202,3200,28997,1975,2470,1966,-570508,-63263,-5103,6335,16346,8500,4189,2643,easy
297376,50767,12679,3991,5989,3942,4673,2900,212012,39068,-5193,253,9059,2613,1509,4347,-22896,-21522,3484,-2589,1096,7291,1310,9367,difficult
598891,209133,50248,14159,13714,12870,7336,5193,853066,625885,-14228,39966,15666,2927,22814,2793,-112103,-95618,-25203,-1708,-11117,-8491,-1917,-1376,easy
777876,389160,25364,22427,20216,16774,10733,5923,-305257,-355743,-18821,-15510,-15400,-9034,-6769,-4006,-707535,-340169,-12507,-4403,67134,6406,35351,4078,difficult
344724,213520,4604,13087,10084,15323,10074,16785,-273132,-193995,6070,-10516,-7728,-9969,-9003,-15403,-332838,-199505,6637,-3711,-1374,-7437,-6407,-12693,easy
92781,43357,9197,8746,8807,7276,7733,5531,-10319,-26925,-8896,-8373,-8386,-5546,-5275,-4595,-86823,-30221,-3637,2174,-874,7340,-3303,944,difficult
21133,19514,6483,6243,3373,6229,2612,2831,-16467,-16323,6511,8784,1094,5629,1728,-107,-14340,-6838,-4119,-1853,-116,-1590,327,-998,easy
547985,398981,77428,29192,17277,23017,14433,10169,1122375,-241037,-51354,-16601,-11909,-13673,-7731,-6146,-331167,-392060,-76422,-28184,-14997,-21151,-13280,-9637,difficult
104346,22520,5791,14676,6796,3714,1647,2289,-94821,-6950,-2760,12194,-568,5234,4181,1621,-101700,-10893,-1291,-11875,4694,11383,12797,6163,easy
225097,78087,6344,7346,3984,4679,5190,2641,-28788,-72342,-4369,-3462,-284,-1293,-1231,-1483,399766,524514,19105,44644,61999,32381,39625,31577,difficult
446528,78739,11196,10572,16776,9540,8033,5018,873162,81109,124208,11250,58721,41727,683,-1826,-196327,-23841,55045,11525,-6230,9781,3623,-75,easy
449717,82578,27967,24552,15303,15159,6467,4915,-103993,-30969,-7132,5414,-8478,-7638,-448,-2455,-422152,-62336,-19998,-9318,-3699,1478,716,1948,difficult
159406,14232,7885,5113,5713,7109,4777,4659,-156023,-4107,-173,2301,468,-831,-3243,-3352,-154215,-6128,-3079,21407,-939,444,-3234,-2149,easy
161938,76765,39584,7749,26367,13155,7347,2416,-155585,-71386,-35775,-4339,-24157,-7304,-6460,295,-156983,-58163,-35660,3842,-22490,-8391,-4846,-482,difficult
