delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
550178,119026,21073,22937,15088,23720,12566,7356,-543430,-114700,-12231,-9353,1734,-1585,-4510,-161,-482920,-73695,17678,-667,-5459,-19066,-10067,-3912,897893,-84773,-5703,-5202,468,-13622,-2625,-1508,-319553,-104160,-19247,388,-12304,-16740,-2501,-3138,-491136,-71412,-16473,-21355,-14143,-20348,-9149,-6542,60510,1380813,-1217446,-171583,41005,-11078,-19387,32748,29909,-23381,-13544,2774,8686,-4535,5590,-21743,-7193,5927,-12772,-1839,-17481,5444,-3118,-3608,-5557,7442,124,-6648,-3751,2404,-1630,-3404,easy
64627,29067,21273,5595,6049,19035,12103,5451,-53597,-9370,-20231,-1038,1541,27916,11891,1527,632823,6665,-910,25631,5257,-13144,-5448,-373,290173,148781,23354,26168,11552,29874,19327,6799,-41818,-17971,-14318,3747,1918,977,6835,18001,280297,92361,-3657,5004,-3098,-7298,-6582,-917,686420,-342650,-331991,322115,16035,142116,-166752,110332,19321,24264,-37672,10661,26669,537,-22421,1257,3716,6295,-9634,-5016,-41060,43018,-28897,-8275,-17339,24775,-12492,-13417,-1900,7172,11202,-18918,difficult
54624,19956,12470,6635,7042,13413,10817,7922,210974,-5809,2495,9545,858,-3098,9365,-838,608361,4070,-4328,-2487,183,-2432,-5613,-1564,789335,320468,53086,4326,21111,13793,12055,20066,439450,353704,46646,15410,31363,8626,60354,25693,733594,173755,36965,-787,8543,27016,73609,22803,397387,180974,-349885,294144,9879,316398,33236,-179949,-6823,57414,-6440,-9681,-12032,6813,11084,-16197,-675,20928,10252,-22820,666,16225,-5167,18390,-14978,17668,48299,13255,-726,21630,5627,-2890,easy
38255,38479,9104,6387,6429,18267,22172,13065,123042,-32245,-571,-1563,-3144,-11928,-18727,-10927,126460,-33552,-7822,-4937,-5150,-16942,-21220,-12364,-33936,-35501,-7460,569,-1254,-13243,-14698,-10805,-29669,-6861,14193,65938,29518,30477,-4134,-5641,593439,23977,1195,2438,-3214,-12023,-18466,-10865,3418,-160396,4267,623108,-1307,-1949,28640,30838,-7251,362,21653,-12998,-3374,5506,65369,-63500,-2006,3896,30772,-32732,-5014,3699,43720,-42500,-2493,6522,10564,-14332,-1437,1559,5164,-5224,difficult
800379,134800,26481,19006,30969,19723,17944,13877,-608882,-127444,-23487,-17667,-29268,-16128,-16597,-11962,-353250,-101340,-20124,19362,-6816,17845,8695,-4537,-738565,-130211,-24328,-16933,-27232,-15517,-14516,-10735,-672597,-96910,-221,-8545,-23706,-11037,-13759,-10049,171444,20635,32928,58741,-17173,19562,-6437,-689,255632,-385315,65968,844041,26104,-28871,33301,117545,3363,-4204,24107,33149,37029,-36295,8388,67286,22452,-20416,3526,6533,33973,-33362,4480,30599,25292,-23211,757,7322,7425,-6198,686,9360,easy
833370,48478,31803,17818,6521,13180,8234,3612,-681049,22911,-18728,-15313,13905,-6728,-4508,2111,-201313,104316,-6948,4370,-1164,32183,43899,14467,-824458,-38894,-28972,-15686,11363,5830,13935,11064,-817691,-41741,-28158,-13251,9628,26392,31377,14641,-759821,17897,-28305,-9366,4071,-5477,-2086,-1401,479736,-623145,6767,57870,81405,-143210,-2847,59638,11780,-22024,814,-147,19683,-20056,2435,3885,-15069,12527,-1735,-5557,38911,-26353,20562,-31869,48407,-29964,17442,-33463,12356,-3403,3577,-16042,difficult
1075393,48575,6272,23222,9908,22952,27014,14863,1686651,68746,66671,6751,5827,53979,4877,-5980,-1072040,-44005,1296,-18645,-6228,17309,21585,8562,-993385,-15357,-884,-9489,2551,-12608,-22422,-12108,-1061408,-33129,-2201,-18688,-8662,-5906,-21335,-12824,-1011398,-44273,-6012,-22616,-8659,-20923,-26220,-12624,-2758691,78655,-68023,50010,-112751,28648,-17772,-11144,-65375,-2180,-1317,-3811,-25396,9156,-9199,-3928,-12055,8779,-11213,3,-36670,-29917,6702,-15017,16708,-44007,1087,-4885,14542,-20670,-716,200,easy
188829,130573,38984,16445,9926,25256,7723,10091,22876,-115700,-36757,-14183,-8355,-23023,-5049,-9354,-182328,-125404,-35880,-9132,-6405,86835,11580,218,-186304,-122972,-36025,-10784,-2820,7503,22588,3489,285897,-108180,-31499,-4981,316,9904,13138,1573,-183441,-117129,-33857,7257,-2020,61328,39141,4136,-205204,-3976,472201,-469338,-9704,2432,14792,-8949,877,-145,4526,-2358,5051,-1652,5803,12238,1950,3585,3136,-2336,109858,-79332,2401,51424,16629,11008,-9450,26003,9572,3271,-1916,2563,difficult
263304,45371,14468,5378,2494,7796,6885,5192,1515373,100671,4398,5173,5166,4830,4388,1095,-250803,8893,13952,23372,9535,16831,11694,4592,-241091,3853,20267,17806,24812,25683,12879,20490,-191176,-8618,-12482,6294,497,-699,144,-1275,114345,4091,11344,19372,32028,15089,3543,9028,-1766176,9712,49915,305521,-91778,-5040,-12471,12709,9554,6315,-32749,23826,18199,-5566,-11512,13078,4369,15277,-24315,31531,12001,8852,-26382,15788,7306,1185,-12735,3399,3497,15898,-21765,10303,easy
212840,74074,7528,11511,13326,35104,66974,26130,-130258,-50498,-4680,-8774,-11899,-32871,-64460,-25190,-120646,19178,2603,8309,12320,-20612,-31891,-16327,-134172,-44337,-2005,-3998,11697,2180,-52588,-6536,474588,21326,67560,-1679,1181,-24677,-52185,-16652,576881,-43193,3040,-8355,-10383,-28598,-65605,-24564,9612,-13526,608760,102293,69676,-63515,65663,-64519,7283,-4608,69565,-64520,17083,-12307,2319,-6676,24219,-623,-10516,-11564,12259,22792,-26857,-3921,32569,-20697,403,-13420,8863,9791,-10116,-7912,difficult
1168005,57312,25077,18823,14561,15741,11594,7667,-638021,10353,-7871,21794,3572,22557,-1250,-836,-629619,-17136,-14497,15963,-6688,-4901,2470,-808,-1132452,6951,43065,-4369,-1062,3216,-1543,-4209,620971,-6140,-23481,2089,-6714,-2027,-6919,-5759,-890854,-27843,-12004,-9279,-11084,-10711,-3200,-6057,8402,-502833,1753423,-1511825,-27489,24087,-13091,-21703,-6626,57562,-66546,11477,-5831,-20332,6458,-11368,-10260,5626,-5652,-4370,-27458,8117,-5243,-8684,3720,-4013,-5376,3719,28,-3401,-1550,-298,easy
1308752,78771,20444,16167,10949,21244,7275,9836,-797282,144682,10006,25945,23298,68728,179026,14375,-1307189,-77878,-19645,-15314,-5212,-14962,-1358,-6631,-1214101,-28004,12620,-11553,-1208,17965,2461,496,-1282772,-20962,42763,37484,19236,-6734,49306,15158,-482854,179106,31521,47736,34037,56124,14427,17446,-509907,93088,-68671,799918,-222560,49874,7042,200068,-29651,32265,30143,-11242,-41259,3761,49037,10252,-28510,4004,20444,14801,-83690,32927,-24699,62858,-180384,3819,46845,-34879,-21006,7127,14662,2288,difficult
