delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
179329,25075,16637,6916,10406,7081,-87177,34033,-4297,20308,10836,2554,2044088,204090,16033,22129,31235,39372,-166171,13145,-14016,-5799,-6323,-3274,1090887,119287,22652,9618,22629,7529,2131265,-2210259,1257058,170057,-190945,106142,20330,-30049,36668,1821,-27928,15417,20399,-37558,28952,36818,-42646,10803,difficult
207848,32429,4904,7640,4486,3609,401951,42164,13459,12098,799,18365,-127869,19239,13364,2413,-207,583,-145142,14228,12674,41321,11913,8756,724870,132999,14772,-3338,8978,4303,-529820,-17273,870012,-22925,-5011,118771,-95,-690,2098,-9685,38908,-44659,-1006,12120,-2935,-17782,8173,-4453,easy
211975,69165,51816,22753,8576,15305,-32952,-34036,-35459,-18514,-974,-10209,-171248,28573,-4367,-14850,2259,-5297,-171248,28573,-4367,-14850,2259,-5297,-162069,-31354,-6055,-14717,1541,-1545,-138296,0,9179,62609,0,-59927,31092,0,-1688,3664,0,133,3233,0,-718,4912,0,3752,difficult
982264,197456,71885,20801,25771,24200,-693102,-173263,-69212,-17765,-23073,-21436,-756543,-177835,-69531,-16792,-23750,-20961,-749041,-186693,-67992,-18693,-24786,-23598,-720811,-182565,-65127,-17325,-23096,-22344,-63441,7502,28230,-4572,-8858,4128,-319,1539,2865,973,-1901,1368,-677,-1036,1690,475,-2637,1254,easy
925297,94286,82281,16022,41248,28261,1773929,1661242,-5166,58175,74033,61915,-775933,-1922,-61113,3290,-35375,-21043,-731747,-83727,-79426,-14087,-38091,-24561,467958,-40647,-63625,2192,-12897,-10835,-2549862,44186,1199705,-1663164,-81805,43080,-55947,-18313,15801,-54885,-17377,16279,-109408,-2716,25194,-82958,-3518,13726,difficult
235404,50018,7588,11225,8301,7652,408834,228217,4292,4253,1878,1022,-165581,6763,5790,10251,-1045,2613,-129813,-7559,3911,-1175,-1674,-5486,-155158,-29772,46757,24212,994,312,-574415,35768,-25345,-221454,-14322,-22213,1498,-1879,42846,5998,-11426,25387,-2923,-629,2668,1591,-8099,5798,easy
331063,97496,37249,23696,15895,13317,1805783,26474,-790,-10230,-8193,10139,715984,-20097,-15880,-10522,-10124,-6908,-253055,-53601,-15039,-20148,-5346,-7451,-295700,-79025,-30002,-21769,-12170,-8401,-1089799,-969039,-42645,-46571,-33504,-25424,-15090,841,-14963,-292,-9626,-1621,-1931,4778,-6824,-17047,-543,-950,difficult
395502,110304,39389,20315,21273,10750,-273022,-60056,-19278,-11083,-13597,-6495,-238730,-75081,-18421,3481,-6405,-6876,-158444,90651,5625,-8581,-17134,-5504,-35684,-55805,-19974,-7859,-15079,-2656,34292,80286,122760,-15025,165732,-146456,857,24046,-25599,14564,-12062,722,7192,-10729,2055,-381,1372,2848,easy
819521,204221,28689,35318,10308,12380,-183173,7234,28181,31676,38843,56665,-304882,-166760,-14398,-31016,-4994,-7262,-463250,-164533,-24138,-27142,-1642,-8415,-133275,-118800,-10990,-18505,-3784,-3535,-121709,-158368,329975,-173994,2227,45733,-42579,-9740,13148,-62692,3874,8637,-43837,3352,-2142,-63927,-1153,4880,difficult
265209,37319,19396,16499,22306,23931,23624,8128,-9488,-11549,-8606,-18532,233550,26417,-6562,-3699,-12597,-21822,-99829,33694,-8067,7243,-12444,-20014,852531,58953,-11605,2859,-18953,-16590,209926,-333379,952360,18289,7277,25259,2926,-1505,-3538,7850,10942,-4384,-3991,153,-6509,-3290,1808,3424,easy
197022,76466,10358,16698,12982,10929,-140870,-13823,15825,-13699,-3431,-4137,-60400,987,-914,-4750,-6068,4167,896513,36555,27726,36952,49284,25831,489289,264171,83619,39773,1,23344,80470,956913,-407224,14810,35568,227616,-16739,28640,55893,8949,41702,2821,-2637,55352,-49283,8304,21664,-2487,difficult
300789,36314,16667,13941,15536,11370,-287525,-26384,-5931,37656,10385,7658,-146571,-10173,6523,-9989,-9021,-8512,-230442,-26252,-3976,7713,-2915,-1848,-210011,-2103,16094,-9884,-9811,-9192,140954,-83871,20431,16211,-16079,24149,12454,-10499,20070,-47645,17702,-17597,-19406,6106,-6896,-16170,6664,-7344,easy
233424,54242,26440,15877,15718,5727,511531,98490,13071,10065,-853,2229,-144613,-36506,-25630,-13772,-15069,-3131,-119361,-47162,-24592,-15106,-13531,-3979,-146600,37850,8196,-3813,5504,2649,-656144,25252,-27239,-134996,-10656,85012,-38701,1038,32788,-23837,-1334,11293,-14216,1538,19035,-5360,-848,6628,difficult
253464,65074,26709,13538,21273,13934,1376626,1533,-7465,-5767,-1444,-2905,1353256,117576,3417,7610,-8316,-529,794704,59851,9591,576,19270,4925,587696,5283,-2458,-2523,-16372,-8741,-23370,-558552,-207008,116043,-57725,-54568,10882,6174,-12049,13377,-7034,-3099,-6872,27586,-35642,2376,5454,-13666,easy
116729,62438,15077,20674,8594,6852,99420,7747,905,-11344,-3949,-3117,-94189,-17413,-5990,-12582,-2086,-3859,-83676,-26111,-3623,-9031,-2305,136,69603,-42181,-12616,-18306,-5033,-4505,-193609,10513,153279,-25160,-8698,-16070,-6895,2367,-8993,-1238,3551,-9275,1863,-219,-2728,-742,3995,-4641,difficult
355299,83040,58793,14172,8836,9749,-238949,-45815,-30779,-1486,-4080,-4941,-138608,203042,-56190,-3324,3352,10220,454028,71862,-19513,11624,17447,3154,-267127,-68087,-40327,32997,15603,1049,100341,592636,-721155,248857,-131180,-139949,-25411,36677,-20814,-1838,14948,21373,7432,14095,-1844,15161,-7066,-2105,easy
304958,55471,15785,8927,5993,5885,-270280,-51534,-8121,-6639,-3123,-4491,-100501,-23986,-7044,-4780,1200,-2204,-207629,-11242,20930,-5670,6642,-217,199270,76795,-11859,6652,28478,16623,169779,-107128,406899,27548,12744,88037,1077,27974,-32789,1859,-890,12322,4323,5442,21836,2287,1987,16840,difficult
73165,126636,14979,9833,20386,19319,-55276,-112058,-11679,19400,-11641,-7508,671245,-33372,-4206,28698,12401,-7267,-34608,-118836,-11841,-8941,-18851,-16752,156940,-78677,-7480,-997,-14821,-17144,726521,-705853,191548,78686,-85464,40159,7473,-7635,4361,9298,-37639,7944,24042,-31252,4030,241,-9485,-392,easy
491248,218585,29130,13977,20617,23007,227956,-153779,43342,85535,41732,-13709,2157632,46962,35130,73164,86167,53694,634127,-81314,8886,2755,3194,34079,-345099,-141697,-14583,21140,-8238,-8727,1929676,-1523505,-979226,200741,-128276,-60383,-8212,-26244,-23469,-12371,-70409,18385,44435,-82973,-11432,67403,-19615,-42806,difficult
1033767,131608,80196,55155,47440,49755,13607,485931,8548,-29396,26245,-16323,-967360,-108265,-73683,-52292,-46118,-48122,-751127,-65140,-60679,-31134,-37231,-44119,-848171,-56462,-33736,-46582,-26284,-27165,-980967,216233,-97044,-594196,43125,8678,-82231,13004,26943,-22896,21158,-15448,-72363,8887,10947,-31799,4003,16954,easy
293219,51075,7908,10775,10632,9327,-250388,-32883,29542,7143,-3023,-1939,-71169,-19344,8208,-9531,-3015,-7505,-283840,-39431,103871,10849,-8422,-5771,-265187,-33584,6680,14100,3652,-2197,179219,-212671,18653,13539,-20087,5847,-21334,95663,-97191,-16674,20380,3251,8,-5407,12074,-5566,1734,3574,difficult
123468,26303,7279,5907,6366,3892,1487837,304391,56735,11699,2662,8412,149113,-12385,-3263,6266,7683,2516,582018,626066,166847,42912,60309,37362,420078,35827,88860,9062,34193,18920,-1338724,432905,-161940,-316776,638451,-590239,-59998,170110,-77987,-5433,36646,-33850,5021,52626,-26116,-5896,34846,-18442,easy
293579,71810,24594,23006,13627,12773,-249564,-62042,-17684,-22479,-12552,-10904,36490,95867,15226,6689,9847,9338,416938,352396,24235,42126,25599,29289,608351,158123,-2305,16419,25169,-4525,286054,380448,191413,157909,256529,-194273,32910,9009,-26540,29168,35437,-25707,22399,15752,-430,20242,19951,-33814,difficult
258177,45129,12805,5412,6543,5370,-118489,-5504,8983,6408,589,3876,-109868,19937,-4291,3165,-495,11097,-225309,-34002,-11640,-3155,-5007,-4062,-215210,-14165,6273,9906,-2983,-2299,8621,-115441,10099,25441,-53939,19837,-13274,-7349,17913,-3243,-6320,13061,-1084,-4512,2024,7221,-15159,1763,easy
374273,21547,36863,9370,4730,5222,-367069,-16516,6121,10769,5203,4684,-368713,-10994,-21016,-6482,3506,2323,-96885,26833,-11765,-4205,1972,1933,-157138,10902,-33234,-3631,-1637,86,-1644,271828,-60253,5522,37827,-15931,-27137,9251,-21469,-17251,2277,574,-1697,-1534,-3609,-2361,-390,-1847,difficult
325902,74306,25517,13408,29512,24105,-199530,21239,13875,-7261,-24145,-19955,-199632,23021,35705,2824,-20153,-18415,-199632,23021,35705,2824,-20153,-18415,1786931,-21648,43416,1364,-10232,-7540,-102,0,1986563,1782,0,-44669,21830,0,7711,10085,0,-1460,3992,0,9921,1540,0,10875,easy
340537,31960,17787,6372,3936,8877,1598195,196693,13907,40737,26386,12011,-21279,10866,20257,63866,10338,7359,-91969,-8261,74243,17010,15999,7934,-181076,-19144,-10785,-3725,3312,-4850,-1619474,-70690,-89107,-185827,-19127,-10883,6350,53986,-85028,23129,-46856,-20735,-16048,5661,-12687,-4652,575,-12784,difficult
35233,21575,3335,2112,3143,2133,2395801,751143,55081,50164,19886,8317,113317,6488,33418,7458,25434,13673,10060,18210,8673,12186,9119,8317,497829,31317,9087,7058,2812,1450,-2282484,-103257,487769,-744655,11722,13107,-21663,-24745,414,-42706,4728,-5128,5548,-16315,-6307,5356,-5356,-6867,easy
1038344,125738,53463,22627,17513,30428,-179221,-45917,-51576,4513,-11581,-26415,-1010165,-113833,-48575,-20011,-16539,-29112,-955507,-77676,-31789,-17631,3679,-26333,-818672,-75700,-25904,-18163,-13490,-17586,-830944,54658,136835,-67916,36157,1976,3001,16786,5885,-24524,2380,-532,-4958,20218,-17169,-2697,2779,8747,difficult
516249,56214,27996,12906,14435,13055,-296931,-38462,-26417,-5708,-7776,-9390,-470362,-37796,-20955,-6781,-11532,-8369,-280823,-26135,10799,64156,2583,-4199,166566,17943,15286,2153,14942,19950,-173431,189539,447389,666,11661,44078,5462,31754,4487,-1073,70937,-62003,-3756,14115,12359,1021,4170,24149,easy
140013,104293,21272,22064,11333,13050,-44597,-61543,-6679,-13428,-4785,-6667,532614,123175,13047,30218,10337,6021,499849,-36559,2725,-10780,294,-9764,-107240,-58033,-17971,-11066,-8744,-8873,577211,-32765,-607089,184718,-159734,-21474,19726,-10322,-20696,43646,-40998,-286,15122,-10043,-9038,12688,-15785,891,difficult
800066,120019,69252,58983,44715,26220,791441,5767,-46253,6335,32022,-3058,573982,-81486,-58650,-45938,-41123,-20829,-174149,-51731,-57024,-49795,-35958,-17491,182837,100854,15053,1012,6665,5131,-217459,-748131,356986,-87253,29755,152585,-12397,1626,72077,-52273,-3857,50807,-73145,5165,42623,-17771,3338,22622,easy
94182,26806,8509,7683,5601,3268,83608,6729,19354,9063,-1626,8715,-41742,-16331,-5157,-7484,-4464,-2556,-4051,28783,-463,-6854,1710,2898,540071,133863,22548,853,5823,10432,-125350,37691,544122,-23060,45114,105080,-24511,4694,23011,-16547,630,7707,-2838,6174,4113,-11271,5454,7534,difficult
818893,492993,78316,58233,54588,28528,859629,240733,-31076,52551,-4152,11223,-382100,-453628,-40533,-49333,-50376,-24771,-702494,-435088,-72504,-51860,-46207,-25226,-675130,-432009,-64627,-44021,-42061,-24044,-1241729,-320394,27364,-694361,18540,3079,-9457,-31971,7877,-101884,-2527,7839,-46224,4169,4146,-35994,-455,1182,easy
42451,34251,22421,16720,20193,18942,1102276,253962,2435,12603,-3554,-7457,15635,-28155,-18584,-9548,-16125,-16707,283253,39985,-8066,-14726,-13264,-15372,45797,7242,-9144,2485,-16682,-15356,-1086641,267618,-237456,-282117,68140,-32743,-21019,10518,-1078,-22151,-5178,17211,-12571,2861,-3418,-9250,1335,16,difficult
706555,301368,95356,76853,120396,55986,140509,-232467,-69264,12471,-86349,-42560,-526014,-255759,-81820,-68506,-114805,-53202,-218635,-197714,-87604,-54909,-110019,-35669,141393,-171106,-67427,-14141,-95574,-44040,-666523,307379,360028,-23292,58045,26608,-12556,-5784,20177,-80977,13597,40768,-28456,4786,14445,-10642,17533,-8371,easy
239239,53859,10145,5516,8660,2316,-39710,-20956,-606,5536,-1041,1076,623146,291415,62365,35367,16773,8309,42598,-3000,5505,1136,-3040,1222,71314,-44727,-8698,-2902,-6954,-303,662856,-580548,28716,312371,-294415,-41727,62971,-56860,-14203,29831,-34231,-4038,17814,-19813,-3914,7233,-7087,-1525,difficult
675511,81111,30827,19409,26934,13866,-576513,74264,-1355,76641,33094,16344,602993,39776,3388,-2651,39927,17781,-209465,24638,-23775,-12512,-2674,-5369,191639,-56927,-21961,-15211,-18424,-10535,1179506,-812458,401104,-34488,-15138,-81565,4743,-27163,1814,-79292,-9861,-2699,6833,-42601,-15750,1437,-23150,-5166,easy
107264,34508,19682,9196,5616,6915,1434504,264815,44758,60050,25749,27082,180870,-9161,-13624,-7383,-1920,-4181,1308803,257438,11563,41234,60296,57301,-46541,8623,-8733,-3730,10147,-2869,-1253634,1127933,-1355344,-273976,266599,-248815,-58382,25187,-20296,-67433,48617,-44964,-27669,62216,-50149,-31263,61482,-60170,difficult
302458,96523,7636,4501,14328,10872,-28560,-23799,5424,37849,17595,472,-218204,-69357,22360,14261,2347,-3343,1951314,1351574,151400,135890,74095,38286,1465081,14966,37841,13947,-4096,1002,-189644,2169518,-486233,-45558,1420931,-1336608,16936,129040,-113559,-23588,121629,-121943,-15248,71748,-78191,-3815,41629,-37284,easy
379024,92234,27621,28498,13281,6900,-237349,-60089,-13696,-25928,-8579,3068,-328352,-80519,-24755,-26261,-11660,-5965,-304547,-63088,-21488,37240,3704,8944,218559,160886,24919,-18220,11072,2345,-91003,23805,523106,-20430,17431,223974,-11059,3267,46407,-333,63501,-55460,-3081,15364,7368,-9033,14909,-6599,difficult
212462,67001,6967,4890,6272,2506,468301,17660,53147,18575,12542,30221,1286117,25872,25690,23999,29197,26086,1915,-60148,13685,2958,897,4525,639800,-33468,6793,7653,1207,-81,817816,-1284202,637885,8212,-86020,26680,-27457,-12005,-6892,5424,-21041,4695,16655,-28300,310,-4135,-21561,-4606,easy
231357,62820,41425,10864,16591,13728,-179827,-43732,-34057,5768,-14645,-9555,339285,96757,-4512,18530,14953,19368,-114514,-21147,9719,-1107,-5377,-4641,944732,300668,138120,9680,-3048,7501,519112,-453799,1059246,140489,-117904,321815,29545,14231,128401,12762,-19637,10787,29598,-20330,2329,28923,-24009,12142,difficult
251946,107925,12076,10292,13400,5577,157846,-18334,7739,9140,2554,7128,9231,113570,34340,26405,856,12169,-137583,-67712,13820,1628,8306,2193,74870,8673,-2372,-5749,-2896,-1151,-148615,-146814,212453,131904,-181282,76385,26601,-20520,-16192,17265,-24777,-7377,-1698,7450,-11202,5041,-9976,-3344,easy
187946,166876,35329,25609,21789,9814,777487,5589,40510,11761,62108,18991,1586074,140660,6267,63867,33184,-2824,367164,32886,-12393,-11864,-5224,-4307,1072349,245572,65891,-238,409,19222,808587,-1218910,705185,135071,-107774,212686,-34243,-18660,78284,52106,-75731,11626,-28924,-38408,5633,-21815,-1483,23529,difficult
1118733,190196,76775,91990,52790,80983,77876,-114962,-49073,-84576,-27326,-71965,-77368,366238,60015,-35266,156742,-41398,-320515,-112508,-51369,-72537,-45444,-66307,1002179,142733,54157,-77282,-31953,-26193,-155244,-243147,1322694,481200,-478746,255241,109088,-111384,105526,49310,-37271,-4745,184068,-202186,13491,30567,-24909,40114,easy
573955,202294,70772,18870,36236,21966,379235,-89313,-49098,13971,-30458,-10983,-516369,-157831,-66244,-16050,-30380,-19264,-297954,-64168,-21010,31908,-8957,-2595,-501192,-175604,-58054,2196,-29942,-18496,-895604,218415,-203238,-68518,93663,-111436,-17146,45234,-37044,-30021,47958,-29712,78,21423,-20985,-8281,16669,-15901,difficult
336173,90502,20935,11918,11634,17683,483527,167916,14728,-954,12734,3354,1185406,414760,15349,7633,9679,-3407,-308115,-76218,-18930,-8939,-7357,-14939,327148,66418,-13084,-8182,-4180,-10249,701879,-1493521,635263,246844,-490978,142636,621,-34279,5846,8587,-16572,757,-3055,-17036,3177,-6761,-11532,4690,easy
76259,49488,24421,10106,4742,9204,584767,18818,-13134,82471,20326,-1428,81373,-33505,-22539,-6270,2276,-7655,100699,21740,-20675,-7486,-3972,-4292,-59308,-28524,-10721,18443,-1723,3036,-503394,19326,-160007,-52323,55245,-50264,-9405,1864,9954,-88741,-1216,25929,-18050,-6248,2249,-6227,3363,7328,difficult
