delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
245245,94364,9703,9758,6814,6885,4590,2764,338178,133364,50219,62316,46881,868,140,124,-110361,-83029,-8957,-7961,-6202,-6170,-4445,-2664,easy
684177,384648,137270,90875,61468,69878,78280,18541,701401,-323462,-39932,-73436,-1651,-56082,-75445,-13834,-652365,-321612,-131917,-79085,-54087,-67154,-76234,-17813,difficult
646165,105602,73378,52989,62081,13679,18683,9750,698959,237275,-8811,-45664,-46110,-4029,-5784,-1092,-598091,-77651,-64711,-46243,-60694,-9380,-16453,-8693,easy
643848,61573,18251,27302,10636,13173,12288,4164,-457120,-45943,-14091,-24461,-9354,-11899,-11742,-4000,542975,3741,-8,-16867,3558,-628,-7177,-2831,difficult
1359152,265216,24833,47066,20887,14538,19054,13063,-185510,242861,69508,185591,68853,4941,35544,33833,-185510,242861,69508,185591,68853,4941,35544,33833,easy
1056578,189440,61434,37870,25721,19498,18783,18726,-149828,-113823,-47784,-13669,-17861,-8762,-12737,-17962,1840157,391848,89095,119160,33390,51583,-4055,1003,difficult
1123926,190294,38397,37639,30535,24174,29649,14014,-830279,-100964,-36473,-28174,-25426,-20391,-26314,-9696,-581953,-49678,-6634,7270,-15813,14245,9247,-9257,easy
921349,274865,77655,29896,32669,17341,15089,14437,-59176,-228733,-68386,-16699,-29753,-14795,-14527,-13946,-684237,-247576,-70660,-28349,-30335,-15358,-14391,-13513,difficult
120396,47825,11737,9101,3893,2236,1325,606,830414,1262,33582,27030,4697,8601,7695,1822,250289,149447,-6567,6288,11059,4166,19825,10022,easy
792590,494021,151211,45373,44596,32243,13693,11946,-730058,-474586,-146322,-43788,-42430,-31511,-12757,-11674,-758953,-438382,-146712,-40326,-41921,-29491,-10642,-9987,difficult
776579,169747,88646,51991,29504,15524,8151,5051,-634817,-128574,-79695,-42005,-27166,-12058,-7398,-4477,1475541,36343,-35829,-47859,-4471,17494,8986,1853,easy
891013,50459,16226,7993,6339,5705,3191,1455,332468,310622,77337,83943,12961,14962,9238,2848,-583601,-19352,3816,-4279,-2963,-1954,-860,-949,difficult
968942,101041,21205,21306,20918,11972,8491,5100,-839524,-62570,-13732,-7034,-13188,-7073,-127,-1307,-16394,60484,10066,76404,-4045,42507,21307,5885,easy
150367,342866,16385,11109,18976,8526,3905,2002,-120561,-289053,-9551,-6662,-15807,-2747,-1103,-288,223772,-260867,-3924,-9603,-15248,-4098,-2052,-1576,difficult
893694,91152,57197,25073,18626,4231,4715,4072,-699905,-43564,-47875,-17651,-15396,339,-454,-2520,1709872,578079,90701,44143,87471,51267,40599,4227,easy
1812683,151710,47176,39192,22369,16573,19992,10777,-1620470,-78091,-27582,-37595,-9494,-12714,-17049,-9380,-1179280,-133208,-39547,-35302,-17765,-10503,-16424,-9415,difficult
1415423,685900,49138,74276,61531,60197,15121,23999,-1409420,-675849,-43615,-61787,-54717,-47314,-12310,-20950,-1306818,-656340,-39005,-71582,-60130,-54640,-14304,-21590,easy
348013,68209,42746,8616,11068,7848,3320,3581,-271693,-51435,-38315,-2855,-8446,-6914,-2601,-2666,510173,48611,6712,7436,-4252,-2163,396,1706,difficult
1015971,93484,38229,27569,33752,21054,18314,10655,-910137,-48601,-20078,-24001,-29565,-19673,-17576,-8816,-841511,-87280,-36408,-26944,-33265,-20327,-17200,-10268,easy
944450,85217,39207,12764,26004,16663,9601,9617,-870877,-62333,-35015,-12167,-23858,-16030,-9184,-9372,-828060,-57654,-7356,-11181,-22142,-11382,-8404,-8597,difficult
1082506,184686,27633,41915,12901,28318,17134,26146,-979250,-51821,-19467,-34248,-6256,-23147,-14335,-23224,-1079862,-180231,-24812,-39037,-11184,-27152,-15303,-25564,easy
74122,26696,8463,6866,1961,4043,2383,1976,685954,40005,4775,-680,11088,-538,-101,-556,123767,-2084,13953,19889,1326,16603,16701,7770,difficult
776077,204413,61250,31208,17080,7489,9641,8623,-128607,-160386,-26498,-16267,-6230,-1874,-7955,-7936,453293,379964,48561,-3568,23651,19691,-3471,-6353,easy
985304,224543,63468,19385,18907,8918,9624,6458,-517829,761034,208330,54215,48163,112688,262486,98825,-771473,-193739,-58909,-8335,-10273,-1517,-1684,-4106,difficult
177993,41291,15984,6576,5068,5664,5238,2426,137154,38949,-5286,16726,-1165,-827,-807,505,-33434,-14677,-3041,3377,4394,-299,1768,5688,easy
759457,198075,40250,37767,25860,19401,9661,6948,-658006,-62923,-13128,-20929,-10807,-7639,-4596,-3183,-328371,-95775,31246,-31411,-21927,-16328,-7728,-5112,difficult
510637,159049,38772,16733,10870,14315,6635,2339,-259325,35922,-18732,43273,4605,2069,-556,1617,388659,-139467,-23120,9446,-258,-10789,-1567,1921,easy
928484,345822,182929,83589,37134,27423,24292,27417,-718945,-314399,-182015,-79152,-35583,-22222,-23036,-26007,-871186,-325142,-142549,-68785,-27112,-20672,-22431,-26158,difficult
951450,179382,35208,14951,23603,15315,14764,6968,-923308,-164672,-26958,-13278,-19736,-12718,-11663,-6156,-492420,-119762,-4144,-3685,-21188,-11371,-12201,-4954,easy
1400064,194980,36593,22316,19961,15157,13835,5325,-968277,-170475,-29455,-8225,-13102,-7179,-12892,-4909,-869350,64328,47776,15736,1742,13085,3831,-512,difficult
535674,190879,18480,11024,9849,5608,2951,1958,979901,-48778,11759,91131,5098,18980,7058,330,1269141,-110556,7398,74161,14062,30240,6564,36778,easy
1380600,239116,33420,26114,31556,18658,22886,11220,503118,170108,-5546,141636,11683,44655,-9797,4980,-81517,-73266,41329,19741,-23727,3136,-5237,-132,difficult
1193889,269480,110555,88529,27319,20021,24481,9099,-379826,-61774,18521,-12668,-15915,14641,-15088,-4286,-1049776,-221998,-103943,-86850,-24980,-18047,-24086,-8712,easy
2000486,1222882,271486,167115,110174,76545,77733,58108,-1323739,-1120436,-201480,-146263,-94381,-65166,-75341,-56373,-775623,-1039895,-247496,-152104,-104199,-68923,-75844,-56707,difficult
432932,141318,30120,20975,11245,11545,6362,2598,-173929,80283,-16002,-7489,6151,5589,4571,-315,1768147,47845,33822,4057,126,615,7511,1142,easy
1508111,395393,80090,52173,38241,21917,22321,16937,-595633,81437,-48600,-33491,-4954,-6512,22492,-4439,-695386,-36063,10230,-9855,-12377,-11526,-7953,-11659,difficult
241741,255787,115237,21837,28743,26535,30282,7074,1137403,-136386,-92861,87848,-22093,-14197,-24500,-556,-159327,-241591,-108202,-10317,-26011,-22982,-27354,-5503,easy
223094,53214,19152,7312,5229,5493,2351,846,523118,12355,4996,4627,-222,14697,126,3025,101287,-31845,-5994,-4542,-733,-3486,-1705,-378,difficult
1324330,221383,40893,32148,15843,18688,19916,8440,118072,88212,76044,-11250,64002,50493,62018,32572,-1020499,-192465,-24815,-30404,-14571,-15847,-16487,-6947,easy
996621,230468,92173,59496,45966,19823,14512,18743,112326,-150625,151023,-38478,-20111,-4988,-3351,-14121,1866777,249278,-42856,65102,-5812,42066,-3736,-10784,difficult
305879,147556,16417,7453,19568,8647,9071,7381,-196060,-106939,-1523,-655,-15373,-3054,-5630,-5566,-234677,-88750,4867,4418,-15031,-6598,-6802,-5412,easy
589081,151099,34388,35095,23578,24157,16114,8830,-256100,395651,174910,-26939,11258,14665,-4399,-2914,1346648,655021,36919,-18551,-12829,-7267,-4751,-1410,difficult
491603,124377,63501,42153,18301,17569,11034,7770,2183789,44321,7797,4446,567,13480,7087,4644,370796,-37514,-50997,-33493,20116,27484,12365,4009,easy
926429,379200,123494,71475,37723,26735,15861,26249,1267165,-270936,-89996,-26208,-18892,-16782,-11943,-22052,-99697,-327436,-88353,-65733,-35725,-19671,-5799,-20201,difficult
693519,70869,13919,12138,15452,12077,4359,1958,102737,262968,25288,19306,-297,1497,1079,2312,341191,5336,37012,26239,-6868,2608,8970,3754,easy
629400,471151,131544,46516,23390,29268,59073,22180,-570710,-418995,-125299,-45038,-21417,-27574,-56911,-21075,-586299,-459532,-121849,-35935,-18089,-18143,-50471,-15610,difficult
470319,59700,5232,8422,6885,3704,1723,2432,-328979,62775,7837,-4967,6610,3475,1124,-1305,277878,2960,6722,-6093,18659,5558,289,-1117,easy
