delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
796283,212129,112254,47781,27962,29670,24612,18501,288294,251947,22281,15713,-1118,8012,-8263,-12460,-673683,-204828,-111341,-43354,-22338,-22590,-19058,-14386,89384,549906,68876,-29156,-14596,5161,-14199,-1983,easy
293275,231738,24416,46393,37886,34857,17765,10381,197959,1021591,-2198,-4143,8944,-20194,-8567,-7466,-62589,-92846,-7927,-27824,-33702,-22059,-11619,-8892,1169509,-71970,-15660,-28112,-9286,-10916,-2489,-5609,difficult
128240,171880,26682,21551,24782,19690,7657,12052,466604,-79268,1244,-15841,-17300,-15327,-4204,-10436,-50129,-165559,-23959,-19257,-23566,-17129,-5765,-10836,-99878,-161378,-19536,-13845,-4165,-6314,5992,-6012,easy
595689,312817,14646,22519,27555,13352,36335,14856,-565226,-291441,-11196,-21183,-26072,-11188,-34518,-13676,-544168,-306079,-7548,-10909,-25896,-3499,-22365,-11438,-525499,-240530,44116,-7307,-22777,76,-24624,-12064,difficult
854830,134847,27444,9010,9697,15637,17388,15319,-782415,-106661,-23964,-6139,-6819,-13468,-16773,-13408,958195,4016,77403,29577,9085,61792,27396,11330,-498114,-6179,-6307,8379,7731,202,2926,2069,easy
324001,375160,16475,38733,14723,12287,5064,8486,1047915,-192683,42388,-1602,15751,46304,10698,-621,269635,-317598,-9779,-34920,-3550,4249,-2512,-5935,27025,-348547,-2364,-34162,-10127,-8384,-3319,-6430,difficult
732633,289132,45471,46245,13785,23206,13746,11564,-722853,-274372,-43723,-43196,16355,4855,30484,5482,-366125,-198436,-23757,-20714,-4519,-15476,-7275,-9171,-714005,-276598,-44311,-44506,-10419,-19314,-10769,-6612,easy
691179,310606,28392,14868,30034,25087,21358,10694,-606153,-295252,-19953,-14652,-27395,-22123,-19680,-5826,-121128,625371,58196,58724,-6742,3573,17277,29121,-600869,-306833,-25446,-12385,-29146,-24318,-20808,-10461,difficult
95235,46927,15987,11630,10161,6003,5798,2555,-88481,-37048,-3120,-344,-8416,-2285,-2561,-989,-91654,-38947,-11399,-2209,6713,8236,9833,5013,119210,43523,-12441,-3270,15669,2302,-1945,-391,easy
630501,69042,54246,43925,34007,18063,24860,19847,411669,15924,-32427,-31176,-28451,-5973,-18568,-16387,-536400,-44119,-38621,-40390,-31812,-13570,-20129,-17629,-546901,-54090,-32033,-24445,-14513,-7778,-17672,-12288,difficult
152278,64438,26870,15484,11291,14167,10578,10478,1940224,72915,-4644,264,26282,8791,10308,-5103,-19438,-56398,-17140,-7582,-7479,-9038,-6696,-8886,192783,-41134,-13741,3242,4577,-6971,-7857,-7410,easy
176915,88344,25234,13772,7665,14211,12604,10903,1336361,5505,6330,24728,25135,4211,-2923,2980,-147605,-82960,-23425,-11827,-4012,-8491,-8618,-7928,395444,-22738,-22022,-6672,-3308,-12773,-11287,-10074,difficult
685732,374393,119911,34910,25269,50308,42388,32073,-647637,-371417,-116880,-33952,-24772,-50029,-42106,-31991,-553924,-252789,-88220,-15865,12461,4403,1121,-18534,726228,-235522,-11620,-29993,-22503,-26973,-4416,-18504,easy
109582,95413,43893,14939,10176,12613,5300,4729,-84445,-86755,-42537,-11913,-9514,-11703,-3861,-4322,147670,-19464,-40123,-10920,-468,-7740,-4411,-2973,155296,-40131,10183,-1962,-3038,-598,7594,-13,difficult
338539,316078,18027,12289,15957,14004,17989,14572,-329967,-312375,-15887,-9408,-14025,-8829,-14290,-12641,-283988,-283350,1222,-10439,-11886,-8416,-12303,-12760,2359,-273157,-3402,-7187,-724,-8896,-13875,-10055,easy
147259,26426,12273,10894,3523,5414,4087,3089,607719,134459,10851,-2099,1276,13387,5186,6854,98464,31627,-72,-4012,2052,-2306,806,404,1463108,76020,15616,-3550,11455,8184,1370,1393,difficult
717742,378609,18534,26697,11757,17660,10843,9518,1294646,-278724,7062,-11483,21445,382,1002,7408,-602839,-345450,-17783,-21750,-7803,-10310,-3972,-7588,-616228,-365667,-15748,-23879,-5464,-10570,-6155,-5525,easy
515541,141300,28084,17197,40450,22440,7594,9829,850218,293791,107323,120864,32038,65020,18511,-691,325961,108290,44191,9322,30050,6096,21203,14263,-375085,-122004,-19317,-5621,-32881,-15839,-4050,-6296,difficult
587352,169467,58928,11407,35959,28557,29251,15471,-541864,-119534,-55265,-1891,-31335,-27332,-28137,-14701,2255430,-10975,-42958,21762,237,-8048,-6612,14373,-541177,-128451,-35339,-6770,-22034,-13374,-6059,-6622,easy
180916,97478,12111,6042,12559,15762,17934,9715,1682124,69708,14586,17749,13514,30914,5033,-2631,-170504,-83372,-3027,-2609,-10977,-11572,-14013,-7145,389397,238813,94,40819,16104,-1662,-1550,-3375,difficult
918119,211454,53595,39976,20856,34201,15796,19157,-795227,-201327,-49492,-39218,-17337,-32867,-14038,-18459,-897228,-209742,-50748,-37325,-20320,-31090,-13211,-16304,-837971,-164085,-31603,-36512,-16825,-26466,-12810,-15941,easy
1080179,152842,37804,33788,26241,24697,83476,10879,829756,432642,74053,-17208,6684,33321,-25005,1105,-1058341,-146902,-35241,-32302,-25372,-18207,-80944,-7138,-943873,-128000,-35153,-32087,-24868,-21352,-82910,-9837,difficult
621853,298870,119820,18674,10988,38834,12607,7066,606217,-267274,-104984,-3317,5932,-28348,-8722,-4461,-483348,-291480,-111604,-10447,-7071,-33826,-9132,-5329,-527976,-271118,-108041,-11901,-4810,-21604,-1308,836,easy
366548,67211,8966,14090,11546,13321,9087,7433,-262920,-60159,-8380,-12807,-9686,-12428,-8835,-7293,-292774,-23634,11058,-4892,-4458,-11343,-7652,-5196,980234,-21970,73621,-6920,-352,2498,-5029,-2385,difficult
283943,74224,7882,9692,12976,10512,6574,6762,-237501,-43257,16847,-108,-11144,-6544,-1261,-5183,2020551,241610,2043,16983,10560,10336,9953,4118,-187426,10121,1516,-4165,-7466,-8503,-3941,-3755,easy
150382,38951,20296,9621,5895,8590,2466,2340,-132872,-25726,-17392,-8733,-4974,-7144,-511,-1142,-83032,-29045,-17539,-8614,-4261,-7642,-1618,-1697,-104761,-20795,-15458,-7649,-4558,-7284,-1892,-1609,difficult
138464,23847,6638,12850,9958,5346,2359,2349,750784,145880,34969,20122,4596,19187,1749,105,-124107,4620,10520,-1976,-5560,36311,12501,5254,252042,28211,61318,16323,11630,40661,16847,11867,easy
113680,41459,15009,2045,5723,4675,1886,2161,-82497,-23179,-10607,8230,4404,439,-169,-490,32332,-22906,-11717,945,-1543,-1519,-1473,-1940,173828,98173,77257,3827,-2280,-647,1754,742,difficult
62334,17471,5699,5669,4900,12805,8891,5553,57388,11928,2083,-2650,573,-7877,-6623,-3135,220672,92953,-2368,-2215,1143,-1683,-6587,-3531,1059607,840694,138281,99166,39022,37561,9486,10390,easy
855211,119287,23162,22316,15196,18437,15344,4019,-675238,-56582,-17933,-12911,-5184,-13354,-11062,-1967,-833337,-101171,-10329,-12414,10253,-2080,5938,12912,-813311,-101343,-19210,-21894,-13557,-17093,-14823,-3625,difficult
529266,454953,24749,15829,15155,9936,8914,4572,619529,-352350,-6044,-3921,-10153,-2916,-6182,-3316,244046,-294770,5299,-3420,-12227,3484,-4400,-2459,-259505,-446819,-22410,-14494,-14252,-9015,-8195,-4122,easy
524306,222371,98716,29984,34543,24381,17448,7756,1579475,681963,67178,10967,-24045,3169,34773,93225,145322,8914,8376,-15652,-9903,6111,4378,3019,-394242,-182976,-94844,-26683,-27990,-16752,-14903,-5567,difficult
895375,117331,29600,13299,19389,12951,12765,8932,-240662,387684,124808,17668,641,6234,-1376,769,-626697,104457,-25631,868,-11709,2523,-8106,-146,-822631,-102091,-20825,-11353,-16673,-7428,-10473,-7671,easy
1250190,335652,22342,23574,44261,24321,9528,6810,-744996,217831,146996,15977,-24683,5537,-2579,11827,-722206,-124401,49467,15348,-29649,-9937,812,3000,-1225901,-330770,-18752,-18555,-38974,-19379,-7455,-3181,difficult
1077775,109741,37063,11848,13863,25176,8435,9719,-1065463,-108122,-36135,-7656,-9360,-21248,-6322,-6923,690081,32157,73434,10739,3748,31614,1067,11193,-878733,125781,-25109,7584,-6981,-19586,-3796,-7683,easy
320546,48638,11541,18895,13822,20386,12808,6652,593130,820583,6483,-316,16873,3322,-4240,3015,-37531,49326,-6374,115,-2852,-10311,-8662,-2723,-185415,39531,53339,-3879,-11336,-15058,-10829,-3828,difficult
292900,141749,56756,34075,19706,15106,10797,7918,942423,81103,-35891,25541,-2971,22915,5921,32747,90888,419112,-15714,-8285,51171,40699,41973,23217,-252755,-98478,-42451,-16751,-351,-6105,-2957,-2885,easy
588228,230612,12235,13049,12009,10261,13965,5003,-409877,-181681,-1148,75,-9149,-6791,-11203,-2466,-108858,81112,-4125,-3535,-1885,1281,-728,2866,-523184,-199070,6232,-637,8176,9586,-1324,422,difficult
267125,83498,10875,28658,13293,19802,11002,12570,2178795,393807,29356,7137,17122,-2406,4612,-3664,1058566,464014,38894,34459,22710,2362,19033,1311,-155309,-47583,-2995,-26343,-10188,-18408,-10714,-12141,easy
503592,113942,24565,24931,10273,22719,26200,11224,-478392,-74306,-15231,-22939,-7851,-18414,-22208,-8312,670378,357880,28272,-16859,9013,14585,-9463,2027,-473850,-90920,5929,-9174,-1587,-12013,-15036,-2748,difficult
150226,46307,1588,2641,3831,2180,1199,1199,920980,118063,23276,10498,17226,10195,3776,6606,-66919,-32640,4630,-2242,-2386,-1496,-622,-296,106635,72527,36590,15531,14065,8753,8998,10084,easy
179069,38124,9242,7989,7133,4086,3763,3684,2268986,305382,157915,61325,44617,20742,7804,3703,-152007,-12783,14796,6941,-5492,-1184,1145,-2131,1583936,489990,18074,1947,20603,35002,9386,16146,difficult
429424,181923,26841,17884,20959,18803,10650,18360,-228912,-128242,-10979,-10728,-17497,-15292,-7155,-15881,-27526,-159209,-17079,-10173,-16724,-12685,-6139,-15927,-299630,-165627,-24916,-13806,-18418,-14635,-8880,-17069,easy
958110,379404,44743,19475,24002,21798,13679,12105,1385809,113992,41434,14263,9727,14550,30617,10949,136898,-99075,-16046,936,17857,661,-3094,-774,-879589,-362622,-43575,-18676,-22863,-21237,-13023,-11805,difficult
96749,44401,12146,7416,5364,3992,4679,1606,555033,76691,5189,5496,10789,5802,1601,4195,131483,-25349,3700,3546,1232,-1706,-2027,-212,-72999,1780,3363,5054,11007,1843,2046,2509,easy
1005568,358896,11971,34382,13652,26444,8902,8294,-328300,-249773,1002,-31706,-10939,-21301,-6250,-6603,-839292,-324090,-7855,-29861,-9523,-20065,-5410,-4935,-979658,-354684,-10449,-32503,-4740,-17846,-5906,-5720,difficult
410218,264970,39177,33902,14086,21946,13787,19747,1387913,-108703,92161,45733,23537,29034,4909,4787,-134415,-235661,-26637,-24360,-3282,-10578,-7229,-15287,-47157,-236064,-21993,-19127,-9202,-6744,-2289,-6460,easy
661674,68764,23868,14896,17106,21725,15272,7920,103717,-31918,-5360,5797,-10930,-11327,-7462,6085,-429185,-779,-20412,-2625,-11570,-17010,-10838,-5502,-589880,-18887,-17497,-13020,-13295,-17853,-12990,-4302,difficult
458313,211884,103941,21151,26836,13881,10032,6400,80828,-147598,-53473,10366,11339,10368,-3481,-352,777358,-150140,-86157,-11173,-19723,-9437,-7083,-226,-117616,-154607,-102391,-13789,-21051,-10331,-6874,-5225,easy
72059,36735,4719,3477,3743,7828,8779,4404,110055,52668,12498,9984,1595,-6010,-6685,-2568,-68815,-25378,-889,-555,-1312,-3991,-7456,-2567,674110,160391,4035,-247,2278,461,-5436,-2335,difficult
956909,334666,12460,7948,7503,7376,8243,5980,-648862,-321866,-9010,-6228,-4892,-6255,-7864,-5543,-617446,-52019,23478,-4126,4460,-2961,-7416,-4611,-936587,-330760,-8217,-7373,-5745,-4977,-7367,-3830,easy
333157,58761,23560,13951,3644,6540,5988,2936,-114906,-38700,-15964,-10538,-253,-3334,-4684,-1886,-118490,-4229,-9201,-7502,19330,14452,5383,12090,-238651,-54277,-18267,-11677,-2884,-4294,-5550,-2624,difficult
35594,18440,4101,5133,1644,3711,1200,720,256651,10644,14,-2568,712,-1710,446,-322,1184173,599809,46325,11178,18571,28279,12289,6717,468405,136610,6378,16503,12000,32080,4506,5437,easy
688437,58311,19258,19308,13238,10926,3930,2849,-650168,-43067,-19025,-18705,-11020,-9604,-2595,-1567,-601778,111243,-2288,-14317,-6659,-3260,146,-1149,-652347,-52034,-18450,-17264,-11452,-9139,-211,443,difficult
346644,195821,18293,21918,19116,14985,29744,10748,-252522,-151092,-1478,-14826,-9385,-10114,-25987,-7884,-90197,138617,-9274,-18271,20523,3122,-5088,-2560,-267293,-186475,-11514,-19543,-16079,-10429,-27816,-9884,easy
387330,126518,37606,13150,15291,12437,9405,10286,-36242,13611,-20383,-9601,-10516,-9502,-2507,-4451,-279716,90258,-34363,-2819,-4798,-7228,-3743,-5217,-194232,-109888,-35131,-10710,-13941,-11643,-8982,-10121,difficult
161556,124483,8499,12210,9893,14000,14322,10804,390561,380365,5202,44978,34915,-2263,-8583,-6529,275054,76546,61379,47031,50045,8927,-1309,-5081,665544,-43222,4789,853,-5489,-6228,-12376,-9534,easy
358370,365005,22080,10950,5395,11901,6678,4054,-326641,-361875,-16647,-9465,-3290,-9290,-2364,-910,1222759,64901,-20246,17317,20784,-554,-1998,-1918,-352433,-360458,-20352,-7911,-2745,-8857,-3015,-1711,difficult
267248,178404,63652,26535,14882,18301,20895,20372,345287,-126217,-53804,-23528,-8129,-12816,-16539,-19335,-86333,-35188,-37814,-23238,-1200,-11308,-17413,-18347,-169804,-55760,-42256,-9615,-6757,-12056,-18517,-18339,easy
291107,141907,12928,4627,3854,7995,4838,6043,638004,41765,-1118,21151,3991,-4362,-1775,-3848,-243145,-130442,-4978,-2091,-495,-4613,-3227,-780,-277460,-126036,-9207,-3550,-1055,-2843,-861,-2996,difficult
89442,17285,5628,2116,4164,3409,1692,1336,466426,61948,5214,743,3031,-809,797,64,-31130,18692,2773,2333,-778,3001,284,1528,-79166,-10696,-2075,-529,-2333,-1158,1436,1313,easy
523254,130181,27033,21711,14698,19304,9237,12160,505188,84294,5145,4807,11746,-2923,-282,-7827,-292665,-21999,-15181,-11008,-9010,-5171,5974,-5546,-365934,-79446,-12005,-14094,-9840,-13563,-5542,-9484,difficult
148792,59661,60271,22810,7230,16292,5389,6373,173696,-7931,-54707,-17733,1398,-12612,-2129,-1884,1691442,72263,-45397,-7834,27966,9065,7731,4399,-4549,13733,-58760,-20828,2203,-13539,-1169,-1576,easy
389489,145653,6201,28304,29906,17524,9668,10947,36354,-4036,16533,-20578,-22741,-9613,-5851,-7113,63479,87584,6265,47250,20928,9930,758,-1358,-288174,-47959,26450,-12778,-24280,-13842,-6298,-7059,difficult
194763,74515,12632,6126,3427,4114,2231,2404,-15647,458101,21759,11919,32597,18673,3897,3650,-157055,-62622,-11316,-1047,121,-2436,-1833,-2142,555853,-34992,9241,3924,935,1377,1342,-402,easy
563667,100989,10417,31427,18321,25185,26530,9097,2111642,251406,148234,23434,3661,-4342,-15967,-2907,1604327,246773,9457,545,-12118,-18107,-14999,-3103,1739416,151385,14680,45414,48772,3091,11408,13560,difficult
512587,125570,32346,17813,20656,12079,8916,5633,-440527,-112190,-31827,-16947,-18441,-10923,-8399,-5143,-462882,-87205,-22374,-15942,-19331,-7596,-7205,-3771,548981,2869,44813,2560,-12684,-5883,-6498,-3347,easy
382664,173645,41953,35604,22855,20025,21375,38839,584822,2945,-25150,-28666,-15764,-12349,-11507,-31607,357906,89532,-10167,-24221,2414,13188,-5028,-30799,-317795,-160800,-41654,-34769,-21457,-18232,-20773,-38697,difficult
609183,205881,9905,8070,11335,13265,12727,7725,1214350,725296,216198,39808,25029,39457,4816,3476,-241197,-26061,16189,573,-9767,-4584,-11479,-6146,-464742,-201108,-7349,-7346,-8728,-9764,-12074,-7046,easy
72722,22955,11639,7593,7708,8162,5077,3635,22408,14358,5765,-3668,-3214,-5548,-4467,-3289,1845,-11704,-9700,-6860,-6933,-7216,-4530,-3404,8826,-2838,-4482,-5066,538,-4234,-2383,-2074,difficult
175553,37342,11979,12961,11486,11343,5132,11023,445525,327,7176,-9775,-2770,-5817,-3579,-8967,-161037,-28526,-9346,-8153,-9244,-7610,-2374,-9974,-97371,-15669,-10761,-6584,-9586,-8645,-4702,-10591,easy
428174,77120,54375,26981,20486,31357,14482,11673,748929,193,-42047,-3914,-5426,-22036,-8343,-5583,-66678,343094,-35293,-2879,-6820,-10522,-1175,469,-424060,-71328,-53455,-23425,-18296,-28458,-12145,-6132,difficult
666500,152110,35132,43399,17188,33067,20239,10813,-488444,-94723,-24196,-42418,-13313,-30937,-19038,-9836,-505385,-124237,-22224,-35703,3873,-18114,-15394,-6711,-245810,24761,-29596,-37258,-41,-28161,-17335,-8075,easy
232511,85248,28542,9735,13588,23009,14765,16281,-44118,-55287,-8988,-1879,-3025,-16026,-10590,-13635,471927,283957,-1190,23033,24254,-10629,-8175,-12121,1199973,279067,-4451,5788,14175,-12473,-9794,-12916,difficult
514169,184687,73770,11952,31104,25912,20322,21675,-413111,-158682,-53807,11488,-23449,-19307,-16218,-17753,-332919,-158928,-49763,3712,-27194,-20669,-16892,-18677,1197047,525025,-15728,101293,32639,22827,-5765,-14250,easy
