delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
744281,69930,9211,1776,5928,6704,-147717,766016,73740,63085,44420,21591,2884515,136918,120282,135616,20746,11403,244593,-9817,41852,5017,2911,-3471,-221494,-54707,2165,9147,-4681,-4564,3032232,-2639922,-466087,-629098,-146735,-44890,46542,-78430,-39687,72531,-130599,4130,-23674,-17835,-7592,-10188,-14874,-1093,difficult
495639,59867,26006,23594,9312,10380,24109,10273,17087,7271,-4818,-3422,247509,378131,155994,11801,6103,11806,77832,-48061,-18436,-20283,-4436,-7389,309150,1083,-9103,-20941,-4403,-7918,223400,-169677,231318,367858,-426192,49144,138907,-174430,9333,4530,-32084,-658,10921,-10539,33,15228,-19195,-529,easy
930520,77428,37088,26198,8091,15310,399936,107448,3754,18927,5796,5166,185049,84324,88885,-15459,1487,-7378,-3777,62373,74941,7795,5626,4043,552424,42381,15637,3432,7052,-2869,-214887,-188826,556201,-23124,-21951,-19992,85131,-13944,-59304,-34386,23254,-4363,-4309,4139,1426,-12544,11421,-6912,difficult
534481,260037,55759,29467,60768,18632,1607905,905295,83971,4138,-37524,62234,869724,-110142,27031,-9591,-39326,9325,-205820,-148462,-50133,-26527,-59654,-15697,1702615,587487,32660,28535,-4586,6198,-738181,-1075544,1908435,-1015437,-38320,735949,-56940,-77164,82793,-13729,-16936,55062,-1802,-20328,55068,-52909,-25022,21895,easy
501932,51672,22532,27810,4717,4536,44528,35004,-104,-17229,-2367,158,1203310,1381376,76748,394832,168405,91136,641575,87194,56012,833,13745,7732,2428276,36135,70116,2366,43820,10541,1158782,-561735,1786701,1346372,-1294182,-51059,76852,-20736,14104,412061,-393999,1533,170772,-154660,30075,90978,-83404,2809,difficult
1063406,329849,82505,31823,23059,15115,-506886,-269903,-10257,-4590,-16178,327,-985950,-306483,-77858,-29753,-17779,-14104,778481,-165047,-46790,11412,-15192,-4348,547427,929330,-58933,120791,93354,19134,-479064,1764431,-231054,-36580,141436,1094377,-67601,31068,-12143,-25163,41165,109379,-1601,2587,108546,-14431,9756,23482,easy
1255044,555865,70959,30046,45624,37122,-405656,-480595,-30987,12247,-34178,-17167,-1000923,-513424,-58179,-27668,-41055,-33644,1114235,-481820,-51138,8955,-11773,-22427,512816,-427847,-55240,9419,-28340,-21262,-595267,2115158,-601419,-32829,31604,53973,-27192,7041,-4102,-39915,36623,464,-6877,29282,-16567,-16477,11217,1165,difficult
1197025,329884,68705,82240,29000,12687,560968,17770,9298,285406,17326,59129,-1017977,-306172,-59374,-79757,-25086,-10318,-1083502,-299075,-63220,-75654,-22923,-2666,-369986,-308406,-55041,-69950,-24679,-7288,-1578945,-65525,713516,-323942,7097,-9331,-68672,-3846,8179,-365163,4103,5704,-42412,2163,-1756,-69447,7652,-4622,easy
528092,107661,12439,53361,17674,18349,566297,-47674,4009,-48909,-13962,-15789,-389155,-97923,-11219,-52283,-16767,-17700,431768,92868,9689,-21141,4660,-9925,123811,146339,95093,-35237,11902,-2932,-955452,820923,-307957,-50249,190791,53471,-15228,20908,85404,-3374,31142,-14096,-2805,21427,7242,-1911,7775,6993,difficult
923470,164881,59486,34922,23781,14930,-736718,-142908,-58760,-24417,-18087,-5058,-746669,-106469,-50280,-15771,-13392,-7420,-881805,-143577,-44630,14643,-9216,-5683,-917275,-157061,-57820,-23149,-21274,-13537,-9951,-135136,-35470,36439,-37108,-13484,8480,5650,-13190,8646,30414,-37792,4695,4176,-12058,-2362,1737,-7854,easy
812687,235347,102745,28527,26457,19016,-590602,-109001,-79699,-4376,-9380,-4135,-65259,-78403,-95748,-18369,-14507,-6350,-469800,59166,28275,-19192,44640,9440,897625,743412,447653,181530,484843,118414,525343,-404541,1367425,30598,137569,684246,-16049,124023,419378,-13993,-823,200722,-5127,59147,440203,-2215,15790,108974,difficult
586210,70995,14369,5339,7195,5742,89760,52479,7539,13297,17279,-1142,62861,193473,2437,34198,25503,12233,381235,35599,-551,13282,7434,10219,-485863,-63779,-13886,-4849,-6548,-5067,-26899,318374,-867098,140994,-157874,-99378,-5102,-2988,-13335,20901,-20916,-18131,8224,-18069,-13982,13375,-2014,-15286,easy
1401521,382265,15815,37716,17060,20405,-1276206,-379895,-15443,-35817,-15207,-19194,-892807,-277203,60096,-22400,-2627,-4363,127299,-245717,43038,29751,9997,-5282,758468,35225,188481,37468,33781,31489,383399,1020106,631169,102692,31486,280942,75539,-17058,145443,13417,52151,7717,12580,12624,23784,14831,-919,36771,difficult
190164,75104,12198,8841,4970,3882,884178,-40804,1250,3842,6271,11023,-76833,-8937,-7293,-4775,2180,-1556,1827721,3165,-3180,31029,12934,3376,1077221,274070,9655,-3066,5275,14671,-961011,1904554,-750500,31867,12102,270905,-8543,4113,12835,-8617,35804,-34095,-4091,10754,-7659,-12579,4932,11295,easy
1883983,211050,46952,35181,17309,9173,-685051,-98388,-21488,-23067,-12667,-1902,-1722806,-201404,-43190,-16185,-15785,-6774,-1414447,-76478,-5069,-22605,-2284,-2525,-1772133,-103006,-33587,-28891,-13918,-3207,-1037755,308359,-357686,-103016,124926,-26528,-21702,38121,-28518,6882,-6420,-6286,-3118,13501,-11634,-4872,4249,-682,difficult
816200,88583,14817,19161,8768,11920,-623081,-74471,-8517,-17568,-6309,-9048,116364,-9210,-12430,-4954,13123,-5316,-252912,-16092,35742,-6902,4795,-3525,677015,20825,-6907,6372,1745,-5811,739445,-369276,929927,65261,-6882,36917,-3913,48172,-42649,12614,-1948,13274,19432,-8328,-3050,3732,1791,-2286,easy
1253818,257520,72196,19189,20573,23600,-789199,-194580,-53557,-9365,-18577,-17662,-873156,-196655,-65235,12096,-17648,-19778,-1113817,-225055,-55717,-16590,-12441,-21275,-663205,-154435,-20744,-10903,-13282,-10585,-83957,-240661,450612,-2075,-28400,70620,-11678,9518,34973,21461,-28686,5687,929,5207,-841,-2116,-1497,10690,difficult
1793612,178080,71209,21237,26353,23562,-1042460,-73306,4852,-3655,-17754,-19829,-831756,305235,-11278,74889,34426,32200,-918425,2890,-46801,-15123,-7055,-6655,-1716778,-127738,-63643,-20078,-24152,-22054,210704,-86669,-798353,378541,-302345,-130628,-16130,-35523,-16842,78544,-90012,-4955,52180,-41481,-17097,52029,-38855,-15399,easy
1127750,122443,22956,33249,14043,15056,2505545,126216,29298,102542,19287,3027,208454,-15222,2140,6934,-7186,-6642,-726350,-103359,-14763,-29973,-10881,-12826,-294649,35855,61059,127205,3124,-481,-2297091,-934804,431701,-141438,-88137,139214,-27158,-16903,75822,-95608,-36907,157178,-26473,-3695,14005,-9669,-6184,12345,difficult
330736,118065,9062,13305,7343,4765,99030,203760,69464,80422,18019,37059,24760,-1666,740,2581,625,255,887463,129788,138971,51846,18117,18751,-197337,-89396,-1760,-12203,-5920,-3470,-74270,862703,-1084800,-205426,131454,-219184,-68724,138231,-140731,-77841,49265,-64049,-17394,17492,-24037,-36804,18496,-22221,easy
916040,208535,19880,12244,19852,10176,-797137,-30347,1578,-3297,-12411,8594,-804374,-182245,-11427,-7145,-18561,-6549,68890,508989,48916,53949,23197,-2396,55028,-63951,12679,5303,-12200,-5561,-7237,873264,-13862,-151898,691234,-572940,-13005,60343,-36237,-3848,61094,-48646,-6150,41758,-35397,-15143,4153,-3165,difficult
775254,131785,26659,10170,8608,4782,1090935,35210,28981,73145,54982,4145,-613828,-77819,51863,57982,33643,13704,-733221,19587,-16847,-2481,-5684,-1264,-568590,-77510,-2087,-4759,-2758,-1794,-1704763,-119393,164631,-113029,97406,-97097,22882,-68710,14760,-15163,-60463,-2278,-21339,-39327,2926,9559,-14968,-530,easy
1627121,253598,67031,26177,21476,30091,-516678,-18654,-56574,64264,4498,-21091,-135650,-166016,-54443,-20017,-15903,-24923,-1602957,-219469,-62662,-22645,-19593,-28380,-1308940,-172325,-22752,-4212,-9926,-23527,381028,-1467307,294017,-147362,-53453,47144,2131,-8219,39910,-84281,-2628,18433,-20401,-3690,9667,-3832,-3457,4853,difficult
1438109,620153,36382,28721,24698,14812,-1393093,-599735,-31449,-22264,-22208,-12575,-1268005,-553654,-32051,-25273,-23815,-10519,-743324,-598484,-33274,-25456,-17578,-12435,-1330366,-603317,-34574,-26292,-21704,-13141,125088,524681,-587042,46081,-44830,-4833,-602,-1223,-1300,-3009,-183,-836,-1607,6237,-4126,2056,-1916,-706,easy
931373,420744,59893,45655,10264,6590,-572516,-312579,-37898,40679,-5127,3871,572895,-199887,-50876,-12609,1345,9683,67819,-340215,-34423,-40015,-4884,3720,843689,488214,55677,37039,6749,32566,1145411,-505076,775870,112692,-140328,828429,-12978,16453,90100,-53288,-27406,77054,6472,-6229,11633,5812,-5963,28846,difficult
1185933,602546,183784,106114,26037,30026,-1144179,-581882,-180885,-103715,-24220,-28725,-1094760,-587304,-181446,-102451,-25502,-28891,2199895,-21133,-93286,-92482,11638,-12756,-690557,-533080,-156268,-101310,-18372,-25150,49419,3294655,-2890452,-5422,566171,-511947,-561,88160,-62982,1264,9969,-8828,-1282,37140,-30010,-166,16135,-12394,easy
873494,35742,14318,5786,3689,11259,491969,9020,-8461,16880,-682,-5078,-750434,-25071,-13867,-3347,-3056,-9581,-189955,-26780,7609,4737,-1181,-7886,-831163,-30688,-8446,-4967,-3342,-10945,-1242403,560479,-641208,-34091,-1709,-3908,-5406,21476,-16055,-20227,8084,-9704,-2374,1875,-2161,-4503,1695,-3059,difficult
942851,173889,33017,29514,6974,17311,-59822,-84471,-23346,-20589,1302,-12383,-759935,-105857,268,-17827,-2208,-8090,43542,83617,44449,-21251,7010,-8082,911414,-143022,-27409,-5635,2969,-13653,-700113,803477,867872,-21386,189474,-226639,23614,44181,-71858,2762,-3424,15616,-3510,9218,-4041,4293,8,-5571,easy
1270294,138759,39335,25234,5516,5705,-421995,-29695,42784,11964,17739,10584,187695,1534,-9553,1737,19866,17449,442491,-67429,14602,15858,23017,486,-514114,130231,33533,-1020,17109,19592,609690,254796,-956605,31229,-68963,197660,-52337,24155,18931,-10227,14121,-16878,2127,3151,-5908,6865,-16963,19106,difficult
830151,66343,23061,28775,12393,8915,-517678,436716,31096,75508,42885,16088,713139,430047,13550,691,3011,9958,-801966,-63399,-22004,-28368,-12008,-8594,573322,20328,1757,-13706,-4538,-4619,1230817,-1515105,1375288,-6669,-493446,83727,-17546,-35554,23761,-74817,-29059,14662,-39874,-15019,7470,-6130,-18552,3975,easy
823795,53796,17231,7551,8566,5484,-117936,223896,-11901,36664,1082,3429,-152198,9679,-7806,6819,4268,2411,-706705,-32633,-12325,-5186,-6681,-2837,-444450,6492,-1014,45,-1806,4893,-34262,-554507,262255,-214217,-42312,39125,4095,-4519,11311,-29845,-12005,5231,3186,-10949,4875,-1018,-5248,7730,difficult
616424,64987,43098,24856,14516,12502,983781,80530,41,-10680,-9816,490,-422428,733108,134931,97834,61383,28953,-457884,-50807,-35046,-23047,-10449,-8720,720607,532420,98452,-11492,58212,15974,-1406209,-35456,1178491,652578,-783915,583227,134890,-169977,133498,108514,-120881,11555,71199,-71832,68661,28463,-37673,24694,easy
708502,179997,24873,15860,11593,10783,545156,169556,10821,21158,25681,14134,-653798,203881,30847,-1545,-5546,2740,140736,581267,47449,-6289,142,3603,-375141,-103851,-11203,-8143,-7513,-2273,-1198954,794534,-515877,34325,377386,-685118,20026,16602,-58652,-22703,-4744,-1854,-31227,5688,-7655,-11394,863,-5876,difficult
