delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
564718,83597,54716,13188,8986,16773,226770,21686,-46116,67735,-669,5501,39673,6105,-33482,4409,9695,8732,850713,-19904,4921,14573,14144,2197,-474662,-47359,-14140,3850,-451,-10010,-149162,-61650,-47227,-7131,-5511,-14078,-187097,811040,-1325375,325500,-15581,-26009,-27455,-14291,12634,38403,-19061,-33087,-63326,10164,-10723,-10981,10364,4449,-14595,-5060,3231,-6535,-12207,-4068,easy
1014466,134687,53887,16988,24774,12244,-856616,94892,-10787,9971,-4341,19423,-480739,109832,-20221,1120,7276,25612,-737530,14627,72856,21608,14975,11279,-1000133,-73587,4358,22497,7263,14445,-790059,-123444,-46092,-13270,-16844,-5436,375877,-256791,-262603,210074,14940,-95205,-88214,-49857,-9434,93077,-68498,-50450,-8851,20488,889,-35767,11617,7699,-7712,-24107,6189,-14333,3166,-19881,difficult
1374613,69613,12792,21867,7649,7256,-697606,35607,-11381,-11503,10700,8838,-1066731,122432,60936,46322,12276,17732,-1032896,20972,33128,-17273,-2512,-303,-1321512,-63176,-11829,-19134,-4701,-4626,-1009814,-39665,-9550,3520,2234,-1414,-369125,33835,-288616,311698,86825,-101460,-84148,23511,72317,-27808,-44957,2279,57825,-63595,-1861,22654,1576,-14788,-2189,6935,8894,-18035,-4323,3212,easy
97401,32913,14209,21921,10941,5835,-79949,-28287,37605,-8119,7582,18397,446054,29726,-8602,-9223,16966,28129,-43925,-3454,9383,20603,-1899,13201,51849,-22515,-9020,-16252,-4534,-656,-87449,-11553,-5558,-12110,21828,6938,526003,-489979,95774,-139298,58013,-33180,-19061,10962,-46207,17985,-18403,3462,-1104,29826,-36855,4142,9384,-18865,-2635,26362,9732,-14928,-13857,7594,difficult
1143853,122181,55837,35092,12341,12908,-910715,-81987,-41090,-26893,-7161,-802,-1124885,-108991,-42998,-31817,16364,8435,103856,-66295,-37814,-14647,30271,3748,-1123300,-108686,-38650,-22012,20868,1643,-1106209,-56772,-49956,-25764,-6012,-857,-214170,1228741,-1227156,17091,-27004,42696,-42391,51914,-1908,5184,-836,-11306,-4924,17170,-7365,-3752,23525,13907,-9403,-26880,9237,-4687,-2105,-2500,easy
374276,87796,7365,9291,7904,5074,2127734,123337,13785,23750,25084,17177,6665,52644,92168,5801,18975,36505,-347649,-44230,7343,9196,17201,3184,427587,52570,24647,16626,18942,18657,-343712,-56663,14570,8324,1456,9256,-2121069,-354314,775236,-771299,-70693,-96874,96800,-109233,78383,-84825,17304,-10077,-17949,3395,7430,-8302,-6109,-1774,1741,-17486,19328,-33321,15473,-9401,difficult
1220555,103060,19256,18481,20524,17788,-839077,-30770,-7344,-3744,-2550,-9534,-486701,-79773,-1715,-6562,-9001,-8018,-1037196,-86338,-6726,-17289,-16615,-14513,-1111436,-90047,-9871,-8985,-18669,-11060,-382981,128324,9978,-13581,-10208,-5520,352376,-550495,-74240,728455,-49003,-6565,-3709,218371,5629,-5011,-3145,19849,-2818,-10727,8304,-4596,-6451,-7614,-2054,8461,1516,-6495,3453,5540,easy
296947,66802,16971,21699,7150,8317,9673,-33713,-16573,-19650,-3103,-2912,-254223,-47109,-14691,-18647,-3227,-3790,-263692,-54454,3057,-1857,18201,14273,-198485,-40626,-12840,-13834,-1255,-2868,-228393,-58198,-5936,-7239,10671,9557,-263896,-9469,65207,-29908,-13396,-7345,13828,-17572,1882,17748,-15897,6904,1003,16790,-11977,6595,-124,21428,-19456,11926,-878,18063,-17141,12425,difficult
739170,164117,73062,39548,72437,61135,68311,344054,2887,83756,41077,15035,-169188,-72959,-56653,-15889,-44279,-38657,-648350,-127025,-65311,-24639,-60586,-47640,-572782,-123520,-56228,-25475,-44500,-43011,-554932,-45783,-26995,-35770,8098,-29828,-237499,-479162,75568,17850,-417013,-54066,3505,77737,-59540,-8658,9083,29233,-99645,-8750,-836,-10295,-85356,-16307,16086,52598,-53692,-8983,4629,13183,easy
295656,49292,7648,2501,7714,6907,-90698,7330,17638,19805,2965,-2196,441357,35447,47085,11727,12548,25176,-173292,-34609,-3542,7612,-1835,-194,170943,9944,-3613,25855,5203,40043,1462887,270372,2345,19296,33473,6299,532055,-614649,344235,1291944,28117,-70056,44553,260428,29447,-50627,-71,5958,-8078,-4115,18243,-6559,9583,-14383,7038,28270,27372,-25370,40237,-33744,difficult
