delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
1003001,78594,42906,55853,28750,16812,13528,2974,-247821,-17643,-24397,-34904,-19988,-9392,-5715,-1987,-448578,23989,11587,-54058,-21660,-8594,-9186,-1603,-7635,-21773,-21606,-50579,-24613,-8650,-8862,-2010,easy
601436,374210,107450,85217,19551,19247,12918,6534,-355636,-339197,-105100,-84883,-17768,-18397,-12419,-6397,244566,100681,-421,-63072,-4077,10093,-5338,-1350,462382,-152687,7830,-60215,12777,16566,12152,-2835,difficult
1174786,507094,145748,150070,88549,59330,16208,9238,139271,107520,-32861,-111667,-37349,-35741,-1400,-4998,-267701,-440063,-136451,-132364,-69486,-52245,-13513,-8207,35074,-350410,-112863,-112448,-42543,-17341,-11647,-5383,easy
206927,79019,17918,13847,6136,4687,2923,4822,131919,88704,-12195,-7289,5268,3478,-245,-2215,424492,115923,28185,24619,42263,6699,7253,9196,1117364,218929,2029,6449,11404,5349,2150,-2325,difficult
1546044,295466,97994,119731,63186,35104,10725,7554,-1297570,-267704,-95992,-116172,-55414,-26963,-8549,-6985,-181129,-104552,962,-39711,-47678,-26679,5587,-4040,-1394007,-166299,-62605,2170,-39404,-22749,-3088,-3955,easy
879139,64167,17401,11350,23733,12133,5666,3457,487732,701613,69042,3395,27119,9258,19509,30632,43889,100521,10579,11833,-15460,-8302,2858,375,-806072,-12139,-1037,-996,-20572,-9916,-4543,-2530,difficult
1534959,226246,70219,117375,42195,43154,12012,6764,-110736,-88332,-45603,-91797,34498,-24055,-521,-3771,-730012,-21894,28696,-23122,-2813,-21580,2343,-2311,-312178,-88044,-55228,-34720,-9202,-16757,-5648,-1943,easy
951513,197537,32076,28237,16309,11277,4296,2584,-910241,-181293,-29113,-27556,-14544,-10035,-2890,-2278,-805321,-166814,-28338,-25076,-15092,-9707,-3452,-2061,-621520,-90366,-26022,-21061,-14997,-7330,-2107,-760,difficult
372829,151168,17372,12165,11765,8526,2298,2325,260565,-148459,-11166,-7128,-10837,-7658,-2100,-2127,553243,68752,45480,4985,-6639,769,2963,-63,1422339,42008,83287,-2751,5418,4764,975,1284,easy
167780,41745,14442,7245,3197,4252,1289,1012,279298,16040,-8315,3240,8407,-2733,126,690,555554,19446,-9484,21460,4280,6746,3208,2871,-31117,-28409,-13494,120,-1264,-2821,-624,-468,difficult
1245445,150574,8610,16739,6878,9455,3819,3126,-1201100,-116830,-240,-12217,-4082,-6992,-1955,-2592,-1008202,-123288,-4608,-9299,-5138,-6941,-396,-2454,618001,446666,129791,47925,12039,28580,27687,2103,easy
1245487,126036,25153,19755,16952,10541,17780,6805,320129,129989,-14507,-11624,6338,13819,2250,1672,-432279,-17035,-17439,-12533,-15357,-8633,-16240,-5766,-295573,-85843,18130,-6746,-1955,18842,-746,1934,difficult
963101,152619,71220,84089,12376,13889,5690,3794,-552836,-93507,-69919,-43650,-10000,-8883,-3188,-2908,613624,271621,-33232,-65615,7082,-614,8890,-188,1818259,274384,76732,231980,32426,151265,17934,25257,easy
