delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
9132,29158,13291,7034,15722,13282,3037,1085,-6968,5492,-7637,209,-7732,-1933,2588,85,2919,10903,-10398,-334,-3560,-5919,-1700,864,easy
35890,14959,6258,15329,8594,43732,5634,6358,-3141,24314,-5148,-9310,-4621,-34516,-3121,-3575,105835,33873,21859,116558,4985,-29144,6332,-773,difficult
56179,40980,5352,9877,2982,6361,3338,3162,-42539,-29444,6567,130,4460,-314,-669,3905,-52673,-23181,7735,5873,3807,3072,-1386,1075,easy
410563,150345,26683,40345,18409,49687,18686,13524,-273260,-121571,-18992,-29757,-15150,-42156,-15457,-9904,-362604,-143689,-24809,-36931,-17011,-45079,-17451,-11660,difficult
51499,20615,6056,5597,5832,7832,2227,1916,-25615,42341,-155,-418,4515,9823,1191,1673,59065,5681,-2730,1370,-1468,-4732,-751,-1490,easy
19865,24632,13249,4320,5390,12087,3231,6429,9,3810,-2753,25418,-476,21129,34086,9358,-14181,-19280,-787,7341,3250,12136,4273,1980,difficult
944691,454784,202624,54457,137779,78956,14521,20690,-766051,-389567,-151060,-50687,-99119,-71505,-10766,-18676,-313216,-130132,-175828,14477,-91837,-52024,13821,-15401,easy
355376,40346,10863,6356,7713,19596,4132,4064,-349162,-35507,-1255,6707,-5463,-12448,-3287,-2218,-315685,6166,18826,-3043,6880,10061,16348,-393,difficult
12459,15660,11044,7411,4897,11366,2088,1602,-321,8598,-9893,-4002,10488,-7607,2125,-862,35803,71723,-8277,-451,-114,-6399,-669,-320,easy
17429,11965,5556,4831,3394,12428,4779,2608,-1306,11844,11161,8032,2041,8725,1693,8768,1175778,154179,64895,2614,2544,10244,2089,4430,difficult
68283,20745,5875,10181,3848,35109,7429,4479,20480,16434,-1180,-5250,873,-27168,-5366,-3567,-39393,3682,19773,-64,3517,-22677,-1655,1505,easy
690745,36744,22871,5423,21706,22865,9209,3539,-461879,75948,-4105,7390,-15214,-3174,491,1767,620850,170715,-19687,3361,-14637,-5187,3424,6674,difficult
27055,13072,9150,32900,11052,22100,6204,6275,217980,54624,15186,61969,-2151,27487,3118,185,-24130,-11140,-3505,-28402,-9948,-16286,-2433,-2956,easy
960178,315441,78879,29770,10085,25722,24986,19764,-246665,-296279,-72556,-28693,-5850,-23742,-21301,-19156,-220318,-278655,-67112,-23974,-4833,-16140,-21137,-17701,difficult
589257,218508,55028,36829,16193,32552,26438,17793,-513493,-180330,-44820,-31613,-12564,-21940,-22049,-12187,-158511,-183151,-50058,-28623,9889,-3726,-21345,-8652,easy
458514,250564,36580,113977,49158,36395,14355,8726,-414025,-244478,-30183,-113530,-47947,-35935,-14122,-8564,-289204,-231350,-32401,-110381,-44760,-34373,-10009,-7103,difficult
35302,13272,4224,2593,6367,12103,2234,2407,-20915,-2449,11664,13978,-1346,17677,4446,9014,14464,36034,5476,9809,19289,10991,2582,2391,easy
31750,12780,8839,5194,5105,12431,2918,3544,-21341,-1513,-4270,30728,5851,-5194,-419,-420,-17054,23393,7314,10702,-144,1142,605,-211,difficult
839298,22509,8432,12144,8176,10357,2414,2011,-836265,15903,-8016,2896,-4161,-6874,-956,-978,-810996,-6260,-6706,-7454,-1322,-7717,-1726,-1730,easy
312029,27065,14688,5297,4006,4567,2552,2504,-294506,13400,-11658,3449,2754,17522,9775,2943,934494,129796,23861,22075,26486,47485,5801,4974,difficult
1884724,225493,63532,46521,31605,44109,31433,29144,-1408885,-138534,11709,-16687,3952,-11315,8217,-9462,-1843174,-217569,-59699,-45320,-30813,-42243,-28812,-26860,easy
8214,12187,12797,15466,10539,16093,8426,4460,11956,10595,-10859,-2972,5234,25732,-559,14713,1578,3092,-1532,8532,-2502,120,2854,8319,difficult
30996,55327,22215,7774,9762,9674,5458,3152,-22955,-18221,-18957,30794,-3316,-3338,-3986,2199,-26560,-48405,-20864,5661,-5181,-3009,-4567,-1625,easy
479365,44496,6737,10435,5301,19962,7018,3727,1215114,117123,114023,50396,54894,-656,4516,3587,-86481,-11410,3740,33255,7237,18183,1612,11003,difficult
1205939,204814,13566,19037,10350,15241,18640,11579,-1056181,-193651,-5444,-12750,-4012,-9373,-13242,-6144,-361885,-1123,126880,3356,7741,6403,6585,41292,easy
20076,25396,3197,4546,26500,16400,9551,4656,14230,3845,-594,9750,-22431,3415,-3577,662,58378,-17099,-285,2134,-16295,-11230,-8591,-4015,difficult
126893,98415,14306,12019,22306,17382,7530,4739,-65232,-94517,-9092,-5573,-20801,-11944,-5556,-3867,198010,46727,-11848,30731,4407,331,221,-373,easy
95419,23392,11451,8785,14683,14730,7798,5497,-75017,-12835,-5767,-6492,-7426,187,-1846,2399,-38225,-12527,-11292,-5381,-11949,-8802,-6708,-4607,difficult
49642,10566,13231,1882,4554,12843,7387,2066,-37225,785,2210,13054,5243,13569,6549,4147,-29216,-3069,522,1716,2377,41527,-4155,5955,easy
379743,77291,7171,15305,5896,8625,4552,2005,-291583,-49070,-802,-12211,-2607,-1784,-4220,-1473,-348757,-51276,-2864,8593,-1569,5617,-1349,487,difficult
7899,7789,1820,36631,5502,7453,1629,1410,-4628,4927,4212,-33391,3904,-2212,17,391,25691,19011,36441,-7039,18740,924,2237,-416,easy
445738,13060,4124,15094,9679,35647,13604,8582,-346633,14747,5880,7597,-2657,-33067,-11682,-7013,-129325,340093,7681,65561,27128,-21591,-9128,-6335,difficult
11083,20317,6634,33488,8620,7450,4697,1680,-7702,-7321,8575,-14341,3329,7028,-2119,282,581,-11469,-4638,-25192,-6468,-3215,-4108,-1235,easy
267670,81597,15074,26234,10858,8858,6801,4469,-187034,-56112,-14611,-22224,-6949,-6116,-6100,-3664,-74772,27238,-12458,-14891,34265,7668,-545,-1803,difficult
58104,26707,12653,2293,3824,7208,3089,2009,-55392,-19028,-5549,10465,14276,17759,13837,1488,-13650,116008,76956,14818,9988,14580,8956,7806,easy
345002,79440,20967,25961,24159,26222,10933,8961,-330658,-67696,-5906,-14702,6621,-8208,-717,-1475,-326627,-68608,-18153,20282,-18354,-5523,-6072,-6536,difficult
105135,23479,5317,3330,2796,4158,723,981,-93807,-14047,3211,-1018,-1621,1284,1203,-150,-99394,-16860,8309,1183,-362,4702,598,543,easy
