delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
821960-354081-1952837-715359-55982-372159-2099076-45207,142921-20051-135443-89092-18876-17080-260800-23880,61032-6651-31694-15534-576-7766-75843-10192,87009-13926-14593-10113-1031-2006-54437-20780,26949-17275-13447-3966-1124-3270-50804-14727,23592-10773-14425-12648-2701-3726-45947-28389,23872-5756-31294-7571-2089-9615-22094-13232,34156-12671-27497-4957-1631-4895-13288-13373,easy
354081-1952837-715359-55982-372159-2099076-45207-1254047,20051-135443-89092-18876-17080-260800-23880-55044,6651-31694-15534-576-7766-75843-10192-6154,13926-14593-10113-1031-2006-54437-20780-3075,17275-13447-3966-1124-3270-50804-14727-5112,10773-14425-12648-2701-3726-45947-28389-7296,5756-31294-7571-2089-9615-22094-13232-11859,12671-27497-4957-1631-4895-13288-13373-3444,easy
1952837-715359-55982-372159-2099076-45207-1254047-200046,135443-89092-18876-17080-260800-23880-55044-42426,31694-15534-576-7766-75843-10192-6154-31046,14593-10113-1031-2006-54437-20780-3075-12302,13447-3966-1124-3270-50804-14727-5112-23622,14425-12648-2701-3726-45947-28389-7296-43255,31294-7571-2089-9615-22094-13232-11859-35120,27497-4957-1631-4895-13288-13373-3444-11056,easy
715359-55982-372159-2099076-45207-1254047-200046-699676,89092-18876-17080-260800-23880-55044-42426-159530,15534-576-7766-75843-10192-6154-31046-17542,10113-1031-2006-54437-20780-3075-12302-50562,3966-1124-3270-50804-14727-5112-23622-13202,12648-2701-3726-45947-28389-7296-43255-20522,7571-2089-9615-22094-13232-11859-35120-19208,4957-1631-4895-13288-13373-3444-11056-19118,easy
55982-372159-2099076-45207-1254047-200046-699676-268351,18876-17080-260800-23880-55044-42426-159530-40932,576-7766-75843-10192-6154-31046-17542-24471,1031-2006-54437-20780-3075-12302-50562-28955,1124-3270-50804-14727-5112-23622-13202-19405,2701-3726-45947-28389-7296-43255-20522-48348,2089-9615-22094-13232-11859-35120-19208-33722,1631-4895-13288-13373-3444-11056-19118-23995,hard
372159-2099076-45207-1254047-200046-699676-268351-1091513,17080-260800-23880-55044-42426-159530-40932-441991,7766-75843-10192-6154-31046-17542-24471-3646,2006-54437-20780-3075-12302-50562-28955-33186,3270-50804-14727-5112-23622-13202-19405-22071,3726-45947-28389-7296-43255-20522-48348-25765,9615-22094-13232-11859-35120-19208-33722-26082,4895-13288-13373-3444-11056-19118-23995-37205,hard
2099076-45207-1254047-200046-699676-268351-1091513-69155,260800-23880-55044-42426-159530-40932-441991-24960,75843-10192-6154-31046-17542-24471-3646-9954,54437-20780-3075-12302-50562-28955-33186-2415,50804-14727-5112-23622-13202-19405-22071-2478,45947-28389-7296-43255-20522-48348-25765-3422,22094-13232-11859-35120-19208-33722-26082-4379,13288-13373-3444-11056-19118-23995-37205-3990,easy
45207-1254047-200046-699676-268351-1091513-69155-8524,23880-55044-42426-159530-40932-441991-24960-35909,10192-6154-31046-17542-24471-3646-9954-11229,20780-3075-12302-50562-28955-33186-2415-6475,14727-5112-23622-13202-19405-22071-2478-18819,28389-7296-43255-20522-48348-25765-3422-11700,13232-11859-35120-19208-33722-26082-4379-8879,13373-3444-11056-19118-23995-37205-3990-5160,hard
1254047-200046-699676-268351-1091513-69155-8524-1515632,55044-42426-159530-40932-441991-24960-35909-114925,6154-31046-17542-24471-3646-9954-11229-58007,3075-12302-50562-28955-33186-2415-6475-27192,5112-23622-13202-19405-22071-2478-18819-10341,7296-43255-20522-48348-25765-3422-11700-26225,11859-35120-19208-33722-26082-4379-8879-31535,3444-11056-19118-23995-37205-3990-5160-16936,hard
200046-699676-268351-1091513-69155-8524-1515632-1391164,42426-159530-40932-441991-24960-35909-114925-170893,31046-17542-24471-3646-9954-11229-58007-34277,12302-50562-28955-33186-2415-6475-27192-40218,23622-13202-19405-22071-2478-18819-10341-16661,43255-20522-48348-25765-3422-11700-26225-17185,35120-19208-33722-26082-4379-8879-31535-50604,11056-19118-23995-37205-3990-5160-16936-14206,hard
699676-268351-1091513-69155-8524-1515632-1391164-966475,159530-40932-441991-24960-35909-114925-170893-386684,17542-24471-3646-9954-11229-58007-34277-49452,50562-28955-33186-2415-6475-27192-40218-8985,13202-19405-22071-2478-18819-10341-16661-30884,20522-48348-25765-3422-11700-26225-17185-17395,19208-33722-26082-4379-8879-31535-50604-24483,19118-23995-37205-3990-5160-16936-14206-14278,hard
268351-1091513-69155-8524-1515632-1391164-966475-117294,40932-441991-24960-35909-114925-170893-386684-119020,24471-3646-9954-11229-58007-34277-49452-6126,28955-33186-2415-6475-27192-40218-8985-2478,19405-22071-2478-18819-10341-16661-30884-2032,48348-25765-3422-11700-26225-17185-17395-2582,33722-26082-4379-8879-31535-50604-24483-5268,23995-37205-3990-5160-16936-14206-14278-3691,hard
1091513-69155-8524-1515632-1391164-966475-117294-1675842,441991-24960-35909-114925-170893-386684-119020-78308,3646-9954-11229-58007-34277-49452-6126-18477,33186-2415-6475-27192-40218-8985-2478-29875,22071-2478-18819-10341-16661-30884-2032-8823,25765-3422-11700-26225-17185-17395-2582-17245,26082-4379-8879-31535-50604-24483-5268-15403,37205-3990-5160-16936-14206-14278-3691-3473,hard
69155-8524-1515632-1391164-966475-117294-1675842-512376,24960-35909-114925-170893-386684-119020-78308-80388,9954-11229-58007-34277-49452-6126-18477-40555,2415-6475-27192-40218-8985-2478-29875-24668,2478-18819-10341-16661-30884-2032-8823-11812,3422-11700-26225-17185-17395-2582-17245-14213,4379-8879-31535-50604-24483-5268-15403-31907,3990-5160-16936-14206-14278-3691-3473-31687,hard
8524-1515632-1391164-966475-117294-1675842-512376-96886,35909-114925-170893-386684-119020-78308-80388-53791,11229-58007-34277-49452-6126-18477-40555-6462,6475-27192-40218-8985-2478-29875-24668-3711,18819-10341-16661-30884-2032-8823-11812-1656,11700-26225-17185-17395-2582-17245-14213-1383,8879-31535-50604-24483-5268-15403-31907-1995,5160-16936-14206-14278-3691-3473-31687-2094,easy
1515632-1391164-966475-117294-1675842-512376-96886-568205,114925-170893-386684-119020-78308-80388-53791-203220,58007-34277-49452-6126-18477-40555-6462-6388,27192-40218-8985-2478-29875-24668-3711-10610,10341-16661-30884-2032-8823-11812-1656-8915,26225-17185-17395-2582-17245-14213-1383-27811,31535-50604-24483-5268-15403-31907-1995-11705,16936-14206-14278-3691-3473-31687-2094-9129,easy
1391164-966475-117294-1675842-512376-96886-568205-640871,170893-386684-119020-78308-80388-53791-203220-40090,34277-49452-6126-18477-40555-6462-6388-42479,40218-8985-2478-29875-24668-3711-10610-12436,16661-30884-2032-8823-11812-1656-8915-7767,17185-17395-2582-17245-14213-1383-27811-7904,50604-24483-5268-15403-31907-1995-11705-7680,14206-14278-3691-3473-31687-2094-9129-5414,easy
966475-117294-1675842-512376-96886-568205-640871-669948,386684-119020-78308-80388-53791-203220-40090-57760,49452-6126-18477-40555-6462-6388-42479-11211,8985-2478-29875-24668-3711-10610-12436-10755,30884-2032-8823-11812-1656-8915-7767-6653,17395-2582-17245-14213-1383-27811-7904-9735,24483-5268-15403-31907-1995-11705-7680-10706,14278-3691-3473-31687-2094-9129-5414-6701,easy
117294-1675842-512376-96886-568205-640871-669948-143520,119020-78308-80388-53791-203220-40090-57760-22336,6126-18477-40555-6462-6388-42479-11211-2744,2478-29875-24668-3711-10610-12436-10755-4557,2032-8823-11812-1656-8915-7767-6653-1226,2582-17245-14213-1383-27811-7904-9735-2518,5268-15403-31907-1995-11705-7680-10706-2213,3691-3473-31687-2094-9129-5414-6701-4297,easy
1675842-512376-96886-568205-640871-669948-143520-156411,78308-80388-53791-203220-40090-57760-22336-76269,18477-40555-6462-6388-42479-11211-2744-5689,29875-24668-3711-10610-12436-10755-4557-1522,8823-11812-1656-8915-7767-6653-1226-4018,17245-14213-1383-27811-7904-9735-2518-1881,15403-31907-1995-11705-7680-10706-2213-4542,3473-31687-2094-9129-5414-6701-4297-1260,easy
512376-96886-568205-640871-669948-143520-156411-409455,80388-53791-203220-40090-57760-22336-76269-113863,40555-6462-6388-42479-11211-2744-5689-19329,24668-3711-10610-12436-10755-4557-1522-9307,11812-1656-8915-7767-6653-1226-4018-12503,14213-1383-27811-7904-9735-2518-1881-11967,31907-1995-11705-7680-10706-2213-4542-15761,31687-2094-9129-5414-6701-4297-1260-11248,easy
96886-568205-640871-669948-143520-156411-409455-140290,53791-203220-40090-57760-22336-76269-113863-21262,6462-6388-42479-11211-2744-5689-19329-3567,3711-10610-12436-10755-4557-1522-9307-3389,1656-8915-7767-6653-1226-4018-12503-1952,1383-27811-7904-9735-2518-1881-11967-3177,1995-11705-7680-10706-2213-4542-15761-2058,2094-9129-5414-6701-4297-1260-11248-2844,hard
568205-640871-669948-143520-156411-409455-140290-2014443,203220-40090-57760-22336-76269-113863-21262-239712,6388-42479-11211-2744-5689-19329-3567-35927,10610-12436-10755-4557-1522-9307-3389-50140,8915-7767-6653-1226-4018-12503-1952-20371,27811-7904-9735-2518-1881-11967-3177-16919,11705-7680-10706-2213-4542-15761-2058-35547,9129-5414-6701-4297-1260-11248-2844-23418,hard
640871-669948-143520-156411-409455-140290-2014443-84598,40090-57760-22336-76269-113863-21262-239712-33672,42479-11211-2744-5689-19329-3567-35927-10608,12436-10755-4557-1522-9307-3389-50140-5853,7767-6653-1226-4018-12503-1952-20371-1344,7904-9735-2518-1881-11967-3177-16919-2192,7680-10706-2213-4542-15761-2058-35547-3233,5414-6701-4297-1260-11248-2844-23418-2477,hard
669948-143520-156411-409455-140290-2014443-84598-834900,57760-22336-76269-113863-21262-239712-33672-20621,11211-2744-5689-19329-3567-35927-10608-20515,10755-4557-1522-9307-3389-50140-5853-16127,6653-1226-4018-12503-1952-20371-1344-15579,9735-2518-1881-11967-3177-16919-2192-6777,10706-2213-4542-15761-2058-35547-3233-5169,6701-4297-1260-11248-2844-23418-2477-11334,hard
143520-156411-409455-140290-2014443-84598-834900-1270306,22336-76269-113863-21262-239712-33672-20621-188553,2744-5689-19329-3567-35927-10608-20515-29475,4557-1522-9307-3389-50140-5853-16127-74420,1226-4018-12503-1952-20371-1344-15579-23416,2518-1881-11967-3177-16919-2192-6777-11045,2213-4542-15761-2058-35547-3233-5169-11487,4297-1260-11248-2844-23418-2477-11334-5237,hard
156411-409455-140290-2014443-84598-834900-1270306-1234962,76269-113863-21262-239712-33672-20621-188553-63553,5689-19329-3567-35927-10608-20515-29475-12407,1522-9307-3389-50140-5853-16127-74420-6697,4018-12503-1952-20371-1344-15579-23416-11466,1881-11967-3177-16919-2192-6777-11045-11899,4542-15761-2058-35547-3233-5169-11487-16603,1260-11248-2844-23418-2477-11334-5237-9297,easy
409455-140290-2014443-84598-834900-1270306-1234962-781657,113863-21262-239712-33672-20621-188553-63553-20247,19329-3567-35927-10608-20515-29475-12407-5962,9307-3389-50140-5853-16127-74420-6697-1391,12503-1952-20371-1344-15579-23416-11466-3282,11967-3177-16919-2192-6777-11045-11899-2648,15761-2058-35547-3233-5169-11487-16603-1237,11248-2844-23418-2477-11334-5237-9297-1065,hard
140290-2014443-84598-834900-1270306-1234962-781657-1521884,21262-239712-33672-20621-188553-63553-20247-233865,3567-35927-10608-20515-29475-12407-5962-81907,3389-50140-5853-16127-74420-6697-1391-49493,1952-20371-1344-15579-23416-11466-3282-43579,3177-16919-2192-6777-11045-11899-2648-72945,2058-35547-3233-5169-11487-16603-1237-45098,2844-23418-2477-11334-5237-9297-1065-45690,hard
2014443-84598-834900-1270306-1234962-781657-1521884-233106,239712-33672-20621-188553-63553-20247-233865-70302,35927-10608-20515-29475-12407-5962-81907-29776,50140-5853-16127-74420-6697-1391-49493-25096,20371-1344-15579-23416-11466-3282-43579-8111,16919-2192-6777-11045-11899-2648-72945-11729,35547-3233-5169-11487-16603-1237-45098-21736,23418-2477-11334-5237-9297-1065-45690-6905,easy
84598-834900-1270306-1234962-781657-1521884-233106-1283805,33672-20621-188553-63553-20247-233865-70302-152099,10608-20515-29475-12407-5962-81907-29776-63460,5853-16127-74420-6697-1391-49493-25096-16189,1344-15579-23416-11466-3282-43579-8111-13817,2192-6777-11045-11899-2648-72945-11729-10268,3233-5169-11487-16603-1237-45098-21736-20007,2477-11334-5237-9297-1065-45690-6905-10659,easy
834900-1270306-1234962-781657-1521884-233106-1283805-684696,20621-188553-63553-20247-233865-70302-152099-158934,20515-29475-12407-5962-81907-29776-63460-5297,16127-74420-6697-1391-49493-25096-16189-8029,15579-23416-11466-3282-43579-8111-13817-6460,6777-11045-11899-2648-72945-11729-10268-31722,5169-11487-16603-1237-45098-21736-20007-19430,11334-5237-9297-1065-45690-6905-10659-11183,easy
1270306-1234962-781657-1521884-233106-1283805-684696-1278037,188553-63553-20247-233865-70302-152099-158934-503555,29475-12407-5962-81907-29776-63460-5297-307171,74420-6697-1391-49493-25096-16189-8029-70266,23416-11466-3282-43579-8111-13817-6460-112146,11045-11899-2648-72945-11729-10268-31722-75452,11487-16603-1237-45098-21736-20007-19430-58228,5237-9297-1065-45690-6905-10659-11183-93308,easy
1234962-781657-1521884-233106-1283805-684696-1278037-783400,63553-20247-233865-70302-152099-158934-503555-880697,12407-5962-81907-29776-63460-5297-307171-145876,6697-1391-49493-25096-16189-8029-70266-24861,11466-3282-43579-8111-13817-6460-112146-65057,11899-2648-72945-11729-10268-31722-75452-49960,16603-1237-45098-21736-20007-19430-58228-68674,9297-1065-45690-6905-10659-11183-93308-26259,easy
781657-1521884-233106-1283805-684696-1278037-783400-700594,20247-233865-70302-152099-158934-503555-880697-284971,5962-81907-29776-63460-5297-307171-145876-26857,1391-49493-25096-16189-8029-70266-24861-52992,3282-43579-8111-13817-6460-112146-65057-25735,2648-72945-11729-10268-31722-75452-49960-51533,1237-45098-21736-20007-19430-58228-68674-29594,1065-45690-6905-10659-11183-93308-26259-19104,easy
1521884-233106-1283805-684696-1278037-783400-700594-520614,233865-70302-152099-158934-503555-880697-284971-134482,81907-29776-63460-5297-307171-145876-26857-43956,49493-25096-16189-8029-70266-24861-52992-34333,43579-8111-13817-6460-112146-65057-25735-26122,72945-11729-10268-31722-75452-49960-51533-40852,45098-21736-20007-19430-58228-68674-29594-29284,45690-6905-10659-11183-93308-26259-19104-15737,easy
233106-1283805-684696-1278037-783400-700594-520614-129384,70302-152099-158934-503555-880697-284971-134482-309989,29776-63460-5297-307171-145876-26857-43956-90100,25096-16189-8029-70266-24861-52992-34333-74331,8111-13817-6460-112146-65057-25735-26122-71563,11729-10268-31722-75452-49960-51533-40852-24188,21736-20007-19430-58228-68674-29594-29284-17041,6905-10659-11183-93308-26259-19104-15737-58251,easy
1283805-684696-1278037-783400-700594-520614-129384-1479234,152099-158934-503555-880697-284971-134482-309989-685210,63460-5297-307171-145876-26857-43956-90100-27154,16189-8029-70266-24861-52992-34333-74331-45188,13817-6460-112146-65057-25735-26122-71563-10146,10268-31722-75452-49960-51533-40852-24188-29221,20007-19430-58228-68674-29594-29284-17041-55034,10659-11183-93308-26259-19104-15737-58251-30467,easy
684696-1278037-783400-700594-520614-129384-1479234-1378924,158934-503555-880697-284971-134482-309989-685210-203656,5297-307171-145876-26857-43956-90100-27154-42627,8029-70266-24861-52992-34333-74331-45188-35877,6460-112146-65057-25735-26122-71563-10146-32133,31722-75452-49960-51533-40852-24188-29221-28210,19430-58228-68674-29594-29284-17041-55034-14634,11183-93308-26259-19104-15737-58251-30467-16188,easy
1278037-783400-700594-520614-129384-1479234-1378924-424137,503555-880697-284971-134482-309989-685210-203656-19384,307171-145876-26857-43956-90100-27154-42627-29022,70266-24861-52992-34333-74331-45188-35877-46504,112146-65057-25735-26122-71563-10146-32133-15536,75452-49960-51533-40852-24188-29221-28210-11380,58228-68674-29594-29284-17041-55034-14634-31532,93308-26259-19104-15737-58251-30467-16188-9354,easy
783400-700594-520614-129384-1479234-1378924-424137-2636701,880697-284971-134482-309989-685210-203656-19384-423994,145876-26857-43956-90100-27154-42627-29022-191325,24861-52992-34333-74331-45188-35877-46504-90199,65057-25735-26122-71563-10146-32133-15536-254957,49960-51533-40852-24188-29221-28210-11380-51340,68674-29594-29284-17041-55034-14634-31532-139246,26259-19104-15737-58251-30467-16188-9354-25777,easy
700594-520614-129384-1479234-1378924-424137-2636701-1570861,284971-134482-309989-685210-203656-19384-423994-167191,26857-43956-90100-27154-42627-29022-191325-16132,52992-34333-74331-45188-35877-46504-90199-75937,25735-26122-71563-10146-32133-15536-254957-19198,51533-40852-24188-29221-28210-11380-51340-27286,29594-29284-17041-55034-14634-31532-139246-24710,19104-15737-58251-30467-16188-9354-25777-43039,easy
520614-129384-1479234-1378924-424137-2636701-1570861-50419,134482-309989-685210-203656-19384-423994-167191-29606,43956-90100-27154-42627-29022-191325-16132-10979,34333-74331-45188-35877-46504-90199-75937-5246,26122-71563-10146-32133-15536-254957-19198-5469,40852-24188-29221-28210-11380-51340-27286-3248,29284-17041-55034-14634-31532-139246-24710-3141,15737-58251-30467-16188-9354-25777-43039-6190,easy
129384-1479234-1378924-424137-2636701-1570861-50419-300847,309989-685210-203656-19384-423994-167191-29606-345242,90100-27154-42627-29022-191325-16132-10979-23033,74331-45188-35877-46504-90199-75937-5246-29950,71563-10146-32133-15536-254957-19198-5469-9311,24188-29221-28210-11380-51340-27286-3248-24831,17041-55034-14634-31532-139246-24710-3141-27424,58251-30467-16188-9354-25777-43039-6190-13592,easy
1479234-1378924-424137-2636701-1570861-50419-300847-1095570,685210-203656-19384-423994-167191-29606-345242-333192,27154-42627-29022-191325-16132-10979-23033-58580,45188-35877-46504-90199-75937-5246-29950-16373,10146-32133-15536-254957-19198-5469-9311-55994,29221-28210-11380-51340-27286-3248-24831-32682,55034-14634-31532-139246-24710-3141-27424-48107,30467-16188-9354-25777-43039-6190-13592-18757,easy
1378924-424137-2636701-1570861-50419-300847-1095570-194081,203656-19384-423994-167191-29606-345242-333192-108104,42627-29022-191325-16132-10979-23033-58580-13310,35877-46504-90199-75937-5246-29950-16373-14970,32133-15536-254957-19198-5469-9311-55994-13180,28210-11380-51340-27286-3248-24831-32682-6807,14634-31532-139246-24710-3141-27424-48107-3315,16188-9354-25777-43039-6190-13592-18757-3990,easy
424137-2636701-1570861-50419-300847-1095570-194081-167635,19384-423994-167191-29606-345242-333192-108104-32670,29022-191325-16132-10979-23033-58580-13310-3673,46504-90199-75937-5246-29950-16373-14970-1036,15536-254957-19198-5469-9311-55994-13180-2126,11380-51340-27286-3248-24831-32682-6807-504,31532-139246-24710-3141-27424-48107-3315-348,9354-25777-43039-6190-13592-18757-3990-336,easy
257855-68440-629576-1138158-213912-1004258-150652-704314,110851-22819-598039-288293-27813-290125-14942-193005,31960-734-115508-128576-4721-3592-7164-31911,17757-8488-4546-43125-2376-28896-6835-29923,10396-3563-40700-29633-1907-57519-5159-56795,11157-2279-53433-50500-4273-40901-1706-23394,4777-2004-52298-101127-2148-18600-424-21038,4675-1432-10909-34679-2039-13055-957-12096,easy
669610-2101542-2465263-1246074-2175740-1223149-1682414-844441,190177-62364-153459-67919-552991-61993-201628-162361,3378-6110-53105-26100-68793-21373-58205-18553,70675-18496-20944-16890-25480-26136-59001-42572,64470-11990-32445-9070-37628-10445-36534-37423,50161-22877-7634-5547-24349-5226-31371-24719,24821-4031-3060-1589-9623-3349-48594-40357,8225-3081-1838-1312-5612-3668-25806-14325,easy
2101542-2465263-1246074-2175740-1223149-1682414-844441-325905,62364-153459-67919-552991-61993-201628-162361-75279,6110-53105-26100-68793-21373-58205-18553-18517,18496-20944-16890-25480-26136-59001-42572-4028,11990-32445-9070-37628-10445-36534-37423-5677,22877-7634-5547-24349-5226-31371-24719-5280,4031-3060-1589-9623-3349-48594-40357-5808,3081-1838-1312-5612-3668-25806-14325-5854,easy
2465263-1246074-2175740-1223149-1682414-844441-325905-151361,153459-67919-552991-61993-201628-162361-75279-69534,53105-26100-68793-21373-58205-18553-18517-16646,20944-16890-25480-26136-59001-42572-4028-2085,32445-9070-37628-10445-36534-37423-5677-6253,7634-5547-24349-5226-31371-24719-5280-3548,3060-1589-9623-3349-48594-40357-5808-7162,1838-1312-5612-3668-25806-14325-5854-3055,easy
1246074-2175740-1223149-1682414-844441-325905-151361-227343,67919-552991-61993-201628-162361-75279-69534-144256,26100-68793-21373-58205-18553-18517-16646-10260,16890-25480-26136-59001-42572-4028-2085-8222,9070-37628-10445-36534-37423-5677-6253-46731,5547-24349-5226-31371-24719-5280-3548-45238,1589-9623-3349-48594-40357-5808-7162-31719,1312-5612-3668-25806-14325-5854-3055-12972,easy
2175740-1223149-1682414-844441-325905-151361-227343-100354,552991-61993-201628-162361-75279-69534-144256-67766,68793-21373-58205-18553-18517-16646-10260-2417,25480-26136-59001-42572-4028-2085-8222-3558,37628-10445-36534-37423-5677-6253-46731-3369,24349-5226-31371-24719-5280-3548-45238-4109,9623-3349-48594-40357-5808-7162-31719-761,5612-3668-25806-14325-5854-3055-12972-1103,easy
1223149-1682414-844441-325905-151361-227343-100354-1431674,61993-201628-162361-75279-69534-144256-67766-61853,21373-58205-18553-18517-16646-10260-2417-5722,26136-59001-42572-4028-2085-8222-3558-2213,10445-36534-37423-5677-6253-46731-3369-11006,5226-31371-24719-5280-3548-45238-4109-5497,3349-48594-40357-5808-7162-31719-761-5247,3668-25806-14325-5854-3055-12972-1103-3087,easy
1682414-844441-325905-151361-227343-100354-1431674-833683,201628-162361-75279-69534-144256-67766-61853-132862,58205-18553-18517-16646-10260-2417-5722-59695,59001-42572-4028-2085-8222-3558-2213-92746,36534-37423-5677-6253-46731-3369-11006-22969,31371-24719-5280-3548-45238-4109-5497-31815,48594-40357-5808-7162-31719-761-5247-9536,25806-14325-5854-3055-12972-1103-3087-9783,easy
844441-325905-151361-227343-100354-1431674-833683-292245,162361-75279-69534-144256-67766-61853-132862-56563,18553-18517-16646-10260-2417-5722-59695-61664,42572-4028-2085-8222-3558-2213-92746-27030,37423-5677-6253-46731-3369-11006-22969-24601,24719-5280-3548-45238-4109-5497-31815-22429,40357-5808-7162-31719-761-5247-9536-21397,14325-5854-3055-12972-1103-3087-9783-11324,easy
325905-151361-227343-100354-1431674-833683-292245-1264022,75279-69534-144256-67766-61853-132862-56563-388990,18517-16646-10260-2417-5722-59695-61664-27123,4028-2085-8222-3558-2213-92746-27030-40514,5677-6253-46731-3369-11006-22969-24601-26012,5280-3548-45238-4109-5497-31815-22429-14420,5808-7162-31719-761-5247-9536-21397-21485,5854-3055-12972-1103-3087-9783-11324-3152,easy
151361-227343-100354-1431674-833683-292245-1264022-421711,69534-144256-67766-61853-132862-56563-388990-214158,16646-10260-2417-5722-59695-61664-27123-15464,2085-8222-3558-2213-92746-27030-40514-9486,6253-46731-3369-11006-22969-24601-26012-17389,3548-45238-4109-5497-31815-22429-14420-4559,7162-31719-761-5247-9536-21397-21485-2487,3055-12972-1103-3087-9783-11324-3152-3141,easy
227343-100354-1431674-833683-292245-1264022-421711-567747,144256-67766-61853-132862-56563-388990-214158-171245,10260-2417-5722-59695-61664-27123-15464-121598,8222-3558-2213-92746-27030-40514-9486-93947,46731-3369-11006-22969-24601-26012-17389-45691,45238-4109-5497-31815-22429-14420-4559-27675,31719-761-5247-9536-21397-21485-2487-9362,12972-1103-3087-9783-11324-3152-3141-6570,easy
100354-1431674-833683-292245-1264022-421711-567747-1508315,67766-61853-132862-56563-388990-214158-171245-109050,2417-5722-59695-61664-27123-15464-121598-47685,3558-2213-92746-27030-40514-9486-93947-17360,3369-11006-22969-24601-26012-17389-45691-17403,4109-5497-31815-22429-14420-4559-27675-4552,761-5247-9536-21397-21485-2487-9362-3373,1103-3087-9783-11324-3152-3141-6570-3375,easy
1431674-833683-292245-1264022-421711-567747-1508315-697613,61853-132862-56563-388990-214158-171245-109050-112271,5722-59695-61664-27123-15464-121598-47685-41397,2213-92746-27030-40514-9486-93947-17360-42929,11006-22969-24601-26012-17389-45691-17403-17865,5497-31815-22429-14420-4559-27675-4552-18435,5247-9536-21397-21485-2487-9362-3373-8891,3087-9783-11324-3152-3141-6570-3375-6030,easy
833683-292245-1264022-421711-567747-1508315-697613-858851,132862-56563-388990-214158-171245-109050-112271-295033,59695-61664-27123-15464-121598-47685-41397-75050,92746-27030-40514-9486-93947-17360-42929-50746,22969-24601-26012-17389-45691-17403-17865-21758,31815-22429-14420-4559-27675-4552-18435-10809,9536-21397-21485-2487-9362-3373-8891-6086,9783-11324-3152-3141-6570-3375-6030-6927,hard
113141-3180064-850753-222924-403238-33706-125870-72116,63582-365269-192929-43049-108514-35244-20191-22160,18373-17802-8348-5929-31409-6925-13542-32835,3703-20878-43906-21573-3361-10389-9705-32734,4766-11156-20598-23820-6785-19179-5934-9242,4434-54797-22889-7051-6890-11775-6591-27895,6089-5684-26548-3773-5036-12116-2181-6011,4677-18697-24080-4676-5469-10996-2180-4985,easy
3180064-850753-222924-403238-33706-125870-72116-23320,365269-192929-43049-108514-35244-20191-22160-8510,17802-8348-5929-31409-6925-13542-32835-10149,20878-43906-21573-3361-10389-9705-32734-18421,11156-20598-23820-6785-19179-5934-9242-40377,54797-22889-7051-6890-11775-6591-27895-23669,5684-26548-3773-5036-12116-2181-6011-12345,18697-24080-4676-5469-10996-2180-4985-13410,easy
850753-222924-403238-33706-125870-72116-23320-623326,192929-43049-108514-35244-20191-22160-8510-306482,8348-5929-31409-6925-13542-32835-10149-12088,43906-21573-3361-10389-9705-32734-18421-11812,20598-23820-6785-19179-5934-9242-40377-23344,22889-7051-6890-11775-6591-27895-23669-24479,26548-3773-5036-12116-2181-6011-12345-19418,24080-4676-5469-10996-2180-4985-13410-21861,easy
222924-403238-33706-125870-72116-23320-623326-12535,43049-108514-35244-20191-22160-8510-306482-47255,5929-31409-6925-13542-32835-10149-12088-24403,21573-3361-10389-9705-32734-18421-11812-4074,23820-6785-19179-5934-9242-40377-23344-12468,7051-6890-11775-6591-27895-23669-24479-9943,3773-5036-12116-2181-6011-12345-19418-9010,4676-5469-10996-2180-4985-13410-21861-6707,easy
403238-33706-125870-72116-23320-623326-12535-1953424,108514-35244-20191-22160-8510-306482-47255-71777,31409-6925-13542-32835-10149-12088-24403-32110,3361-10389-9705-32734-18421-11812-4074-16065,6785-19179-5934-9242-40377-23344-12468-2593,6890-11775-6591-27895-23669-24479-9943-7635,5036-12116-2181-6011-12345-19418-9010-4534,5469-10996-2180-4985-13410-21861-6707-4834,easy
33706-125870-72116-23320-623326-12535-1953424-830374,35244-20191-22160-8510-306482-47255-71777-318215,6925-13542-32835-10149-12088-24403-32110-34923,10389-9705-32734-18421-11812-4074-16065-57537,19179-5934-9242-40377-23344-12468-2593-54294,11775-6591-27895-23669-24479-9943-7635-69951,12116-2181-6011-12345-19418-9010-4534-50983,10996-2180-4985-13410-21861-6707-4834-80004,easy
125870-72116-23320-623326-12535-1953424-830374-199119,20191-22160-8510-306482-47255-71777-318215-41322,13542-32835-10149-12088-24403-32110-34923-10405,9705-32734-18421-11812-4074-16065-57537-5634,5934-9242-40377-23344-12468-2593-54294-14832,6591-27895-23669-24479-9943-7635-69951-9537,2181-6011-12345-19418-9010-4534-50983-4571,2180-4985-13410-21861-6707-4834-80004-5955,easy
72116-23320-623326-12535-1953424-830374-199119-696392,22160-8510-306482-47255-71777-318215-41322-47846,32835-10149-12088-24403-32110-34923-10405-4100,32734-18421-11812-4074-16065-57537-5634-11407,9242-40377-23344-12468-2593-54294-14832-11814,27895-23669-24479-9943-7635-69951-9537-6242,6011-12345-19418-9010-4534-50983-4571-8897,4985-13410-21861-6707-4834-80004-5955-4276,easy
