delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
1731635-1273370-110089-2154729-321836-1060130-1543367-548426,167993-211381-196410-241221-392451-11182-45535-241503,9345-31624-46807-53797-5190-22079-26734-177781,14549-72491-17452-2674-31017-10891-17522-51907,42854-175956-23266-53131-7133-7543-14138-92422,37641-70035-27803-33026-15630-4621-11327-34002,11437-24611-18323-20672-8893-3242-10571-21328,2588-17077-6693-15050-11463-3121-5349-17199,easy
1273370-110089-2154729-321836-1060130-1543367-548426-1086108,211381-196410-241221-392451-11182-45535-241503-108629,31624-46807-53797-5190-22079-26734-177781-7053,72491-17452-2674-31017-10891-17522-51907-16832,175956-23266-53131-7133-7543-14138-92422-5504,70035-27803-33026-15630-4621-11327-34002-12630,24611-18323-20672-8893-3242-10571-21328-2661,17077-6693-15050-11463-3121-5349-17199-2080,easy
110089-2154729-321836-1060130-1543367-548426-1086108-180487,196410-241221-392451-11182-45535-241503-108629-78237,46807-53797-5190-22079-26734-177781-7053-30890,17452-2674-31017-10891-17522-51907-16832-8226,23266-53131-7133-7543-14138-92422-5504-10513,27803-33026-15630-4621-11327-34002-12630-25067,18323-20672-8893-3242-10571-21328-2661-6111,6693-15050-11463-3121-5349-17199-2080-4197,easy
2154729-321836-1060130-1543367-548426-1086108-180487-511849,241221-392451-11182-45535-241503-108629-78237-98719,53797-5190-22079-26734-177781-7053-30890-32784,2674-31017-10891-17522-51907-16832-8226-35094,53131-7133-7543-14138-92422-5504-10513-9521,33026-15630-4621-11327-34002-12630-25067-16848,20672-8893-3242-10571-21328-2661-6111-11660,15050-11463-3121-5349-17199-2080-4197-8527,easy
321836-1060130-1543367-548426-1086108-180487-511849-301810,392451-11182-45535-241503-108629-78237-98719-51402,5190-22079-26734-177781-7053-30890-32784-60494,31017-10891-17522-51907-16832-8226-35094-15970,7133-7543-14138-92422-5504-10513-9521-14972,15630-4621-11327-34002-12630-25067-16848-6564,8893-3242-10571-21328-2661-6111-11660-7473,11463-3121-5349-17199-2080-4197-8527-9068,easy
1060130-1543367-548426-1086108-180487-511849-301810-368090,11182-45535-241503-108629-78237-98719-51402-721698,22079-26734-177781-7053-30890-32784-60494-41183,10891-17522-51907-16832-8226-35094-15970-36890,7543-14138-92422-5504-10513-9521-14972-15682,4621-11327-34002-12630-25067-16848-6564-52082,3242-10571-21328-2661-6111-11660-7473-48156,3121-5349-17199-2080-4197-8527-9068-11401,easy
1543367-548426-1086108-180487-511849-301810-368090-980647,45535-241503-108629-78237-98719-51402-721698-20464,26734-177781-7053-30890-32784-60494-41183-3758,17522-51907-16832-8226-35094-15970-36890-19986,14138-92422-5504-10513-9521-14972-15682-9927,11327-34002-12630-25067-16848-6564-52082-9440,10571-21328-2661-6111-11660-7473-48156-10318,5349-17199-2080-4197-8527-9068-11401-8011,easy
453878-171123-61129-285023-645996-822902-441947-515344,47645-13628-66183-6807-129129-86306-50517-54827,16196-643-9314-3021-22928-23203-10622-35165,6843-1102-4271-2448-55635-18637-80421-29059,7466-446-2933-5045-76484-9660-34476-11491,3076-682-2898-4055-67814-11016-18923-22792,1407-453-5540-1307-45973-4852-20259-20236,1018-843-6603-688-19193-5177-17202-13695,hard
171123-61129-285023-645996-822902-441947-515344-431067,13628-66183-6807-129129-86306-50517-54827-96073,643-9314-3021-22928-23203-10622-35165-7429,1102-4271-2448-55635-18637-80421-29059-14349,446-2933-5045-76484-9660-34476-11491-15360,682-2898-4055-67814-11016-18923-22792-28865,453-5540-1307-45973-4852-20259-20236-13179,843-6603-688-19193-5177-17202-13695-19043,easy
61129-285023-645996-822902-441947-515344-431067-148992,66183-6807-129129-86306-50517-54827-96073-21265,9314-3021-22928-23203-10622-35165-7429-3259,4271-2448-55635-18637-80421-29059-14349-7671,2933-5045-76484-9660-34476-11491-15360-9811,2898-4055-67814-11016-18923-22792-28865-2841,5540-1307-45973-4852-20259-20236-13179-4512,6603-688-19193-5177-17202-13695-19043-2617,easy
285023-645996-822902-441947-515344-431067-148992-11991,6807-129129-86306-50517-54827-96073-21265-6104,3021-22928-23203-10622-35165-7429-3259-15142,2448-55635-18637-80421-29059-14349-7671-61751,5045-76484-9660-34476-11491-15360-9811-11364,4055-67814-11016-18923-22792-28865-2841-12384,1307-45973-4852-20259-20236-13179-4512-18106,688-19193-5177-17202-13695-19043-2617-9831,easy
645996-822902-441947-515344-431067-148992-11991-595296,129129-86306-50517-54827-96073-21265-6104-39626,22928-23203-10622-35165-7429-3259-15142-20169,55635-18637-80421-29059-14349-7671-61751-1891,76484-9660-34476-11491-15360-9811-11364-1660,67814-11016-18923-22792-28865-2841-12384-4459,45973-4852-20259-20236-13179-4512-18106-1761,19193-5177-17202-13695-19043-2617-9831-2459,easy
822902-441947-515344-431067-148992-11991-595296-87961,86306-50517-54827-96073-21265-6104-39626-61504,23203-10622-35165-7429-3259-15142-20169-9866,18637-80421-29059-14349-7671-61751-1891-14032,9660-34476-11491-15360-9811-11364-1660-9310,11016-18923-22792-28865-2841-12384-4459-11699,4852-20259-20236-13179-4512-18106-1761-16755,5177-17202-13695-19043-2617-9831-2459-15563,easy
441947-515344-431067-148992-11991-595296-87961-671176,50517-54827-96073-21265-6104-39626-61504-30383,10622-35165-7429-3259-15142-20169-9866-11842,80421-29059-14349-7671-61751-1891-14032-8447,34476-11491-15360-9811-11364-1660-9310-3309,18923-22792-28865-2841-12384-4459-11699-6064,20259-20236-13179-4512-18106-1761-16755-3104,17202-13695-19043-2617-9831-2459-15563-3023,easy
515344-431067-148992-11991-595296-87961-671176-843377,54827-96073-21265-6104-39626-61504-30383-120871,35165-7429-3259-15142-20169-9866-11842-14825,29059-14349-7671-61751-1891-14032-8447-5034,11491-15360-9811-11364-1660-9310-3309-9610,22792-28865-2841-12384-4459-11699-6064-11263,20236-13179-4512-18106-1761-16755-3104-5161,13695-19043-2617-9831-2459-15563-3023-7760,easy
431067-148992-11991-595296-87961-671176-843377-759325,96073-21265-6104-39626-61504-30383-120871-121049,7429-3259-15142-20169-9866-11842-14825-12641,14349-7671-61751-1891-14032-8447-5034-14020,15360-9811-11364-1660-9310-3309-9610-16240,28865-2841-12384-4459-11699-6064-11263-26349,13179-4512-18106-1761-16755-3104-5161-21789,19043-2617-9831-2459-15563-3023-7760-20921,easy
148992-11991-595296-87961-671176-843377-759325-514542,21265-6104-39626-61504-30383-120871-121049-26269,3259-15142-20169-9866-11842-14825-12641-9014,7671-61751-1891-14032-8447-5034-14020-8190,9811-11364-1660-9310-3309-9610-16240-5429,2841-12384-4459-11699-6064-11263-26349-12538,4512-18106-1761-16755-3104-5161-21789-5668,2617-9831-2459-15563-3023-7760-20921-3689,easy
11991-595296-87961-671176-843377-759325-514542-1124612,6104-39626-61504-30383-120871-121049-26269-99121,15142-20169-9866-11842-14825-12641-9014-14518,61751-1891-14032-8447-5034-14020-8190-49327,11364-1660-9310-3309-9610-16240-5429-30527,12384-4459-11699-6064-11263-26349-12538-56159,18106-1761-16755-3104-5161-21789-5668-22557,9831-2459-15563-3023-7760-20921-3689-22059,easy
595296-87961-671176-843377-759325-514542-1124612-98752,39626-61504-30383-120871-121049-26269-99121-80807,20169-9866-11842-14825-12641-9014-14518-14394,1891-14032-8447-5034-14020-8190-49327-20623,1660-9310-3309-9610-16240-5429-30527-9401,4459-11699-6064-11263-26349-12538-56159-70813,1761-16755-3104-5161-21789-5668-22557-13190,2459-15563-3023-7760-20921-3689-22059-23242,easy
87961-671176-843377-759325-514542-1124612-98752-1413797,61504-30383-120871-121049-26269-99121-80807-143221,9866-11842-14825-12641-9014-14518-14394-30580,14032-8447-5034-14020-8190-49327-20623-7913,9310-3309-9610-16240-5429-30527-9401-25373,11699-6064-11263-26349-12538-56159-70813-25538,16755-3104-5161-21789-5668-22557-13190-25098,15563-3023-7760-20921-3689-22059-23242-26157,easy
671176-843377-759325-514542-1124612-98752-1413797-476353,30383-120871-121049-26269-99121-80807-143221-27119,11842-14825-12641-9014-14518-14394-30580-5208,8447-5034-14020-8190-49327-20623-7913-19715,3309-9610-16240-5429-30527-9401-25373-20024,6064-11263-26349-12538-56159-70813-25538-30643,3104-5161-21789-5668-22557-13190-25098-14429,3023-7760-20921-3689-22059-23242-26157-20291,easy
843377-759325-514542-1124612-98752-1413797-476353-101196,120871-121049-26269-99121-80807-143221-27119-37498,14825-12641-9014-14518-14394-30580-5208-19094,5034-14020-8190-49327-20623-7913-19715-10324,9610-16240-5429-30527-9401-25373-20024-11151,11263-26349-12538-56159-70813-25538-30643-7651,5161-21789-5668-22557-13190-25098-14429-5148,7760-20921-3689-22059-23242-26157-20291-5553,easy
759325-514542-1124612-98752-1413797-476353-101196-240981,121049-26269-99121-80807-143221-27119-37498-141205,12641-9014-14518-14394-30580-5208-19094-21715,14020-8190-49327-20623-7913-19715-10324-6547,16240-5429-30527-9401-25373-20024-11151-18357,26349-12538-56159-70813-25538-30643-7651-23368,21789-5668-22557-13190-25098-14429-5148-7610,20921-3689-22059-23242-26157-20291-5553-16753,easy
514542-1124612-98752-1413797-476353-101196-240981-875640,26269-99121-80807-143221-27119-37498-141205-44653,9014-14518-14394-30580-5208-19094-21715-6913,8190-49327-20623-7913-19715-10324-6547-9922,5429-30527-9401-25373-20024-11151-18357-1773,12538-56159-70813-25538-30643-7651-23368-6614,5668-22557-13190-25098-14429-5148-7610-7354,3689-22059-23242-26157-20291-5553-16753-4774,easy
1124612-98752-1413797-476353-101196-240981-875640-64626,99121-80807-143221-27119-37498-141205-44653-9329,14518-14394-30580-5208-19094-21715-6913-3746,49327-20623-7913-19715-10324-6547-9922-3637,30527-9401-25373-20024-11151-18357-1773-1489,56159-70813-25538-30643-7651-23368-6614-9280,22557-13190-25098-14429-5148-7610-7354-4102,22059-23242-26157-20291-5553-16753-4774-7813,easy
98752-1413797-476353-101196-240981-875640-64626-1526137,80807-143221-27119-37498-141205-44653-9329-56365,14394-30580-5208-19094-21715-6913-3746-4781,20623-7913-19715-10324-6547-9922-3637-20332,9401-25373-20024-11151-18357-1773-1489-26116,70813-25538-30643-7651-23368-6614-9280-35970,13190-25098-14429-5148-7610-7354-4102-18471,23242-26157-20291-5553-16753-4774-7813-24247,easy
1413797-476353-101196-240981-875640-64626-1526137-699395,143221-27119-37498-141205-44653-9329-56365-252851,30580-5208-19094-21715-6913-3746-4781-3525,7913-19715-10324-6547-9922-3637-20332-14140,25373-20024-11151-18357-1773-1489-26116-9299,25538-30643-7651-23368-6614-9280-35970-5805,25098-14429-5148-7610-7354-4102-18471-8611,26157-20291-5553-16753-4774-7813-24247-10868,easy
476353-101196-240981-875640-64626-1526137-699395-2283151,27119-37498-141205-44653-9329-56365-252851-332321,5208-19094-21715-6913-3746-4781-3525-75109,19715-10324-6547-9922-3637-20332-14140-32589,20024-11151-18357-1773-1489-26116-9299-37946,30643-7651-23368-6614-9280-35970-5805-56116,14429-5148-7610-7354-4102-18471-8611-25087,20291-5553-16753-4774-7813-24247-10868-21238,easy
101196-240981-875640-64626-1526137-699395-2283151-252309,37498-141205-44653-9329-56365-252851-332321-92704,19094-21715-6913-3746-4781-3525-75109-6961,10324-6547-9922-3637-20332-14140-32589-7821,11151-18357-1773-1489-26116-9299-37946-4415,7651-23368-6614-9280-35970-5805-56116-10077,5148-7610-7354-4102-18471-8611-25087-5792,5553-16753-4774-7813-24247-10868-21238-4413,easy
240981-875640-64626-1526137-699395-2283151-252309-409802,141205-44653-9329-56365-252851-332321-92704-111747,21715-6913-3746-4781-3525-75109-6961-11148,6547-9922-3637-20332-14140-32589-7821-6969,18357-1773-1489-26116-9299-37946-4415-6909,23368-6614-9280-35970-5805-56116-10077-10079,7610-7354-4102-18471-8611-25087-5792-7002,16753-4774-7813-24247-10868-21238-4413-7463,easy
875640-64626-1526137-699395-2283151-252309-409802-435010,44653-9329-56365-252851-332321-92704-111747-25510,6913-3746-4781-3525-75109-6961-11148-13238,9922-3637-20332-14140-32589-7821-6969-11943,1773-1489-26116-9299-37946-4415-6909-14309,6614-9280-35970-5805-56116-10077-10079-22334,7354-4102-18471-8611-25087-5792-7002-25655,4774-7813-24247-10868-21238-4413-7463-18080,easy
64626-1526137-699395-2283151-252309-409802-435010-29322,9329-56365-252851-332321-92704-111747-25510-17170,3746-4781-3525-75109-6961-11148-13238-17063,3637-20332-14140-32589-7821-6969-11943-7553,1489-26116-9299-37946-4415-6909-14309-14650,9280-35970-5805-56116-10077-10079-22334-6629,4102-18471-8611-25087-5792-7002-25655-7004,7813-24247-10868-21238-4413-7463-18080-2092,easy
1526137-699395-2283151-252309-409802-435010-29322-464923,56365-252851-332321-92704-111747-25510-17170-67463,4781-3525-75109-6961-11148-13238-17063-3627,20332-14140-32589-7821-6969-11943-7553-10444,26116-9299-37946-4415-6909-14309-14650-6433,35970-5805-56116-10077-10079-22334-6629-3519,18471-8611-25087-5792-7002-25655-7004-4739,24247-10868-21238-4413-7463-18080-2092-3821,hard
699395-2283151-252309-409802-435010-29322-464923-464923,252851-332321-92704-111747-25510-17170-67463-67463,3525-75109-6961-11148-13238-17063-3627-3627,14140-32589-7821-6969-11943-7553-10444-10444,9299-37946-4415-6909-14309-14650-6433-6433,5805-56116-10077-10079-22334-6629-3519-3519,8611-25087-5792-7002-25655-7004-4739-4739,10868-21238-4413-7463-18080-2092-3821-3821,hard
2283151-252309-409802-435010-29322-464923-464923-7332,332321-92704-111747-25510-17170-67463-67463-11389,75109-6961-11148-13238-17063-3627-3627-12659,32589-7821-6969-11943-7553-10444-10444-24877,37946-4415-6909-14309-14650-6433-6433-4315,56116-10077-10079-22334-6629-3519-3519-13228,25087-5792-7002-25655-7004-4739-4739-9857,21238-4413-7463-18080-2092-3821-3821-9685,hard
252309-409802-435010-29322-464923-464923-7332-3971,92704-111747-25510-17170-67463-67463-11389-8685,6961-11148-13238-17063-3627-3627-12659-10852,7821-6969-11943-7553-10444-10444-24877-7953,4415-6909-14309-14650-6433-6433-4315-6592,10077-10079-22334-6629-3519-3519-13228-9221,5792-7002-25655-7004-4739-4739-9857-5039,4413-7463-18080-2092-3821-3821-9685-3957,hard
409802-435010-29322-464923-464923-7332-3971-471685,111747-25510-17170-67463-67463-11389-8685-146453,11148-13238-17063-3627-3627-12659-10852-9326,6969-11943-7553-10444-10444-24877-7953-15637,6909-14309-14650-6433-6433-4315-6592-22887,10079-22334-6629-3519-3519-13228-9221-11973,7002-25655-7004-4739-4739-9857-5039-8547,7463-18080-2092-3821-3821-9685-3957-7915,hard
435010-29322-464923-464923-7332-3971-471685-1980348,25510-17170-67463-67463-11389-8685-146453-46321,13238-17063-3627-3627-12659-10852-9326-75106,11943-7553-10444-10444-24877-7953-15637-23600,14309-14650-6433-6433-4315-6592-22887-16520,22334-6629-3519-3519-13228-9221-11973-11883,25655-7004-4739-4739-9857-5039-8547-10830,18080-2092-3821-3821-9685-3957-7915-18237,easy
29322-464923-464923-7332-3971-471685-1980348-930189,17170-67463-67463-11389-8685-146453-46321-98247,17063-3627-3627-12659-10852-9326-75106-38064,7553-10444-10444-24877-7953-15637-23600-16330,14650-6433-6433-4315-6592-22887-16520-20801,6629-3519-3519-13228-9221-11973-11883-23028,7004-4739-4739-9857-5039-8547-10830-23397,2092-3821-3821-9685-3957-7915-18237-13532,easy
464923-464923-7332-3971-471685-1980348-930189-111156,67463-67463-11389-8685-146453-46321-98247-31830,3627-3627-12659-10852-9326-75106-38064-9160,10444-10444-24877-7953-15637-23600-16330-13289,6433-6433-4315-6592-22887-16520-20801-1539,3519-3519-13228-9221-11973-11883-23028-4490,4739-4739-9857-5039-8547-10830-23397-2746,3821-3821-9685-3957-7915-18237-13532-5251,easy
464923-7332-3971-471685-1980348-930189-111156-2365399,67463-11389-8685-146453-46321-98247-31830-249253,3627-12659-10852-9326-75106-38064-9160-90603,10444-24877-7953-15637-23600-16330-13289-16117,6433-4315-6592-22887-16520-20801-1539-22444,3519-13228-9221-11973-11883-23028-4490-25973,4739-9857-5039-8547-10830-23397-2746-25401,3821-9685-3957-7915-18237-13532-5251-22253,easy
7332-3971-471685-1980348-930189-111156-2365399-54595,11389-8685-146453-46321-98247-31830-249253-2221,12659-10852-9326-75106-38064-9160-90603-2818,24877-7953-15637-23600-16330-13289-16117-2396,4315-6592-22887-16520-20801-1539-22444-369,13228-9221-11973-11883-23028-4490-25973-2495,9857-5039-8547-10830-23397-2746-25401-1958,9685-3957-7915-18237-13532-5251-22253-2359,easy
3971-471685-1980348-930189-111156-2365399-54595-2019500,8685-146453-46321-98247-31830-249253-2221-51906,10852-9326-75106-38064-9160-90603-2818-36699,7953-15637-23600-16330-13289-16117-2396-9349,6592-22887-16520-20801-1539-22444-369-5304,9221-11973-11883-23028-4490-25973-2495-8226,5039-8547-10830-23397-2746-25401-1958-6544,3957-7915-18237-13532-5251-22253-2359-8896,easy
471685-1980348-930189-111156-2365399-54595-2019500-305226,146453-46321-98247-31830-249253-2221-51906-17910,9326-75106-38064-9160-90603-2818-36699-4006,15637-23600-16330-13289-16117-2396-9349-2307,22887-16520-20801-1539-22444-369-5304-2312,11973-11883-23028-4490-25973-2495-8226-1113,8547-10830-23397-2746-25401-1958-6544-1483,7915-18237-13532-5251-22253-2359-8896-1052,easy
1980348-930189-111156-2365399-54595-2019500-305226-1061992,46321-98247-31830-249253-2221-51906-17910-140478,75106-38064-9160-90603-2818-36699-4006-17514,23600-16330-13289-16117-2396-9349-2307-9938,16520-20801-1539-22444-369-5304-2312-5212,11883-23028-4490-25973-2495-8226-1113-3013,10830-23397-2746-25401-1958-6544-1483-5646,18237-13532-5251-22253-2359-8896-1052-9412,easy
930189-111156-2365399-54595-2019500-305226-1061992-139621,98247-31830-249253-2221-51906-17910-140478-39272,38064-9160-90603-2818-36699-4006-17514-1111,16330-13289-16117-2396-9349-2307-9938-3249,20801-1539-22444-369-5304-2312-5212-1730,23028-4490-25973-2495-8226-1113-3013-4192,23397-2746-25401-1958-6544-1483-5646-3874,13532-5251-22253-2359-8896-1052-9412-7695,easy
111156-2365399-54595-2019500-305226-1061992-139621-1677298,31830-249253-2221-51906-17910-140478-39272-948016,9160-90603-2818-36699-4006-17514-1111-30446,13289-16117-2396-9349-2307-9938-3249-52018,1539-22444-369-5304-2312-5212-1730-88001,4490-25973-2495-8226-1113-3013-4192-48519,2746-25401-1958-6544-1483-5646-3874-51970,5251-22253-2359-8896-1052-9412-7695-27110,easy
2365399-54595-2019500-305226-1061992-139621-1677298-1503880,249253-2221-51906-17910-140478-39272-948016-68703,90603-2818-36699-4006-17514-1111-30446-41243,16117-2396-9349-2307-9938-3249-52018-9212,22444-369-5304-2312-5212-1730-88001-4734,25973-2495-8226-1113-3013-4192-48519-4574,25401-1958-6544-1483-5646-3874-51970-8956,22253-2359-8896-1052-9412-7695-27110-7139,easy
54595-2019500-305226-1061992-139621-1677298-1503880-61666,2221-51906-17910-140478-39272-948016-68703-29957,2818-36699-4006-17514-1111-30446-41243-7405,2396-9349-2307-9938-3249-52018-9212-2222,369-5304-2312-5212-1730-88001-4734-1673,2495-8226-1113-3013-4192-48519-4574-2541,1958-6544-1483-5646-3874-51970-8956-1534,2359-8896-1052-9412-7695-27110-7139-3086,easy
2019500-305226-1061992-139621-1677298-1503880-61666-1592658,51906-17910-140478-39272-948016-68703-29957-191797,36699-4006-17514-1111-30446-41243-7405-27235,9349-2307-9938-3249-52018-9212-2222-4193,5304-2312-5212-1730-88001-4734-1673-11360,8226-1113-3013-4192-48519-4574-2541-34096,6544-1483-5646-3874-51970-8956-1534-27358,8896-1052-9412-7695-27110-7139-3086-9656,hard
305226-1061992-139621-1677298-1503880-61666-1592658-138057,17910-140478-39272-948016-68703-29957-191797-27462,4006-17514-1111-30446-41243-7405-27235-7171,2307-9938-3249-52018-9212-2222-4193-1413,2312-5212-1730-88001-4734-1673-11360-4459,1113-3013-4192-48519-4574-2541-34096-2574,1483-5646-3874-51970-8956-1534-27358-2078,1052-9412-7695-27110-7139-3086-9656-2498,hard
1061992-139621-1677298-1503880-61666-1592658-138057-114926,140478-39272-948016-68703-29957-191797-27462-16166,17514-1111-30446-41243-7405-27235-7171-9317,9938-3249-52018-9212-2222-4193-1413-4216,5212-1730-88001-4734-1673-11360-4459-2282,3013-4192-48519-4574-2541-34096-2574-2653,5646-3874-51970-8956-1534-27358-2078-3836,9412-7695-27110-7139-3086-9656-2498-1031,easy
139621-1677298-1503880-61666-1592658-138057-114926-186159,39272-948016-68703-29957-191797-27462-16166-21108,1111-30446-41243-7405-27235-7171-9317-17892,3249-52018-9212-2222-4193-1413-4216-3224,1730-88001-4734-1673-11360-4459-2282-7347,4192-48519-4574-2541-34096-2574-2653-4210,3874-51970-8956-1534-27358-2078-3836-15410,7695-27110-7139-3086-9656-2498-1031-7884,easy
1677298-1503880-61666-1592658-138057-114926-186159-712952,948016-68703-29957-191797-27462-16166-21108-53455,30446-41243-7405-27235-7171-9317-17892-8665,52018-9212-2222-4193-1413-4216-3224-10743,88001-4734-1673-11360-4459-2282-7347-13350,48519-4574-2541-34096-2574-2653-4210-12954,51970-8956-1534-27358-2078-3836-15410-6601,27110-7139-3086-9656-2498-1031-7884-6652,easy
1503880-61666-1592658-138057-114926-186159-712952-2073609,68703-29957-191797-27462-16166-21108-53455-162076,41243-7405-27235-7171-9317-17892-8665-53740,9212-2222-4193-1413-4216-3224-10743-17572,4734-1673-11360-4459-2282-7347-13350-9181,4574-2541-34096-2574-2653-4210-12954-19586,8956-1534-27358-2078-3836-15410-6601-21605,7139-3086-9656-2498-1031-7884-6652-22485,easy
61666-1592658-138057-114926-186159-712952-2073609-12220,29957-191797-27462-16166-21108-53455-162076-6504,7405-27235-7171-9317-17892-8665-53740-656,2222-4193-1413-4216-3224-10743-17572-5448,1673-11360-4459-2282-7347-13350-9181-4571,2541-34096-2574-2653-4210-12954-19586-8248,1534-27358-2078-3836-15410-6601-21605-4941,3086-9656-2498-1031-7884-6652-22485-7538,easy
1592658-138057-114926-186159-712952-2073609-12220-33057,191797-27462-16166-21108-53455-162076-6504-32523,27235-7171-9317-17892-8665-53740-656-6127,4193-1413-4216-3224-10743-17572-5448-20755,11360-4459-2282-7347-13350-9181-4571-13009,34096-2574-2653-4210-12954-19586-8248-9673,27358-2078-3836-15410-6601-21605-4941-6477,9656-2498-1031-7884-6652-22485-7538-17256,easy
138057-114926-186159-712952-2073609-12220-33057-572473,27462-16166-21108-53455-162076-6504-32523-107396,7171-9317-17892-8665-53740-656-6127-38567,1413-4216-3224-10743-17572-5448-20755-37277,4459-2282-7347-13350-9181-4571-13009-13777,2574-2653-4210-12954-19586-8248-9673-18322,2078-3836-15410-6601-21605-4941-6477-15871,2498-1031-7884-6652-22485-7538-17256-8886,easy
114926-186159-712952-2073609-12220-33057-572473-655557,16166-21108-53455-162076-6504-32523-107396-230450,9317-17892-8665-53740-656-6127-38567-71215,4216-3224-10743-17572-5448-20755-37277-21980,2282-7347-13350-9181-4571-13009-13777-12613,2653-4210-12954-19586-8248-9673-18322-10441,3836-15410-6601-21605-4941-6477-15871-17661,1031-7884-6652-22485-7538-17256-8886-12735,easy
186159-712952-2073609-12220-33057-572473-655557-170678,21108-53455-162076-6504-32523-107396-230450-59174,17892-8665-53740-656-6127-38567-71215-15809,3224-10743-17572-5448-20755-37277-21980-11659,7347-13350-9181-4571-13009-13777-12613-5009,4210-12954-19586-8248-9673-18322-10441-9780,15410-6601-21605-4941-6477-15871-17661-6988,7884-6652-22485-7538-17256-8886-12735-10503,easy
712952-2073609-12220-33057-572473-655557-170678-1526758,53455-162076-6504-32523-107396-230450-59174-145455,8665-53740-656-6127-38567-71215-15809-90947,10743-17572-5448-20755-37277-21980-11659-62874,13350-9181-4571-13009-13777-12613-5009-55624,12954-19586-8248-9673-18322-10441-9780-14855,6601-21605-4941-6477-15871-17661-6988-37447,6652-22485-7538-17256-8886-12735-10503-81997,easy
2073609-12220-33057-572473-655557-170678-1526758-1807791,162076-6504-32523-107396-230450-59174-145455-193406,53740-656-6127-38567-71215-15809-90947-41608,17572-5448-20755-37277-21980-11659-62874-10794,9181-4571-13009-13777-12613-5009-55624-29456,19586-8248-9673-18322-10441-9780-14855-44275,21605-4941-6477-15871-17661-6988-37447-30054,22485-7538-17256-8886-12735-10503-81997-24603,easy
12220-33057-572473-655557-170678-1526758-1807791-123474,6504-32523-107396-230450-59174-145455-193406-59942,656-6127-38567-71215-15809-90947-41608-281,5448-20755-37277-21980-11659-62874-10794-4188,4571-13009-13777-12613-5009-55624-29456-3820,8248-9673-18322-10441-9780-14855-44275-3277,4941-6477-15871-17661-6988-37447-30054-4188,7538-17256-8886-12735-10503-81997-24603-2237,easy
33057-572473-655557-170678-1526758-1807791-123474-116354,32523-107396-230450-59174-145455-193406-59942-34785,6127-38567-71215-15809-90947-41608-281-17667,20755-37277-21980-11659-62874-10794-4188-15958,13009-13777-12613-5009-55624-29456-3820-10865,9673-18322-10441-9780-14855-44275-3277-18225,6477-15871-17661-6988-37447-30054-4188-15004,17256-8886-12735-10503-81997-24603-2237-24250,easy
572473-655557-170678-1526758-1807791-123474-116354-821960,107396-230450-59174-145455-193406-59942-34785-142921,38567-71215-15809-90947-41608-281-17667-61032,37277-21980-11659-62874-10794-4188-15958-87009,13777-12613-5009-55624-29456-3820-10865-26949,18322-10441-9780-14855-44275-3277-18225-23592,15871-17661-6988-37447-30054-4188-15004-23872,8886-12735-10503-81997-24603-2237-24250-34156,easy
655557-170678-1526758-1807791-123474-116354-821960-354081,230450-59174-145455-193406-59942-34785-142921-20051,71215-15809-90947-41608-281-17667-61032-6651,21980-11659-62874-10794-4188-15958-87009-13926,12613-5009-55624-29456-3820-10865-26949-17275,10441-9780-14855-44275-3277-18225-23592-10773,17661-6988-37447-30054-4188-15004-23872-5756,12735-10503-81997-24603-2237-24250-34156-12671,easy
170678-1526758-1807791-123474-116354-821960-354081-1952837,59174-145455-193406-59942-34785-142921-20051-135443,15809-90947-41608-281-17667-61032-6651-31694,11659-62874-10794-4188-15958-87009-13926-14593,5009-55624-29456-3820-10865-26949-17275-13447,9780-14855-44275-3277-18225-23592-10773-14425,6988-37447-30054-4188-15004-23872-5756-31294,10503-81997-24603-2237-24250-34156-12671-27497,easy
1526758-1807791-123474-116354-821960-354081-1952837-715359,145455-193406-59942-34785-142921-20051-135443-89092,90947-41608-281-17667-61032-6651-31694-15534,62874-10794-4188-15958-87009-13926-14593-10113,55624-29456-3820-10865-26949-17275-13447-3966,14855-44275-3277-18225-23592-10773-14425-12648,37447-30054-4188-15004-23872-5756-31294-7571,81997-24603-2237-24250-34156-12671-27497-4957,easy
1807791-123474-116354-821960-354081-1952837-715359-55982,193406-59942-34785-142921-20051-135443-89092-18876,41608-281-17667-61032-6651-31694-15534-576,10794-4188-15958-87009-13926-14593-10113-1031,29456-3820-10865-26949-17275-13447-3966-1124,44275-3277-18225-23592-10773-14425-12648-2701,30054-4188-15004-23872-5756-31294-7571-2089,24603-2237-24250-34156-12671-27497-4957-1631,easy
123474-116354-821960-354081-1952837-715359-55982-372159,59942-34785-142921-20051-135443-89092-18876-17080,281-17667-61032-6651-31694-15534-576-7766,4188-15958-87009-13926-14593-10113-1031-2006,3820-10865-26949-17275-13447-3966-1124-3270,3277-18225-23592-10773-14425-12648-2701-3726,4188-15004-23872-5756-31294-7571-2089-9615,2237-24250-34156-12671-27497-4957-1631-4895,hard
116354-821960-354081-1952837-715359-55982-372159-2099076,34785-142921-20051-135443-89092-18876-17080-260800,17667-61032-6651-31694-15534-576-7766-75843,15958-87009-13926-14593-10113-1031-2006-54437,10865-26949-17275-13447-3966-1124-3270-50804,18225-23592-10773-14425-12648-2701-3726-45947,15004-23872-5756-31294-7571-2089-9615-22094,24250-34156-12671-27497-4957-1631-4895-13288,easy
