delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
718724,144453,50129,116609,26985,53028,81014,30752,389903,23514,2925,4081,8198,4909,13633,5203,0
570536,151284,17519,38269,21088,65826,21712,30358,263269,58480,8604,11988,11361,15433,12216,9788,0
1120159,700420,32712,13530,35160,80262,73947,38457,865501,34769,10423,4263,5207,5969,1739,1901,1
1020689,120354,23042,8497,10165,19532,18835,18369,205109,13468,3599,2848,1218,4472,3234,2107,0
611581,85561,24503,14701,19326,22044,12051,10914,43090,22410,7404,4755,7863,5228,5626,3002,1
1003707,153630,34224,32549,24816,18895,14619,15723,316306,26522,9546,5705,1771,11539,8182,1998,0
768769,29853,52770,9113,8670,20726,9469,13581,298197,24281,4943,3357,2761,2127,1493,841,1
921777,582886,51524,19970,36791,96112,60427,44959,245790,21560,1491,3366,2841,3667,658,833,1
858571,126730,36865,26664,13517,17397,22917,9820,586423,15643,4463,1109,2995,10829,7131,2459,0
1186306,132386,31756,15229,8226,29738,25938,9904,162716,24945,4236,2300,2666,4747,3716,2628,0
1225580,158840,148297,16396,6726,48723,55419,14444,111573,26711,3933,3369,2348,5596,1992,2259,1
398942,261905,20604,16889,40520,43904,61643,25158,110606,100313,14345,3332,11603,24382,14479,9773,0
1266345,124447,28398,26563,26695,80210,48592,31292,242575,84763,2358,3683,9924,13316,8060,6614,0
1627457,140970,26062,18240,12868,42060,25015,10983,168792,54366,24155,12097,8378,8188,6750,5865,0
402044,198754,6347,18275,13419,56457,31944,29506,124801,44495,3546,3429,1348,12230,8192,5783,0
1870505,169980,18856,24573,40216,85348,39078,27508,294393,11092,7930,932,10273,8406,8603,5670,1
842330,21515,3741,18037,18516,34839,56224,19814,522160,12615,3242,6669,2221,10760,6222,4165,0
1713407,293672,312474,39001,45975,58703,40449,54911,507807,59876,42165,3758,31015,28792,35106,18950,1
1695007,124524,36917,47028,48290,31378,43835,35059,51968,5894,3608,1077,911,6393,1770,2034,0
937294,110665,99107,72632,74578,64168,72674,59394,192920,76311,17788,35364,27754,23821,24357,19328,0
1813156,280454,104681,96573,37314,66659,105868,45244,190810,202394,45315,26962,7621,39881,49143,14954,1
436933,65835,6254,12535,17033,24932,33536,7974,153876,26556,3498,1462,1147,5072,3541,4089,1
1550740,268563,101155,26690,29505,46291,28195,20618,808188,50526,18120,6294,6682,7724,11337,10845,1
525355,150758,21394,14582,27300,24634,36640,18103,5648,12925,1420,810,2640,7582,2949,3690,0
142325,115266,13099,9037,8736,20247,66758,18548,52032,20919,3957,1748,4422,4531,3358,2789,0
1545763,430844,29342,28345,47235,36755,44496,18438,158976,22219,5568,5301,815,3408,2061,5579,1
790460,324862,182228,13797,52134,59194,63313,48557,422416,67838,20646,7881,17587,28655,19187,11360,1
1291287,419848,84807,21228,12582,47497,25052,20749,25695,14687,3670,9390,4603,7037,8769,5510,0
155954,46742,34376,30833,45775,20182,25235,8720,56424,12330,3872,2202,2429,1146,817,1087,0
1766916,233202,61933,18754,33495,46534,22552,28224,5159,11381,2958,7139,1313,6732,4310,7605,0
1161737,219844,33596,15687,42020,25977,26276,61549,72496,11462,1960,4810,3430,4598,3488,4091,0
923725,55517,31668,7232,19699,17145,19722,28091,81396,14386,5132,4710,2490,3637,883,1210,0
542326,49466,18846,10641,20632,58627,32870,16092,108213,4273,1403,2593,2049,7543,2858,3142,1
527227,150111,24560,12838,15336,11259,8858,5965,230676,17729,4513,2857,2276,1176,525,1117,1
83153,60788,12987,19193,39275,41896,14944,23704,4733,8792,1811,5295,3408,21140,6648,4521,1
110743,17651,6421,3044,3996,9562,6486,6557,40299,9222,4193,565,2091,5041,4417,2808,1
390970,48825,38222,12862,12970,23136,9489,10745,23654,17405,10163,5741,1924,12925,2325,3010,1
155013,36502,17680,18039,10946,44540,37430,11632,1349,12015,1699,4413,4064,12684,2554,2264,0
199785,13177,18863,8499,15476,14645,7897,5417,25351,7429,1335,475,1871,2326,1373,1242,1
435525,42080,9515,25879,14035,34129,31640,11502,5698,11160,3755,1152,2847,4663,4361,4524,1
1895072,400129,45081,38687,61970,34961,39507,32440,100763,92150,7769,2683,6829,7045,3661,3477,1
174636,27995,6983,10341,12481,10268,13336,6210,9402,4829,3824,1324,2179,855,1034,469,1
256100,213355,20280,20781,25616,31055,30973,17251,48108,9185,1472,993,4632,2619,1029,944,1
674188,209430,33769,21643,29354,35311,37090,19396,46079,25896,10891,9219,10605,13670,13197,11144,1
99825,93698,15045,11914,23989,16610,14245,21080,14316,17802,8270,1152,2750,6256,6385,5233,0
793841,253857,41393,37379,79462,42244,39778,33340,197025,39106,4918,3930,5951,5514,6888,4197,1
74206,43521,8619,11551,7579,11522,5005,4499,25870,8059,3660,3979,4581,2352,4368,1837,0
675370,91681,22072,12238,6343,15778,3970,4066,68129,17877,1541,5074,4290,2027,1285,520,0
1003522,229328,51888,26744,28132,45867,31678,15961,97343,28694,6793,11464,7767,5245,11053,3225,1
622039,97407,7141,4470,3561,4569,6357,2860,42086,3491,685,2296,354,2225,1639,1231,1
177853,34097,7137,16997,23999,12236,17801,6934,5166,9256,1241,1752,7338,4209,1850,1637,1
551469,99488,49242,14876,5718,41956,26217,13788,44282,27601,12779,2665,3271,9068,8177,6179,0
1507931,377187,48701,81519,33101,61217,45077,15924,1094847,156320,14817,10147,14422,31532,11812,9334,1
2640395,772823,39587,33169,25257,44096,31128,31786,310178,10002,10553,2901,21720,11373,2857,4714,1
1282122,94065,15637,22707,45591,12899,13895,10071,39901,5187,5033,3366,4409,5811,2312,6165,0
273226,51992,9514,7690,39613,59078,28422,26847,3492,7648,2668,3192,4169,25220,21670,8960,0
681767,288798,34622,19218,30479,60877,28513,22636,291596,107878,7096,10555,9906,9730,10581,6726,0
693606,802032,50057,176628,59859,134007,65287,42905,275357,54492,5148,3787,4061,9984,7759,7580,0
3109403,278373,65200,191651,63627,51566,35715,26957,113490,58981,19836,4542,8939,15944,3458,5333,1
896102,103115,30707,33950,6548,18409,12886,14022,418217,25662,16572,2303,4711,13964,6810,3758,0
467489,195588,25373,35144,44966,56042,80699,45747,51463,19722,5660,8589,10112,29481,35490,14384,0
1450041,346459,84388,63069,32664,44558,54673,25454,663143,54003,4748,11675,1778,22431,11180,11408,1
2242841,232494,31303,43927,41857,41680,70171,21502,259068,45686,5108,2378,2590,12080,5562,3946,0
1615463,315030,167320,27438,53286,59797,53769,31682,290793,6451,2030,2398,8178,11097,7443,4289,1
560184,780090,73694,33137,29712,54880,47899,33422,59211,14577,2920,2817,2605,3320,2171,1542,1
1457169,159411,43274,57576,20544,100715,43023,48863,486544,96667,2616,10369,7745,16919,10405,7445,1
1511140,188323,78370,24318,13000,42858,27208,11810,236160,24813,12767,16170,7833,12150,6609,5162,1
621771,417535,38441,14257,22146,75948,101346,34400,78697,53588,2789,1522,7139,14508,9204,8859,0
886819,190144,93375,185645,71310,58357,51577,32327,262160,11915,5748,6683,2070,13543,17387,5199,0
467854,164916,32927,18721,39139,58823,60111,45331,26334,26202,2463,1693,721,3604,1690,2209,0
112202,90017,9016,4917,7439,7362,14479,4301,69287,4162,1194,932,1307,2950,1772,2020,1
231727,44862,6195,17244,36191,32299,60891,46314,9777,8047,3161,2376,832,3093,1616,1375,0
1240897,141893,28329,14279,35679,68294,43979,38858,92264,68377,5883,5434,10277,15349,8226,4876,0
1674310,227852,12729,4943,6899,36415,14272,8857,54923,42254,1909,1699,1858,3902,6329,1881,1
1243920,177421,29244,23183,14108,50526,79280,35620,569964,49758,25564,9497,8868,11836,22920,9139,1
275833,91956,13424,11060,10685,19345,13969,16964,149395,33077,6473,3241,1360,7429,6994,4104,0
1635314,331508,140074,70041,38482,83241,90006,41060,1266801,264201,14528,11757,11997,44918,33187,22051,1
716597,426494,6793,21772,38647,65090,81090,27699,64978,20350,4624,2276,2473,6462,4093,1753,1
1653987,364177,62983,32540,54540,121485,83874,52342,207857,201009,41687,11853,11031,31189,28185,26334,1
1853995,324198,90081,73178,50670,83887,51888,33206,619041,206586,37438,13290,13542,64370,30449,18683,0
2428398,466195,89981,67856,86921,102663,112130,41242,218952,95738,9725,17668,8549,29694,20756,6245,0
1893022,525629,130708,99896,44116,127153,53107,62281,41606,91037,7340,8008,20066,8530,15191,10877,0
