delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,state
-347866,-575896,31513,-16814,-10250,-44049,-83343,-17766,-291570,337275,72511,-12412,25649,40982,74877,33719,0
-472473,-10503,-15136,4156,7986,2245,4811,-1729,17146,70358,5148,3894,7620,11829,21039,-1577,0
1805000,1468288,-83616,1874,22003,21978,14361,49859,-58349,-100103,-91412,-39382,-22540,-48311,-28223,-19344,0
-217682,168416,17408,25934,11122,12563,-3678,1220,-389292,-5227,-12244,34170,23231,37169,47259,15438,0
857075,1650798,18951,7040,20388,82218,25978,33346,-123113,-32719,2652,4548,9752,9150,1764,2458,1
994150,15140,-11825,-3228,-4560,80958,-1670,-2471,-692678,-120503,-65988,-10484,-11986,-4229,-17664,-545,1
717586,390417,3513,2709,10663,92904,9767,574,538945,499198,110571,14047,29795,59098,31106,13185,0
2382586,161961,43026,33455,682,28881,24702,30292,-605532,-45791,-3888,-7168,-2977,-24593,-10635,-3981,1
1687525,633933,27784,-1189,15786,55642,81315,28856,-400258,-50919,-17115,-19200,-6734,-11052,-18570,-1367,0
464072,-17382,-26730,-11398,-6822,-34627,-23187,-9810,233201,-29984,-29668,-4577,-2501,15798,-9682,-901,0
326357,425203,23928,33088,19189,37132,45474,15035,-131315,-2858,-1964,-358,240,-1760,4764,-1335,0
557814,-3708,1584,-4560,-11309,-43714,-44893,-9359,727920,-36641,-20029,8320,32184,2127,-19918,2946,1
-634539,-806898,-69260,-149244,-68703,-132140,-167917,-65240,-1580403,-875948,-96302,-155864,-73640,-141516,-181536,-79237,0
-285193,239043,-8694,-15438,10329,-5109,-6831,-5944,-395541,-83335,-9103,-22485,-5501,-17330,-11447,-13286,1
227606,-104425,-8380,32925,110,83477,-17820,17231,-439134,4159,-3454,-46838,-12174,-39513,-49762,-10861,1
-491168,-49244,-3711,-17236,-8742,-25794,-11450,-8052,-13100,-36524,9954,-15453,-1091,4171,12671,-2959,1
2241278,200368,44558,18146,21863,77427,52015,21549,1962305,507978,38884,18578,108724,60635,45253,47241,0
1508518,302349,35581,17480,23071,56622,42964,14567,1797898,451157,281784,14930,55021,136502,24134,2462,1
-249988,120119,24770,76181,6212,49589,2697,24616,-454955,35541,60747,10306,6517,8611,31805,16348,1
-76909,16429,-31876,-15607,-9078,-11569,34580,3139,-514027,-130150,-34950,-34753,-24231,-28269,-16127,-8128,1
-407767,-42238,-4804,-1820,-7983,-10228,-5754,3154,1618981,465763,19995,43256,19586,17566,25245,-1125,0
183272,143592,12466,14352,37977,33106,41052,52821,-178555,-38993,-13297,-12957,-7247,-10393,-7445,-2270,1
-22916,90731,-8400,2965,7218,6221,-6553,2189,-125011,-70796,30605,-6336,-1015,6533,-5559,2831,0
85636,-27677,47,-22501,2596,-2187,9795,8678,-105156,2308,-20528,-25731,-829,-3116,-5819,-2437,1
334189,-61507,9434,5061,3525,31567,10491,18934,-48769,1151,-14657,7540,20611,15143,10184,11525,1
-150155,59838,-3178,2376,4229,-1319,-4043,-367,717567,383727,81638,47597,37454,45010,31327,19350,0
1088602,-77192,8141,655,5471,55659,9063,4599,149434,-162858,-4403,-409,4859,4382,3904,2647,0
788656,69460,30425,7245,2949,2198,2617,362,2258389,49796,9916,-3441,5777,1288,-425,-1191,1
591178,-13000,1684,2406,1997,6989,5366,1048,-536231,22363,2488,1291,8628,47898,9423,9531,1
1085747,130692,18257,4573,-4502,7812,-12231,-1463,-238724,-55144,-10857,-6570,-7958,-100,-12396,-4682,0
860592,17232,12305,327,462,-8473,-1191,1361,521623,88614,66654,23414,21614,33170,6891,30462,0
73594,23414,-864,11257,11648,18982,3265,4303,407952,40779,39415,-187,10175,10268,16412,-263,0
-227087,-6911,4698,1003,-311,-1605,-8718,-3022,-166136,621,5672,8941,-287,4282,-3993,13983,0
-287207,-26233,-5884,-15523,910,-10141,-2855,-1522,-352771,27982,-1832,-12385,12927,1682,636,2022,1
94706,44879,50440,-23531,-22203,28106,-29844,-8766,-324857,-33805,-6230,-25099,-26733,-29900,-43995,-20266,0
195289,357097,20398,-756,-19470,5379,19020,-26958,1267381,300651,297983,-8560,-1974,45910,-4259,-16415,0
-287791,-250318,-60690,-87556,-23790,-78992,-85058,-22013,-564142,-244454,-64471,-87789,-24609,-77599,-83374,-21673,1
981991,633463,60157,64511,56798,145164,196407,53942,1428176,264756,18441,15284,29109,38142,80498,39098,0
1420956,444714,16673,3062,10565,76812,37725,23752,-221125,-37080,-5547,-7015,-4440,-11418,-8068,-7189,1
503857,61795,17110,40910,56173,-1087,14145,12026,594793,-168104,-16780,-12079,175,-26176,-22120,-11027,1
282714,-97973,24666,-56880,24750,109541,62734,27689,-571870,-178493,-31769,-73899,-5321,-23877,-39386,-17991,0
-368185,-273967,14259,17822,-9200,-11368,7052,1821,-631772,-233616,-31668,-8562,31,-22093,-22162,-8653,0
-1259142,-189039,-136621,-43356,-59045,-81643,-27466,-42550,64718,1525,-94634,-23157,-28987,-53150,-6216,-34713,0
-1043740,-33191,11572,-43251,-9025,4839,59,11791,-1616901,-102501,-2972,-44544,-2735,13265,6917,-6085,1
-1045625,-82500,-43809,-19266,-8148,7791,-8451,1755,-1085852,-53644,-33498,-12455,-7000,55726,22494,22280,0
626270,145020,55278,84146,-6252,24250,-10351,-6950,-603198,-21949,12378,-17835,-15139,-1265,-26928,-12755,0
-85116,48266,36224,15098,11433,-30328,-3950,-15528,988918,750634,21644,104418,52832,15313,89788,20562,0
-1343204,-257291,-83271,-80328,-20603,-17590,-13794,-2590,-1790950,-274528,-83928,-93684,-39279,-46022,-27788,-29700,1
-284307,14574,-8816,-4285,-23191,-24838,-17157,-23811,-276284,194078,-10775,22128,-14327,-13401,-14361,-18393,1
