delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,state
-1078440,271117,-7747,-5480,3538,17208,-9155,-3463,-234108,16597,5702,18145,28378,-4191,123243,35390,1
-255641,-109900,-31263,-9513,-11285,-17934,-16308,-9447,355297,86823,-10185,-6756,-6802,1191,-10271,-4305,0
433188,429151,-8495,64976,32134,14904,1599,3462,409998,28725,-7996,11884,8276,-8329,-6472,-6512,1
30571,-56814,36187,-5095,773,-3671,-4760,-3652,1181865,295553,50687,48057,16412,24311,19160,5576,0
99269,-166337,68501,25719,8949,-6320,-13718,-6332,-191371,-191366,20660,-1394,4539,-12270,-17617,-7298,0
524913,94389,124247,72123,51441,54170,75839,53119,-121985,-10725,-9277,6781,-4518,-15069,-4272,-430,1
-38079,-116556,31798,-723,3851,-11462,9572,12054,404280,-184647,8876,-16961,-6887,-32904,-21096,-11691,0
-1893381,-343479,-36925,-72809,-11567,-51999,-3132,-14321,-1569693,-114223,-24378,-78627,6606,-39055,-7608,-8605,1
-329622,183217,63253,85814,46217,-6849,65767,24962,-434348,434886,43340,-1723,27829,-1368,17559,8619,0
-268020,-74446,-7138,-2974,-13430,-12502,-7950,-3572,-108557,-62397,-3124,-30868,-11802,-15720,-7753,-5808,1
492207,-84620,4531,-6307,-11407,-21188,-9574,-5505,2147433,131788,98225,12463,46023,13585,58,3846,1
-1080372,-15112,-27365,-27356,-30753,-38075,-24280,-8347,-249055,-3507,-35588,-24424,-30945,-37173,-25331,-9665,0
356023,189785,84142,28744,34497,55708,17825,875,342615,100342,11466,11024,-11561,-7400,-9975,-6182,1
54518,-75869,-49508,20592,29638,1919,-4831,6241,-565352,-275256,-47888,-31074,-12397,-13844,-35653,-3704,1
65567,-470714,-119357,-49527,-17700,-7393,2246,-17572,-251173,-425045,-120966,-31420,-23661,-7524,-20029,-23731,1
1679994,132809,-63092,12678,-31480,9646,-11363,12661,-761034,-89826,-129471,-58768,-49782,-14850,-38566,-4607,0
247447,-1003,-9489,-11917,-11658,-17217,-14740,-17767,629720,-41087,25982,-11003,11235,-16922,-8841,-17687,0
-566948,-217518,-29013,-3412,1885,-8120,-8779,-1224,-516960,-229604,-26671,-4980,3941,-7187,-7276,-962,0
276950,3730,-14221,2549,20231,49368,29179,11333,-273039,9638,-17420,-628,7771,23885,6017,37815,1
84757,-32999,2901,-9330,76,1440,-7027,2411,32200,11955,14496,-5931,5276,508,-7546,-1304,0
-35912,49266,-3552,4914,9063,10321,28182,4537,143960,15194,-8010,4436,-6581,-1148,-8731,-4472,1
-1602143,-44874,11081,-11706,41103,71308,18193,18847,-207462,-21267,-21380,-6201,22977,25846,41201,26679,1
466051,-31175,-13130,-19127,-6227,5738,-8622,837,-379168,-33467,-21912,-20002,991,-11644,-12176,-1923,1
-987253,-62999,-57130,-9470,4770,-5332,-13430,-17116,-1002769,-48504,-61188,-9745,6064,-7895,-16452,-18328,0
-484736,-270714,-7196,-9999,-9251,-9089,-21974,-14398,259487,-236961,-6099,-27045,-29502,-33098,-30365,-24529,1
-18302,130190,138600,-5832,31552,-10085,89569,9794,-583779,-2428,3299,-1152,-6501,-28191,-14596,-20356,1
-1044513,-26330,-7338,-4305,2184,-11086,-14219,-6856,-1080998,-22309,-9913,-6333,-4726,-22287,-20684,-13615,0
1438983,16742,4378,1182,-8171,25168,37638,36283,64029,-171317,-15182,1638,-15655,-42494,-11535,-8033,1
1860670,-1239,42486,20026,69164,24990,54938,8283,4282,-91758,42034,-834,4319,-3276,29533,1476,0
-835302,-224016,-79169,-30403,-24715,-13661,-85470,-13326,1146080,447217,93623,-822,21486,33251,-76620,-1208,1
-596590,-78946,-16208,-24790,-1538,-16525,-13854,-11182,396967,35504,-9817,32588,1155,23858,12817,-1564,1
-629436,-83762,-27820,-20562,-29785,-36707,-26150,-25666,-701970,-91833,-34962,-15990,-22352,-11928,-4166,-18037,1
-920366,-25602,7226,-18826,7592,28013,-4364,5459,-945795,-17883,-16149,-22776,-6446,-16388,-34005,-5214,0
1088348,-54078,-6201,-13265,-18063,-8805,-12152,273,-157872,-183281,25828,-15621,-21874,-19403,-32586,1935,0
914123,628905,50986,29753,27333,34827,51350,8476,45691,94681,15810,2324,7108,806,-2830,803,1
557156,5966,-316,29938,15541,17704,18632,10042,-125273,-3832,4277,22978,4252,29035,16730,8901,0
-77966,-79835,-31971,-6153,-1613,-15819,-17891,-6320,-141867,-99083,-32480,-7209,-2363,-19819,-17608,-5678,0
561617,439795,50248,55463,42962,59384,19417,27376,948976,286000,8897,29931,9645,1154,10580,2835,1
-26476,-60813,-38570,8101,-52854,7046,365,-5950,279765,370507,-10049,-9146,-32123,169,-7149,-9671,1
1353063,120438,9766,28259,36551,19958,514,6523,567005,121365,133761,32037,25381,71065,51568,3937,1
603512,280265,-16162,27124,-16698,-22802,-2377,12117,-721674,-156302,-27589,-12717,-17343,-59877,-16187,-9841,1
-496527,-84649,-14485,-19306,-14731,-36208,-33076,-15349,548304,-17649,21066,-13507,-2472,-13823,-16430,23352,1
254997,5666,1725,-11337,-9643,-11791,-11638,-9094,-107790,-10667,-7072,-7208,-5459,-12982,-14514,-8156,0
-967204,-152002,-9120,-21999,-5680,-18570,-7659,-5967,902878,771754,2093,-6251,14531,31278,1823,19542,0
-556079,309772,127875,5585,13641,116724,44747,14563,1212811,-66212,18143,8313,20156,17421,-13571,4118,0
-1261177,-182058,-38191,-6794,-13295,-35579,-15427,-3087,-743605,-133015,-33826,-16384,-9047,-43609,-19814,-6363,1
783299,44013,13421,15682,5969,2863,1249,165,952098,65421,4312,13826,33005,17762,6171,2831,0
-1012790,-236425,-37975,-50063,-41397,-50895,-42894,-24959,658632,46302,-18851,-19321,-25679,-23557,-7482,31432,1
-567013,6416,20626,5746,9564,29724,131,-2655,-621744,-35784,-15124,-3436,9167,19569,10771,-1365,0
-461536,-197521,-11745,-358,-8713,-12187,-29253,-11490,325749,532754,64177,7262,98663,23909,11605,2219,0
