delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
-314215,-17782,-4364,-2087,-1542,-518,8668,13,-236694,-13777,-4063,1623,-193,-231,-415,266,-237889,1311,3326,5221,5194,5952,2000,8260,0
-318442,-160389,1605,-8196,-7190,-8539,-11114,-1097,-288985,-142743,6493,-13837,-10916,-12807,-15724,-8211,-299777,-161888,175,-12931,-12145,-11212,-16009,-8066,1
-763679,-128250,-46264,-7212,-27355,-10277,-4427,-14104,-924707,-116552,-33819,-11882,-27489,-7371,-5309,-12099,-849805,-94737,-41070,318,-18012,2847,7771,-12913,0
14942,-19968,-1888,-15376,-3760,-3019,-3242,2615,78748,61086,7711,-12971,1312,-1359,-1774,-1875,412962,17149,3771,-6446,206,1317,6190,3380,0
-22753,4053,5088,123,468,357,-1278,-770,318215,-1579,4958,928,849,1615,753,764,167306,94149,12931,-604,4695,2633,-8,-465,1
162537,30193,6094,-1166,-601,-2247,-2020,-850,220464,92968,17106,15710,7426,15303,3862,4429,24313,8679,-4818,-7133,-1260,-2403,-2517,-1089,0
-22684,-9814,-4589,-1970,-2476,-7786,-1242,-1553,1202031,137765,18656,21936,2258,8285,5026,342,-167327,14733,-5442,-2401,-4397,-6881,-2699,-1730,1
-81032,-3441,-2906,-2987,5938,8799,6434,6228,-82529,-39848,-3071,-1235,4840,8237,3775,970,-34489,-39271,-9389,-8513,-637,-598,342,-637,0
-597625,-51396,-19875,-31933,-17008,-11632,-1916,-2807,-411189,-14307,-14522,25809,-6913,9616,13903,6609,-472246,-70872,-22714,-31460,-15689,-10004,1304,-630,0
-267637,-85283,-21903,-28119,-24300,-13481,-5559,-6981,627054,157108,-15915,-18571,-12485,4875,970,-1506,1553880,8038,1539,-12056,-12038,-1689,-1010,-2892,1
172972,91091,-4484,6451,14350,20352,4791,6557,-5234,-76427,-9083,-4520,-6059,-2334,-6168,-4056,149877,-51293,21493,-1098,5285,3446,459,-987,0
136530,84240,3617,4700,1453,698,943,165,20312,212394,69278,12834,4150,6756,5778,3626,298051,22335,4399,1303,-147,1397,586,625,0
-1153763,-204868,-40019,-8218,-2942,-11544,-10510,-6739,-953567,-181896,-36866,-13393,-3799,-13103,-10495,-6987,-946140,-169432,-40423,-9017,4568,1810,-1043,-3241,1
-632262,-141891,-24388,-15274,-6192,-18733,-8133,-12331,-332319,-40553,-10745,-8404,-4951,-15078,-7914,-13315,-979395,-141344,-28411,-16085,-8036,-19002,-9021,-13699,0
-101234,19349,-24384,-11677,21184,-26676,-18594,-13970,-1051701,-101836,-28247,-23475,-18099,-41432,-25522,-16064,-992999,-96790,-27479,-20888,-16985,-41066,-25126,-15979,0
291905,151566,13813,5429,20888,-1653,-1380,1166,-13795,4792,7203,-10288,-4338,-6540,-3294,-1654,30479,18412,-354,-10555,-3920,-6119,-3609,-2359,0
-248890,-155366,-61321,31903,-46142,-24054,-17141,-7641,-300532,-162649,-71942,-18078,-46292,-34791,-36929,-15812,-319452,-156367,-74827,-14739,-42366,-31055,-33441,-8677,1
-20142,375558,273075,337399,168867,97641,86876,21642,-263021,-121970,-11749,-5081,-4953,-7846,-6054,-4139,-537272,-140444,-9796,-4991,-6543,-694,9876,-2260,1
25373,48377,-8113,-6192,-1660,-1919,1135,-1127,93189,31297,-8851,-5255,-4871,-143,358,-2692,-50638,-6923,-6683,-5676,-5019,4676,2899,1520,1
322869,-27343,-6064,17217,-717,-921,2823,-1080,180168,-33731,-7704,-1286,-1497,8259,1287,1491,-124176,-43722,-12022,-7087,-5128,-3561,-3101,-2589,1
696434,-12636,80062,20686,13339,2858,1419,2298,1255463,7672,-5400,-15556,-6768,1251,-2630,-3994,-159628,-31582,-5964,-17313,-10472,-872,-3136,-2821,0
660513,-49644,-13021,-40341,-14828,12831,-8843,-1445,-629081,-130680,-29828,-9299,-28111,-5786,-14068,-6685,-853315,-186295,-26496,-17054,-29241,-8360,-17272,-10655,0
113029,-37570,-14658,-13770,-12329,-17491,-14018,-9795,-184730,-20383,-14987,-10746,-6987,-6743,-11856,-8513,1056815,24644,16461,1152,-4486,-4313,-3051,4073,0
-573433,-9089,-7850,-12139,-12238,-5410,-11566,-1087,-492810,-6781,-9975,-3374,-6268,2700,-6669,-602,-617649,-7318,-13495,-2300,-11053,-5796,-9641,350,1
1662977,390160,15642,-289,16722,2047,-3143,4683,-30439,-37206,-5111,-3892,-2228,-3787,-4407,-1849,39854,66912,-2847,3591,5839,18073,-2529,3025,0
-247732,-203723,-6136,-661,-1010,-6637,-2081,-1730,-213455,-173071,-1859,-149,10084,-2934,481,-1188,-294051,-189288,21072,64097,-1673,-3691,2845,-933,1
511544,49492,3547,61,7349,12486,4141,4407,-207437,-8159,2131,1722,1108,3218,6178,4154,-169408,-18169,1595,-1018,1093,-1457,-713,415,1
-90173,-8296,5774,2734,6882,9807,4172,2169,413600,2227,29427,22292,3932,8686,5973,7128,19186,20140,-975,-3183,8612,4687,1134,2301,0
-545697,230787,121386,53323,-38836,39460,12016,9721,775424,-79241,35064,-56784,-50818,6443,-10021,951,1192876,186256,-61952,-62437,-31203,4724,11923,3557,1
-158927,-150216,-70530,-76404,-7704,-579,-1163,-1840,55141,-95653,-64251,-52582,-6043,5080,12966,-1871,-60031,-106932,-54678,-63099,7940,2899,2545,6441,0
-1046027,-571059,-65072,-38171,-35916,-74071,-45000,-33274,-970364,-551600,-37448,-27481,-48006,-81375,-46694,-39476,805595,-379050,50525,-11053,-4978,-56268,-41904,-34447,0
260791,332552,46802,46793,56988,11858,21871,13563,259354,22472,35149,46909,19427,4147,3609,7007,495625,74687,1399,-6236,212,-5779,554,786,0
-94309,44523,22698,55300,3551,3412,4870,336,-94701,-20285,-4196,-3510,-2409,-1219,-100,-1262,380183,18578,-2157,489,4517,5570,2475,3195,0
-475485,-92248,-4725,-17881,-3749,-3029,-5635,-1854,-438656,-102724,-12836,-18398,-5193,-3420,-6227,-2396,-392750,-86452,-16377,-19403,-4570,-5281,-6312,-2262,1
-81916,-17624,7305,-11580,981,-1544,-634,-738,10989,18652,68563,-4591,33542,6506,2328,782,-12690,-17039,-475,-13892,-11,-1155,-673,-838,0
37134,15205,-1959,-924,-890,1556,121,169,-29415,-30700,-4783,-1321,-1393,188,-489,-45,-23793,-37258,-3577,-894,-846,1011,62,685,1
37438,16097,-1118,-5839,-5033,-6500,-782,-1586,4760,-8904,9344,11051,353,-6455,-3273,-1036,-935,-6921,-8160,10753,-3920,-6128,-1527,-1400,0
1831803,356624,205164,210446,61460,64801,12595,49601,-257081,116321,2984,74526,4821,8902,9732,4974,-405471,-40139,-11320,-20825,-19654,-14842,-7448,-6347,0
39748,3296,-7651,-3529,-4450,-3548,-6443,-1750,37729,19421,3004,7404,3361,6553,-7030,-2828,-97707,-12031,-1944,21506,-6212,2025,-6996,-4108,0
-155634,-16294,8873,-2596,-2604,-1302,320,1010,-174327,189693,4201,10583,25300,4492,4802,1709,-148230,223637,58444,71381,-1431,448,4635,2124,1
-421100,-139218,-11776,-15143,-2400,-6656,-11635,-4987,-564795,-153000,-2078,-10170,5975,53460,50313,49688,-551497,-129993,-6659,74611,-5344,-3056,-5293,482,1
-428095,-19434,-1369,-4295,-9086,-266,-388,-2587,-416107,36452,-810,-1978,-1635,1885,-3176,-2064,-162931,35436,7639,-8763,-10397,-2399,-1817,-2643,0
-179212,14153,-5845,3797,-3055,-159,-1238,318,-55233,-1072,-7287,-1070,-6240,-2876,-2024,-382,-105133,21460,243,2446,2758,7463,9570,2808,0
262974,59274,-321,20931,16218,6684,15526,13585,18025,-26715,-10647,-3219,-3780,16,-316,-460,-50513,-45681,-12348,-5662,-3212,-3795,-804,-1931,0
137593,-8207,-8961,-2469,-18253,-15376,-3463,-6064,1355239,162762,147032,51140,-7629,16716,67908,5236,21410,-9324,-6913,-6209,-18377,-17072,-3494,-5879,0
-758651,-58985,7655,-17600,-40642,-30933,-18606,-34284,113901,166200,83784,3451,23061,15028,4018,2210,-620290,-110715,-10985,-5056,-35900,-33748,-20607,-33619,0
98223,59483,32599,-2958,2988,14447,13653,1529,454711,123455,-103,-5679,3421,384,2225,-3064,1593348,183073,3851,21983,9134,8842,12649,1332,0
-5304,7183,-13983,-1175,4663,-8494,-1928,-2835,207714,74054,-13632,5252,-723,-15012,-6829,-4192,517084,-4605,-15607,-7909,-6204,-17934,-6775,-8059,1
-113434,-30324,15871,7975,-2168,-3527,-839,-1412,-143853,-71180,-3161,-249,-4089,-3618,-1370,-1691,-133754,-38010,2871,2578,-1913,2060,3573,2921,1
-73990,22305,6064,-3345,-1045,-10058,-5689,-1555,100916,121298,-5133,6406,545,8500,-1216,3022,-73240,3422,-4374,-6995,-224,-10908,-5583,-1285,0
-239915,66645,9376,9285,15957,9670,12390,10843,-120204,88358,13889,5033,814,397,2007,1432,603822,25809,1583,1103,-1094,-628,-389,1408,1
-17033,-41175,-12016,-6131,-3646,-5969,-4207,6929,-716993,-22390,-24696,-5281,-6826,-11001,-5559,-3564,-508673,923,14752,1476,6932,-3860,3422,-1696,1
327341,133290,-1499,2807,1304,2174,-249,-643,-421167,-44225,-3645,3230,-3825,-2981,-1543,-422,-410003,-37482,5410,-3922,-3618,-5075,-2843,-1186,1
291508,81744,79447,39935,27120,25043,25267,5922,-26531,28184,-965,14037,1032,5570,2244,1792,179616,23031,3294,11515,8737,13617,4565,4295,0
74265,29355,2499,5452,5431,8715,9913,4257,1655487,1248862,57497,90519,113613,173791,103877,46238,930119,767951,108048,34906,34233,38815,7345,27814,1
1976879,371176,25954,10922,6950,5448,9317,-775,63504,-64286,-2197,5445,-9279,-2404,-1680,-5215,377833,-50147,10599,1872,-2940,1658,2043,-2356,0
1075098,8875,1598,9531,-451,-2392,3869,3882,1640794,367143,136947,113713,70658,30187,48808,20848,71643,-7499,111043,17327,13575,25813,7513,5967,0
1661660,101355,52092,-46188,-28392,-6617,-5723,-711,1690194,186572,17559,-5080,2328,-10357,-1465,-3289,274630,48238,43317,22937,7694,690,-2085,2430,0
