delta_c0,theta_c0,lowalpha_c0,highalpha_c0,lowbeta_c0,highbeta_c0,lowgamma_c0,midgamma_c0,delta_c1,theta_c1,lowalpha_c1,highalpha_c1,lowbeta_c1,highbeta_c1,lowgamma_c1,midgamma_c1,state
49761,10110,566,306,3728,12447,-56,4507,-49761,-10110,-566,-305,-3728,-12446,56,-4507,1
197146,14815,1730,-9992,2840,-6395,-640,1548,-197145,-14814,-1730,9993,-2839,6395,640,-1547,1
-480,-1227,-1212,-4104,2183,-130,-1634,-1019,480,1228,1212,4105,-2182,130,1635,1020,0
-218364,-61496,-5227,-7897,-9724,-5261,-1402,-3224,218365,61497,5228,7898,9724,5262,1403,3225,1
77607,-7264,381,-7030,-4092,-4601,-1562,-6891,-77607,7265,-381,7031,4093,4601,1563,6892,1
43170,-1023,1589,4892,120,1599,-405,148,-43169,1024,-1588,-4891,-120,-1598,406,-147,1
30101,17427,10927,12,693,1305,956,653,-30101,-17426,-10927,-12,-693,-1305,-956,-653,0
181183,67167,18146,14248,3437,1620,6272,1159,-181183,-67167,-18146,-14248,-3436,-1620,-6272,-1159,1
-28525,-3542,-510,237,-3673,-1228,-579,-505,28526,3542,510,-236,3673,1228,579,505,0
-6937,5165,2431,2443,-114,6,-341,241,6938,-5164,-2430,-2443,115,-6,342,-241,0
-44012,11317,5883,-563,-264,-429,67,294,44012,-11316,-5883,563,264,429,-66,-294,0
-34786,92364,5088,25337,4467,11387,7760,-44,34787,-92364,-5088,-25337,-4467,-11387,-7759,45,1
-13087,18042,1598,1596,1026,2219,2402,2227,13087,-18042,-1598,-1595,-1025,-2218,-2402,-2227,0
16087,622,522,-339,209,119,54,-76,-16087,-621,-522,340,-208,-118,-53,77,0
-41040,-8360,867,-2028,105,-1002,-92,-682,41040,8360,-866,2028,-104,1002,92,682,0
-592321,-29880,2508,-4690,-24889,-66055,-95072,-22662,592321,29881,-2508,4690,24889,66056,95073,22662,1
-38430,361,2555,663,909,-4849,-3179,-1222,38430,-361,-2555,-662,-909,4849,3180,1223,1
-11808,-15664,-6578,-467,-178,-1124,-461,282,11808,15665,6578,467,179,1124,462,-281,0
181200,122318,2993,14207,10779,13260,14782,6193,-181199,-122317,-2992,-14206,-10778,-13260,-14781,-6192,1
207272,79816,37083,10573,18982,3748,5335,13343,-207271,-79816,-37083,-10573,-18981,-3747,-5334,-13343,0
11025,22225,-2280,11633,-3580,1521,1579,-1121,-11024,-22224,2280,-11632,3580,-1520,-1579,1122,0
50394,17227,-398,-301,-83,-184,-68,243,-50394,-17227,398,301,84,184,69,-242,1
17864,453,6934,-1367,45,254,186,-468,-17864,-452,-6933,1368,-44,-254,-186,469,0
19222,-8613,-1616,2235,997,6795,2220,1396,-19222,8614,1617,-2234,-996,-6795,-2220,-1395,1
-33336,27205,6956,5297,-820,199,-101,-831,33337,-27205,-6955,-5297,821,-199,102,832,0
556337,30331,21680,36020,16226,12241,3014,2611,-556336,-30331,-21680,-36019,-16226,-12241,-3013,-2611,0
6874,37340,5076,-9847,13329,1814,-240,83,-6873,-37339,-5076,9847,-13328,-1813,240,-82,1
-41115,-33119,5083,1656,-5749,-1224,-5310,-3521,41115,33119,-5083,-1655,5749,1224,5311,3522,0
-76914,-14117,-959,953,35,44,-133,450,76914,14118,960,-953,-34,-44,133,-450,0
-973778,-210651,-39129,-14063,-3970,-13684,-10246,-7818,973778,210652,39130,14064,3971,13685,10247,7819,1
956361,134939,10881,16562,3303,-4168,65,-726,-956360,-134938,-10881,-16561,-3303,4168,-64,727,0
647175,-16980,-3540,-1100,-12296,-27774,4974,-9623,-647174,16980,3541,1101,12296,27775,-4973,9624,0
49020,3201,727,-9096,787,-4704,-1973,-1824,-49019,-3200,-726,9096,-786,4704,1974,1825,0
-105814,-145753,-67585,-11744,-28664,-31403,-33251,-2097,105815,145754,67586,11745,28664,31404,33251,2097,1
527853,143824,12201,9797,4553,8154,5488,2857,-527853,-143823,-12201,-9797,-4553,-8153,-5487,-2856,1
-34541,-15223,-7094,-6527,-6552,-3297,-1234,-3517,34542,15223,7095,6527,6552,3297,1235,3517,1
112931,11595,-1984,4077,-3467,-1278,-2723,-1465,-112930,-11594,1985,-4076,3468,1278,2724,1466,1
-137567,-15940,-6443,-13750,-13224,-2458,-1380,-5161,137568,15940,6443,13750,13224,2459,1381,5161,0
-778651,-182410,-20135,-27992,-30367,-11401,-5759,-8063,778652,182410,20135,27992,30368,11401,5759,8064,0
-180576,-29956,-10753,5131,-4690,-4972,2069,-6942,180576,29957,10754,-5130,4691,4972,-2068,6942,0
-484010,1180,-4635,-6573,5145,-1152,-5894,-2575,484010,-1179,4635,6574,-5144,1152,5895,2575,1
-25431,9319,4092,413,876,2695,2957,1204,25432,-9318,-4092,-413,-875,-2694,-2956,-1204,0
293845,200609,8755,4973,2320,5407,1293,1550,-293844,-200608,-8755,-4973,-2320,-5407,-1292,-1549,1
203181,20716,487,1029,1287,717,239,5,-203181,-20715,-487,-1028,-1286,-717,-238,-5,1
-6042,-12247,1198,-1027,139,-189,-701,-63,6042,12247,-1197,1027,-138,190,701,64,0
-946258,-122814,-86633,-75535,-71552,-26850,-29272,-11937,946258,122814,86633,75535,71553,26850,29272,11938,1
59556,-194515,-77556,-77711,-8663,-10171,-8401,-5746,-59555,194516,77556,77712,8663,10171,8401,5746,0
327569,148714,7398,6291,1837,27696,15478,5904,-327569,-148714,-7398,-6291,-1836,-27695,-15478,-5904,0
-1437,-12662,-1069,-3704,-6149,-5998,-3428,-1349,1437,12663,1069,3705,6150,5998,3429,1350,0
-6220,-9662,6169,-3865,-2311,-445,-341,47,6220,9663,-6169,3865,2312,445,341,-47,0
476870,66475,6401,5117,-497,1247,5480,1887,-476869,-66474,-6401,-5117,498,-1247,-5479,-1887,1
-36102,-21312,-5487,-15030,-1012,-1855,-965,-759,36103,21313,5487,15031,1013,1856,965,760,0
-4026,1906,-2815,1301,1121,243,371,-11,4027,-1906,2815,-1300,-1120,-242,-370,11,1
10248,13706,7832,8896,2967,986,51,743,-10247,-13706,-7831,-8896,-2966,-985,-51,-743,0
346759,20627,23230,21765,19343,14494,5356,3816,-346758,-20626,-23230,-21764,-19343,-14494,-5356,-3816,0
-35805,-31120,4442,-3451,-1894,2623,-3326,-2626,35805,31120,-4442,3451,1895,-2623,3326,2626,0
8549,13442,-1544,-4646,-2385,-4489,-328,-160,-8549,-13442,1545,4647,2385,4489,328,160,1
487351,143572,16328,17183,10799,6735,12932,8065,-487351,-143571,-16327,-17182,-10799,-6735,-12931,-8065,1
-362347,-10742,481,-5800,-11783,-3050,-3779,-3069,362348,10742,-481,5801,11783,3050,3780,3070,0
98997,-8851,-8361,-3132,-2529,-594,-992,-1825,-98997,8852,8362,3132,2530,594,992,1825,0
-37106,-35995,-5577,-7884,-3855,-3989,-2085,-2193,37106,35996,5577,7885,3856,3990,2086,2194,0
26974,2568,-8226,-5678,-8394,-6171,-2004,-4919,-26974,-2567,8227,5679,8394,6172,2005,4920,0
677233,-15763,-16459,-25674,-32956,-20361,-11448,-31100,-677232,15763,16460,25675,32957,20362,11449,31100,0
-80268,-10741,-914,-11390,-3429,-6780,-2418,-4633,80268,10742,915,11391,3430,6781,2418,4634,0
239358,-4854,14999,5984,-335,16435,8686,4111,-239358,4855,-14999,-5984,335,-16435,-8686,-4110,1
26284,69469,-31,526,4448,2882,1175,814,-26284,-69469,31,-526,-4448,-2882,-1174,-814,1
109945,-113,-3324,-2936,-932,-10403,-3856,-1430,-109945,113,3325,2937,933,10403,3856,1431,0
-257136,10917,-4247,-4792,-419,-2835,-558,-302,257137,-10916,4247,4793,419,2835,558,302,1
-432638,-686,-6120,-1267,3017,3228,1693,-1628,432639,687,6120,1267,-3017,-3227,-1693,1629,1
394032,-27090,-557,-8294,-8067,-4072,-3292,-1632,-394031,27091,558,8294,8068,4073,3292,1632,1
-1823,6233,871,-40,250,315,147,85,1824,-6233,-871,41,-249,-315,-146,-84,0
10342,1034,441,-622,991,-225,-40,-18,-10342,-1033,-440,623,-990,226,40,19,1
-105023,-36646,2817,-1537,-12227,-2061,-2518,-5066,105024,36647,-2816,1537,12228,2062,2519,5067,0
10775,22962,4043,2545,12070,5915,617,2006,-10775,-22962,-4042,-2545,-12069,-5914,-616,-2006,0
237331,-55345,-6622,-6774,-9490,-5582,-2287,-2785,-237331,55345,6622,6775,9491,5582,2288,2786,0
