delta_c0,theta_c0,lowalpha_c0,highalpha_c0,lowbeta_c0,highbeta_c0,lowgamma_c0,midgamma_c0,delta_c1,theta_c1,lowalpha_c1,highalpha_c1,lowbeta_c1,highbeta_c1,lowgamma_c1,midgamma_c1,state
367314,-30152,-10884,-23327,2077,-22626,-16839,-7553,-367314,30152,10885,23328,-2077,22627,16840,7554,1
-25715,1594,6843,11550,2930,3480,3991,3780,25715,-1593,-6843,-11550,-2929,-3479,-3990,-3779,1
-29413,-16929,-2346,406,5063,3421,1569,4253,29414,16930,2346,-406,-5063,-3420,-1568,-4252,0
51351,-14844,-4938,-5169,-15986,-2262,-2646,-1431,-51351,14845,4939,5169,15987,2262,2647,1431,1
42620,8520,6061,4193,14014,5149,3691,4412,-42620,-8520,-6060,-4193,-14014,-5149,-3690,-4411,0
58265,6078,-81,-12306,-2792,-4795,-8991,-9868,-58264,-6078,82,12307,2792,4795,8991,9869,0
242590,10464,-1859,12113,2100,2550,-1409,355,-242589,-10463,1860,-12112,-2099,-2550,1409,-354,0
63822,37684,20071,-4242,-682,-4939,2016,806,-63822,-37683,-20070,4242,682,4939,-2016,-805,0
-18871,-16779,-82,-2069,-1945,-2690,-1514,-1361,18872,16779,82,2069,1945,2690,1515,1361,0
-25582,-4610,658,9812,11746,2610,4786,1940,25583,4610,-657,-9811,-11746,-2609,-4785,-1939,0
6664,-330,829,129,87,-242,-915,-302,-6664,330,-829,-129,-86,242,915,303,0
258762,269295,39368,44923,13261,51417,51693,9558,-258761,-269295,-39368,-44922,-13261,-51417,-51692,-9558,0
41958,1788,-3579,-8710,-1566,-2962,-135,-2634,-41957,-1787,3579,8710,1567,2962,135,2635,0
24453,2044,-2957,2250,-1124,-5391,-7407,-1073,-24452,-2044,2957,-2249,1124,5392,7407,1074,1
70450,-230,-5564,-3055,-731,155,194,-465,-70450,230,5565,3056,732,-154,-193,466,0
44527,1030,-2620,-3474,6134,-3825,-1960,-6252,-44527,-1030,2620,3474,-6134,3825,1960,6253,0
-9436,8400,3039,4369,43,55,-502,-119,9437,-8400,-3039,-4368,-43,-55,502,120,1
23415,-4642,-4211,-2664,-1033,-1552,-253,-64,-23414,4643,4212,2664,1033,1553,254,64,0
192382,27014,11683,-3503,7951,5464,2730,1521,-192382,-27014,-11682,3504,-7950,-5463,-2729,-1521,0
-25733,31934,1686,1473,6308,7938,8203,2825,25734,-31934,-1686,-1473,-6308,-7938,-8203,-2825,1
61943,-2177,8686,2679,9806,2705,3917,3285,-61943,2178,-8686,-2678,-9806,-2705,-3917,-3284,0
6514,3239,338,-4355,-20,-4642,-2736,-2975,-6514,-3238,-337,4356,21,4643,2737,2976,1
-47768,4662,1229,8947,5021,3358,3288,3390,47769,-4662,-1228,-8947,-5021,-3357,-3288,-3390,1
36952,28661,1135,4288,4203,-133,1863,1955,-36951,-28660,-1134,-4287,-4203,133,-1862,-1954,1
