delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
-194976,-26019,-9317,-10122,-9160,-6773,-2247,-1160,-225770,19416,-9465,-12171,7947,3641,6088,7970,-23174,3671,-10860,-9894,-4720,-5907,-2356,-1515,0
-185631,-28780,-404,-916,-11263,-9510,-8103,-4068,-198120,-23567,2863,-1915,-12790,-9747,-9065,-3182,-138881,-31665,-1783,-714,-11688,-8801,-9393,-3902,1
-228674,-1998,-6637,-1917,-3195,837,2427,1813,-176334,14613,-3548,657,-8699,-1187,-2729,-1717,18415,47400,3051,6998,-7396,-862,-536,-2167,0
-1897,-2103,-1483,-3884,4973,10436,4928,1066,144276,117911,18214,33167,23406,8280,3057,850,32531,6964,1140,-3943,-575,-5725,-1534,-2372,1
-39111,-1160,2996,-8314,581,-846,-413,455,-26455,3162,3140,-6877,-4800,-1188,-2349,-2852,39689,7402,2122,-9483,-4918,-3162,-3175,-3636,1
104071,-17863,-3531,-9824,-5672,-8169,-11546,-4864,11545,-33982,-4659,-9929,-6059,-7944,-11611,-5034,-38954,-39395,-4465,-7258,-4999,-5659,-10325,-4605,1
4148,7889,-3888,-6118,-10211,-21671,-9717,-5754,3027,39238,8635,-1490,-7615,-19446,-8331,-3408,-13940,23344,379,-5598,-7706,-19746,-8318,-4934,1
-214340,1209,6720,-9812,-3887,-6976,-5393,-3916,60040,37187,8172,-2037,-2710,9173,3521,1437,-181013,15313,13299,-10685,-6237,-7706,-5251,-4134,1
215604,18522,62878,20250,17143,3890,-2222,-4421,130894,22992,867,-10905,-5774,-8529,-3928,-9674,32528,65640,32534,-5017,1202,2923,-1489,-5472,0
-41426,-64575,-11395,-13468,-10290,-8480,-2256,-4242,-175860,-70076,-5577,-12558,-11585,-7490,-1984,-3223,-179500,-56943,-72,-9795,-10976,-6394,-1623,-1569,1
90824,32792,12740,-5255,-4545,-3204,-4011,-7484,-43442,-4827,329,-6777,-5792,-4652,-2195,-8721,-78545,-10576,-766,-9254,-6377,-1862,-5249,-5538,1
14053,-18006,-2222,-4078,1351,-2524,105,-582,-58170,-16521,-1551,-5702,2795,1368,4915,2219,-41259,1053,-2047,-4220,-41,-2557,136,-1774,1
-89975,-6936,-7391,1918,1885,4290,5170,1852,183189,-17286,-12479,4265,-267,-303,-63,158,-32782,-9799,-7716,3480,-1566,3094,1141,462,0
-278075,-75632,-21301,-12930,2614,2992,-3727,-1377,-268963,-61066,-12435,-14721,-4297,-3120,-8136,-3020,-92348,-60056,-14229,-14551,-4773,-1650,-8001,-3553,1
1151887,71344,6900,5198,2219,11115,10913,9259,167090,66667,14682,4685,-2418,9219,7367,5116,-16264,13306,37942,6910,-294,1519,2709,3078,0
235468,-11928,7883,5353,3892,3117,5335,1048,-30620,-9116,-2350,-3276,-2392,-1543,-1205,-1322,-40192,-5613,-2973,-1491,-1500,-920,-290,138,0
-8334,-51171,-3740,1722,308,6442,5057,2977,-57281,-52409,-505,-1502,-2110,948,150,-638,-65739,-50733,-1759,-942,-1225,-283,1657,172,0
-197006,-41205,-12868,-26164,-9225,-24718,-13075,-4680,-283839,-101113,-18726,-26237,-10286,-23424,-13608,-4331,-283839,-101113,-18726,-26237,-10286,-23424,-13608,-4331,1
65964,2370,6853,31648,3497,7532,4648,2226,-20435,-23231,2231,178,1076,1720,3719,435,-36866,-25427,-2229,2745,608,8699,1213,1381,0
772962,51073,80764,141561,99688,28785,57962,19030,126858,-4641,14580,476,3694,5732,4913,3041,10284,20738,19565,17154,2982,7652,10946,1574,0
-60128,-815,-465,-1212,-564,-1229,-168,-617,-25129,1633,2372,7437,-673,-477,790,366,-63331,-5069,8881,-997,3350,422,606,942,0
-1759493,-60955,-40706,-1652,-27452,-72924,-115078,-34539,-1701150,-12327,-24757,10382,-18522,-69242,-114408,-32096,-1771529,-71803,-42159,12626,-26130,-60823,-112954,-34212,1
-10689,2606,-416,-11453,-3267,-8435,-14116,-1651,4688,-12252,-6415,-9959,-4918,-8417,-13755,-1044,-7556,-4731,7168,5622,3372,-3573,-8866,4099,1
-237889,1311,3326,5221,5194,5952,2000,8260,-281610,-14616,-248,8877,2646,4323,9944,3890,-314760,-20857,25159,16318,14318,2109,8332,3600,0
-299777,-161888,175,-12931,-12145,-11212,-16009,-8066,-270805,-147883,-1176,-14690,-12108,-12718,-14786,-7255,-329954,-168398,3877,-13295,-10740,-6541,-1323,-4526,1
-849805,-94737,-41070,318,-18012,2847,7771,-12913,-890309,-75404,-41687,-11275,-27113,-9160,-5640,-14069,-843439,-76207,-44448,-9592,-27664,-7648,-7061,-14185,0
412962,17149,3771,-6446,206,1317,6190,3380,495412,149913,-1381,-9794,4121,10207,10075,-131,-126757,-15864,1144,-16575,1409,21845,8265,2831,0
167306,94149,12931,-604,4695,2633,-8,-465,26693,-9677,3289,-2389,2204,2257,-1021,507,-89689,-25742,8481,1590,608,11323,7790,7121,1
24313,8679,-4818,-7133,-1260,-2403,-2517,-1089,-5450,29221,-4735,3753,12468,4487,1823,4840,650,21524,8685,3326,13432,16009,4559,6218,0
-167327,14733,-5442,-2401,-4397,-6881,-2699,-1730,-189213,899,1868,1094,-1359,-8123,-1895,-999,-140416,65032,13093,2325,403,1803,3267,2307,1
-34489,-39271,-9389,-8513,-637,-598,342,-637,-18703,-21262,-8561,-7368,-1424,-1497,19,-697,-31464,-22159,-7954,-1923,5465,4938,3810,2511,0
-472246,-70872,-22714,-31460,-15689,-10004,1304,-630,-350973,179128,23542,27160,9562,3340,13973,10887,352514,25461,-5734,-23177,-3786,4384,9922,10629,0
1553880,8038,1539,-12056,-12038,-1689,-1010,-2892,-216369,-56694,-24717,-27550,-23702,-10502,-5422,-6256,7697,-69619,-19644,-28901,-24017,-11294,-5005,-5311,1
149877,-51293,21493,-1098,5285,3446,459,-987,1002232,-20176,9499,10765,4983,10188,776,4870,-32396,-79467,-9533,-5906,-6282,-224,-4626,-2677,0
298051,22335,4399,1303,-147,1397,586,625,-32427,5619,7013,2929,-27,1056,1554,-105,54526,27296,2490,5631,1406,-141,581,404,0
-946140,-169432,-40423,-9017,4568,1810,-1043,-3241,-1108593,-163036,-39827,-15068,-1035,-9988,-10194,-7185,-1143824,-188658,-38970,-14397,-2155,-12382,-8683,-5479,1
-979395,-141344,-28411,-16085,-8036,-19002,-9021,-13699,-819620,-52079,50811,14848,4242,-13601,-6460,-5657,-950200,-80477,-15304,-6529,6116,-6189,-4129,-9824,0
-992999,-96790,-27479,-20888,-16985,-41066,-25126,-15979,-922637,-88546,-32512,-18269,-8655,-38285,-22834,-13419,-997974,-118584,-30049,-22934,-18353,-41712,-25381,-16210,0
30479,18412,-354,-10555,-3920,-6119,-3609,-2359,139878,-128,-2347,-10332,300,-2748,-1182,1772,57364,7642,746,-7072,-2344,-4828,-471,-1660,0
-319452,-156367,-74827,-14739,-42366,-31055,-33441,-8677,-252167,-167442,-69671,-18616,-46919,-36195,-37240,-14305,-264300,-172509,-71128,-10551,-46234,-33832,-36947,-15086,1
-537272,-140444,-9796,-4991,-6543,-694,9876,-2260,-476135,-127645,-13992,-8557,-6512,-8935,-5862,-3812,-470347,-123297,-12116,-9378,-7818,-7609,-5687,-3563,1
-50638,-6923,-6683,-5676,-5019,4676,2899,1520,168987,-9111,-285,-2821,-4878,-734,492,-2996,10839,-13339,-7005,-6126,-4221,-2745,-681,-1943,1
-124176,-43722,-12022,-7087,-5128,-3561,-3101,-2589,-95282,-30822,-11270,3082,-4132,-2316,-714,-682,-123016,-25917,-4185,-2934,704,-367,-2021,-922,1
-159628,-31582,-5964,-17313,-10472,-872,-3136,-2821,-145418,-21952,-3930,-6500,284,7178,789,6200,-37758,-20976,-8098,-19372,-10006,-1639,-1940,-2711,0
-853315,-186295,-26496,-17054,-29241,-8360,-17272,-10655,-856666,-176992,-12666,-21069,-31535,-9364,-13990,-13003,-850404,-187725,-25911,-41303,-17745,-14001,-16216,-10339,0
1056815,24644,16461,1152,-4486,-4313,-3051,4073,-271988,-36181,-15008,-7494,-4794,-3052,7110,-783,-253911,-20226,-9966,-1202,-9948,-8151,-10232,1872,0
-617649,-7318,-13495,-2300,-11053,-5796,-9641,350,-623787,-12017,-6301,-12583,-7756,-6695,-10611,-508,-589353,35402,-9939,-13685,-13335,-8896,-12148,-4131,1
39854,66912,-2847,3591,5839,18073,-2529,3025,-40643,-26611,-2125,-3100,-1047,-2978,-3541,-683,-74406,-27544,1921,1658,5819,1404,878,7482,0
-294051,-189288,21072,64097,-1673,-3691,2845,-933,-299202,-206070,-7771,-3291,-3217,-7147,-2067,-2680,-194994,-146756,-2931,3056,-1117,2053,5736,4059,1
-169408,-18169,1595,-1018,1093,-1457,-713,415,-140752,-1322,1545,-2211,-1048,-843,-990,639,-120506,30949,17129,11262,4860,5134,3252,1150,1
19186,20140,-975,-3183,8612,4687,1134,2301,-16887,-10332,-2625,2619,2602,-1058,-308,2448,94530,129064,-2844,25732,31274,37587,15203,12319,0
1192876,186256,-61952,-62437,-31203,4724,11923,3557,-842567,-121481,-69106,-73103,-69747,-23219,-26979,-10199,-870415,-91387,-84110,-73404,-72435,-20000,-24748,-11141,1
-60031,-106932,-54678,-63099,7940,2899,2545,6441,42844,-141572,-78705,-79262,-2186,-7440,-9595,-2679,-218349,-192538,-76627,-73999,-7266,-8664,-2925,760,0
805595,-379050,50525,-11053,-4978,-56268,-41904,-34447,-1073161,-576185,-63530,-38195,-48424,-82239,-55344,-40709,-1057506,-596202,-58163,-41950,-49412,-80736,-56255,-41893,0
495625,74687,1399,-6236,212,-5779,554,786,-48888,-3493,1712,-5874,-6356,-3858,-760,1315,189272,127312,101751,35185,6457,23077,13954,25689,0
380183,18578,-2157,489,4517,5570,2475,3195,1971287,307190,13853,6297,18594,21862,24972,11551,131198,12928,18640,35345,23206,9098,4419,7381,0
-392750,-86452,-16377,-19403,-4570,-5281,-6312,-2262,-419122,-78908,-15458,-20102,-5673,-5661,-6355,-2331,-389363,-74695,-3351,-18403,-3988,-2491,-1873,2625,1
-12690,-17039,-475,-13892,-11,-1155,-673,-838,-3115,-14378,218,-14195,109,-1078,-577,-488,-80652,-11100,-5640,-13100,-389,-1193,-647,-480,0
-23793,-37258,-3577,-894,-846,1011,62,685,-18400,-31979,-1592,4928,297,2452,-48,799,101672,70093,24293,13038,9546,4562,847,1364,1
-935,-6921,-8160,10753,-3920,-6128,-1527,-1400,62713,42988,3782,15417,552,-182,27,-1337,115397,195845,2117,17506,-5590,-4823,327,-741,0
-405471,-40139,-11320,-20825,-19654,-14842,-7448,-6347,-483323,-49825,-22770,-20181,-16918,-16790,-8121,-6814,-494213,25062,944,-12416,-1608,-8166,-338,2692,0
-97707,-12031,-1944,21506,-6212,2025,-6996,-4108,-66173,-24557,-3198,-9442,-5299,-3535,-8413,-4658,-39453,-26898,3186,-5366,-3921,-845,-6915,-1022,0
-148230,223637,58444,71381,-1431,448,4635,2124,-180632,214,-8329,12297,-2164,-2292,-36,517,149716,5598,18378,-1879,-2839,-1440,5361,595,1
-551497,-129993,-6659,74611,-5344,-3056,-5293,482,-92440,-108152,44236,-11870,2174,-1708,11111,19974,-573165,-148983,-6586,-4206,1864,6759,2812,8016,1
-162931,35436,7639,-8763,-10397,-2399,-1817,-2643,-395728,-10648,3938,14934,13095,-1105,-3050,4745,-289156,-1204,1596,-9645,-12181,-2072,-4105,-3427,0
-105133,21460,243,2446,2758,7463,9570,2808,-174295,5700,-5816,6013,-5300,-1850,-909,-403,-109918,-2235,9442,-1101,13879,903,1161,-1691,0
-50513,-45681,-12348,-5662,-3212,-3795,-804,-1931,-18193,-38910,-7440,-7359,3027,3871,5720,44,199007,361142,1266,43411,31322,42996,103854,41942,0
21410,-9324,-6913,-6209,-18377,-17072,-3494,-5879,35276,50375,-7826,-6497,-17978,-15613,-3449,-6081,289784,53753,-10161,-6689,-18749,-17370,-3293,-5733,0
-620290,-110715,-10985,-5056,-35900,-33748,-20607,-33619,-696528,-88704,-19724,-15136,-23426,-26060,-18306,-32656,-409020,-32092,77603,60028,35950,-10464,-6834,-19325,0
1593348,183073,3851,21983,9134,8842,12649,1332,63035,-3644,-1851,-13053,-1403,-3244,-479,-4855,149861,18723,35035,29147,7356,7796,6171,4482,0
517084,-4605,-15607,-7909,-6204,-17934,-6775,-8059,1089423,289528,5163,70824,14011,-6148,21320,4552,-200015,-13757,6794,-3216,-5449,-17394,-5323,-8803,1
-133754,-38010,2871,2578,-1913,2060,3573,2921,-9446,-42511,7256,3270,-3119,-3837,-1050,-1786,1407853,26502,34033,3706,4051,19530,15426,8724,1
-73240,3422,-4374,-6995,-224,-10908,-5583,-1285,-64321,8395,16225,-5555,-1704,-7750,-6080,-1979,-24079,4489,-313,-8867,-2511,-11611,-7403,-2476,0
603822,25809,1583,1103,-1094,-628,-389,1408,-235363,30381,-12112,-1268,-1830,-2928,1568,229,16128,91365,5384,9335,6549,4307,10776,3859,1
-508673,923,14752,1476,6932,-3860,3422,-1696,-659230,-50025,-29064,-8679,-7876,-14750,-8593,-4577,-718678,-40299,-20971,-5280,-360,-11470,-7970,-1791,1
-410003,-37482,5410,-3922,-3618,-5075,-2843,-1186,-353895,-31510,-8561,-9839,-7661,-4534,-3433,-1493,-220938,-45529,-4610,-7264,-5215,-4768,-3903,-1724,1
179616,23031,3294,11515,8737,13617,4565,4295,-34389,7660,4199,7079,1606,3487,4276,1178,-45663,8924,14338,2446,8825,11250,6240,4601,0
930119,767951,108048,34906,34233,38815,7345,27814,67000,48807,-3323,-1260,-1513,909,-132,358,2484065,683525,48846,37100,48667,50147,23767,27233,1
377833,-50147,10599,1872,-2940,1658,2043,-2356,381648,-48516,13598,-3039,-11147,-153,-1985,-3857,-158561,-41841,12428,6754,-349,5855,2943,-2108,0
71643,-7499,111043,17327,13575,25813,7513,5967,-153992,-58438,-4645,1719,-10985,-4175,-882,-2188,14650,-31370,30965,15362,4617,21763,3233,1949,0
274630,48238,43317,22937,7694,690,-2085,2430,-1021690,-59873,14637,-63461,-26155,-21321,-5044,-6106,-880316,-106910,-10414,-62054,-31008,-22487,-9418,-6587,0
