delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
205717,19993,9573,-18639,8327,-8697,-17796,-5121,-369758,14855,14231,-27432,-4843,-19023,-18753,-10603,1
443170,61787,83315,378,13100,21886,28858,13045,426470,12312,-5934,-13392,442,204,-2775,-1221,1
18895,-4328,276,-195,-1864,-4004,-2346,-4028,-32326,-29572,-1351,652,2993,1094,3512,-1672,0
-27903,-4637,4505,-11623,-17316,-2037,-1993,-3810,-57578,-34072,-2415,-10026,-16698,3716,-544,-1949,1
-87189,-4979,3398,-131,-10652,11232,2052,3148,-83410,13619,272,21814,-14938,11304,7253,12218,0
-62855,-15976,5323,-6272,2843,-1222,-1727,-5117,-54795,-14402,1298,-5729,7706,5880,-8300,-5122,0
-236064,-17624,3119,-20120,1606,-7895,-9711,-3114,-238862,-22814,-2704,-15643,-1109,-5301,-7544,-4172,0
-7941,-59361,-17150,-44278,-4997,-10153,-15371,-8055,-173459,-87190,-16878,-45180,-10245,-8571,-7843,-4636,0
136398,-22440,963,-1738,-4389,-3594,-2925,-1588,-24326,-16910,11943,2282,4385,3962,2251,4150,0
81920,11661,30303,1104,9933,7907,-149,6398,14333,12221,2015,-9484,-11087,-2587,-6177,-2306,0
-13748,2876,-1206,-2030,559,437,26,893,-45992,-11937,-1991,4448,-337,4771,474,3502,0
-183224,-253862,-5756,-15217,-8158,-40821,-41349,-4597,-94678,-181945,-26377,-32467,-12417,-49408,-49967,-8352,0
-12059,14502,-5216,-9045,-3011,-3725,-472,-2971,11643,7169,-7604,-9413,-4515,-3741,-1056,-2511,0
15637,18024,1016,-1654,2649,197,-2583,1440,-25638,-6101,-906,607,1450,-2806,-1818,1044,1
-162540,-4415,-6786,-2256,-1359,746,-518,-367,-192700,-20295,-221,-583,2002,7236,4351,1612,0
5967,3195,3864,-5479,-8369,-9791,-2770,-7710,27273,30436,-4488,-4570,-8810,-8720,-2725,-7870,0
-16434,-24845,-2368,9162,14570,3843,7600,5759,56383,-15824,-10101,-4238,3360,2218,517,-146,1
13763,-11641,-5289,-2701,-1215,-1699,-503,-277,52073,36713,274,3694,437,-1890,638,734,0
319032,100864,62702,-9504,-592,7350,9476,4669,-194976,-26019,-9317,-10122,-9160,-6773,-2247,-1160,0
-172079,-17620,6088,9027,-11966,-9229,-8048,-3749,-185631,-28780,-404,-916,-11263,-9510,-8103,-4068,1
-217890,4849,-8109,1945,-8959,-1102,-2529,-3344,-228674,-1998,-6637,-1917,-3195,837,2427,1813,0
118282,75728,3478,-1012,3555,-3154,-1986,-448,-1897,-2103,-1483,-3884,4973,10436,4928,1066,1
