delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
19917,21454,2402,-8833,-3888,-3373,-3069,-3564,-39111,-1160,2996,-8314,581,-846,-413,455,1
66201,-19670,748,-9868,-5332,-6102,-11050,-3928,104071,-17863,-3531,-9824,-5672,-8169,-11546,-4864,1
44801,6102,17270,7165,1482,-16870,-7064,1746,4148,7889,-3888,-6118,-10211,-21671,-9717,-5754,1
-141475,47080,14666,-11473,464,-2364,-4317,-3010,-214340,1209,6720,-9812,-3887,-6976,-5393,-3916,1
24867,26071,22111,-9884,-3876,-8989,-4932,-9531,215604,18522,62878,20250,17143,3890,-2222,-4421,0
-21537,-52375,-8007,-11413,-9186,-6182,-1177,-3132,-41426,-64575,-11395,-13468,-10290,-8480,-2256,-4242,1
-47693,22123,3054,9752,26329,11741,2080,-5256,90824,32792,12740,-5255,-4545,-3204,-4011,-7484,1
-64336,-11595,713,-1769,7649,1916,5915,131,14053,-18006,-2222,-4078,1351,-2524,105,-582,1
-85452,-4553,-13433,3555,2386,2411,5889,5075,-89975,-6936,-7391,1918,1885,4290,5170,1852,0
-76282,-61643,-2107,3604,-4171,2829,-5665,-1380,-278075,-75632,-21301,-12930,2614,2992,-3727,-1377,1
477607,92226,8116,29440,146,10089,5611,1742,1151887,71344,6900,5198,2219,11115,10913,9259,0
-40950,12543,4390,-227,-1889,430,1980,-1057,235468,-11928,7883,5353,3892,3117,5335,1048,0
932766,77271,21686,4498,6730,9500,8999,7619,-8334,-51171,-3740,1722,308,6442,5057,2977,0
-245424,-95189,-16723,-24618,-10360,-23173,-14658,-4253,-197006,-41205,-12868,-26164,-9225,-24718,-13075,-4680,1
40253,-20500,6050,4364,46,-1023,-1283,-1559,65964,2370,6853,31648,3497,7532,4648,2226,0
-11634,-17013,2363,1435,532,259,335,804,772962,51073,80764,141561,99688,28785,57962,19030,0
-16892,19891,1124,-925,604,-434,586,-369,-60128,-815,-465,-1212,-564,-1229,-168,-617,0
-1695466,-59934,-15445,-5621,-6575,-56658,-96171,-30041,-1759493,-60955,-40706,-1652,-27452,-72924,-115078,-34539,1
400328,156351,2316,-2181,-82,-3906,-7007,210,-10689,2606,-416,-11453,-3267,-8435,-14116,-1651,1
-236694,-13777,-4063,1623,-193,-231,-415,266,-237889,1311,3326,5221,5194,5952,2000,8260,0
-288985,-142743,6493,-13837,-10916,-12807,-15724,-8211,-299777,-161888,175,-12931,-12145,-11212,-16009,-8066,1
-924707,-116552,-33819,-11882,-27489,-7371,-5309,-12099,-849805,-94737,-41070,318,-18012,2847,7771,-12913,0
78748,61086,7711,-12971,1312,-1359,-1774,-1875,412962,17149,3771,-6446,206,1317,6190,3380,0
318215,-1579,4958,928,849,1615,753,764,167306,94149,12931,-604,4695,2633,-8,-465,1
220464,92968,17106,15710,7426,15303,3862,4429,24313,8679,-4818,-7133,-1260,-2403,-2517,-1089,0
1202031,137765,18656,21936,2258,8285,5026,342,-167327,14733,-5442,-2401,-4397,-6881,-2699,-1730,1
-82529,-39848,-3071,-1235,4840,8237,3775,970,-34489,-39271,-9389,-8513,-637,-598,342,-637,0
-411189,-14307,-14522,25809,-6913,9616,13903,6609,-472246,-70872,-22714,-31460,-15689,-10004,1304,-630,0
627054,157108,-15915,-18571,-12485,4875,970,-1506,1553880,8038,1539,-12056,-12038,-1689,-1010,-2892,1
-5234,-76427,-9083,-4520,-6059,-2334,-6168,-4056,149877,-51293,21493,-1098,5285,3446,459,-987,0
20312,212394,69278,12834,4150,6756,5778,3626,298051,22335,4399,1303,-147,1397,586,625,0
-953567,-181896,-36866,-13393,-3799,-13103,-10495,-6987,-946140,-169432,-40423,-9017,4568,1810,-1043,-3241,1
-332319,-40553,-10745,-8404,-4951,-15078,-7914,-13315,-979395,-141344,-28411,-16085,-8036,-19002,-9021,-13699,0
-1051701,-101836,-28247,-23475,-18099,-41432,-25522,-16064,-992999,-96790,-27479,-20888,-16985,-41066,-25126,-15979,0
-13795,4792,7203,-10288,-4338,-6540,-3294,-1654,30479,18412,-354,-10555,-3920,-6119,-3609,-2359,0
-300532,-162649,-71942,-18078,-46292,-34791,-36929,-15812,-319452,-156367,-74827,-14739,-42366,-31055,-33441,-8677,1
-263021,-121970,-11749,-5081,-4953,-7846,-6054,-4139,-537272,-140444,-9796,-4991,-6543,-694,9876,-2260,1
93189,31297,-8851,-5255,-4871,-143,358,-2692,-50638,-6923,-6683,-5676,-5019,4676,2899,1520,1
180168,-33731,-7704,-1286,-1497,8259,1287,1491,-124176,-43722,-12022,-7087,-5128,-3561,-3101,-2589,1
1255463,7672,-5400,-15556,-6768,1251,-2630,-3994,-159628,-31582,-5964,-17313,-10472,-872,-3136,-2821,0
-629081,-130680,-29828,-9299,-28111,-5786,-14068,-6685,-853315,-186295,-26496,-17054,-29241,-8360,-17272,-10655,0
-184730,-20383,-14987,-10746,-6987,-6743,-11856,-8513,1056815,24644,16461,1152,-4486,-4313,-3051,4073,0
-492810,-6781,-9975,-3374,-6268,2700,-6669,-602,-617649,-7318,-13495,-2300,-11053,-5796,-9641,350,1
-30439,-37206,-5111,-3892,-2228,-3787,-4407,-1849,39854,66912,-2847,3591,5839,18073,-2529,3025,0
-213455,-173071,-1859,-149,10084,-2934,481,-1188,-294051,-189288,21072,64097,-1673,-3691,2845,-933,1
-207437,-8159,2131,1722,1108,3218,6178,4154,-169408,-18169,1595,-1018,1093,-1457,-713,415,1
413600,2227,29427,22292,3932,8686,5973,7128,19186,20140,-975,-3183,8612,4687,1134,2301,0
775424,-79241,35064,-56784,-50818,6443,-10021,951,1192876,186256,-61952,-62437,-31203,4724,11923,3557,1
55141,-95653,-64251,-52582,-6043,5080,12966,-1871,-60031,-106932,-54678,-63099,7940,2899,2545,6441,0
-970364,-551600,-37448,-27481,-48006,-81375,-46694,-39476,805595,-379050,50525,-11053,-4978,-56268,-41904,-34447,0
259354,22472,35149,46909,19427,4147,3609,7007,495625,74687,1399,-6236,212,-5779,554,786,0
-94701,-20285,-4196,-3510,-2409,-1219,-100,-1262,380183,18578,-2157,489,4517,5570,2475,3195,0
-438656,-102724,-12836,-18398,-5193,-3420,-6227,-2396,-392750,-86452,-16377,-19403,-4570,-5281,-6312,-2262,1
10989,18652,68563,-4591,33542,6506,2328,782,-12690,-17039,-475,-13892,-11,-1155,-673,-838,0
-29415,-30700,-4783,-1321,-1393,188,-489,-45,-23793,-37258,-3577,-894,-846,1011,62,685,1
4760,-8904,9344,11051,353,-6455,-3273,-1036,-935,-6921,-8160,10753,-3920,-6128,-1527,-1400,0
-257081,116321,2984,74526,4821,8902,9732,4974,-405471,-40139,-11320,-20825,-19654,-14842,-7448,-6347,0
37729,19421,3004,7404,3361,6553,-7030,-2828,-97707,-12031,-1944,21506,-6212,2025,-6996,-4108,0
-174327,189693,4201,10583,25300,4492,4802,1709,-148230,223637,58444,71381,-1431,448,4635,2124,1
-564795,-153000,-2078,-10170,5975,53460,50313,49688,-551497,-129993,-6659,74611,-5344,-3056,-5293,482,1
-416107,36452,-810,-1978,-1635,1885,-3176,-2064,-162931,35436,7639,-8763,-10397,-2399,-1817,-2643,0
-55233,-1072,-7287,-1070,-6240,-2876,-2024,-382,-105133,21460,243,2446,2758,7463,9570,2808,0
18025,-26715,-10647,-3219,-3780,16,-316,-460,-50513,-45681,-12348,-5662,-3212,-3795,-804,-1931,0
1355239,162762,147032,51140,-7629,16716,67908,5236,21410,-9324,-6913,-6209,-18377,-17072,-3494,-5879,0
113901,166200,83784,3451,23061,15028,4018,2210,-620290,-110715,-10985,-5056,-35900,-33748,-20607,-33619,0
454711,123455,-103,-5679,3421,384,2225,-3064,1593348,183073,3851,21983,9134,8842,12649,1332,0
207714,74054,-13632,5252,-723,-15012,-6829,-4192,517084,-4605,-15607,-7909,-6204,-17934,-6775,-8059,1
-143853,-71180,-3161,-249,-4089,-3618,-1370,-1691,-133754,-38010,2871,2578,-1913,2060,3573,2921,1
100916,121298,-5133,6406,545,8500,-1216,3022,-73240,3422,-4374,-6995,-224,-10908,-5583,-1285,0
-120204,88358,13889,5033,814,397,2007,1432,603822,25809,1583,1103,-1094,-628,-389,1408,1
-716993,-22390,-24696,-5281,-6826,-11001,-5559,-3564,-508673,923,14752,1476,6932,-3860,3422,-1696,1
-421167,-44225,-3645,3230,-3825,-2981,-1543,-422,-410003,-37482,5410,-3922,-3618,-5075,-2843,-1186,1
-26531,28184,-965,14037,1032,5570,2244,1792,179616,23031,3294,11515,8737,13617,4565,4295,0
1655487,1248862,57497,90519,113613,173791,103877,46238,930119,767951,108048,34906,34233,38815,7345,27814,1
63504,-64286,-2197,5445,-9279,-2404,-1680,-5215,377833,-50147,10599,1872,-2940,1658,2043,-2356,0
1640794,367143,136947,113713,70658,30187,48808,20848,71643,-7499,111043,17327,13575,25813,7513,5967,0
1690194,186572,17559,-5080,2328,-10357,-1465,-3289,274630,48238,43317,22937,7694,690,-2085,2430,0
