delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
-388979,-12671,-8481,-19095,-4042,-21442,-14495,-9620,-356132,-2211,-7656,-32310,-8010,-28231,-17826,-11462,1
-37024,-7269,-8135,-13502,-155,-3771,-3429,-2283,10886,2497,-3749,-5714,12898,6663,13125,6319,1
-7938,-8965,12777,1461,-4305,-3777,-1622,-3818,112355,-15409,2346,3802,855,-3997,-1260,-3972,0
-18418,-7865,-1355,-9496,-15321,-648,-3117,-4316,-32621,-5947,15908,-8178,-17063,-2635,-810,-3828,1
-88351,6843,-6216,7946,-11754,6838,5202,1281,-54656,16029,-5567,-5720,-18852,-4754,-3428,-3432,0
66448,-14661,275,-11288,-1370,-5970,-9366,-9029,-19496,8335,3171,-12166,4395,1941,3788,-5627,0
-240489,-7363,-2373,-23347,2551,-5681,-8008,-217,-212258,-18308,2601,-16170,2454,-4964,-9173,-966,0
397626,-57459,-21634,-40344,-4979,3699,-11173,-4000,-141853,-75306,-13402,-36234,1571,11702,9635,-4553,0
-484,-23590,-2362,-2705,-4005,-3621,-3340,-1874,114581,86475,14710,9435,1632,2286,19139,20608,0
1294,-1841,-2908,-8797,-10294,5128,-3842,-902,-1523,-6521,625,1700,-8563,7279,-1372,5036,0
-21267,-1558,-3109,-2448,-1898,-588,-1504,43,-56001,-3749,4137,2471,-198,3312,1753,3421,0
533123,-187084,-33176,-31459,-1872,-43201,-40452,-4867,-195243,-240962,-31894,-34921,-9316,-42102,-46531,-4400,0
8339,-2125,10562,-6786,1431,2296,984,-1499,20376,-6200,-5049,-6849,-1040,-4282,-1868,-2116,0
-25732,-9795,-3851,-5975,-3450,-6430,-7435,-2041,138968,49445,16492,-3733,1183,-2951,-4687,-6,1
-167763,-2224,-3840,-4018,-1342,-302,-686,16,-161724,-13377,1075,-3542,-248,-629,24,121,0
2048889,400523,24382,937,13140,-5050,-30,-4329,116140,43876,10841,2907,-4245,1285,-26,-6563,0
15225,-14277,-4762,-1272,525,1525,1246,-453,43013,44992,5909,2337,15081,5020,10074,4787,1
-17144,24946,9089,919,838,-1690,-223,126,62148,-8333,-3151,-772,704,-763,19,118,0
-225770,19416,-9465,-12171,7947,3641,6088,7970,-23174,3671,-10860,-9894,-4720,-5907,-2356,-1515,0
-198120,-23567,2863,-1915,-12790,-9747,-9065,-3182,-138881,-31665,-1783,-714,-11688,-8801,-9393,-3902,1
-176334,14613,-3548,657,-8699,-1187,-2729,-1717,18415,47400,3051,6998,-7396,-862,-536,-2167,0
144276,117911,18214,33167,23406,8280,3057,850,32531,6964,1140,-3943,-575,-5725,-1534,-2372,1
-26455,3162,3140,-6877,-4800,-1188,-2349,-2852,39689,7402,2122,-9483,-4918,-3162,-3175,-3636,1
11545,-33982,-4659,-9929,-6059,-7944,-11611,-5034,-38954,-39395,-4465,-7258,-4999,-5659,-10325,-4605,1
3027,39238,8635,-1490,-7615,-19446,-8331,-3408,-13940,23344,379,-5598,-7706,-19746,-8318,-4934,1
60040,37187,8172,-2037,-2710,9173,3521,1437,-181013,15313,13299,-10685,-6237,-7706,-5251,-4134,1
130894,22992,867,-10905,-5774,-8529,-3928,-9674,32528,65640,32534,-5017,1202,2923,-1489,-5472,0
-175860,-70076,-5577,-12558,-11585,-7490,-1984,-3223,-179500,-56943,-72,-9795,-10976,-6394,-1623,-1569,1
-43442,-4827,329,-6777,-5792,-4652,-2195,-8721,-78545,-10576,-766,-9254,-6377,-1862,-5249,-5538,1
-58170,-16521,-1551,-5702,2795,1368,4915,2219,-41259,1053,-2047,-4220,-41,-2557,136,-1774,1
183189,-17286,-12479,4265,-267,-303,-63,158,-32782,-9799,-7716,3480,-1566,3094,1141,462,0
-268963,-61066,-12435,-14721,-4297,-3120,-8136,-3020,-92348,-60056,-14229,-14551,-4773,-1650,-8001,-3553,1
167090,66667,14682,4685,-2418,9219,7367,5116,-16264,13306,37942,6910,-294,1519,2709,3078,0
-30620,-9116,-2350,-3276,-2392,-1543,-1205,-1322,-40192,-5613,-2973,-1491,-1500,-920,-290,138,0
-57281,-52409,-505,-1502,-2110,948,150,-638,-65739,-50733,-1759,-942,-1225,-283,1657,172,0
-283839,-101113,-18726,-26237,-10286,-23424,-13608,-4331,-283839,-101113,-18726,-26237,-10286,-23424,-13608,-4331,1
-20435,-23231,2231,178,1076,1720,3719,435,-36866,-25427,-2229,2745,608,8699,1213,1381,0
126858,-4641,14580,476,3694,5732,4913,3041,10284,20738,19565,17154,2982,7652,10946,1574,0
-25129,1633,2372,7437,-673,-477,790,366,-63331,-5069,8881,-997,3350,422,606,942,0
-1701150,-12327,-24757,10382,-18522,-69242,-114408,-32096,-1771529,-71803,-42159,12626,-26130,-60823,-112954,-34212,1
4688,-12252,-6415,-9959,-4918,-8417,-13755,-1044,-7556,-4731,7168,5622,3372,-3573,-8866,4099,1
-281610,-14616,-248,8877,2646,4323,9944,3890,-314760,-20857,25159,16318,14318,2109,8332,3600,0
-270805,-147883,-1176,-14690,-12108,-12718,-14786,-7255,-329954,-168398,3877,-13295,-10740,-6541,-1323,-4526,1
-890309,-75404,-41687,-11275,-27113,-9160,-5640,-14069,-843439,-76207,-44448,-9592,-27664,-7648,-7061,-14185,0
495412,149913,-1381,-9794,4121,10207,10075,-131,-126757,-15864,1144,-16575,1409,21845,8265,2831,0
26693,-9677,3289,-2389,2204,2257,-1021,507,-89689,-25742,8481,1590,608,11323,7790,7121,1
-5450,29221,-4735,3753,12468,4487,1823,4840,650,21524,8685,3326,13432,16009,4559,6218,0
-189213,899,1868,1094,-1359,-8123,-1895,-999,-140416,65032,13093,2325,403,1803,3267,2307,1
-18703,-21262,-8561,-7368,-1424,-1497,19,-697,-31464,-22159,-7954,-1923,5465,4938,3810,2511,0
-350973,179128,23542,27160,9562,3340,13973,10887,352514,25461,-5734,-23177,-3786,4384,9922,10629,0
-216369,-56694,-24717,-27550,-23702,-10502,-5422,-6256,7697,-69619,-19644,-28901,-24017,-11294,-5005,-5311,1
1002232,-20176,9499,10765,4983,10188,776,4870,-32396,-79467,-9533,-5906,-6282,-224,-4626,-2677,0
-32427,5619,7013,2929,-27,1056,1554,-105,54526,27296,2490,5631,1406,-141,581,404,0
-1108593,-163036,-39827,-15068,-1035,-9988,-10194,-7185,-1143824,-188658,-38970,-14397,-2155,-12382,-8683,-5479,1
-819620,-52079,50811,14848,4242,-13601,-6460,-5657,-950200,-80477,-15304,-6529,6116,-6189,-4129,-9824,0
-922637,-88546,-32512,-18269,-8655,-38285,-22834,-13419,-997974,-118584,-30049,-22934,-18353,-41712,-25381,-16210,0
139878,-128,-2347,-10332,300,-2748,-1182,1772,57364,7642,746,-7072,-2344,-4828,-471,-1660,0
-252167,-167442,-69671,-18616,-46919,-36195,-37240,-14305,-264300,-172509,-71128,-10551,-46234,-33832,-36947,-15086,1
-476135,-127645,-13992,-8557,-6512,-8935,-5862,-3812,-470347,-123297,-12116,-9378,-7818,-7609,-5687,-3563,1
168987,-9111,-285,-2821,-4878,-734,492,-2996,10839,-13339,-7005,-6126,-4221,-2745,-681,-1943,1
-95282,-30822,-11270,3082,-4132,-2316,-714,-682,-123016,-25917,-4185,-2934,704,-367,-2021,-922,1
-145418,-21952,-3930,-6500,284,7178,789,6200,-37758,-20976,-8098,-19372,-10006,-1639,-1940,-2711,0
-856666,-176992,-12666,-21069,-31535,-9364,-13990,-13003,-850404,-187725,-25911,-41303,-17745,-14001,-16216,-10339,0
