delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
-271988,-36181,-15008,-7494,-4794,-3052,7110,-783,-253911,-20226,-9966,-1202,-9948,-8151,-10232,1872,0
-623787,-12017,-6301,-12583,-7756,-6695,-10611,-508,-589353,35402,-9939,-13685,-13335,-8896,-12148,-4131,1
-40643,-26611,-2125,-3100,-1047,-2978,-3541,-683,-74406,-27544,1921,1658,5819,1404,878,7482,0
-299202,-206070,-7771,-3291,-3217,-7147,-2067,-2680,-194994,-146756,-2931,3056,-1117,2053,5736,4059,1
-140752,-1322,1545,-2211,-1048,-843,-990,639,-120506,30949,17129,11262,4860,5134,3252,1150,1
-16887,-10332,-2625,2619,2602,-1058,-308,2448,94530,129064,-2844,25732,31274,37587,15203,12319,0
-842567,-121481,-69106,-73103,-69747,-23219,-26979,-10199,-870415,-91387,-84110,-73404,-72435,-20000,-24748,-11141,1
42844,-141572,-78705,-79262,-2186,-7440,-9595,-2679,-218349,-192538,-76627,-73999,-7266,-8664,-2925,760,0
-1073161,-576185,-63530,-38195,-48424,-82239,-55344,-40709,-1057506,-596202,-58163,-41950,-49412,-80736,-56255,-41893,0
-48888,-3493,1712,-5874,-6356,-3858,-760,1315,189272,127312,101751,35185,6457,23077,13954,25689,0
1971287,307190,13853,6297,18594,21862,24972,11551,131198,12928,18640,35345,23206,9098,4419,7381,0
-419122,-78908,-15458,-20102,-5673,-5661,-6355,-2331,-389363,-74695,-3351,-18403,-3988,-2491,-1873,2625,1
-3115,-14378,218,-14195,109,-1078,-577,-488,-80652,-11100,-5640,-13100,-389,-1193,-647,-480,0
-18400,-31979,-1592,4928,297,2452,-48,799,101672,70093,24293,13038,9546,4562,847,1364,1
62713,42988,3782,15417,552,-182,27,-1337,115397,195845,2117,17506,-5590,-4823,327,-741,0
-483323,-49825,-22770,-20181,-16918,-16790,-8121,-6814,-494213,25062,944,-12416,-1608,-8166,-338,2692,0
-66173,-24557,-3198,-9442,-5299,-3535,-8413,-4658,-39453,-26898,3186,-5366,-3921,-845,-6915,-1022,0
-180632,214,-8329,12297,-2164,-2292,-36,517,149716,5598,18378,-1879,-2839,-1440,5361,595,1
-92440,-108152,44236,-11870,2174,-1708,11111,19974,-573165,-148983,-6586,-4206,1864,6759,2812,8016,1
-395728,-10648,3938,14934,13095,-1105,-3050,4745,-289156,-1204,1596,-9645,-12181,-2072,-4105,-3427,0
-174295,5700,-5816,6013,-5300,-1850,-909,-403,-109918,-2235,9442,-1101,13879,903,1161,-1691,0
-18193,-38910,-7440,-7359,3027,3871,5720,44,199007,361142,1266,43411,31322,42996,103854,41942,0
35276,50375,-7826,-6497,-17978,-15613,-3449,-6081,289784,53753,-10161,-6689,-18749,-17370,-3293,-5733,0
-696528,-88704,-19724,-15136,-23426,-26060,-18306,-32656,-409020,-32092,77603,60028,35950,-10464,-6834,-19325,0
63035,-3644,-1851,-13053,-1403,-3244,-479,-4855,149861,18723,35035,29147,7356,7796,6171,4482,0
1089423,289528,5163,70824,14011,-6148,21320,4552,-200015,-13757,6794,-3216,-5449,-17394,-5323,-8803,1
-9446,-42511,7256,3270,-3119,-3837,-1050,-1786,1407853,26502,34033,3706,4051,19530,15426,8724,1
-64321,8395,16225,-5555,-1704,-7750,-6080,-1979,-24079,4489,-313,-8867,-2511,-11611,-7403,-2476,0
-235363,30381,-12112,-1268,-1830,-2928,1568,229,16128,91365,5384,9335,6549,4307,10776,3859,1
-659230,-50025,-29064,-8679,-7876,-14750,-8593,-4577,-718678,-40299,-20971,-5280,-360,-11470,-7970,-1791,1
-353895,-31510,-8561,-9839,-7661,-4534,-3433,-1493,-220938,-45529,-4610,-7264,-5215,-4768,-3903,-1724,1
-34389,7660,4199,7079,1606,3487,4276,1178,-45663,8924,14338,2446,8825,11250,6240,4601,0
67000,48807,-3323,-1260,-1513,909,-132,358,2484065,683525,48846,37100,48667,50147,23767,27233,1
381648,-48516,13598,-3039,-11147,-153,-1985,-3857,-158561,-41841,12428,6754,-349,5855,2943,-2108,0
-153992,-58438,-4645,1719,-10985,-4175,-882,-2188,14650,-31370,30965,15362,4617,21763,3233,1949,0
-1021690,-59873,14637,-63461,-26155,-21321,-5044,-6106,-880316,-106910,-10414,-62054,-31008,-22487,-9418,-6587,0
