delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
-369758,14855,14231,-27432,-4843,-19023,-18753,-10603,-388979,-12671,-8481,-19095,-4042,-21442,-14495,-9620,1
426470,12312,-5934,-13392,442,204,-2775,-1221,-37024,-7269,-8135,-13502,-155,-3771,-3429,-2283,1
-32326,-29572,-1351,652,2993,1094,3512,-1672,-7938,-8965,12777,1461,-4305,-3777,-1622,-3818,0
-57578,-34072,-2415,-10026,-16698,3716,-544,-1949,-18418,-7865,-1355,-9496,-15321,-648,-3117,-4316,1
-83410,13619,272,21814,-14938,11304,7253,12218,-88351,6843,-6216,7946,-11754,6838,5202,1281,0
-54795,-14402,1298,-5729,7706,5880,-8300,-5122,66448,-14661,275,-11288,-1370,-5970,-9366,-9029,0
-238862,-22814,-2704,-15643,-1109,-5301,-7544,-4172,-240489,-7363,-2373,-23347,2551,-5681,-8008,-217,0
-173459,-87190,-16878,-45180,-10245,-8571,-7843,-4636,397626,-57459,-21634,-40344,-4979,3699,-11173,-4000,0
-24326,-16910,11943,2282,4385,3962,2251,4150,-484,-23590,-2362,-2705,-4005,-3621,-3340,-1874,0
14333,12221,2015,-9484,-11087,-2587,-6177,-2306,1294,-1841,-2908,-8797,-10294,5128,-3842,-902,0
-45992,-11937,-1991,4448,-337,4771,474,3502,-21267,-1558,-3109,-2448,-1898,-588,-1504,43,0
-94678,-181945,-26377,-32467,-12417,-49408,-49967,-8352,533123,-187084,-33176,-31459,-1872,-43201,-40452,-4867,0
11643,7169,-7604,-9413,-4515,-3741,-1056,-2511,8339,-2125,10562,-6786,1431,2296,984,-1499,0
-25638,-6101,-906,607,1450,-2806,-1818,1044,-25732,-9795,-3851,-5975,-3450,-6430,-7435,-2041,1
-192700,-20295,-221,-583,2002,7236,4351,1612,-167763,-2224,-3840,-4018,-1342,-302,-686,16,0
27273,30436,-4488,-4570,-8810,-8720,-2725,-7870,2048889,400523,24382,937,13140,-5050,-30,-4329,0
56383,-15824,-10101,-4238,3360,2218,517,-146,15225,-14277,-4762,-1272,525,1525,1246,-453,1
52073,36713,274,3694,437,-1890,638,734,-17144,24946,9089,919,838,-1690,-223,126,0
-194976,-26019,-9317,-10122,-9160,-6773,-2247,-1160,-225770,19416,-9465,-12171,7947,3641,6088,7970,0
-185631,-28780,-404,-916,-11263,-9510,-8103,-4068,-198120,-23567,2863,-1915,-12790,-9747,-9065,-3182,1
-228674,-1998,-6637,-1917,-3195,837,2427,1813,-176334,14613,-3548,657,-8699,-1187,-2729,-1717,0
-1897,-2103,-1483,-3884,4973,10436,4928,1066,144276,117911,18214,33167,23406,8280,3057,850,1
-39111,-1160,2996,-8314,581,-846,-413,455,-26455,3162,3140,-6877,-4800,-1188,-2349,-2852,1
104071,-17863,-3531,-9824,-5672,-8169,-11546,-4864,11545,-33982,-4659,-9929,-6059,-7944,-11611,-5034,1
4148,7889,-3888,-6118,-10211,-21671,-9717,-5754,3027,39238,8635,-1490,-7615,-19446,-8331,-3408,1
-214340,1209,6720,-9812,-3887,-6976,-5393,-3916,60040,37187,8172,-2037,-2710,9173,3521,1437,1
215604,18522,62878,20250,17143,3890,-2222,-4421,130894,22992,867,-10905,-5774,-8529,-3928,-9674,0
-41426,-64575,-11395,-13468,-10290,-8480,-2256,-4242,-175860,-70076,-5577,-12558,-11585,-7490,-1984,-3223,1
90824,32792,12740,-5255,-4545,-3204,-4011,-7484,-43442,-4827,329,-6777,-5792,-4652,-2195,-8721,1
14053,-18006,-2222,-4078,1351,-2524,105,-582,-58170,-16521,-1551,-5702,2795,1368,4915,2219,1
-89975,-6936,-7391,1918,1885,4290,5170,1852,183189,-17286,-12479,4265,-267,-303,-63,158,0
-278075,-75632,-21301,-12930,2614,2992,-3727,-1377,-268963,-61066,-12435,-14721,-4297,-3120,-8136,-3020,1
1151887,71344,6900,5198,2219,11115,10913,9259,167090,66667,14682,4685,-2418,9219,7367,5116,0
235468,-11928,7883,5353,3892,3117,5335,1048,-30620,-9116,-2350,-3276,-2392,-1543,-1205,-1322,0
-8334,-51171,-3740,1722,308,6442,5057,2977,-57281,-52409,-505,-1502,-2110,948,150,-638,0
-197006,-41205,-12868,-26164,-9225,-24718,-13075,-4680,-283839,-101113,-18726,-26237,-10286,-23424,-13608,-4331,1
65964,2370,6853,31648,3497,7532,4648,2226,-20435,-23231,2231,178,1076,1720,3719,435,0
772962,51073,80764,141561,99688,28785,57962,19030,126858,-4641,14580,476,3694,5732,4913,3041,0
-60128,-815,-465,-1212,-564,-1229,-168,-617,-25129,1633,2372,7437,-673,-477,790,366,0
-1759493,-60955,-40706,-1652,-27452,-72924,-115078,-34539,-1701150,-12327,-24757,10382,-18522,-69242,-114408,-32096,1
-10689,2606,-416,-11453,-3267,-8435,-14116,-1651,4688,-12252,-6415,-9959,-4918,-8417,-13755,-1044,1
-237889,1311,3326,5221,5194,5952,2000,8260,-281610,-14616,-248,8877,2646,4323,9944,3890,0
-299777,-161888,175,-12931,-12145,-11212,-16009,-8066,-270805,-147883,-1176,-14690,-12108,-12718,-14786,-7255,1
-849805,-94737,-41070,318,-18012,2847,7771,-12913,-890309,-75404,-41687,-11275,-27113,-9160,-5640,-14069,0
412962,17149,3771,-6446,206,1317,6190,3380,495412,149913,-1381,-9794,4121,10207,10075,-131,0
167306,94149,12931,-604,4695,2633,-8,-465,26693,-9677,3289,-2389,2204,2257,-1021,507,1
24313,8679,-4818,-7133,-1260,-2403,-2517,-1089,-5450,29221,-4735,3753,12468,4487,1823,4840,0
-167327,14733,-5442,-2401,-4397,-6881,-2699,-1730,-189213,899,1868,1094,-1359,-8123,-1895,-999,1
-34489,-39271,-9389,-8513,-637,-598,342,-637,-18703,-21262,-8561,-7368,-1424,-1497,19,-697,0
-472246,-70872,-22714,-31460,-15689,-10004,1304,-630,-350973,179128,23542,27160,9562,3340,13973,10887,0
1553880,8038,1539,-12056,-12038,-1689,-1010,-2892,-216369,-56694,-24717,-27550,-23702,-10502,-5422,-6256,1
149877,-51293,21493,-1098,5285,3446,459,-987,1002232,-20176,9499,10765,4983,10188,776,4870,0
298051,22335,4399,1303,-147,1397,586,625,-32427,5619,7013,2929,-27,1056,1554,-105,0
-946140,-169432,-40423,-9017,4568,1810,-1043,-3241,-1108593,-163036,-39827,-15068,-1035,-9988,-10194,-7185,1
-979395,-141344,-28411,-16085,-8036,-19002,-9021,-13699,-819620,-52079,50811,14848,4242,-13601,-6460,-5657,0
-992999,-96790,-27479,-20888,-16985,-41066,-25126,-15979,-922637,-88546,-32512,-18269,-8655,-38285,-22834,-13419,0
30479,18412,-354,-10555,-3920,-6119,-3609,-2359,139878,-128,-2347,-10332,300,-2748,-1182,1772,0
-319452,-156367,-74827,-14739,-42366,-31055,-33441,-8677,-252167,-167442,-69671,-18616,-46919,-36195,-37240,-14305,1
-537272,-140444,-9796,-4991,-6543,-694,9876,-2260,-476135,-127645,-13992,-8557,-6512,-8935,-5862,-3812,1
-50638,-6923,-6683,-5676,-5019,4676,2899,1520,168987,-9111,-285,-2821,-4878,-734,492,-2996,1
-124176,-43722,-12022,-7087,-5128,-3561,-3101,-2589,-95282,-30822,-11270,3082,-4132,-2316,-714,-682,1
-159628,-31582,-5964,-17313,-10472,-872,-3136,-2821,-145418,-21952,-3930,-6500,284,7178,789,6200,0
-853315,-186295,-26496,-17054,-29241,-8360,-17272,-10655,-856666,-176992,-12666,-21069,-31535,-9364,-13990,-13003,0
1056815,24644,16461,1152,-4486,-4313,-3051,4073,-271988,-36181,-15008,-7494,-4794,-3052,7110,-783,0
-617649,-7318,-13495,-2300,-11053,-5796,-9641,350,-623787,-12017,-6301,-12583,-7756,-6695,-10611,-508,1
39854,66912,-2847,3591,5839,18073,-2529,3025,-40643,-26611,-2125,-3100,-1047,-2978,-3541,-683,0
-294051,-189288,21072,64097,-1673,-3691,2845,-933,-299202,-206070,-7771,-3291,-3217,-7147,-2067,-2680,1
-169408,-18169,1595,-1018,1093,-1457,-713,415,-140752,-1322,1545,-2211,-1048,-843,-990,639,1
19186,20140,-975,-3183,8612,4687,1134,2301,-16887,-10332,-2625,2619,2602,-1058,-308,2448,0
1192876,186256,-61952,-62437,-31203,4724,11923,3557,-842567,-121481,-69106,-73103,-69747,-23219,-26979,-10199,1
-60031,-106932,-54678,-63099,7940,2899,2545,6441,42844,-141572,-78705,-79262,-2186,-7440,-9595,-2679,0
805595,-379050,50525,-11053,-4978,-56268,-41904,-34447,-1073161,-576185,-63530,-38195,-48424,-82239,-55344,-40709,0
495625,74687,1399,-6236,212,-5779,554,786,-48888,-3493,1712,-5874,-6356,-3858,-760,1315,0
380183,18578,-2157,489,4517,5570,2475,3195,1971287,307190,13853,6297,18594,21862,24972,11551,0
-392750,-86452,-16377,-19403,-4570,-5281,-6312,-2262,-419122,-78908,-15458,-20102,-5673,-5661,-6355,-2331,1
-12690,-17039,-475,-13892,-11,-1155,-673,-838,-3115,-14378,218,-14195,109,-1078,-577,-488,0
-23793,-37258,-3577,-894,-846,1011,62,685,-18400,-31979,-1592,4928,297,2452,-48,799,1
-935,-6921,-8160,10753,-3920,-6128,-1527,-1400,62713,42988,3782,15417,552,-182,27,-1337,0
-405471,-40139,-11320,-20825,-19654,-14842,-7448,-6347,-483323,-49825,-22770,-20181,-16918,-16790,-8121,-6814,0
-97707,-12031,-1944,21506,-6212,2025,-6996,-4108,-66173,-24557,-3198,-9442,-5299,-3535,-8413,-4658,0
-148230,223637,58444,71381,-1431,448,4635,2124,-180632,214,-8329,12297,-2164,-2292,-36,517,1
-551497,-129993,-6659,74611,-5344,-3056,-5293,482,-92440,-108152,44236,-11870,2174,-1708,11111,19974,1
-162931,35436,7639,-8763,-10397,-2399,-1817,-2643,-395728,-10648,3938,14934,13095,-1105,-3050,4745,0
-105133,21460,243,2446,2758,7463,9570,2808,-174295,5700,-5816,6013,-5300,-1850,-909,-403,0
-50513,-45681,-12348,-5662,-3212,-3795,-804,-1931,-18193,-38910,-7440,-7359,3027,3871,5720,44,0
21410,-9324,-6913,-6209,-18377,-17072,-3494,-5879,35276,50375,-7826,-6497,-17978,-15613,-3449,-6081,0
-620290,-110715,-10985,-5056,-35900,-33748,-20607,-33619,-696528,-88704,-19724,-15136,-23426,-26060,-18306,-32656,0
1593348,183073,3851,21983,9134,8842,12649,1332,63035,-3644,-1851,-13053,-1403,-3244,-479,-4855,0
517084,-4605,-15607,-7909,-6204,-17934,-6775,-8059,1089423,289528,5163,70824,14011,-6148,21320,4552,1
