delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
-133754,-38010,2871,2578,-1913,2060,3573,2921,-9446,-42511,7256,3270,-3119,-3837,-1050,-1786,1
-73240,3422,-4374,-6995,-224,-10908,-5583,-1285,-64321,8395,16225,-5555,-1704,-7750,-6080,-1979,0
603822,25809,1583,1103,-1094,-628,-389,1408,-235363,30381,-12112,-1268,-1830,-2928,1568,229,1
-508673,923,14752,1476,6932,-3860,3422,-1696,-659230,-50025,-29064,-8679,-7876,-14750,-8593,-4577,1
-410003,-37482,5410,-3922,-3618,-5075,-2843,-1186,-353895,-31510,-8561,-9839,-7661,-4534,-3433,-1493,1
179616,23031,3294,11515,8737,13617,4565,4295,-34389,7660,4199,7079,1606,3487,4276,1178,0
930119,767951,108048,34906,34233,38815,7345,27814,67000,48807,-3323,-1260,-1513,909,-132,358,1
377833,-50147,10599,1872,-2940,1658,2043,-2356,381648,-48516,13598,-3039,-11147,-153,-1985,-3857,0
71643,-7499,111043,17327,13575,25813,7513,5967,-153992,-58438,-4645,1719,-10985,-4175,-882,-2188,0
274630,48238,43317,22937,7694,690,-2085,2430,-1021690,-59873,14637,-63461,-26155,-21321,-5044,-6106,0
