delta_c1,theta_c1,lowalpha_c1,highalpha_c1,lowbeta_c1,highbeta_c1,lowgamma_c1,midgamma_c1,delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,state
-367314,30152,10885,23328,-2077,22627,16840,7554,-385162,-17024,12216,-26427,3824,-7902,2746,1592,1
25715,-1593,-6843,-11550,-2929,-3479,-3990,-3779,-34477,-1504,3427,-10307,1208,14009,7627,446,1
29414,16930,2346,-406,-5063,-3420,-1568,-4252,-19078,-24238,7269,-2028,4482,3738,2328,52,0
-51351,14845,4939,5169,15987,2262,2647,1431,-38074,-18592,-855,-11047,-15718,-1217,-1843,-3270,1
-42620,-8520,-6060,-4193,-14014,-5149,-3690,-4411,-92606,-7058,-4900,-3874,-18745,-4267,-2716,-3189,0
-58264,-6078,82,12307,2792,4795,8991,9869,-59835,-3188,-611,-6623,3468,434,8256,-7632,0
-242589,-10463,1860,-12112,-2099,-2550,1409,-354,-232579,-12094,-3651,-24467,-416,-9456,-4404,-3138,0
-63822,-37683,-20070,4242,682,4939,-2016,-805,-103128,-75696,2798,-28912,18299,910,-3122,2202,0
18872,16779,82,2069,1945,2690,1515,1361,39804,-16648,13485,1291,-537,-2984,-2387,-2119,0
25583,4610,-657,-9811,-11746,-2609,-4785,-1939,5544,32743,21651,14417,9674,3373,3382,1824,0
-6664,330,-829,-129,-86,242,915,303,141854,44214,4914,-580,-1185,507,-261,1828,0
-258761,-269295,-39368,-44922,-13261,-51417,-51692,-9558,-255487,-253244,-34890,-43038,-6097,-45882,-47643,-6812,0
-41957,-1787,3579,8710,1567,2962,135,2635,10826,2546,-4586,-9187,-2617,-3946,-383,-2412,0
-24452,-2044,2957,-2249,1124,5392,7407,1074,65867,45671,-4147,12907,2436,372,-29,2149,1
-70450,230,5565,3056,732,-154,-193,466,-189434,-15385,731,-2126,5646,4002,2811,2086,0
-44527,-1030,2620,3474,-6134,3825,1960,6253,2369,13361,307,-3118,-8505,-8194,-1257,-6688,0
9437,-8400,-3039,-4368,-43,-55,502,120,500818,28548,1874,16962,11257,10113,4754,5168,1
-23414,4643,4212,2664,1033,1553,254,64,-71934,-16185,-2796,-2627,-2237,-1974,-367,-42,0
-192382,-27014,-11682,3504,-7950,-5463,-2729,-1521,-108302,-25771,-12614,-10895,-10059,-4373,-2426,-321,0
25734,-31934,-1686,-1473,-6308,-7938,-8203,-2825,-183476,12936,13545,-1442,-10186,-8477,-7438,-3514,1
-61943,2178,-8686,-2678,-9806,-2705,-3917,-3284,-139350,10572,-3329,171,-7455,630,-809,-2093,0
