delta_c1,theta_c1,lowalpha_c1,highalpha_c1,lowbeta_c1,highbeta_c1,lowgamma_c1,midgamma_c1,delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,state
-6514,-3238,-337,4356,21,4643,2737,2976,10881,3821,618,-3581,10741,2543,2985,2609,1
47769,-4662,-1228,-8947,-5021,-3357,-3288,-3390,-41163,27128,5708,-7964,5929,4769,2621,2410,1
-36951,-28660,-1134,-4287,-4203,133,-1862,-1954,191203,-13495,-4273,-9300,-4458,-5759,-10748,-4305,1
-49761,-10110,-566,-305,-3728,-12446,56,-4507,-34071,13202,71,4122,-7013,-11944,-2694,2471,1
-197145,-14814,-1730,9993,-2839,6395,640,-1547,-199261,604,6193,-11467,-4785,-6042,-4715,-2428,1
480,1228,1212,4105,-2182,130,1635,1020,78531,-2424,762,-13265,-5877,-10183,-5829,-10216,0
218365,61497,5228,7898,9724,5262,1403,3225,-118143,-12412,-4699,-9335,14829,12515,2281,2693,1
-77607,7265,-381,7031,4093,4601,1563,6892,149255,40328,6348,-7534,-3193,-4978,-4051,-7543,1
-43169,1024,-1588,-4891,-120,-1598,406,-147,419,33780,890,-3434,2116,-623,-137,-1548,1
-30101,-17426,-10927,-12,-693,-1305,-956,-653,-53386,21269,9407,12435,25909,13174,17069,8200,0
-181183,-67167,-18146,-14248,-3436,-1620,-6272,-1159,453273,-52607,-14610,-13568,-5336,-3791,-7913,-3073,1
28526,3542,510,-236,3673,1228,579,505,-11284,75504,54554,7949,1183,15082,13180,9209,0
6938,-5164,-2430,-2443,115,-6,342,-241,127827,99305,14689,9632,7703,8679,3749,3732,0
44012,-11316,-5883,563,264,429,-66,-294,-15145,66336,19113,-1359,8301,2965,1308,264,0
34787,-92364,-5088,-25337,-4467,-11387,-7759,45,12484,-76118,-12584,-21063,-9995,-11890,-6585,13711,1
13087,-18042,-1598,-1595,-1025,-2218,-2402,-2227,611192,148914,52988,45582,57781,17601,15011,15277,0
-16087,-621,-522,340,-208,-118,-53,77,132851,7982,-87,22032,28080,7905,12269,22855,0
41040,8360,-866,2028,-104,1002,92,682,479663,561937,89210,64810,109465,56761,11948,19005,0
592321,29881,-2508,4690,24889,66056,95073,22662,24807,156300,-34454,103030,19951,-5435,-96281,-20593,1
38430,-361,-2555,-662,-909,4849,3180,1223,-48398,-13473,-5296,18233,-1382,2745,-8863,-363,1
11808,15665,6578,467,179,1124,462,-281,-73580,-34732,-8101,975,412,-13,-630,203,0
-181199,-122317,-2992,-14206,-10778,-13260,-14781,-6192,-298629,-160712,484,-11401,-10769,-9454,-13037,-4738,1
-207271,-79816,-37083,-10573,-18981,-3747,-5334,-13343,-957035,-118664,-46378,-9833,-26939,-6815,-5967,-12251,0
-11024,-22224,2280,-11632,3580,-1520,-1579,1122,-111659,2040,4197,-7138,780,-4003,-2565,-113,0
-50394,-17227,398,301,84,184,69,-242,-79692,-21752,4964,10058,4007,-1347,-654,131,1
-17864,-452,-6933,1368,-44,-254,-186,469,10694,-19417,-4310,-5644,-670,-2579,-763,-918,0
-19222,8614,1617,-2234,-996,-6795,-2220,-1395,-58066,20893,-1616,1392,-2977,-6757,-1542,-437,1
33337,-27205,-6955,-5297,821,-199,102,832,-7963,-19646,-7838,-7847,-814,-1647,1205,-822,0
-556336,-30331,-21680,-36019,-16226,-12241,-3013,-2611,-394953,-29130,-22718,-33233,-16732,-11548,-2160,-2852,0
-6873,-37339,-5076,9847,-13328,-1813,240,-82,-249878,-79437,-22561,-27459,-24411,-13739,-5490,-6549,1
41115,33119,-5083,-1655,5749,1224,5311,3522,1060407,32442,51779,-4835,402,14057,12336,2245,0
76914,14118,960,-953,-34,-44,133,-450,-73695,-19309,-203,-410,-1447,-2291,-1502,-1237,0
973778,210652,39130,14064,3971,13685,10247,7819,-1185008,-130137,-31682,4604,10626,-6387,-3410,-2064,1
-956360,-134938,-10881,-16561,-3303,4168,-64,727,-975879,-143863,-21421,-16676,-8084,-21496,-10697,-14526,0
-647174,16980,3541,1101,12296,27775,-4973,9624,-1028880,-96780,-16401,-18962,-13340,-30763,-24308,-14735,0
-49019,-3200,-726,9096,-786,4704,1974,1825,223546,179776,54813,67708,15079,11698,19939,23559,0
105815,145754,67586,11745,28664,31404,33251,2097,269505,-15981,-54990,-2326,-16592,6996,-3310,-8664,1
-527853,-143823,-12201,-9797,-4553,-8153,-5487,-2856,-512008,-128278,-11169,-4336,-2482,-2804,-2310,-2111,1
34542,15223,7095,6527,6552,3297,1235,3517,-14215,3767,-7596,-4075,-2374,-2950,801,-3211,1
-112930,-11594,1985,-4076,3468,1278,2724,1466,-6300,-16241,-12209,-8621,-3932,-4272,-3491,-2859,1
137568,15940,6443,13750,13224,2459,1381,5161,-78366,-31151,-7678,-19709,-13274,-2682,-5485,-5050,0
778652,182410,20135,27992,30368,11401,5759,8064,152463,-12244,-21282,-12931,-8638,4382,-5313,-6575,0
180576,29957,10754,-5130,4691,4972,-2068,6942,561066,-39488,20183,4045,5,1505,-7885,-7652,0
484010,-1179,4635,6574,-5144,1152,5895,2575,-574631,-12930,-9535,-11065,-12395,-3980,-9295,-2988,1
25432,-9318,-4092,-413,-875,-2694,-2956,-1204,-60303,-10989,-4925,4339,-2154,-3479,-3880,-670,0
-293844,-200608,-8755,-4973,-2320,-5407,-1292,-1549,-255767,-172394,-1431,-3978,669,2239,143,-313,1
-203181,-20715,-487,-1028,-1286,-717,-238,-5,-150431,-11508,994,-1286,-73,-537,1543,2288,1
6042,12247,-1197,1027,-138,190,701,64,602901,67190,-393,14079,4839,3724,14917,4590,0
946258,122814,86633,75535,71553,26850,29272,11938,-595996,-56755,-79266,-67425,-69243,-23542,-27389,-5299,1
-59555,194516,77556,77712,8663,10171,8401,5746,-183537,-170984,-48005,-62630,-3250,2134,-3047,-1132,0
-327569,-148714,-7398,-6291,-1836,-27695,-15478,-5904,745331,-570192,-53693,-10447,-31465,-52852,-42772,-28265,0
1437,12663,1069,3705,6150,5998,3429,1350,339174,124891,12922,6555,12829,29248,15414,19336,0
6220,9663,-6169,3865,2312,445,341,-47,-83594,-23720,-3796,-3706,-2489,-1787,-85,-1255,0
-476869,-66474,-6401,-5117,498,-1247,-5479,-1887,-285511,-67227,-14965,-18251,-4180,-4470,-6639,-2286,1
36103,21313,5487,15031,1013,1856,965,760,-75782,1773,-1058,20970,3336,3594,1686,2063,0
4027,-1906,2815,-1300,-1120,-242,-370,11,-38681,-36435,3588,3397,3584,3245,4917,2170,1
-10247,-13706,-7831,-8896,-2966,-985,-51,-743,-13260,4450,-1856,-754,-2697,-5086,-2508,-703,0
-346758,-20626,-23230,-21764,-19343,-14494,-5356,-3816,-497281,-42266,-20797,-19570,-18403,-15413,-3734,-4730,0
35805,31120,-4442,3451,1895,-2623,3326,2626,1189,-38420,3674,-7998,-6034,-4470,-5568,-2738,0
-8549,-13442,1545,4647,2385,4489,328,160,-23874,17274,-5424,-2700,-3667,1318,1953,746,1
-487351,-143571,-16327,-17182,-10799,-6735,-12931,-8065,551186,55747,-4735,28506,5679,23033,2813,19,1
362348,10742,-481,5801,11783,3050,3780,3070,-422796,-9280,8187,5474,-5593,-2638,-755,-1973,0
-98997,8852,8362,3132,2530,594,992,1825,-226542,-5452,-5640,13015,1788,31002,10173,8370,0
37106,35996,5577,7885,3856,3990,2086,2194,447109,279275,84810,9907,1867,18694,18555,17523,0
-26974,-2567,8227,5679,8394,6172,2005,4920,525526,-9387,-10190,8773,-7805,-10747,-833,-5220,0
-677232,15763,16460,25675,32957,20362,11449,31100,-718469,-123383,-23174,-30597,-44821,-36448,-23425,-35440,0
80268,10742,915,11391,3430,6781,2418,4634,1003385,59493,11635,-128,10960,1844,17346,-826,0
-239358,4855,-14999,-5984,335,-16435,-8686,-4110,488580,11216,-16351,-6193,-3944,-19213,-10513,-6210,1
-26284,-69469,31,-526,-4448,-2882,-1174,-814,431467,175109,24117,32922,38115,23277,16367,22973,1
-109945,113,3325,2937,933,10403,3856,1431,-77929,9836,-67,-8802,1899,-6549,-3684,-661,0
257137,-10916,4247,4793,419,2835,558,302,-86730,17011,-6571,562,2372,-2209,86,14,1
432639,687,6120,1267,-3017,-3227,-1693,1629,-446091,118653,-289,-5537,-2329,-8995,-4935,-1438,1
-394031,27091,558,8294,8068,4073,3292,1632,14418,-6948,3914,-1897,-6445,-717,1635,1840,1
1824,-6233,-871,41,-249,-315,-146,-84,429642,96698,37107,11430,7270,5919,1611,1958,0
-10342,-1033,-440,623,-990,226,40,19,55711,4436,-623,3515,-1,1254,672,1598,1
105024,36647,-2816,1537,12228,2062,2519,5067,-69509,-1190,-684,15789,12408,20793,30887,9623,0
-10775,-22962,-4042,-2545,-12069,-5914,-616,-2006,460590,-63808,-4420,3197,-9798,1581,2170,634,0
-237331,55345,6622,6775,9491,5582,2288,2786,-360620,30158,-9814,-30375,1753,-1225,4120,-1383,0
